 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.9704 -2.9493 -2.9687 -2.9597 -2.9083 -2.8589 -2.8504 -2.8623 -2.8554 -2.8150
 -2.7562 -2.6835 -2.6066 -2.5348 -2.4659 -2.3208 -2.2170 -2.1490 -2.0999
 -2.9595 -2.8904 -2.8487 -2.8161 -2.7913 -2.7752 -2.7650 -2.7552 -2.7404 -2.7171
 -2.6828 -2.6351 -2.5745 -2.5082 -2.4445 -2.3120 -2.2184 -2.1578 -2.1180 -2.0943
 -2.9511 -2.8590 -2.7840 -2.7319 -2.7072 -2.6966 -2.6846 -2.6700 -2.6553 -2.6401
 -2.6185 -2.5874 -2.5424 -2.4853 -2.4275 -2.3059 -2.2205 -2.1660 -2.1329 -2.1128
 -2.1010
 -2.9452 -2.8551 -2.7746 -2.7071 -2.6560 -2.6231 -2.6092 -2.6067 -2.6001 -2.5840
 -2.5633 -2.5404 -2.5103 -2.4661 -2.4149 -2.3025 -2.2233 -2.1736 -2.1446 -2.1273
 -2.1171 -2.1118
 -2.9220 -2.8431 -2.7687 -2.7014 -2.6440 -2.5984 -2.5658 -2.5451 -2.5345 -2.5283
 -2.5157 -2.4958 -2.4741 -2.4440 -2.4024 -2.2996 -2.2250 -2.1791 -2.1542 -2.1403
 -2.1325 -2.1287 -2.1278 -2.1292
 -2.8737 -2.8109 -2.7493 -2.6905 -2.6359 -2.5876 -2.5476 -2.5166 -2.4935 -2.4760
 -2.4620 -2.4472 -2.4296 -2.4104 -2.3819 -2.2947 -2.2244 -2.1810 -2.1598 -2.1503
 -2.1459 -2.1447 -2.1456 -2.1482 -2.1522 -2.1576 -2.1651 -2.1773 -2.1958 -2.2195
 -2.8005 -2.7550 -2.7091 -2.6634 -2.6182 -2.5745 -2.5341 -2.4985 -2.4694 -2.4454
 -2.4247 -2.4054 -2.3862 -2.3695 -2.3496 -2.2832 -2.2204 -2.1789 -2.1601 -2.1551
 -2.1555 -2.1580 -2.1619 -2.1668 -2.1723 -2.1785 -2.1861 -2.1953 -2.2096 -2.2316
 -2.2594
 -2.7086 -2.6783 -2.6477 -2.6165 -2.5839 -2.5498 -2.5148 -2.4806 -2.4492 -2.4220
