 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F322W2
  0.4518  0.3981  0.3491  0.3047  0.2641  0.2368  0.2846  0.3032  0.3218  0.3271
  0.3128  0.2680  0.2215  0.1583  0.0869 -0.0933 -0.2659 -0.4473 -0.6177
  0.5547  0.4951  0.4354  0.3757  0.3230  0.2850  0.2619  0.2523  0.2542  0.2643
  0.2678  0.2479  0.1992  0.1346  0.0648 -0.1121 -0.2878 -0.4594 -0.6241 -0.7817
  0.5598  0.5096  0.4574  0.4045  0.3532  0.3058  0.2662  0.2388  0.2209  0.2101
  0.2092  0.2046  0.1717  0.1133  0.0458 -0.1289 -0.3025 -0.4733 -0.6375 -0.7944
 -0.9446
  0.5460  0.5040  0.4594  0.4125  0.3648  0.3188  0.2776  0.2422  0.2132  0.1893
  0.1668  0.1553  0.1356  0.0893  0.0273 -0.1430 -0.3141 -0.4836 -0.6477 -0.8042
 -0.9537 -1.0970
  0.5106  0.4786  0.4429  0.4034  0.3609  0.3170  0.2746  0.2365  0.2031  0.1728
  0.1437  0.1160  0.0944  0.0570  0.0046 -0.1565 -0.3240 -0.4911 -0.6549 -0.8116
 -0.9608 -1.1035 -1.2404 -1.3725
  0.4530  0.4317  0.4067  0.3768  0.3418  0.3028  0.2621  0.2222  0.1851  0.1513
  0.1185  0.0845  0.0564  0.0206 -0.0263 -0.1721 -0.3338 -0.4969 -0.6594 -0.8166
 -0.9661 -1.1087 -1.2450 -1.3762 -1.5030 -1.6259 -1.7451 -1.8609 -1.9736 -2.0834
  0.3779  0.3634  0.3493  0.3305  0.3054  0.2741  0.2384  0.2004  0.1623  0.1257
  0.0906  0.0550  0.0211 -0.0144 -0.0586 -0.1929 -0.3453 -0.5028 -0.6619 -0.8188
 -0.9693 -1.1124 -1.2488 -1.3795 -1.5053 -1.6268 -1.7445 -1.8588 -1.9703 -2.0791
 -2.1851
  0.2865  0.2784  0.2714  0.2628  0.2491  0.2280  0.2004  0.1678  0.1322  0.0958
  0.0596  0.0234 -0.0126 -0.0485 -0.0902 -0.2156 -0.3593 -0.5103 -0.6641 -0.8188
 -0.9698 -1.1142 -1.2513 -1.3822 -1.5076 -1.6284 -1.7451 -1.8582 -1.9682 -2.0754
 -2.1802
  0.1864  0.1811  0.1774  0.1751  0.1713  0.1614  0.1442  0.1201  0.0906  0.0577
  0.0230 -0.0125 -0.0483 -0.0842 -0.1235 -0.2403 -0.3759 -0.5213 -0.6700 -0.8205
 -0.9704 -1.1160 -1.2547 -1.3866 -1.5124 -1.6332 -1.7495 -1.8620 -1.9712 -2.0771
 -2.1800
  0.0774  0.0715  0.0744  0.0745  0.0756  0.0749  0.0684  0.0548  0.0344  0.0085
 -0.0213 -0.0537 -0.0875 -0.1223 -0.1589 -0.2658 -0.3919 -0.5305 -0.6747 -0.8207
 -0.9672 -1.1120 -1.2520 -1.3855 -1.5125 -1.6337 -1.7501 -1.8622 -1.9727 -2.0777
 -2.1792
 -0.0402 -0.0504 -0.0376 -0.0314 -0.0316 -0.0288 -0.0273 -0.0306 -0.0405 -0.0567
 -0.0784 -0.1046 -0.1340 -0.1656 -0.1989 -0.2953 -0.4110 -0.5413 -0.6802 -0.8223
 -0.9651 -1.1073 -1.2468 -1.3817 -1.5104 -1.6329 -1.7501 -1.8625 -1.9707 -2.0753
 -2.1765
