 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  R   
 -1.3687  0.4665  1.9429  1.5454 -0.7509 -4.2952 -3.5031 -1.9678 -1.0074 -0.8718
 -0.7089 -0.6489 -1.0246 -1.4869 -1.6755 -1.3734
 -2.3083 -1.5667 -0.8636 -0.9368 -1.7824 -3.3563 -3.0152 -2.3128 -1.7618 -1.5217
 -1.3248 -1.2331 -1.3528 -1.5277 -1.5839 -1.3320 -1.1657 -1.0792 -1.1003
 -2.6943 -2.5226 -2.2733 -2.1693 -2.2175 -2.5820 -2.4814 -2.2717 -2.0330 -1.8202
 -1.6571 -1.5627 -1.5355 -1.5317 -1.5000 -1.2986 -1.1685 -1.0891 -1.0648 -1.0486
 -0.9966
 -2.5267 -2.4012 -2.2862 -2.1521 -2.0562 -1.9724 -1.9017 -1.8447 -1.8208 -1.7675
 -1.7060 -1.6378 -1.5726 -1.4991 -1.4238 -1.2732 -1.1646 -1.0967 -1.0558 -1.0327
 -1.0206 -1.0150 -1.0135
 -2.2625 -2.1790 -2.0978 -2.0067 -1.9267 -1.8518 -1.7843 -1.7252 -1.6738 -1.6273
 -1.5802 -1.5290 -1.4772 -1.4235 -1.3678 -1.2467 -1.1629 -1.1089 -1.0745 -1.0531
 -1.0408 -1.0346 -1.0327 -1.0353 -1.0429
 -2.0135 -1.9638 -1.9116 -1.8547 -1.7946 -1.7343 -1.6764 -1.6224 -1.5732 -1.5285
 -1.4872 -1.4472 -1.4057 -1.3653 -1.3222 -1.2245 -1.1574 -1.1148 -1.0875 -1.0697
 -1.0589 -1.0533 -1.0516 -1.0532 -1.0579 -1.0668
 -1.7797 -1.7556 -1.7276 -1.6961 -1.6599 -1.6199 -1.5780 -1.5363 -1.4960 -1.4574
 -1.4210 -1.3865 -1.3531 -1.3211 -1.2870 -1.2066 -1.1481 -1.1144 -1.0948 -1.0825
 -1.0749 -1.0711 -1.0703 -1.0721 -1.0760 -1.0827 -1.0926 -1.1097 -1.1361 -1.1669
 -1.5610 -1.5544 -1.5458 -1.5354 -1.5214 -1.5028 -1.4799 -1.4543 -1.4268 -1.3983
 -1.3695 -1.3408 -1.3127 -1.2854 -1.2584 -1.1912 -1.1384 -1.1078 -1.0941 -1.0885
 -1.0861 -1.0859 -1.0876 -1.0909 -1.0955 -1.1017 -1.1091 -1.1209 -1.1407 -1.1698
 -1.2042
 -1.3686 -1.3717 -1.3758 -1.3807 -1.3838 -1.3837 -1.3793 -1.3705 -1.3575 -1.3414
 -1.3223 -1.3013 -1.2792 -1.2566 -1.2336 -1.1771 -1.1289 -1.0986 -1.0864 -1.0857
 -1.0898 -1.0952 -1.1011 -1.1075 -1.1144 -1.1218 -1.1303 -1.1397 -1.1534 -1.1749
 -1.2066
 -1.1993 -1.2113 -1.2250 -1.2402 -1.2550 -1.2682 -1.2784 -1.2846 -1.2859 -1.2822
 -1.2741 -1.2620 -1.2469 -1.2298 -1.2111 -1.1622 -1.1186 -1.0885 -1.0754 -1.0761
 -1.0850 -1.0968 -1.1087 -1.1200 -1.1307 -1.1409 -1.1511 -1.1620 -1.1744 -1.1911
 -1.2125
 -1.0543 -1.0739 -1.0942 -1.1151 -1.1371 -1.1587 -1.1788 -1.1964 -1.2101 -1.2185
 -1.2213 -1.2191 -1.2126 -1.2023 -1.1889 -1.1483 -1.1085 -1.0791 -1.0644 -1.0635
 -1.0735 -1.0896 -1.1077 -1.1252 -1.1413 -1.1559 -1.1697 -1.1829 -1.1962 -1.2108
 -1.2266
 -0.9400 -0.9595 -0.9818 -1.0065 -1.0328 -1.0590 -1.0852 -1.1100 -1.1323 -1.1501
 -1.1629 -1.1706 -1.1733 -1.1711 -1.1642 -1.1339 -1.0986 -1.0700 -1.0541 -1.0516
 -1.0601 -1.0771 -1.0989 -1.1222 -1.1445 -1.1649 -1.1836 -1.2008 -1.2170 -1.2331
 -1.2500
 -0.8565 -0.8682 -0.8878 -0.9144 -0.9421 -0.9691 -0.9999 -1.0289 -1.0562 -1.0799
 -1.0999 -1.1163 -1.1296 -1.1362 -1.1369 -1.1191 -1.0889 -1.0612 -1.0445
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  R   
 -2.7083 -2.4842 -2.3404 -2.2834 -2.3024 -2.5800 -2.3903 -2.2150 -2.0822 -1.9786
 -1.8343 -1.6905 -1.6354 -1.6275 -1.5856 -1.3427
 -2.6678 -2.4436 -2.2825 -2.1892 -2.1578 -2.2775 -2.1752 -2.0726 -1.9823 -1.9004
 -1.8016 -1.7015 -1.6331 -1.5823 -1.5183 -1.3105 -1.1644 -1.0745 -1.0209
 -2.6109 -2.3937 -2.2249 -2.1074 -2.0388 -2.0466 -1.9958 -1.9402 -1.8804 -1.8171
 -1.7507 -1.6816 -1.6104 -1.5372 -1.4624 -1.2843 -1.1612 -1.0838 -1.0371 -1.0105
 -0.9966
 -2.5376 -2.3345 -2.1676 -2.0380 -1.9454 -1.8873 -1.8521 -1.8178 -1.7767 -1.7287
 -1.6817 -1.6309 -1.5673 -1.4921 -1.4179 -1.2641 -1.1591 -1.0929 -1.0525 -1.0284
 -1.0152 -1.0094 -1.0086
 -2.4479 -2.2660 -2.1106 -1.9810 -1.8775 -1.7996 -1.7441 -1.7054 -1.6710 -1.6352
 -1.5946 -1.5493 -1.5039 -1.4471 -1.3848 -1.2499 -1.1581 -1.1018 -1.0671 -1.0457
 -1.0333 -1.0273 -1.0262 -1.0295 -1.0379
 -2.3418 -2.1882 -2.0539 -1.9364 -1.8351 -1.7514 -1.6857 -1.6351 -1.5949 -1.5602
 -1.5243 -1.4841 -1.4456 -1.4040 -1.3551 -1.2383 -1.1557 -1.1074 -1.0792 -1.0613
 -1.0506 -1.0452 -1.0440 -1.0463 -1.0519 -1.0612
 -2.2157 -2.0907 -1.9815 -1.8834 -1.7940 -1.7137 -1.6447 -1.5886 -1.5432 -1.5043
 -1.4680 -1.4317 -1.3944 -1.3618 -1.3229 -1.2258 -1.1507 -1.1076 -1.0858 -1.0733
 -1.0658 -1.0622 -1.0620 -1.0645 -1.0693 -1.0768 -1.0876 -1.1055 -1.1324 -1.1633
 -2.0768 -1.9764 -1.8904 -1.8135 -1.7411 -1.6720 -1.6071 -1.5500 -1.5021 -1.4617
 -1.4258 -1.3912 -1.3562 -1.3245 -1.2920 -1.2098 -1.1428 -1.1023 -1.0850 -1.0787
 -1.0765 -1.0766 -1.0788 -1.0828 -1.0882 -1.0953 -1.1048 -1.1171 -1.1367 -1.1663
 -1.2008
 -1.8974 -1.8426 -1.7858 -1.7272 -1.6723 -1.6182 -1.5636 -1.5110 -1.4636 -1.4231
 -1.3879 -1.3558 -1.3245 -1.2937 -1.2650 -1.1922 -1.1328 -1.0935 -1.0762 -1.0760
