 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -4.0053 -3.6409 -3.5358 -3.6397 -3.8637 -4.0485 -3.7850 -3.6063 -3.4316 -3.2446
 -3.0399 -2.8405 -2.6296 -2.4141 -2.2100 -1.7207 -1.2786 -0.9485 -0.6661
 -4.4572 -4.1194 -3.8669 -3.6912 -3.5691 -3.4516 -3.3195 -3.1768 -3.0278 -2.8717
 -2.6961 -2.4977 -2.2888 -2.0869 -1.8981 -1.4742 -1.1211 -0.8424 -0.6344 -0.4753
 -4.2291 -3.9051 -3.6335 -3.4082 -3.2267 -3.0895 -2.9856 -2.8746 -2.7366 -2.5789
 -2.4182 -2.2490 -2.0648 -1.8823 -1.7133 -1.3470 -1.0419 -0.7980 -0.6134 -0.4709
 -0.3555
 -4.0420 -3.7442 -3.4827 -3.2520 -3.0494 -2.8738 -2.7244 -2.5998 -2.4872 -2.3584
 -2.2071 -2.0529 -1.8929 -1.7290 -1.5749 -1.2476 -0.9822 -0.7679 -0.6030 -0.4742
 -0.3686 -0.2781
 -3.8534 -3.5917 -3.3538 -3.1352 -2.9339 -2.7499 -2.5833 -2.4337 -2.2990 -2.1749
 -2.0487 -1.9115 -1.7690 -1.6208 -1.4782 -1.1769 -0.9392 -0.7480 -0.5992 -0.4820
 -0.3853 -0.3016 -0.2266 -0.1575
 -3.6550 -3.4321 -3.2250 -3.0282 -2.8401 -2.6617 -2.4936 -2.3371 -2.1926 -2.0581
 -1.9306 -1.8057 -1.6806 -1.5500 -1.4190 -1.1315 -0.9103 -0.7348 -0.5981 -0.4909
 -0.4026 -0.3257 -0.2565 -0.1926 -0.1303 -0.0717 -0.0197  0.0232  0.0553  0.0755
 -3.4571 -3.2651 -3.0890 -2.9184 -2.7505 -2.5856 -2.4254 -2.2714 -2.1255 -1.9884
 -1.8589 -1.7352 -1.6159 -1.4979 -1.3803 -1.1092 -0.8940 -0.7271 -0.5975 -0.4978
 -0.4172 -0.3477 -0.2849 -0.2265 -0.1714 -0.1184 -0.0689 -0.0248  0.0127  0.0408
  0.0531
