 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.5031 -4.1644 -3.9194 -3.6486 -3.3496 -3.1045 -2.9626 -2.8772 -2.7812 -2.6519
 -2.5069 -2.3502 -2.1934 -2.0457 -1.9038 -1.5825 -1.3098 -1.0929 -0.9181
 -4.1184 -3.7235 -3.4296 -3.1891 -2.9927 -2.8360 -2.7097 -2.6022 -2.5020 -2.4010
 -2.2932 -2.1732 -2.0403 -1.9039 -1.7740 -1.4882 -1.2508 -1.0595 -0.9093 -0.7946
 -3.8592 -3.4421 -3.1233 -2.8905 -2.7313 -2.6102 -2.4985 -2.3940 -2.2988 -2.2108
 -2.1214 -2.0248 -1.9138 -1.7916 -1.6725 -1.4139 -1.2039 -1.0341 -0.9024 -0.8001
 -0.7180
 -3.7255 -3.3202 -3.0005 -2.7528 -2.5654 -2.4271 -2.3290 -2.2526 -2.1716 -2.0813
 -1.9915 -1.9050 -1.8139 -1.7088 -1.5993 -1.3596 -1.1691 -1.0167 -0.8975 -0.8042
 -0.7287 -0.6653
 -3.6307 -3.2492 -2.9423 -2.6973 -2.5029 -2.3500 -2.2305 -2.1360 -2.0598 -1.9896
 -1.9093 -1.8209 -1.7353 -1.6451 -1.5468 -1.3217 -1.1441 -1.0047 -0.8960 -0.8107
 -0.7414 -0.6827 -0.6315 -0.5858
 -3.5320 -3.1838 -2.8988 -2.6657 -2.4744 -2.3168 -2.1873 -2.0804 -1.9901 -1.9104
 -1.8362 -1.7598 -1.6788 -1.5971 -1.5079 -1.2960 -1.1269 -0.9957 -0.8951 -0.8170
 -0.7539 -0.7003 -0.6533 -0.6110 -0.5724 -0.5370 -0.5053 -0.4789 -0.4602 -0.4530
 -3.4165 -3.1056 -2.8479 -2.6332 -2.4520 -2.2975 -2.1650 -2.0509 -1.9527 -1.8657
 -1.7854 -1.7083 -1.6314 -1.5570 -1.4783 -1.2791 -1.1154 -0.9891 -0.8932 -0.8208
 -0.7636 -0.7157 -0.6737 -0.6356 -0.6004 -0.5676 -0.5377 -0.5106 -0.4895 -0.4777
 -0.4773
 -3.2911 -3.0147 -2.7842 -2.5900 -2.4232 -2.2771 -2.1473 -2.0316 -1.9286 -1.8369
 -1.7532 -1.6743 -1.5979 -1.5234 -1.4513 -1.2676 -1.1086 -0.9843 -0.8905 -0.8210
 -0.7686 -0.7264 -0.6901 -0.6572 -0.6267 -0.5977 -0.5705 -0.5455 -0.5236 -0.5074
 -0.5023
 -3.1603 -2.9158 -2.7089 -2.5336 -2.3818 -2.2466 -2.1237 -2.0109 -1.9076 -1.8135
 -1.7276 -1.6479 -1.5720 -1.4983 -1.4277 -1.2550 -1.1031 -0.9805 -0.8870 -0.8180
 -0.7681 -0.7306 -0.7001 -0.6733 -0.6483 -0.6244 -0.6014 -0.5795 -0.5593 -0.5423
 -0.5314
 -3.0393 -2.8235 -2.6346 -2.4729 -2.3333 -2.2087 -2.0943 -1.9872 -1.8868 -1.7932
 -1.7065 -1.6263 -1.5511 -1.4794 -1.4103 -1.2450 -1.0990 -0.9790 -0.8855 -0.8155
 -0.7654 -0.7299 -0.7038 -0.6827 -0.6640 -0.6461 -0.6287 -0.6116 -0.5949 -0.5797
 -0.5656
 -2.9320 -2.7387 -2.5652 -2.4128 -2.2801 -2.1632 -2.0565 -1.9562 -1.8608 -1.7702
 -1.6847 -1.6048 -1.5303 -1.4603 -1.3933 -1.2353 -1.0942 -0.9767 -0.8839 -0.8133
