 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.8131  0.0399 -0.8995 -0.8901  0.4267  2.0701  1.3858  0.4300 -0.0438 -0.0020
  0.0634  0.1592  0.3579  0.5341  0.6038  0.4757
  0.8425  0.5336  0.1006  0.0583  0.5686  1.3186  1.0755  0.7021  0.4746  0.4288
  0.4077  0.4239  0.4922  0.5554  0.5673  0.4452  0.3117  0.1820  0.0391
  0.7841  0.7307  0.6096  0.5636  0.6340  0.8358  0.8213  0.7684  0.7043  0.6435
  0.5964  0.5734  0.5663  0.5591  0.5358  0.4202  0.2944  0.1656  0.0332 -0.0943
 -0.2135
  0.6379  0.6312  0.6275  0.6258  0.6231  0.6217  0.6232  0.6290  0.6453  0.6422
  0.6295  0.6078  0.5802  0.5453  0.5093  0.4007  0.2773  0.1494  0.0219 -0.1022
 -0.2232 -0.3416 -0.4569
  0.5557  0.5644  0.5709  0.5741  0.5735  0.5712  0.5688  0.5677  0.5681  0.5680
  0.5622  0.5480  0.5267  0.4988  0.4648  0.3665  0.2549  0.1345  0.0105 -0.1121
 -0.2315 -0.3477 -0.4608 -0.5714 -0.6800
  0.4600  0.4816  0.4980  0.5086  0.5137  0.5146  0.5128  0.5097  0.5060  0.5022
  0.4974  0.4886  0.4728  0.4508  0.4223  0.3336  0.2312  0.1183 -0.0010 -0.1213
 -0.2392 -0.3538 -0.4652 -0.5737 -0.6797 -0.7838
  0.3507  0.3828  0.4088  0.4293  0.4436  0.4519  0.4552  0.4550  0.4522  0.4476
  0.4417  0.4339  0.4223  0.4055  0.3818  0.3020  0.2062  0.1008 -0.0126 -0.1298
 -0.2463 -0.3599 -0.4701 -0.5771 -0.6813 -0.7832 -0.8832 -0.9826 -1.0816 -1.1778
  0.2278  0.2680  0.3033  0.3342  0.3596  0.3783  0.3906  0.3971  0.3990  0.3973
  0.3929  0.3861  0.3765  0.3629  0.3442  0.2734  0.1829  0.0825 -0.0249 -0.1378
 -0.2524 -0.3653 -0.4749 -0.5811 -0.6841 -0.7845 -0.8824 -0.9789 -1.0751 -1.1712
 -1.2651
  0.0932  0.1401  0.1838  0.2245  0.2607  0.2911  0.3148  0.3315  0.3416  0.3458
  0.3458  0.3419  0.3347  0.3239  0.3088  0.2478  0.1624  0.0656 -0.0376 -0.1458
 -0.2575 -0.3694 -0.4789 -0.5849 -0.6875 -0.7870 -0.8840 -0.9786 -1.0719 -1.1649
 -1.2585
 -0.0477  0.0042  0.0539  0.1016  0.1475  0.1892  0.2250  0.2537  0.2748  0.2886
  0.2957  0.2972  0.2941  0.2867  0.2745  0.2226  0.1439  0.0502 -0.0507 -0.1556
 -0.2639 -0.3741 -0.4834 -0.5899 -0.6928 -0.7923 -0.8888 -0.9827 -1.0746 -1.1654
 -1.2553
 -0.1897 -0.1353 -0.0809 -0.0266  0.0269  0.0776  0.1239  0.1643  0.1974  0.2224
  0.2394  0.2490  0.2519  0.2487  0.2400  0.1967  0.1272  0.0379 -0.0606 -0.1632
 -0.2685 -0.3759 -0.4840 -0.5905 -0.6940 -0.7940 -0.8907 -0.9843 -1.0754 -1.1645
 -1.2535
 -0.3416 -0.2784 -0.2172 -0.1580 -0.0988 -0.0415  0.0133  0.0633  0.1075  0.1435
  0.1710  0.1904  0.2022  0.2067  0.2043  0.1725  0.1104  0.0264 -0.0690 -0.1697
 -0.2730 -0.3780 -0.4839 -0.5896 -0.6934 -0.7942 -0.8917 -0.9858 -1.0770 -1.1656
 -1.2523
 -0.5034 -0.4250 -0.3550 -0.2926 -0.2296 -0.1681 -0.1032 -0.0456  0.0069  0.0520
  0.0896  0.1203  0.1447  0.1607  0.1676  0.1499  0.0935  0.0157 -0.0759
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.6566  0.6480  0.6582  0.7003  0.7888  0.9394  0.8430  0.7674  0.7260  0.7057
  0.6692  0.6342  0.6298  0.6269  0.6029  0.4739
  0.6707  0.6587  0.6578  0.6775  0.7284  0.8202  0.7916  0.7628  0.7407  0.7216
  0.6925  0.6605  0.6369  0.6114  0.5754  0.4500  0.3168  0.1834  0.0520
  0.6707  0.6581  0.6504  0.6541  0.6766  0.7234  0.7344  0.7358  0.7286  0.7137
  0.6919  0.6638  0.6301  0.5914  0.5481  0.4261  0.2981  0.1674  0.0379 -0.0890
 -0.2131
  0.6566  0.6462  0.6360  0.6301  0.6333  0.6490  0.6714  0.6863  0.6897  0.6820
  0.6674  0.6439  0.6094  0.5668  0.5210  0.4022  0.2791  0.1521  0.0250 -0.0996
 -0.2211 -0.3396 -0.4550
  0.6284  0.6230  0.6146  0.6055  0.5986  0.5970  0.6026  0.6144  0.6240  0.6265
  0.6191  0.6009  0.5748  0.5377  0.4941  0.3783  0.2598  0.1375  0.0132 -0.1094
 -0.2288 -0.3451 -0.4584 -0.5693 -0.6783
  0.5861  0.5885  0.5862  0.5803  0.5725  0.5653  0.5611  0.5609  0.5630  0.5647
  0.5610  0.5486  0.5292  0.5014  0.4646  0.3548  0.2399  0.1228  0.0024 -0.1182
 -0.2362 -0.3509 -0.4624 -0.5711 -0.6775 -0.7819
  0.5290  0.5396  0.5455  0.5463  0.5427  0.5361  0.5289  0.5229  0.5185  0.5142
  0.5074  0.4961  0.4791  0.4574  0.4277  0.3306  0.2203  0.1076 -0.0083 -0.1262
 -0.2429 -0.3566 -0.4670 -0.5742 -0.6788 -0.7810 -0.8813 -0.9809 -1.0801 -1.1763
  0.4586  0.4765  0.4904  0.4994  0.5030  0.5013  0.4959  0.4887  0.4813  0.4740
  0.4653  0.4532  0.4363  0.4156  0.3897  0.3041  0.2010  0.0923 -0.0192 -0.1335
 -0.2486 -0.3617 -0.4715 -0.5780 -0.6813 -0.7820 -0.8806 -0.9773 -1.0735 -1.1697
 -1.2636
  0.3928  0.4066  0.4219  0.4386  0.4503  0.4560  0.4561  0.4518  0.4447  0.4365
  0.4272  0.4157  0.4004  0.3805  0.3565  0.2780  0.1820  0.0777 -0.0269 -0.1407
 -0.2518 -0.3657 -0.4754 -0.5817 -0.6845 -0.7843 -0.8816 -0.9774 -1.0719 -1.1651
 -1.2571
  0.2865  0.3212  0.3468  0.3643  0.3834  0.3973  0.4050  0.4068  0.4036  0.3972
  0.3887  0.3783  0.3652  0.3482  0.3269  0.2537  0.1635  0.0630 -0.0420 -0.1496
 -0.2593 -0.3702 -0.4798 -0.5866 -0.6898 -0.7895 -0.8863 -0.9805 -1.0727 -1.1635
 -1.2539
