 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.8227 -0.8082  0.4017  0.6884 -0.3399 -2.3828 -1.6371 -0.3835  0.3726  0.4277
  0.4947  0.4658  0.0592 -0.4340 -0.6978 -0.5882
 -1.6671 -1.2264 -0.6425 -0.4501 -0.7955 -1.7021 -1.3862 -0.8352 -0.4294 -0.2842
 -0.1781 -0.1599 -0.3215 -0.5336 -0.6465 -0.5583 -0.5048 -0.4762 -0.5321
 -1.4077 -1.2903 -1.0955 -0.9770 -0.9666 -1.1808 -1.1043 -0.9644 -0.8116 -0.6789
 -0.5873 -0.5499 -0.5671 -0.6038 -0.6177 -0.5482 -0.5196 -0.5009 -0.5185 -0.5405
 -0.5370
 -1.0445 -0.9999 -0.9573 -0.8923 -0.8529 -0.8188 -0.7914 -0.7713 -0.7741 -0.7563
 -0.7327 -0.7042 -0.6776 -0.6447 -0.6114 -0.5579 -0.5244 -0.5154 -0.5212 -0.5380
 -0.5603 -0.5861 -0.6142
 -0.8541 -0.8409 -0.8249 -0.7967 -0.7729 -0.7487 -0.7262 -0.7069 -0.6914 -0.6784
 -0.6647 -0.6480 -0.6306 -0.6112 -0.5896 -0.5510 -0.5351 -0.5342 -0.5431 -0.5591
 -0.5800 -0.6044 -0.6313 -0.6611 -0.6944
 -0.6781 -0.6890 -0.6946 -0.6938 -0.6868 -0.6756 -0.6621 -0.6482 -0.6351 -0.6233
 -0.6130 -0.6032 -0.5922 -0.5818 -0.5689 -0.5428 -0.5380 -0.5448 -0.5583 -0.5759
 -0.5971 -0.6212 -0.6476 -0.6761 -0.7067 -0.7403
 -0.5165 -0.5442 -0.5664 -0.5836 -0.5947 -0.5995 -0.5991 -0.5952 -0.5894 -0.5825
 -0.5754 -0.5686 -0.5621 -0.5565 -0.5493 -0.5333 -0.5331 -0.5472 -0.5668 -0.5884
 -0.6116 -0.6365 -0.6632 -0.6913 -0.7208 -0.7523 -0.7863 -0.8257 -0.8717 -0.9204
 -0.3692 -0.4065 -0.4403 -0.4709 -0.4971 -0.5175 -0.5317 -0.5403 -0.5444 -0.5453
 -0.5439 -0.5412 -0.5378 -0.5343 -0.5310 -0.5225 -0.5242 -0.5412 -0.5665 -0.5940
 -0.6214 -0.6489 -0.6771 -0.7060 -0.7356 -0.7662 -0.7978 -0.8328 -0.8738 -0.9215
 -0.9726
 -0.2439 -0.2838 -0.3232 -0.3622 -0.3986 -0.4312 -0.4587 -0.4801 -0.4955 -0.5059
 -0.5120 -0.5151 -0.5160 -0.5156 -0.5143 -0.5112 -0.5142 -0.5303 -0.5580 -0.5908
 -0.6241 -0.6563 -0.6877 -0.7187 -0.7497 -0.7808 -0.8128 -0.8456 -0.8815 -0.9233
 -0.9726
 -0.1373 -0.1789 -0.2212 -0.2641 -0.3062 -0.3465 -0.3835 -0.4157 -0.4421 -0.4623
 -0.4768 -0.4867 -0.4931 -0.4968 -0.4984 -0.4992 -0.5039 -0.5184 -0.5452 -0.5804
 -0.6188 -0.6569 -0.6934 -0.7283 -0.7620 -0.7950 -0.8278 -0.8611 -0.8957 -0.9337
 -0.9752
 -0.0524 -0.0928 -0.1345 -0.1773 -0.2213 -0.2651 -0.3075 -0.3472 -0.3827 -0.4124
 -0.4358 -0.4537 -0.4668 -0.4758 -0.4815 -0.4879 -0.4935 -0.5073 -0.5317 -0.5656
 -0.6059 -0.6487 -0.6908 -0.7309 -0.7689 -0.8052 -0.8404 -0.8750 -0.9097 -0.9454
 -0.9830
  0.0099 -0.0255 -0.0637 -0.1044 -0.1475 -0.1915 -0.2360 -0.2794 -0.3205 -0.3569
 -0.3882 -0.4142 -0.4351 -0.4509 -0.4619 -0.4761 -0.4841 -0.4971 -0.5196 -0.5515
 -0.5907 -0.6347 -0.6807 -0.7261 -0.7694 -0.8102 -0.8491 -0.8865 -0.9230 -0.9592
 -0.9963
  0.0496  0.0231 -0.0088 -0.0454 -0.0848 -0.1257 -0.1716 -0.2161 -0.2595 -0.2996
 -0.3361 -0.3693 -0.3994 -0.4221 -0.4397 -0.4640 -0.4757 -0.4878 -0.5089
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.9588 -0.8852 -0.8495 -0.8570 -0.9170 -1.1442 -1.0515 -0.9483 -0.8674 -0.8064
 -0.7146 -0.6304 -0.6233 -0.6541 -0.6540 -0.5365
 -0.9887 -0.9154 -0.8684 -0.8522 -0.8737 -0.9918 -0.9573 -0.9109 -0.8670 -0.8263
 -0.7709 -0.7162 -0.6885 -0.6750 -0.6496 -0.5461 -0.4908 -0.4711 -0.4726
 -0.9940 -0.9255 -0.8736 -0.8419 -0.8354 -0.8756 -0.8741 -0.8636 -0.8455 -0.8213
 -0.7922 -0.7592 -0.7233 -0.6852 -0.6456 -0.5547 -0.5087 -0.4938 -0.4974 -0.5126
 -0.5350
 -0.9747 -0.9155 -0.8651 -0.8261 -0.8020 -0.7956 -0.8019 -0.8062 -0.8028 -0.7914
 -0.7783 -0.7594 -0.7276 -0.6846 -0.6420 -0.5623 -0.5235 -0.5132 -0.5189 -0.5341
 -0.5554 -0.5810 -0.6101
 -0.9308 -0.8854 -0.8429 -0.8048 -0.7735 -0.7518 -0.7407 -0.7389 -0.7389 -0.7366
 -0.7293 -0.7168 -0.7015 -0.6733 -0.6388 -0.5689 -0.5352 -0.5293 -0.5372 -0.5529
 -0.5737 -0.5982 -0.6257 -0.6561 -0.6901
 -0.8623 -0.8352 -0.8070 -0.7780 -0.7499 -0.7256 -0.7074 -0.6957 -0.6891 -0.6854
 -0.6802 -0.6712 -0.6628 -0.6501 -0.6286 -0.5718 -0.5419 -0.5399 -0.5515 -0.5688
 -0.5900 -0.6143 -0.6410 -0.6701 -0.7015 -0.7357
 -0.7711 -0.7623 -0.7512 -0.7361 -0.7178 -0.6981 -0.6797 -0.6649 -0.6542 -0.6462
 -0.6389 -0.6309 -0.6217 -0.6161 -0.6041 -0.5674 -0.5427 -0.5434 -0.5596 -0.5806
 -0.6038 -0.6289 -0.6560 -0.6847 -0.7150 -0.7473 -0.7821 -0.8221 -0.8686 -0.9174
 -0.6647 -0.6708 -0.6751 -0.6756 -0.6705 -0.6606 -0.6477 -0.6347 -0.6235 -0.6147
 -0.6071 -0.5993 -0.5905 -0.5841 -0.5764 -0.5530 -0.5368 -0.5396 -0.5595 -0.5858
 -0.6131 -0.6408 -0.6694 -0.6990 -0.7293 -0.7608 -0.7941 -0.8296 -0.8705 -0.9185
 -0.9697
 -0.5686 -0.5744 -0.5843 -0.5978 -0.6063 -0.6089 -0.6056 -0.5986 -0.5906 -0.5833
 -0.5769 -0.5711 -0.5646 -0.5578 -0.5522 -0.5351 -0.5256 -0.5301 -0.5515 -0.5828
 -0.6129 -0.6481 -0.6798 -0.7114 -0.7431 -0.7750 -0.8077 -0.8435 -0.8828 -0.9250
 -0.9699
 -0.4307 -0.4678 -0.4934 -0.5087 -0.5278 -0.5421 -0.5504 -0.5530 -0.5515 -0.5481
 -0.5445 -0.5413 -0.5379 -0.5340 -0.5305 -0.5177 -0.5119 -0.5183 -0.5399 -0.5729
 -0.6108 -0.6488 -0.6855 -0.7209 -0.7553 -0.7889 -0.8225 -0.8565 -0.8917 -0.9295
 -0.9723
 -0.3191 -0.3613 -0.3923 -0.4133 -0.4403 -0.4633 -0.4821 -0.4953 -0.5032 -0.5069
 -0.5080 -0.5085 -0.5086 -0.5084 -0.5079 -0.5020 -0.4985 -0.5060 -0.5265 -0.5587
 -0.5984 -0.6410 -0.6833 -0.7237 -0.7622 -0.7991 -0.8350 -0.8702 -0.9055 -0.9418
 -0.9799
 -0.2129 -0.2547 -0.2924 -0.3264 -0.3594 -0.3904 -0.4174 -0.4267 -0.4444 -0.4571
 -0.4655 -0.4713 -0.4757 -0.4795 -0.4827 -0.4865 -0.4859 -0.4943 -0.5140 -0.5446
 -0.5835 -0.6276 -0.6737 -0.7193 -0.7629 -0.8042 -0.8437 -0.8817 -0.9187 -0.9555
 -0.9931
 -0.1122 -0.1482 -0.1938 -0.2481 -0.2850 -0.3233 -0.3339 -0.3631 -0.3881 -0.3985
 -0.4155 -0.4286 -0.4387 -0.4471 -0.4549 -0.4712 -0.4741 -0.4832 -0.5024
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.9707 -1.0201 -1.1287 -1.1600 -1.0804 -0.9950 -1.0020 -1.0600 -1.0778 -1.0242
 -0.9426 -0.8510 -0.7709 -0.7097 -0.6510 -0.5334
 -0.9735 -0.9585 -0.9860 -0.9907 -0.9583 -0.9281 -0.9344 -0.9581 -0.9628 -0.9352
 -0.8892 -0.8301 -0.7670 -0.7087 -0.6543 -0.5484 -0.4892 -0.4678 -0.4616
 -0.9754 -0.9189 -0.8912 -0.8738 -0.8648 -0.8643 -0.8691 -0.8734 -0.8719 -0.8616
 -0.8400 -0.8055 -0.7587 -0.7066 -0.6573 -0.5620 -0.5088 -0.4904 -0.4907 -0.5045
 -0.5299
 -0.9764 -0.9013 -0.8443 -0.8093 -0.7999 -0.8036 -0.8061 -0.8059 -0.8051 -0.8034
 -0.7950 -0.7772 -0.7460 -0.7034 -0.6600 -0.5742 -0.5258 -0.5098 -0.5140 -0.5287
 -0.5497 -0.5755 -0.6052
 -0.9765 -0.9057 -0.8453 -0.7972 -0.7636 -0.7460 -0.7454 -0.7556 -0.7624 -0.7606
 -0.7542 -0.7452 -0.7289 -0.6991 -0.6624 -0.5850 -0.5402 -0.5260 -0.5315 -0.5468
 -0.5675 -0.5921 -0.6199 -0.6503 -0.6844
 -0.9568 -0.8980 -0.8448 -0.7978 -0.7587 -0.7295 -0.7114 -0.7036 -0.7054 -0.7118
 -0.7134 -0.7088 -0.7023 -0.6871 -0.6602 -0.5922 -0.5504 -0.5375 -0.5451 -0.5618
 -0.5831 -0.6076 -0.6347 -0.6643 -0.6964 -0.7313
 -0.9109 -0.8683 -0.8279 -0.7894 -0.7537 -0.7223 -0.6974 -0.6801 -0.6698 -0.6648
 -0.6635 -0.6625 -0.6600 -0.6567 -0.6444 -0.5933 -0.5552 -0.5431 -0.5530 -0.5728
 -0.5961 -0.6216 -0.6490 -0.6784 -0.7093 -0.7423 -0.7778 -0.8184 -0.8652 -0.9141
 -0.8395 -0.8138 -0.7886 -0.7631 -0.7366 -0.7101 -0.6852 -0.6640 -0.6481 -0.6370
 -0.6289 -0.6227 -0.6172 -0.6151 -0.6108 -0.5833 -0.5536 -0.5427 -0.5539 -0.5777
 -0.6049 -0.6330 -0.6620 -0.6921 -0.7231 -0.7553 -0.7893 -0.8255 -0.8670 -0.9154
 -0.9666
 -0.7486 -0.7376 -0.7269 -0.7155 -0.7014 -0.6846 -0.6656 -0.6461 -0.6285 -0.6146
 -0.6038 -0.5950 -0.5872 -0.5806 -0.5771 -0.5604 -0.5438 -0.5364 -0.5483 -0.5751
 -0.6073 -0.6398 -0.6720 -0.7041 -0.7364 -0.7690 -0.8024 -0.8374 -0.8748 -0.9169
 -0.9669
 -0.6451 -0.6462 -0.6475 -0.6482 -0.6466 -0.6414 -0.6320 -0.6193 -0.6049 -0.5913
 -0.5798 -0.5706 -0.5626 -0.5553 -0.5503 -0.5362 -0.5268 -0.5253 -0.5381 -0.5663
 -0.6027 -0.6406 -0.6776 -0.7133 -0.7482 -0.7825 -0.8169 -0.8516 -0.8875 -0.9259
 -0.9693
 -0.5366 -0.5466 -0.5570 -0.5669 -0.5757 -0.5813 -0.5829 -0.5796 -0.5726 -0.5632
