 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.1473 -0.1271 -0.1106 -0.1004 -0.0854 -0.0641 -0.0254 -0.0029  0.0270  0.0704
  0.1278  0.1883  0.2532  0.3252  0.3912  0.5173  0.5783  0.5953  0.5915
 -0.1223 -0.0332  0.0223  0.0476  0.0495  0.0534  0.0670  0.0865  0.1094  0.1362
  0.1736  0.2246  0.2846  0.3440  0.3976  0.4971  0.5524  0.5727  0.5729  0.5612
 -0.0747 -0.0005  0.0630  0.1131  0.1461  0.1585  0.1541  0.1533  0.1666  0.1922
  0.2212  0.2559  0.3021  0.3531  0.4007  0.4908  0.5386  0.5545  0.5525  0.5405
  0.5219
 -0.0259  0.0343  0.0905  0.1413  0.1840  0.2155  0.2347  0.2414  0.2411  0.2476
  0.2663  0.2896  0.3209  0.3611  0.4023  0.4839  0.5274  0.5396  0.5352  0.5224
  0.5043  0.4820
  0.0429  0.0850  0.1273  0.1697  0.2105  0.2464  0.2748  0.2950  0.3083  0.3164
  0.3245  0.3375  0.3536  0.3781  0.4086  0.4800  0.5205  0.5298  0.5220  0.5073
  0.4885  0.4664  0.4415  0.4148
  0.1311  0.1551  0.1808  0.2099  0.2420  0.2745  0.3045  0.3292  0.3483  0.3634
  0.3763  0.3883  0.3988  0.4127  0.4310  0.4822  0.5188  0.5266  0.5147  0.4962
  0.4753  0.4522  0.4270  0.3999  0.3708  0.3390  0.3037  0.2645  0.2210  0.1730
  0.2315  0.2421  0.2522  0.2665  0.2859  0.3096  0.3352  0.3597  0.3804  0.3972
  0.4118  0.4255  0.4378  0.4492  0.4621  0.4959  0.5233  0.5299  0.5151  0.4915
  0.4663  0.4406  0.4138  0.3859  0.3569  0.3277  0.2965  0.2611  0.2198  0.1724
  0.1221
  0.3423  0.3400  0.3381  0.3393  0.3452  0.3569  0.3738  0.3933  0.4122  0.4289
  0.4428  0.4553  0.4672  0.4782  0.4897  0.5161  0.5344  0.5386  0.5226  0.4948
  0.4640  0.4336  0.4037  0.3737  0.3434  0.3127  0.2822  0.2499  0.2135  0.1714
  0.1224
  0.4549  0.4430  0.4328  0.4241  0.4188  0.4187  0.4245  0.4353  0.4488  0.4627
  0.4750  0.4855  0.4949  0.5037  0.5131  0.5358  0.5494  0.5502  0.5345  0.5046
  0.4690  0.4328  0.3979  0.3641  0.3312  0.2988  0.2664  0.2324  0.1966  0.1592
  0.1204
  0.5692  0.5511  0.5317  0.5160  0.5026  0.4927  0.4876  0.4880  0.4930  0.5010
  0.5098  0.5177  0.5244  0.5302  0.5361  0.5531  0.5640  0.5629  0.5477  0.5187
  0.4812  0.4404  0.3999  0.3611  0.3240  0.2885  0.2538  0.2196  0.1815  0.1463
  0.1131
  0.6853  0.6643  0.6348  0.6102  0.5921  0.5753  0.5617  0.5523  0.5476  0.5471
  0.5496  0.5535  0.5570  0.5597  0.5619  0.5697  0.5778  0.5753  0.5602  0.5328
  0.4960  0.4537  0.4092  0.3652  0.3230  0.2830  0.2447  0.2079  0.1720  0.1362
  0.0997
  0.8032  0.7826  0.7421  0.7056  0.6835  0.6621  0.6425  0.6257  0.6123  0.6028
  0.5970  0.5942  0.5931  0.5923  0.5905  0.5856  0.5908  0.5874  0.5720
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.2047 -0.1573 -0.1225 -0.0982 -0.0769 -0.0555 -0.0286 -0.0047  0.0288  0.0736
  0.1301  0.1932  0.2596  0.3257  0.3856  0.5038  0.5726  0.6008  0.6004
 -0.1337 -0.0634 -0.0268  0.0032  0.0303  0.0512  0.0673  0.0829  0.1030  0.1312
  0.1699  0.2202  0.2782  0.3357  0.3884  0.4915  0.5530  0.5779  0.5796  0.5690
 -0.1140 -0.0203  0.0511  0.0971  0.1133  0.1156  0.1243  0.1407  0.1599  0.1806
  0.2066  0.2416  0.2878  0.3383  0.3860  0.4803  0.5370  0.5599  0.5600  0.5484
  0.5300
 -0.1033 -0.0128  0.0640  0.1259  0.1713  0.1989  0.2060  0.2002  0.2017  0.2172
