 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5807 -1.7054 -1.8223 -1.9218 -2.0019 -2.0679 -2.1266 -2.1826 -2.2446 -2.3195
 -2.3899 -2.4578 -2.5294 -2.5977 -2.6694 -2.8544 -3.0388 -3.2182 -3.3869
 -1.5669 -1.6866 -1.8029 -1.9130 -2.0157 -2.1102 -2.1958 -2.2724 -2.3420 -2.4055
 -2.4626 -2.5152 -2.5711 -2.6367 -2.7084 -2.8931 -3.0747 -3.2523 -3.4217 -3.5826
 -1.5577 -1.6736 -1.7877 -1.9006 -2.0120 -2.1194 -2.2198 -2.3112 -2.3917 -2.4589
 -2.5161 -2.5639 -2.6096 -2.6684 -2.7381 -2.9220 -3.1022 -3.2782 -3.4478 -3.6094
 -3.7628
 -1.5531 -1.6664 -1.7767 -1.8846 -1.9908 -2.0955 -2.1986 -2.2990 -2.3937 -2.4797
 -2.5504 -2.6039 -2.6449 -2.6928 -2.7585 -2.9411 -3.1213 -3.2959 -3.4651 -3.6268
 -3.7806 -3.9269
 -1.5526 -1.6638 -1.7715 -1.8759 -1.9775 -2.0770 -2.1746 -2.2701 -2.3640 -2.4559
 -2.5437 -2.6196 -2.6722 -2.7152 -2.7745 -2.9538 -3.1341 -3.3080 -3.4766 -3.6383
 -3.7922 -3.9387 -4.0783 -4.2118
 -1.5559 -1.6648 -1.7704 -1.8724 -1.9710 -2.0668 -2.1603 -2.2516 -2.3407 -2.4279
 -2.5140 -2.5990 -2.6722 -2.7230 -2.7830 -2.9623 -3.1425 -3.3160 -3.4841 -3.6458
 -3.7999 -3.9466 -4.0864 -4.2200 -4.3480 -4.4711 -4.5905 -4.7063 -4.8188 -4.9292
 -1.5659 -1.6702 -1.7727 -1.8722 -1.9687 -2.0620 -2.1527 -2.2411 -2.3274 -2.4116
 -2.4939 -2.5751 -2.6557 -2.7166 -2.7745 -2.9653 -3.1472 -3.3209 -3.4885 -3.6503
 -3.8048 -3.9519 -4.0920 -4.2258 -4.3538 -4.4766 -4.5952 -4.7100 -4.8215 -4.9302
 -5.0371
 -1.5871 -1.6840 -1.7808 -1.8761 -1.9696 -2.0607 -2.1493 -2.2356 -2.3198 -2.4022
 -2.4827 -2.5615 -2.6392 -2.7103 -2.7643 -2.9560 -3.1464 -3.3226 -3.4905 -3.6525
 -3.8075 -3.9551 -4.0957 -4.2299 -4.3582 -4.4811 -4.5992 -4.7133 -4.8239 -4.9315
 -5.0365
 -1.6230 -1.7114 -1.8003 -1.8890 -1.9773 -2.0647 -2.1507 -2.2349 -2.3174 -2.3983
 -2.4775 -2.5554 -2.6317 -2.7047 -2.7620 -2.9464 -3.1397 -3.3216 -3.4922 -3.6552
 -3.8110 -3.9595 -4.1008 -4.2356 -4.3644 -4.4876 -4.6059 -4.7197 -4.8298 -4.9366
 -5.0407
 -1.6680 -1.7499 -1.8310 -1.9115 -1.9924 -2.0740 -2.1556 -2.2367 -2.3169 -2.3959
 -2.4736 -2.5502 -2.6256 -2.6986 -2.7639 -2.9377 -3.1275 -3.3121 -3.4864 -3.6520
 -3.8092 -3.9586 -4.1007 -4.2362 -4.3657 -4.4895 -4.6082 -4.7222 -4.8321 -4.9384
 -5.0438
 -1.7204 -1.7986 -1.8738 -1.9474 -2.0207 -2.0945 -2.1696 -2.2455 -2.3220 -2.3982
 -2.4737 -2.5484 -2.6222 -2.6946 -2.7637 -2.9340 -3.1176 -3.3009 -3.4772 -3.6455
 -3.8054 -3.9563 -4.0994 -4.2358 -4.3660 -4.4905 -4.6100 -4.7246 -4.8346 -4.9409
 -5.0439
 -1.7802 -1.8575 -1.9256 -1.9954 -2.0622 -2.1288 -2.1963 -2.2651 -2.3358 -2.4075
 -2.4797 -2.5517 -2.6233 -2.6942 -2.7614 -2.9353 -3.1100 -3.2880 -3.4646
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5636 -1.6641 -1.7568 -1.8420 -1.9198 -1.9948 -2.0718 -2.1535 -2.2362 -2.3138
 -2.3851 -2.4527 -2.5214 -2.5938 -2.6765 -2.8606 -3.0382 -3.2148 -3.3850
 -1.5917 -1.7028 -1.8060 -1.9017 -1.9902 -2.0727 -2.1519 -2.2323 -2.3121 -2.3865
 -2.4532 -2.5135 -2.5741 -2.6417 -2.7144 -2.8995 -3.0777 -3.2515 -3.4203 -3.5809
 -1.5839 -1.6988 -1.8103 -1.9221 -2.0231 -2.1163 -2.2018 -2.2827 -2.3617 -2.4358
 -2.5020 -2.5588 -2.6116 -2.6729 -2.7432 -2.9280 -3.1070 -3.2792 -3.4467 -3.6074
 -3.7605
 -1.5655 -1.6799 -1.7937 -1.9065 -2.0163 -2.1211 -2.2194 -2.3101 -2.3933 -2.4698
 -2.5386 -2.5970 -2.6448 -2.6969 -2.7629 -2.9461 -3.1261 -3.2979 -3.4642 -3.6246
 -3.7781 -3.9244
 -1.5592 -1.6711 -1.7804 -1.8889 -1.9961 -2.1009 -2.2025 -2.3002 -2.3935 -2.4809
 -2.5582 -2.6243 -2.6770 -2.7206 -2.7786 -2.9578 -3.1384 -3.3104 -3.4758 -3.6358
 -3.7894 -3.9359 -4.0757 -4.2095
 -1.5586 -1.6684 -1.7750 -1.8792 -1.9816 -2.0822 -2.1806 -2.2763 -2.3691 -2.4595
 -2.5468 -2.6270 -2.6924 -2.7433 -2.7941 -2.9655 -3.1460 -3.3185 -3.4835 -3.6430
 -3.7967 -3.9435 -4.0835 -4.2174 -4.3457 -4.4693 -4.5892 -4.7055 -4.8181 -4.9280
 -1.5595 -1.6692 -1.7743 -1.8763 -1.9756 -2.0728 -2.1680 -2.2606 -2.3506 -2.4373
 -2.5215 -2.6044 -2.6823 -2.7446 -2.7994 -2.9714 -3.1506 -3.3235 -3.4884 -3.6477
 -3.8013 -3.9486 -4.0889 -4.2230 -4.3513 -4.4745 -4.5935 -4.7089 -4.8207 -4.9291
 -5.0357
 -1.5644 -1.6716 -1.7756 -1.8763 -1.9739 -2.0686 -2.1610 -2.2510 -2.3387 -2.4236
 -2.5054 -2.5847 -2.6627 -2.7328 -2.7896 -2.9717 -3.1531 -3.3261 -3.4913 -3.6503
 -3.8040 -3.9517 -4.0925 -4.2269 -4.3555 -4.4786 -4.5972 -4.7117 -4.8228 -4.9306
 -5.0353
 -1.5763 -1.6790 -1.7804 -1.8793 -1.9755 -2.0686 -2.1591 -2.2470 -2.3328 -2.4162
 -2.4970 -2.5752 -2.6510 -2.7233 -2.7825 -2.9618 -3.1539 -3.3292 -3.4949 -3.6539
 -3.8078 -3.9560 -4.0975 -4.2325 -4.3615 -4.4850 -4.6036 -4.7178 -4.8283 -4.9355
 -5.0397
 -1.5975 -1.6927 -1.7887 -1.8838 -1.9773 -2.0686 -2.1573 -2.2435 -2.3277 -2.4097
 -2.4895 -2.5673 -2.6427 -2.7151 -2.7800 -2.9491 -3.1428 -3.3255 -3.4934 -3.6528
 -3.8068 -3.9553 -4.0974 -4.2331 -4.3627 -4.4867 -4.6056 -4.7199 -4.8302 -4.9369
 -5.0427
 -1.6296 -1.7180 -1.8066 -1.8957 -1.9845 -2.0722 -2.1584 -2.2426 -2.3251 -2.4057
 -2.4844 -2.5614 -2.6364 -2.7089 -2.7772 -2.9421 -3.1300 -3.3161 -3.4888 -3.6500
 -3.8044 -3.9534 -4.0961 -4.2326 -4.3629 -4.4876 -4.6071 -4.7219 -4.8323 -4.9390
 -5.0423
 -1.6728 -1.7543 -1.8362 -1.9184 -2.0008 -2.0830 -2.1649 -2.2460 -2.3261 -2.4048
 -2.4820 -2.5578 -2.6318 -2.7041 -2.7741 -2.9408 -3.1155 -3.3010 -3.4811
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F1280W
 -1.5443 -1.6405 -1.7283 -1.8072 -1.8774 -1.9472 -2.0253 -2.1147 -2.2043 -2.2899
 -2.3700 -2.4460 -2.5208 -2.5962 -2.6719 -2.8576 -3.0343 -3.2055 -3.3753
 -1.5902 -1.6945 -1.7904 -1.8774 -1.9561 -2.0290 -2.1026 -2.1864 -2.2714 -2.3532
 -2.4293 -2.5002 -2.5700 -2.6423 -2.7170 -2.9033 -3.0811 -3.2516 -3.4179 -3.5783
 -1.6057 -1.7178 -1.8214 -1.9163 -2.0023 -2.0799 -2.1531 -2.2329 -2.3155 -2.3958
 -2.4710 -2.5394 -2.6043 -2.6722 -2.7449 -2.9312 -3.1105 -3.2813 -3.4458 -3.6051
 -3.7577
 -1.5907 -1.7069 -1.8221 -1.9286 -2.0257 -2.1127 -2.1901 -2.2670 -2.3475 -2.4272
 -2.5026 -2.5711 -2.6327 -2.6949 -2.7637 -2.9484 -3.1288 -3.3003 -3.4641 -3.6223
 -3.7749 -3.9211
 -1.5687 -1.6840 -1.7982 -1.9095 -2.0159 -2.1160 -2.2078 -2.2898 -2.3703 -2.4502
 -2.5269 -2.5975 -2.6593 -2.7160 -2.7789 -2.9592 -3.1402 -3.3123 -3.4761 -3.6336
 -3.7859 -3.9323 -4.0722 -4.2065
 -1.5614 -1.6723 -1.7807 -1.8873 -1.9925 -2.0949 -2.1929 -2.2857 -2.3738 -2.4581
 -2.5388 -2.6142 -2.6814 -2.7384 -2.7943 -2.9665 -3.1472 -3.3198 -3.4839 -3.6410
 -3.7930 -3.9395 -4.0797 -4.2139 -4.3427 -4.4668 -4.5871 -4.7041 -4.8176 -4.9270
