 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F1500W
 -1.8957 -2.0197 -2.1367 -2.2369 -2.3172 -2.3850 -2.4463 -2.5059 -2.5723 -2.6512
 -2.7261 -2.7964 -2.8689 -2.9376 -3.0095 -3.1923 -3.3753 -3.5544 -3.7226
 -1.8831 -2.0026 -2.1189 -2.2292 -2.3322 -2.4275 -2.5145 -2.5933 -2.6661 -2.7338
 -2.7958 -2.8527 -2.9108 -2.9771 -3.0488 -3.2322 -3.4129 -3.5900 -3.7592 -3.9201
 -1.8748 -1.9908 -2.1050 -2.2180 -2.3298 -2.4376 -2.5388 -2.6315 -2.7142 -2.7849
 -2.8466 -2.8993 -2.9483 -3.0084 -3.0783 -3.2617 -3.4414 -3.6169 -3.7864 -3.9481
 -4.1016
 -1.8708 -1.9843 -2.0950 -2.2033 -2.3100 -2.4153 -2.5192 -2.6205 -2.7166 -2.8045
 -2.8785 -2.9362 -2.9814 -3.0315 -3.0980 -3.2808 -3.4608 -3.6351 -3.8042 -3.9661
 -4.1200 -4.2664
 -1.8701 -1.9821 -2.0905 -2.1955 -2.2977 -2.3979 -2.4964 -2.5930 -2.6884 -2.7820
 -2.8717 -2.9502 -3.0063 -3.0519 -3.1125 -3.2932 -3.4737 -3.6474 -3.8158 -3.9777
 -4.1318 -4.2784 -4.4182 -4.5520
 -1.8724 -1.9828 -2.0895 -2.1925 -2.2920 -2.3886 -2.4828 -2.5751 -2.6657 -2.7547
 -2.8429 -2.9300 -3.0056 -3.0586 -3.1198 -3.3011 -3.4820 -3.6555 -3.8234 -3.9852
 -4.1395 -4.2864 -4.4263 -4.5602 -4.6884 -4.8117 -4.9313 -5.0475 -5.1605 -5.2713
 -1.8793 -1.9865 -2.0911 -2.1924 -2.2900 -2.3844 -2.4759 -2.5652 -2.6527 -2.7385
 -2.8227 -2.9061 -2.9889 -3.0518 -3.1107 -3.3040 -3.4866 -3.6604 -3.8279 -3.9898
 -4.1444 -4.2916 -4.4319 -4.5659 -4.6942 -4.8172 -4.9360 -5.0512 -5.1631 -5.2722
 -5.3795
 -1.8949 -1.9963 -2.0967 -2.1949 -2.2906 -2.3832 -2.4730 -2.5602 -2.6453 -2.7290
 -2.8111 -2.8919 -2.9717 -3.0449 -3.0998 -3.2952 -3.4865 -3.6623 -3.8300 -3.9919
 -4.1470 -4.2948 -4.4355 -4.5699 -4.6985 -4.8216 -4.9399 -5.0543 -5.1653 -5.2734
 -5.3789
 -1.9229 -2.0171 -2.1112 -2.2044 -2.2963 -2.3862 -2.4741 -2.5597 -2.6433 -2.7252
