 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.4721  1.6333  1.5105  0.8824 -0.1619 -0.7692 -1.0461 -1.1484 -1.0214 -0.6734
 -1.0400 -1.5268 -1.2065 -0.4234  0.1150 -0.0585
  0.9063  1.0267  1.0439  0.8349  0.4117  0.1512 -0.0100 -0.1287 -0.1826 -0.1709
 -0.3913 -0.6085 -0.4707 -0.1172  0.1168 -0.0718 -0.2576 -0.4185 -0.5931
  0.6087  0.6585  0.7037  0.6877  0.5990  0.5265  0.4438  0.3458  0.2396  0.1274
  0.0219 -0.0412 -0.0159  0.0638  0.1010 -0.0835 -0.2704 -0.4378 -0.6031 -0.7592
 -0.9088
  0.5793  0.5287  0.4899  0.4408  0.4000  0.3567  0.3153  0.2752  0.2453  0.2215
  0.1995  0.1751  0.1580  0.1196  0.0676 -0.0936 -0.2806 -0.4518 -0.6143 -0.7711
 -0.9214 -1.0659 -1.2055
  0.4668  0.4433  0.4221  0.3927  0.3605  0.3231  0.2834  0.2437  0.2061  0.1735
  0.1464  0.1200  0.0954  0.0632  0.0190 -0.1208 -0.2891 -0.4602 -0.6248 -0.7815
 -0.9309 -1.0742 -1.2121 -1.3453 -1.4746
  0.3463  0.3418  0.3346  0.3217  0.3010  0.2731  0.2395  0.2035  0.1666  0.1310
  0.0983  0.0690  0.0405  0.0136 -0.0262 -0.1501 -0.3019 -0.4680 -0.6324 -0.7893
 -0.9385 -1.0811 -1.2179 -1.3497 -1.4772 -1.6011
  0.2179  0.2242  0.2274  0.2278  0.2216  0.2067  0.1836  0.1546  0.1223  0.0886
  0.0549  0.0229 -0.0071 -0.0341 -0.0680 -0.1815 -0.3190 -0.4752 -0.6371 -0.7945
 -0.9442 -1.0866 -1.2229 -1.3538 -1.4800 -1.6022 -1.7210 -1.8368 -1.9497 -2.0594
  0.0815  0.0905  0.1005  0.1114  0.1192  0.1198  0.1115  0.0940  0.0700  0.0420
  0.0117 -0.0198 -0.0508 -0.0795 -0.1096 -0.2100 -0.3394 -0.4845 -0.6404 -0.7970
 -0.9476 -1.0907 -1.2269 -1.3574 -1.4828 -1.6039 -1.7212 -1.8352 -1.9464 -2.0550
 -2.1609
 -0.0562 -0.0495 -0.0378 -0.0216 -0.0041  0.0106  0.0186  0.0171  0.0058 -0.0129
 -0.0363 -0.0632 -0.0923 -0.1219 -0.1506 -0.2388 -0.3585 -0.4966 -0.6444 -0.7973
 -0.9482 -1.0926 -1.2297 -1.3604 -1.4855 -1.6059 -1.7223 -1.8350 -1.9444 -2.0513
 -2.1560
 -0.1826 -0.1862 -0.1799 -0.1647 -0.1431 -0.1188 -0.0970 -0.0819 -0.0765 -0.0811
 -0.0939 -0.1127 -0.1361 -0.1627 -0.1902 -0.2702 -0.3785 -0.5102 -0.6525 -0.7999
 -0.9489 -1.0943 -1.2331 -1.3648 -1.4905 -1.6109 -1.7268 -1.8389 -1.9474 -2.0529
 -2.1558
 -0.3019 -0.3121 -0.3119 -0.3024 -0.2820 -0.2559 -0.2267 -0.1990 -0.1774 -0.1655
 -0.1644 -0.1723 -0.1869 -0.2062 -0.2289 -0.3014 -0.3992 -0.5220 -0.6589 -0.8013
 -0.9461 -1.0903 -1.2302 -1.3637 -1.4905 -1.6115 -1.7276 -1.8393 -1.9472 -2.0517
 -2.1553
 -0.4081 -0.4272 -0.4341 -0.4301 -0.4155 -0.3926 -0.3623 -0.3293 -0.2971 -0.2726
 -0.2571 -0.2498 -0.2503 -0.2580 -0.2725 -0.3339 -0.4238 -0.5358 -0.6660 -0.8040
 -0.9446 -1.0857 -1.2249 -1.3597 -1.4883 -1.6107 -1.7276 -1.8397 -1.9476 -2.0518
 -2.1527
 -0.5012 -0.5315 -0.5465 -0.5478 -0.5436 -0.5289 -0.4951 -0.4625 -0.4273 -0.3954
 -0.3681 -0.3448 -0.3253 -0.3181 -0.3209 -0.3678 -0.4523 -0.5516 -0.6738
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.4345  0.3693  0.3002  0.2293  0.1602  0.1810  0.2456  0.3108  0.3521  0.3370
  0.1968  0.0222 -0.0082  0.0834  0.1297 -0.0475
  0.4902  0.4283  0.3637  0.2979  0.2337  0.2175  0.2292  0.2508  0.2687  0.2662
  0.2135  0.1413  0.1143  0.1264  0.1129 -0.0667 -0.2452 -0.4172 -0.5832
  0.5215  0.4647  0.4059  0.3461  0.2874  0.2477  0.2239  0.2140  0.2120  0.2120
  0.2090  0.1989  0.1782  0.1439  0.0936 -0.0848 -0.2624 -0.4346 -0.5995 -0.7570
 -0.9084
  0.5284  0.4785  0.4268  0.3739  0.3212  0.2716  0.2297  0.2002  0.1818  0.1744
  0.1833  0.1950  0.1834  0.1357  0.0718 -0.1018 -0.2769 -0.4485 -0.6128 -0.7697
 -0.9199 -1.0644 -1.2038
  0.5109  0.4697  0.4264  0.3813  0.3351  0.2892  0.2466  0.2096  0.1782  0.1535
  0.1364  0.1296  0.1300  0.1019  0.0475 -0.1177 -0.2887 -0.4589 -0.6231 -0.7797
 -0.9291 -1.0724 -1.2103 -1.3437 -1.4732
  0.4690  0.4383  0.4047  0.3683  0.3291  0.2882  0.2472  0.2089  0.1751  0.1466
  0.1187  0.0916  0.0778  0.0585  0.0153 -0.1347 -0.2996 -0.4666 -0.6306 -0.7872
 -0.9364 -1.0790 -1.2159 -1.3479 -1.4756 -1.5997
  0.4023  0.3826  0.3607  0.3350  0.3050  0.2708  0.2341  0.1967  0.1608  0.1279
  0.0973  0.0668  0.0365  0.0180 -0.0210 -0.1559 -0.3116 -0.4730 -0.6352 -0.7924
 -0.9419 -1.0843 -1.2206 -1.3517 -1.4781 -1.6006 -1.7197 -1.8356 -1.9485 -2.0582
  0.3151  0.3038  0.2924  0.2790  0.2605  0.2360  0.2065  0.1733  0.1387  0.1043
  0.0712  0.0387  0.0054 -0.0209 -0.0557 -0.1802 -0.3263 -0.4801 -0.6381 -0.7947
 -0.9452 -1.0883 -1.2245 -1.3552 -1.4808 -1.6020 -1.7196 -1.8338 -1.9451 -2.0538
 -2.1598
  0.2590  0.2223  0.2031  0.1996  0.1932  0.1807  0.1614  0.1360  0.1061  0.0738
  0.0408  0.0075 -0.0264 -0.0591 -0.0902 -0.2046 -0.3424 -0.4894 -0.6401 -0.7949
 -0.9450 -1.0902 -1.2272 -1.3580 -1.4833 -1.6039 -1.7205 -1.8337 -1.9436 -2.0506
 -2.1548
  0.1042  0.1115  0.1096  0.0995  0.1020  0.1016  0.0944  0.0800  0.0587  0.0322
  0.0026 -0.0290 -0.0619 -0.0954 -0.1267 -0.2314 -0.3600 -0.5014 -0.6478 -0.7971
 -0.9465 -1.0919 -1.2306 -1.3624 -1.4882 -1.6087 -1.7249 -1.8371 -1.9458 -2.0515
 -2.1546
  0.0054  0.0016 -0.0043 -0.0120 -0.0047  0.0016  0.0057  0.0033 -0.0064 -0.0234
