 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -0.0475  1.7265  2.9652  2.0328 -1.0005 -5.5575 -4.3772 -2.3850 -1.2470 -1.1753
 -1.0045 -0.8804 -1.2535 -1.7309 -1.8465 -1.2938
 -2.9311 -2.0642 -1.2464 -1.3619 -2.3883 -4.3704 -3.8315 -2.8949 -2.2021 -1.9160
 -1.6657 -1.5182 -1.6118 -1.7603 -1.7420 -1.2505 -0.9222 -0.7120 -0.6354
 -4.0115 -3.6697 -3.2044 -2.9410 -2.9040 -3.3202 -3.1354 -2.8301 -2.4979 -2.2038
 -1.9741 -1.8277 -1.7566 -1.7013 -1.5995 -1.1836 -0.8731 -0.6754 -0.5565 -0.4571
 -0.3155
 -3.2887 -3.0900 -2.9088 -2.7045 -2.5476 -2.4069 -2.2889 -2.1905 -2.1343 -2.0388
 -1.9299 -1.8091 -1.6881 -1.5539 -1.4190 -1.0931 -0.8399 -0.6525 -0.5135 -0.4076
 -0.3229 -0.2522 -0.1908
 -2.9445 -2.7981 -2.6569 -2.5041 -2.3640 -2.2296 -2.1062 -1.9961 -1.8984 -1.8079
 -1.7158 -1.6164 -1.5130 -1.4053 -1.2941 -1.0247 -0.8026 -0.6363 -0.5117 -0.4152
 -0.3371 -0.2712 -0.2134 -0.1622 -0.1166
 -2.6161 -2.5119 -2.4056 -2.2941 -2.1775 -2.0591 -1.9427 -1.8329 -1.7320 -1.6396
 -1.5531 -1.4679 -1.3791 -1.2894 -1.1953 -0.9687 -0.7728 -0.6231 -0.5105 -0.4227
 -0.3511 -0.2902 -0.2365 -0.1881 -0.1440 -0.1041
 -2.3034 -2.2314 -2.1549 -2.0745 -1.9881 -1.8954 -1.7984 -1.7009 -1.6066 -1.5177
 -1.4347 -1.3561 -1.2793 -1.2027 -1.1226 -0.9251 -0.7505 -0.6129 -0.5099 -0.4301
 -0.3649 -0.3092 -0.2600 -0.2151 -0.1736 -0.1352 -0.1006 -0.0712 -0.0496 -0.0402
 -2.0065 -1.9566 -1.9048 -1.8514 -1.7937 -1.7293 -1.6579 -1.5811 -1.5015 -1.4224
 -1.3461 -1.2731 -1.2034 -1.1355 -1.0673 -0.8940 -0.7356 -0.6058 -0.5082 -0.4345
 -0.3756 -0.3257 -0.2816 -0.2411 -0.2033 -0.1676 -0.1339 -0.1043 -0.0811 -0.0667
 -0.0642
 -1.7376 -1.7026 -1.6687 -1.6357 -1.6007 -1.5614 -1.5158 -1.4628 -1.4030 -1.3390
 -1.2732 -1.2080 -1.1447 -1.0832 -1.0225 -0.8704 -0.7253 -0.6021 -0.5063 -0.4353
 -0.3812 -0.3371 -0.2987 -0.2637 -0.2307 -0.1990 -0.1692 -0.1403 -0.1155 -0.0982
 -0.0908
 -1.4962 -1.4747 -1.4551 -1.4372 -1.4188 -1.3984 -1.3737 -1.3427 -1.3039 -1.2575
 -1.2056 -1.1507 -1.0948 -1.0393 -0.9844 -0.8484 -0.7154 -0.5983 -0.5044 -0.4332
 -0.3811 -0.3415 -0.3090 -0.2801 -0.2529 -0.2265 -0.2011 -0.1767 -0.1540 -0.1355
 -0.1213
 -1.2833 -1.2743 -1.2660 -1.2583 -1.2516 -1.2441 -1.2344 -1.2208 -1.2010 -1.1729
 -1.1370 -1.0951 -1.0493 -1.0011 -0.9519 -0.8280 -0.7071 -0.5956 -0.5038 -0.4320
 -0.3790 -0.3409 -0.3126 -0.2895 -0.2687 -0.2486 -0.2289 -0.2094 -0.1905 -0.1731
 -0.1567
 -1.1090 -1.1014 -1.0981 -1.0986 -1.1003 -1.1015 -1.1021 -1.1004 -1.0946 -1.0810
 -1.0598 -1.0322 -0.9994 -0.9621 -0.9213 -0.8106 -0.6975 -0.5920 -0.5020 -0.4307
 -0.3766 -0.3377 -0.3107 -0.2915 -0.2764 -0.2628 -0.2495 -0.2362 -0.2226 -0.2093
 -0.1972
 -0.9735 -0.9561 -0.9514 -0.9581 -0.9649 -0.9706 -0.9787 -0.9850 -0.9883 -0.9860
 -0.9778 -0.9643 -0.9459 -0.9223 -0.8927 -0.7962 -0.6866 -0.5875 -0.4990
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = G_BP 
 -3.6317 -3.2781 -3.0490 -2.9331 -2.9283 -3.2890 -3.0316 -2.7950 -2.6126 -2.4643
 -2.2592 -2.0525 -1.9510 -1.8970 -1.7942 -1.3640
 -3.5053 -3.1587 -2.9134 -2.7588 -2.6907 -2.8329 -2.6811 -2.5299 -2.3941 -2.2674
 -2.1166 -1.9626 -1.8448 -1.7435 -1.6215 -1.2497 -0.9454 -0.7159 -0.5450
 -3.3712 -3.0390 -2.7878 -2.6076 -2.4929 -2.4808 -2.3901 -2.2931 -2.1904 -2.0824
 -1.9693 -1.8517 -1.7297 -1.6038 -1.4741 -1.1517 -0.8853 -0.6802 -0.5265 -0.4090
 -0.3154
 -3.2294 -2.9190 -2.6722 -2.4795 -2.3348 -2.2327 -2.1586 -2.0848 -2.0016 -1.9091
 -1.8174 -1.7199 -1.6058 -1.4780 -1.3520 -1.0700 -0.8361 -0.6529 -0.5145 -0.4078
 -0.3222 -0.2506 -0.1874
