 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -1.7945 -1.7281 -1.6544 -1.5860 -1.5273 -1.4862 -1.5266 -1.4924 -1.4478 -1.3854
 -1.3080 -1.2393 -1.1483 -1.0509 -0.9592 -0.7678 -0.6261 -0.5310 -0.4594
 -1.7346 -1.6099 -1.5252 -1.4765 -1.4553 -1.4333 -1.4012 -1.3630 -1.3214 -1.2756
 -1.2179 -1.1447 -1.0611 -0.9775 -0.8994 -0.7351 -0.6120 -0.5246 -0.4639 -0.4210
 -1.6644 -1.5545 -1.4593 -1.3820 -1.3260 -1.2944 -1.2820 -1.2654 -1.2325 -1.1859
 -1.1357 -1.0791 -1.0095 -0.9345 -0.8632 -0.7139 -0.6039 -0.5263 -0.4722 -0.4336
 -0.4051
 -1.6002 -1.5045 -1.4164 -1.3373 -1.2696 -1.2160 -1.1769 -1.1518 -1.1339 -1.1071
 -1.0654 -1.0186 -0.9637 -0.8997 -0.8352 -0.6977 -0.5978 -0.5290 -0.4812 -0.4466
 -0.4208 -0.4009
 -1.5189 -1.4425 -1.3689 -1.2981 -1.2317 -1.1723 -1.1224 -1.0818 -1.0489 -1.0210
 -0.9918 -0.9555 -0.9148 -0.8650 -0.8105 -0.6848 -0.5921 -0.5304 -0.4891 -0.4591
 -0.4364 -0.4187 -0.4046 -0.3924
 -1.4205 -1.3635 -1.3073 -1.2503 -1.1925 -1.1361 -1.0837 -1.0377 -0.9981 -0.9625
 -0.9290 -0.8954 -0.8621 -0.8238 -0.7806 -0.6724 -0.5858 -0.5287 -0.4934 -0.4691
 -0.4506 -0.4360 -0.4242 -0.4145 -0.4055 -0.3985 -0.3952 -0.3971 -0.4051 -0.4199
 -1.3128 -1.2701 -1.2303 -1.1886 -1.1435 -1.0957 -1.0473 -1.0011 -0.9593 -0.9218
 -0.8866 -0.8519 -0.8181 -0.7843 -0.7481 -0.6567 -0.5780 -0.5238 -0.4926 -0.4740
 -0.4610 -0.4507 -0.4424 -0.4355 -0.4295 -0.4233 -0.4187 -0.4181 -0.4232 -0.4353
 -0.4548
 -1.1978 -1.1686 -1.1414 -1.1129 -1.0814 -1.0455 -1.0054 -0.9638 -0.9237 -0.8861
 -0.8515 -0.8184 -0.7856 -0.7532 -0.7200 -0.6388 -0.5684 -0.5165 -0.4869 -0.4726
 -0.4653 -0.4606 -0.4571 -0.4541 -0.4514 -0.4487 -0.4451 -0.4430 -0.4452 -0.4538
 -0.4703
 -1.0838 -1.0648 -1.0460 -1.0274 -1.0070 -0.9825 -0.9532 -0.9198 -0.8846 -0.8498
 -0.8168 -0.7858 -0.7558 -0.7261 -0.6957 -0.6209 -0.5565 -0.5080 -0.4785 -0.4657
