 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
 -1.4959 -1.4639 -1.4097 -1.3869 -1.4074 -1.4297 -1.4228 -1.4027 -1.3973 -1.4136
 -1.4433 -1.4812 -1.5217 -1.5639 -1.6091 -1.7294 -1.8568 -1.9865 -2.1136
 -1.5045 -1.5054 -1.4938 -1.4825 -1.4719 -1.4607 -1.4510 -1.4456 -1.4472 -1.4571
 -1.4766 -1.5064 -1.5448 -1.5882 -1.6338 -1.7526 -1.8764 -2.0033 -2.1293 -2.2534
 -1.5112 -1.5286 -1.5411 -1.5424 -1.5277 -1.5085 -1.4966 -1.4918 -1.4922 -1.4978
 -1.5114 -1.5348 -1.5689 -1.6110 -1.6563 -1.7739 -1.8948 -2.0187 -2.1429 -2.2649
 -2.3839
 -1.5160 -1.5335 -1.5516 -1.5666 -1.5748 -1.5731 -1.5596 -1.5413 -1.5323 -1.5357
 -1.5477 -1.5664 -1.5940 -1.6323 -1.6766 -1.7933 -1.9120 -2.0327 -2.1545 -2.2746
 -2.3917 -2.5058
 -1.5294 -1.5423 -1.5583 -1.5751 -1.5902 -1.6009 -1.6051 -1.6028 -1.5947 -1.5868
 -1.5889 -1.6026 -1.6239 -1.6552 -1.6960 -1.8108 -1.9280 -2.0458 -2.1648 -2.2833
 -2.3991 -2.5117 -2.6211 -2.7280
 -1.5553 -1.5616 -1.5720 -1.5854 -1.6003 -1.6148 -1.6268 -1.6347 -1.6392 -1.6419
 -1.6443 -1.6508 -1.6654 -1.6876 -1.7198 -1.8271 -1.9427 -2.0582 -2.1743 -2.2908
 -2.4056 -2.5174 -2.6258 -2.7313 -2.8340 -2.9346 -3.0334 -3.1315 -3.2293 -3.3241
 -1.5945 -1.5938 -1.5973 -1.6046 -1.6152 -1.6283 -1.6423 -1.6552 -1.6661 -1.6756
 -1.6855 -1.6970 -1.7114 -1.7294 -1.7542 -1.8454 -1.9564 -2.0698 -2.1833 -2.2974
 -2.4111 -2.5224 -2.6304 -2.7351 -2.8368 -2.9359 -3.0330 -3.1283 -3.2231 -3.3180
 -3.4107
 -1.6450 -1.6385 -1.6355 -1.6359 -1.6403 -1.6487 -1.6603 -1.6737 -1.6874 -1.7007
 -1.7138 -1.7286 -1.7463 -1.7667 -1.7897 -1.8693 -1.9708 -2.0807 -2.1918 -2.3033
 -2.4153 -2.5262 -2.6342 -2.7388 -2.8401 -2.9384 -3.0343 -3.1280 -3.2203 -3.3121
 -3.4046
 -1.7038 -1.6932 -1.6852 -1.6796 -1.6775 -1.6796 -1.6862 -1.6966 -1.7098 -1.7242
 -1.7391 -1.7550 -1.7731 -1.7944 -1.8184 -1.8941 -1.9882 -2.0929 -2.2012 -2.3105
 -2.4204 -2.5303 -2.6386 -2.7438 -2.8454 -2.9437 -3.0391 -3.1320 -3.2229 -3.3124
 -3.4017
 -1.7707 -1.7568 -1.7445 -1.7341 -1.7262 -1.7222 -1.7226 -1.7278 -1.7374 -1.7502
 -1.7649 -1.7810 -1.7984 -1.8184 -1.8415 -1.9148 -2.0038 -2.1035 -2.2087 -2.3157
 -2.4233 -2.5313 -2.6388 -2.7443 -2.8467 -2.9456 -3.0412 -3.1339 -3.2240 -3.3122
 -3.4002
 -1.8457 -1.8279 -1.8121 -1.7980 -1.7858 -1.7763 -1.7708 -1.7699 -1.7739 -1.7825
 -1.7947 -1.8095 -1.8260 -1.8443 -1.8650 -1.9325 -2.0185 -2.1137 -2.2156 -2.3204
 -2.4262 -2.5323 -2.6382 -2.7433 -2.8462 -2.9459 -3.0424 -3.1356 -3.2259 -3.3136
 -3.3994
 -1.9289 -1.9065 -1.8870 -1.8703 -1.8545 -1.8410 -1.8306 -1.8238 -1.8216 -1.8244
 -1.8318 -1.8431 -1.8573 -1.8737 -1.8889 -1.9472 -2.0323 -2.1235 -2.2219
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
 -1.4280 -1.4163 -1.4032 -1.3903 -1.3800 -1.3742 -1.3742 -1.3811 -1.3953 -1.4168
 -1.4458 -1.4821 -1.5233 -1.5673 -1.6142 -1.7327 -1.8564 -1.9839 -2.1123
 -1.4621 -1.4570 -1.4487 -1.4388 -1.4296 -1.4229 -1.4207 -1.4238 -1.4331 -1.4491
 -1.4729 -1.5054 -1.5452 -1.5892 -1.6352 -1.7540 -1.8762 -2.0010 -2.1266 -2.2506
 -1.4839 -1.4962 -1.4962 -1.4824 -1.4756 -1.4700 -1.4668 -1.4675 -1.4729 -1.4838
 -1.5016 -1.5282 -1.5642 -1.6072 -1.6532 -1.7722 -1.8933 -2.0159 -2.1392 -2.2610
 -2.3801
 -1.4926 -1.5170 -1.5284 -1.5290 -1.5231 -1.5150 -1.5083 -1.5060 -1.5101 -1.5190
 -1.5330 -1.5536 -1.5833 -1.6230 -1.6682 -1.7873 -1.9077 -2.0286 -2.1501 -2.2701
 -2.3873 -2.5016
 -1.4911 -1.5118 -1.5338 -1.5484 -1.5557 -1.5579 -1.5569 -1.5543 -1.5513 -1.5514
 -1.5625 -1.5807 -1.6054 -1.6389 -1.6815 -1.7997 -1.9199 -2.0396 -2.1593 -2.2780
 -2.3941 -2.5070 -2.6168 -2.7240
 -1.4952 -1.5130 -1.5340 -1.5564 -1.5778 -1.5955 -1.6080 -1.6145 -1.6151 -1.6097
 -1.6059 -1.6135 -1.6314 -1.6585 -1.6953 -1.8103 -1.9301 -2.0489 -2.1671 -2.2846
 -2.4000 -2.5121 -2.6209 -2.7268 -2.8300 -2.9310 -3.0303 -3.1288 -3.2266 -3.3213
 -1.5101 -1.5220 -1.5389 -1.5590 -1.5804 -1.6014 -1.6204 -1.6356 -1.6471 -1.6558
 -1.6619 -1.6662 -1.6745 -1.6911 -1.7174 -1.8203 -1.9389 -2.0571 -2.1739 -2.2900
 -2.4047 -2.5166 -2.6250 -2.7301 -2.8323 -2.9319 -3.0294 -3.1251 -3.2203 -3.3153
 -3.4079
 -1.5369 -1.5430 -1.5539 -1.5688 -1.5866 -1.6061 -1.6263 -1.6456 -1.6631 -1.6786
 -1.6929 -1.7071 -1.7210 -1.7356 -1.7545 -1.8355 -1.9472 -2.0642 -2.1800 -2.2945
 -2.4082 -2.5199 -2.6284 -2.7335 -2.8352 -2.9339 -3.0303 -3.1245 -3.2172 -3.3093
 -3.4019
 -1.5759 -1.5752 -1.5805 -1.5896 -1.6021 -1.6174 -1.6350 -1.6541 -1.6736 -1.6929
 -1.7115 -1.7303 -1.7501 -1.7708 -1.7919 -1.8615 -1.9600 -2.0726 -2.1869 -2.3001
 -2.4123 -2.5235 -2.6324 -2.7380 -2.8401 -2.9388 -3.0348 -3.1282 -3.2195 -3.3095
 -3.3990
 -1.6245 -1.6188 -1.6184 -1.6219 -1.6286 -1.6385 -1.6515 -1.6673 -1.6855 -1.7052
 -1.7257 -1.7467 -1.7686 -1.7921 -1.8170 -1.8872 -1.9761 -2.0809 -2.1921 -2.3035
 -2.4141 -2.5238 -2.6322 -2.7383 -2.8411 -2.9404 -3.0365 -3.1297 -3.2203 -3.3090
 -3.3974
 -1.6799 -1.6709 -1.6660 -1.6645 -1.6660 -1.6705 -1.6782 -1.6893 -1.7038 -1.7214
 -1.7411 -1.7624 -1.7849 -1.8089 -1.8346 -1.9076 -1.9930 -2.0912 -2.1977 -2.3069
 -2.4158 -2.5239 -2.6311 -2.7369 -2.8403 -2.9405 -3.0374 -3.1311 -3.2218 -3.3101
 -3.3963
 -1.7415 -1.7299 -1.7214 -1.7158 -1.7129 -1.7128 -1.7155 -1.7215 -1.7313 -1.7448
 -1.7616 -1.7813 -1.8029 -1.8262 -1.8447 -1.9227 -2.0107 -2.1035 -2.2037
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F150W2
 -1.3633 -1.3506 -1.3379 -1.3265 -1.3193 -1.3189 -1.3277 -1.3465 -1.3732 -1.4059
 -1.4438 -1.4856 -1.5293 -1.5740 -1.6194 -1.7365 -1.8573 -1.9814 -2.1081
