 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = UX   
 -6.7468 -6.7744 -6.7916 -6.7953 -6.7830 -6.7527 -6.7027 -6.6301 -6.5354 -6.4298
 -6.3207 -6.2084 -6.0884 -5.9565 -5.8077 -5.3512 -4.8225 -4.2971 -3.8263 -3.4329
 -3.1164 -2.8626
 -6.3876 -6.4072 -6.4231 -6.4307 -6.4264 -6.4078 -6.3731 -6.3203 -6.2461 -6.1547
 -6.0542 -5.9479 -5.8342 -5.7094 -5.5696 -5.1439 -4.6497 -4.1580 -3.7113 -3.3334
 -3.0291 -2.7876 -2.5963 -2.4449
 -6.1528 -6.1338 -6.1311 -6.1321 -6.1286 -6.1159 -6.0909 -6.0515 -5.9948 -5.9188
 -5.8284 -5.7291 -5.6217 -5.5037 -5.3721 -4.9741 -4.5091 -4.0467 -3.6236 -3.2585
 -2.9612 -2.7255 -2.5406 -2.3960 -2.2838 -2.1955 -2.1236 -2.0613 -2.0032 -1.9471
 -6.2281 -6.0826 -5.9872 -5.9311 -5.9008 -5.8808 -5.8582 -5.8259 -5.7809 -5.7195
 -5.6411 -5.5503 -5.4497 -5.3386 -5.2148 -4.8415 -4.3997 -3.9603 -3.5577 -3.2046
 -2.9109 -2.6766 -2.4935 -2.3515 -2.2435 -2.1619 -2.0991 -2.0488 -2.0055 -1.9641
 -1.9222
 -6.5401 -6.2876 -6.0857 -5.9352 -5.8256 -5.7453 -5.6867 -5.6457 -5.6055 -5.5545
 -5.4881 -5.4071 -5.3144 -5.2109 -5.0952 -4.7453 -4.3239 -3.8989 -3.5115 -3.1689
 -2.8774 -2.6410 -2.4556 -2.3127 -2.2051 -2.1263 -2.0692 -2.0265 -1.9925 -1.9639
 -1.9363
 -6.9062 -6.5856 -6.3094 -6.0768 -5.8887 -5.7401 -5.6236 -5.5366 -5.4701 -5.4146
 -5.3597 -5.2912 -5.2089 -5.1141 -5.0068 -4.6796 -4.2772 -3.8608 -3.4810 -3.1453
 -2.8551 -2.6151 -2.4250 -2.2785 -2.1684 -2.0891 -2.0343 -1.9965 -1.9692 -1.9483
 -1.9314
 -7.3536 -6.9576 -6.6124 -6.3133 -6.0573 -5.8432 -5.6667 -5.5234 -5.4080 -5.3156
 -5.2419 -5.1796 -5.1119 -5.0335 -4.9410 -4.6435 -4.2636 -3.8555 -3.4777 -3.1440
 -2.8534 -2.6078 -2.4099 -2.2558 -2.1396 -2.0555 -1.9984 -1.9616 -1.9381 -1.9222
 -1.9123
 -7.9756 -7.4615 -7.0235 -6.6462 -6.3204 -6.0408 -5.8034 -5.6042 -5.4378 -5.2998
 -5.1888 -5.0973 -5.0170 -4.9400 -4.8597 -4.6143 -4.2714 -3.8741 -3.4959 -3.1603
 -2.8670 -2.6154 -2.4079 -2.2439 -2.1185 -2.0265 -1.9633 -1.9233 -1.9001 -1.8878
 -1.8790
 -8.8745 -8.1969 -7.6193 -7.1287 -6.7097 -6.3509 -6.0439 -5.7825 -5.5615 -5.3756
 -5.2202 -5.0902 -4.9791 -4.8796 -4.7629 -4.5920 -4.3006 -3.9166 -3.5356
 [Fe/H] =  0.25 [alpha/Fe] = 0.40 BC value = UX   
 -8.4720 -8.4822 -8.4255 -8.3215 -8.1890 -8.0435 -7.8977 -7.7621 -7.6407 -7.5219
 -7.4044 -7.2931 -7.1854 -7.0761 -6.9544 -6.5414 -5.9637 -5.3222 -4.6837
 -7.9013 -7.9181 -7.9120 -7.8783 -7.8120 -7.7096 -7.5680 -7.4030 -7.2707 -7.1498
 -7.0366 -6.9289 -6.8211 -6.7088 -6.5833 -6.1670 -5.6079 -4.9965 -4.4306 -3.9475
 -7.3760 -7.3996 -7.4046 -7.3874 -7.3451 -7.2761 -7.1795 -7.0529 -6.9226 -6.8046
 -6.6960 -6.5934 -6.4895 -6.3795 -6.2570 -5.8586 -5.3331 -4.7606 -4.2275 -3.7755
 -3.4047
 -6.9094 -6.9377 -6.9514 -6.9475 -6.9237 -6.8782 -6.8100 -6.7174 -6.6050 -6.4934
 -6.3890 -6.2900 -6.1911 -6.0858 -5.9692 -5.5969 -5.1098 -4.5779 -4.0744 -3.6434
 -3.2927 -3.0101
 -6.5128 -6.5407 -6.5571 -6.5619 -6.5511 -6.5228 -6.4758 -6.4087 -6.3196 -6.2181
 -6.1182 -6.0220 -5.9267 -5.8261 -5.7156 -5.3701 -4.9205 -4.4284 -3.9545 -3.5408
 -3.2023 -2.9314 -2.7149 -2.5412
 -6.1969 -6.2162 -6.2277 -6.2338 -6.2296 -6.2123 -6.1799 -6.1312 -6.0639 -5.9777
 -5.8838 -5.7903 -5.6974 -5.6008 -5.4957 -5.1740 -4.7583 -4.3023 -3.8584 -3.4614
 -3.1306 -2.8657 -2.6557 -2.4892 -2.3570 -2.2510 -2.1645 -2.0907 -2.0230 -1.9593
 -6.1073 -6.0332 -5.9919 -5.9760 -5.9658 -5.9513 -5.9269 -5.8899 -5.8385 -5.7697
 -5.6856 -5.5960 -5.5053 -5.4116 -5.3111 -5.0095 -4.6226 -4.1963 -3.7806 -3.4012
 -3.0765 -2.8134 -2.6052 -2.4419 -2.3142 -2.2150 -2.1374 -2.0754 -2.0233 -1.9746
 -1.9269
 -6.3376 -6.1316 -5.9855 -5.8826 -5.8090 -5.7589 -5.7236 -5.6901 -5.6476 -5.5926
 -5.5214 -5.4386 -5.3510 -5.2600 -5.1635 -4.8788 -4.5165 -4.1130 -3.7199 -3.3571
 -3.0387 -2.7750 -2.5649 -2.4011 -2.2742 -2.1773 -2.1050 -2.0502 -2.0078 -1.9730
 -1.9398
 -6.6847 -6.3972 -6.1546 -5.9607 -5.8131 -5.7023 -5.6164 -5.5461 -5.4928 -5.4436
 -5.3849 -5.3122 -5.2300 -5.1426 -5.0497 -4.7797 -4.4385 -4.0513 -3.6725 -3.3234
 -3.0115 -2.7466 -2.5328 -2.3653 -2.2364 -2.1392 -2.0686 -2.0184 -1.9822 -1.9550
 -1.9336
 -7.0929 -6.7360 -6.4246 -6.1572 -5.9339 -5.7529 -5.6074 -5.4898 -5.3938 -5.3193
 -5.2623 -5.2027 -5.1330 -5.0541 -4.9672 -4.7127 -4.3926 -4.0211 -3.6511 -3.3103
 -3.0040 -2.7375 -2.5175 -2.3429 -2.2079 -2.1061 -2.0331 -1.9831 -1.9499 -1.9275
 -1.9136
 -7.6239 -7.1726 -6.7830 -6.4452 -6.1534 -5.9056 -5.6988 -5.5274 -5.3845 -5.2664
 -5.1712 -5.0968 -5.0297 -4.9617 -4.8887 -4.6665 -4.3697 -4.0149 -3.6508 -3.3134
 -3.0100 -2.7422 -2.5155 -2.3319 -2.1880 -2.0788 -1.9997 -1.9459 -1.9120 -1.8924
 -1.8815
 -8.3887 -7.7936 -7.2877 -6.8554 -6.4840 -6.1644 -5.8915 -5.6605 -5.4666 -5.3040
 -5.1676 -5.0546 -4.9606 -4.8778 -4.8142 -4.6411 -4.3698 -4.0327 -3.6716
 [Fe/H] =  0.50 [alpha/Fe] = 0.40 BC value = UX   
 -8.7262 -8.7304 -8.6080 -8.4163 -8.2009 -8.0015 -7.8277 -7.7604 -7.6592 -7.5533
 -7.4439 -7.3408 -7.2466 -7.1577 -7.0648 -6.7536 -6.2541 -5.6192 -4.9889
 -8.1402 -8.1520 -8.1188 -8.0282 -7.9090 -7.7641 -7.5960 -7.4251 -7.3053 -7.1933
 -7.0876 -6.9896 -6.8968 -6.8052 -6.7093 -6.3930 -5.9057 -5.3025 -4.7125 -4.1903
 -7.6011 -7.6201 -7.6049 -7.5733 -7.5068 -7.4097 -7.2781 -7.1081 -6.9708 -6.8569
 -6.7537 -6.6608 -6.5722 -6.4828 -6.3879 -6.0832 -5.6281 -5.0678 -4.5068 -4.0180
 -3.6123
 -7.0994 -7.1272 -7.1361 -7.1223 -7.0826 -7.0156 -6.9216 -6.8006 -6.6670 -6.5499
 -6.4480 -6.3581 -6.2737 -6.1886 -6.0972 -5.8107 -5.3932 -4.8797 -4.3539 -3.8862
 -3.4980 -3.1820
 -6.6701 -6.7006 -6.7175 -6.7169 -6.6960 -6.6529 -6.5873 -6.4992 -6.3890 -6.2762
 -6.1746 -6.0849 -6.0028 -5.9210 -5.8342 -5.5670 -5.1865 -4.7183 -4.2298 -3.7824
 -3.4066 -3.1016 -2.8556 -2.6561
 -6.3141 -6.3374 -6.3549 -6.3611 -6.3522 -6.3259 -6.2812 -6.2176 -6.1338 -6.0329
 -5.9337 -5.8433 -5.7612 -5.6817 -5.5986 -5.3489 -5.0021 -4.5749 -4.1241 -3.6992
 -3.3332 -3.0343 -2.7945 -2.6025 -2.4479 -2.3219 -2.2180 -2.1289 -2.0489 -1.9753
 -6.0833 -6.0682 -6.0629 -6.0636 -6.0581 -6.0412 -6.0100 -5.9633 -5.9005 -5.8190
 -5.7258 -5.6356 -5.5523 -5.4730 -5.3925 -5.1574 -4.8398 -4.4481 -4.0325 -3.6320
 -3.2760 -2.9801 -2.7426 -2.5537 -2.4037 -2.2840 -2.1885 -2.1116 -2.0474 -1.9890
 -1.9340
 -6.1747 -6.0329 -5.9343 -5.8727 -5.8356 -5.8099 -5.7824 -5.7454 -5.6959 -5.6322
 -5.5517 -5.4642 -5.3796 -5.2994 -5.2199 -4.9960 -4.7028 -4.3398 -3.9538 -3.5775
 -3.2334 -2.9394 -2.7011 -2.5116 -2.3628 -2.2457 -2.1548 -2.0844 -2.0297 -1.9859
 -1.9453
 -6.4886 -6.2332 -6.0313 -5.8844 -5.7795 -5.6975 -5.6289 -5.5729 -5.5248 -5.4726
 -5.4065 -5.3268 -5.2428 -5.1614 -5.0818 -4.8657 -4.5914 -4.2512 -3.8863 -3.5304
 -3.1991 -2.9080 -2.6672 -2.4751 -2.3243 -2.2069 -2.1176 -2.0511 -2.0020 -1.9654
 -1.9378
 -6.8712 -6.5461 -6.2651 -6.0303 -5.8414 -5.6954 -5.5825 -5.4920 -5.4126 -5.3451
 -5.2871 -5.2192 -5.1406 -5.0597 -4.9794 -4.7686 -4.5109 -4.1915 -3.8426 -3.5018
 -3.1829 -2.8954 -2.6512 -2.4529 -2.2965 -2.1749 -2.0829 -2.0158 -1.9690 -1.9369
 -1.9147
 -7.3394 -6.9354 -6.5835 -6.2782 -6.0175 -5.8009 -5.6242 -5.4800 -5.3615 -5.2631
 -5.1816 -5.1157 -5.0498 -4.9775 -4.9016 -4.6988 -4.4551 -4.1546 -3.8188 -3.4875
 -3.1777 -2.8950 -2.6478 -2.4424 -2.2778 -2.1490 -2.0514 -1.9805 -1.9321 -1.9011
 -1.8824
 -7.9893 -7.4642 -7.0168 -6.6315 -6.2985 -6.0128 -5.7708 -5.5686 -5.4001 -5.2588
 -5.1399 -5.0422 -4.9599 -4.8875 -4.8484 -4.6563 -4.4240 -4.1405 -3.8149
