 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F606W
 -3.1310 -3.0608 -3.2507 -3.1828 -3.0045 -2.7610 -2.4954 -2.3220 -2.1703 -2.0148
 -1.8690 -1.7340 -1.6098 -1.4961 -1.3904 -1.1714 -0.9789 -0.8106 -0.7223
 -3.1301 -2.9224 -2.7516 -2.6367 -2.5736 -2.4806 -2.3287 -2.1637 -2.0132 -1.8722
 -1.7386 -1.6140 -1.4994 -1.3945 -1.2984 -1.0918 -0.9294 -0.8102 -0.7273 -0.6689
 -2.9472 -2.7450 -2.5580 -2.3967 -2.2682 -2.1862 -2.1250 -2.0282 -1.9022 -1.7696
 -1.6462 -1.5312 -1.4252 -1.3283 -1.2400 -1.0534 -0.9105 -0.8066 -0.7337 -0.6812
 -0.6422
 -2.7984 -2.6184 -2.4393 -2.2725 -2.1257 -2.0023 -1.9059 -1.8395 -1.7735 -1.6833
 -1.5765 -1.4706 -1.3725 -1.2825 -1.2003 -1.0275 -0.8977 -0.8058 -0.7412 -0.6942
 -0.6583 -0.6303
 -2.6628 -2.5104 -2.3504 -2.1916 -2.0436 -1.9124 -1.8000 -1.7054 -1.6327 -1.5694
 -1.5005 -1.4183 -1.3315 -1.2484 -1.1719 -1.0096 -0.8884 -0.8049 -0.7477 -0.7064
 -0.6742 -0.6484 -0.6277 -0.6117
 -2.5367 -2.4062 -2.2705 -2.1276 -1.9869 -1.8555 -1.7391 -1.6387 -1.5529 -1.4795
 -1.4155 -1.3539 -1.2873 -1.2169 -1.1476 -0.9959 -0.8806 -0.8021 -0.7506 -0.7158
 -0.6884 -0.6660 -0.6476 -0.6324 -0.6194 -0.6099 -0.6054 -0.6071 -0.6157 -0.6318
 -2.4222 -2.3065 -2.1903 -2.0668 -1.9390 -1.8138 -1.6972 -1.5938 -1.5055 -1.4293
 -1.3613 -1.2988 -1.2398 -1.1812 -1.1217 -0.9828 -0.8726 -0.7955 -0.7485 -0.7197
 -0.6986 -0.6810 -0.6662 -0.6536 -0.6430 -0.6326 -0.6247 -0.6224 -0.6281 -0.6427
 -0.6637
 -2.3212 -2.2145 -2.1098 -2.0021 -1.8905 -1.7765 -1.6648 -1.5609 -1.4697 -1.3919
 -1.3242 -1.2626 -1.2043 -1.1488 -1.0950 -0.9689 -0.8644 -0.7885 -0.7421 -0.7172
 -0.7023 -0.6910 -0.6813 -0.6727 -0.6653 -0.6585 -0.6513 -0.6464 -0.6471 -0.6559
 -0.6745
 -2.2356 -2.1335 -2.0338 -1.9317 -1.8348 -1.7344 -1.6326 -1.5329 -1.4407 -1.3599
 -1.2909 -1.2307 -1.1753 -1.1223 -1.0710 -0.9530 -0.8546 -0.7809 -0.7331 -0.7091
 -0.6987 -0.6938 -0.6905 -0.6875 -0.6846 -0.6815 -0.6788 -0.6766 -0.6774 -0.6814
 -0.6885
 -2.1676 -2.0666 -1.9681 -1.8722 -1.7785 -1.6871 -1.5970 -1.5061 -1.4175 -1.3353
 -1.2633 -1.2018 -1.1479 -1.0973 -1.0491 -0.9390 -0.8451 -0.7734 -0.7250 -0.6993
