 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -2.6758 -2.6379 -2.6010 -2.5654 -2.5285 -2.4948 -2.4908 -2.4634 -2.4265 -2.3737
 -2.3055 -2.2413 -2.1618 -2.0764 -1.9945 -1.8322 -1.7253 -1.6615 -1.6201
 -2.6383 -2.5336 -2.4651 -2.4291 -2.4180 -2.4054 -2.3825 -2.3534 -2.3206 -2.2836
 -2.2351 -2.1719 -2.0987 -2.0256 -1.9581 -1.8214 -1.7266 -1.6668 -1.6306 -1.6094
 -2.5800 -2.4899 -2.4118 -2.3489 -2.3047 -2.2827 -2.2784 -2.2699 -2.2460 -2.2089
 -2.1682 -2.1211 -2.0617 -1.9971 -1.9359 -1.8116 -1.7276 -1.6754 -1.6440 -1.6255
 -1.6153
 -2.5237 -2.4473 -2.3761 -2.3117 -2.2568 -2.2141 -2.1845 -2.1680 -2.1583 -2.1405
 -2.1088 -2.0722 -2.0274 -1.9736 -1.9190 -1.8051 -1.7286 -1.6832 -1.6566 -1.6408
 -1.6320 -1.6280
 -2.4490 -2.3907 -2.3333 -2.2770 -2.2236 -2.1759 -2.1363 -2.1053 -2.0812 -2.0622
 -2.0421 -2.0159 -1.9856 -1.9465 -1.9021 -1.7992 -1.7282 -1.6881 -1.6668 -1.6546
 -1.6479 -1.6453 -1.6455 -1.6472
 -2.3562 -2.3163 -2.2754 -2.2323 -2.1873 -2.1427 -2.1013 -2.0654 -2.0352 -2.0087
 -1.9842 -1.9600 -1.9363 -1.9083 -1.8756 -1.7911 -1.7252 -1.6884 -1.6724 -1.6652
 -1.6619 -1.6616 -1.6635 -1.6671 -1.6716 -1.6780 -1.6880 -1.7025 -1.7224 -1.7482
 -2.2531 -2.2266 -2.2013 -2.1728 -2.1402 -2.1041 -2.0668 -2.0311 -1.9992 -1.9710
 -1.9449 -1.9193 -1.8947 -1.8704 -1.8440 -1.7764 -1.7188 -1.6841 -1.6717 -1.6701
 -1.6719 -1.6753 -1.6800 -1.6857 -1.6921 -1.6981 -1.7057 -1.7172 -1.7344 -1.7583
 -1.7879
 -2.1418 -2.1281 -2.1147 -2.0989 -2.0793 -2.0548 -2.0258 -1.9949 -1.9648 -1.9369
 -1.9115 -1.8874 -1.8636 -1.8404 -1.8162 -1.7578 -1.7087 -1.6763 -1.6652 -1.6679
 -1.6755 -1.6842 -1.6931 -1.7022 -1.7111 -1.7201 -1.7281 -1.7375 -1.7509 -1.7705
 -1.7977
 -2.0305 -2.0263 -2.0210 -2.0147 -2.0059 -1.9924 -1.9740 -1.9512 -1.9263 -1.9012
 -1.8777 -1.8558 -1.8347 -1.8139 -1.7924 -1.7392 -1.6957 -1.6666 -1.6554 -1.6597
 -1.6718 -1.6865 -1.7011 -1.7148 -1.7277 -1.7398 -1.7514 -1.7642 -1.7784 -1.7939
 -1.8105
 -1.9191 -1.9212 -1.9252 -1.9254 -1.9240 -1.9199 -1.9116 -1.8984 -1.8815 -1.8621
 -1.8421 -1.8229 -1.8048 -1.7873 -1.7696 -1.7231 -1.6833 -1.6564 -1.6450 -1.6484
 -1.6621 -1.6810 -1.7012 -1.7208 -1.7389 -1.7554 -1.7707 -1.7851 -1.8031 -1.8174
 -1.8293
 -1.8078 -1.8128 -1.8273 -1.8356 -1.8384 -1.8404 -1.8399 -1.8357 -1.8276 -1.8160
 -1.8019 -1.7869 -1.7721 -1.7580 -1.7442 -1.7073 -1.6711 -1.6462 -1.6350 -1.6372
 -1.6502 -1.6704 -1.6943 -1.7192 -1.7431 -1.7651 -1.7853 -1.8038 -1.8210 -1.8376
 -1.8547
 -1.6964 -1.7011 -1.7273 -1.7463 -1.7527 -1.7586 -1.7632 -1.7656 -1.7653 -1.7618
 -1.7551 -1.7463 -1.7361 -1.7257 -1.7162 -1.6918 -1.6591 -1.6360 -1.6254
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  G   
 -2.7504 -2.6905 -2.6410 -2.5992 -2.5603 -2.5237 -2.4971 -2.4605 -2.4143 -2.3568
 -2.2875 -2.2141 -2.1337 -2.0544 -1.9805 -1.8291 -1.7225 -1.6540 -1.6132
 -2.6648 -2.5808 -2.5310 -2.4874 -2.4462 -2.4114 -2.3817 -2.3528 -2.3198 -2.2788
 -2.2272 -2.1636 -2.0919 -2.0207 -1.9547 -1.8188 -1.7230 -1.6616 -1.6247 -1.6024
 -2.6338 -2.5227 -2.4345 -2.3735 -2.3445 -2.3302 -2.3087 -2.2792 -2.2468 -2.2130
 -2.1740 -2.1258 -2.0658 -2.0012 -1.9400 -1.8138 -1.7256 -1.6698 -1.6372 -1.6183
 -1.6078
 -2.6158 -2.5061 -2.4108 -2.3322 -2.2722 -2.2317 -2.2134 -2.2083 -2.1946 -2.1653
 -2.1290 -2.0895 -2.0426 -1.9866 -1.9310 -1.8118 -1.7291 -1.6775 -1.6486 -1.6325
 -1.6236 -1.6197
 -2.5863 -2.4875 -2.3978 -2.3186 -2.2511 -2.1965 -2.1552 -2.1266 -2.1118 -2.1027
 -2.0834 -2.0538 -2.0167 -1.9714 -1.9214 -1.8105 -1.7317 -1.6831 -1.6578 -1.6450
 -1.6384 -1.6359 -1.6366 -1.6398
 -2.5364 -2.4535 -2.3758 -2.3040 -2.2386 -2.1806 -2.1312 -2.0911 -2.0593 -2.0350
 -2.0175 -1.9998 -1.9773 -1.9465 -1.9077 -1.8074 -1.7321 -1.6855 -1.6630 -1.6543
 -1.6513 -1.6513 -1.6536 -1.6578 -1.6635 -1.6711 -1.6813 -1.6956 -1.7167 -1.7429
 -2.4661 -2.4001 -2.3373 -2.2772 -2.2196 -2.1651 -2.1148 -2.0702 -2.0321 -1.9995
 -1.9714 -1.9471 -1.9266 -1.9052 -1.8783 -1.7996 -1.7293 -1.6839 -1.6631 -1.6586
 -1.6603 -1.6642 -1.6693 -1.6755 -1.6826 -1.6906 -1.7002 -1.7121 -1.7283 -1.7526
 -1.7824
 -2.3802 -2.3297 -2.2814 -2.2344 -2.1877 -2.1411 -2.0952 -2.0512 -2.0109 -1.9753
 -1.9436 -1.9149 -1.8894 -1.8660 -1.8431 -1.7812 -1.7221 -1.6789 -1.6586 -1.6566
 -1.6634 -1.6724 -1.6818 -1.6914 -1.7009 -1.7106 -1.7210 -1.7324 -1.7457 -1.7646
 -1.7922
 -2.2844 -2.2465 -2.2106 -2.1757 -2.1405 -2.1039 -2.0656 -2.0265 -1.9882 -1.9523
 -1.9198 -1.8903 -1.8632 -1.8381 -1.8142 -1.7580 -1.7085 -1.6703 -1.6504 -1.6493
 -1.6598 -1.6744 -1.6892 -1.7034 -1.7169 -1.7296 -1.7421 -1.7546 -1.7681 -1.7838
 -1.8048
 -2.1869 -2.1581 -2.1316 -2.1065 -2.0812 -2.0544 -2.0252 -1.9935 -1.9605 -1.9274
 -1.8959 -1.8670 -1.8406 -1.8161 -1.7928 -1.7384 -1.6932 -1.6598 -1.6409 -1.6389
 -1.6505 -1.6689 -1.6892 -1.7091 -1.7276 -1.7448 -1.7608 -1.7760 -1.7910 -1.8066
 -1.8232
 -2.0918 -2.0690 -2.0482 -2.0301 -2.0125 -1.9941 -1.9734 -1.9499 -1.9240 -1.8964
 -1.8684 -1.8413 -1.8163 -1.7934 -1.7721 -1.7219 -1.6789 -1.6484 -1.6310 -1.6281
 -1.6388 -1.6583 -1.6823 -1.7074 -1.7316 -1.7542 -1.7751 -1.7943 -1.8124 -1.8300
 -1.8479
 -2.0022 -1.9828 -1.9659 -1.9513 -1.9386 -1.9264 -1.9126 -1.8965 -1.8779 -1.8572
 -1.8347 -1.8116 -1.7909 -1.7688 -1.7521 -1.7085 -1.6656 -1.6361 -1.6207
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  G   
 -2.9608 -2.8829 -2.8194 -2.7650 -2.7141 -2.6601 -2.5972 -2.5229 -2.4430 -2.3611
 -2.2775 -2.1931 -2.1106 -2.0348 -1.9661 -1.8234 -1.7181 -1.6464 -1.6037
 -2.8591 -2.7692 -2.6958 -2.6348 -2.5816 -2.5315 -2.4797 -2.4220 -2.3606 -2.2969
 -2.2297 -2.1580 -2.0840 -2.0135 -1.9490 -1.8159 -1.7194 -1.6549 -1.6158 -1.5933
 -2.7623 -2.6619 -2.5957 -2.5406 -2.4869 -2.4371 -2.3900 -2.3420 -2.2927 -2.2421
 -2.1888 -2.1303 -2.0658 -2.0006 -1.9396 -1.8136 -1.7231 -1.6630 -1.6272 -1.6072
 -1.5965
 -2.7368 -2.6091 -2.5054 -2.4275 -2.3771 -2.3495 -2.3209 -2.2829 -2.2397 -2.1953
 -2.1503 -2.1032 -2.0501 -1.9916 -1.9343 -1.8141 -1.7278 -1.6707 -1.6373 -1.6197
 -1.6108 -1.6071
 -2.7297 -2.5979 -2.4829 -2.3868 -2.3098 -2.2534 -2.2180 -2.1980 -2.1835 -2.1564
 -2.1181 -2.0759 -2.0316 -1.9822 -1.9297 -1.8150 -1.7320 -1.6771 -1.6456 -1.6304
 -1.6239 -1.6219 -1.6231 -1.6271
 -2.7171 -2.5909 -2.4767 -2.3770 -2.2925 -2.2233 -2.1682 -2.1260 -2.0970 -2.0817
 -2.0679 -2.0438 -2.0094 -1.9683 -1.9227 -1.8146 -1.7343 -1.6811 -1.6512 -1.6384
 -1.6350 -1.6357 -1.6387 -1.6437 -1.6505 -1.6588 -1.6702 -1.6864 -1.7081 -1.7340
