 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  1.8497  1.6991  1.5815  1.5833  1.5820  1.5919  1.6184  1.6189  1.6234  1.6354
  1.6432  1.6403  1.6271  1.6092  1.5881  1.5235  1.4179  1.2651  1.1610
  1.7637  1.7196  1.6823  1.6446  1.6096  1.6030  1.6070  1.6082  1.6112  1.6155
  1.6150  1.6078  1.5946  1.5765  1.5535  1.4765  1.3783  1.2688  1.1552  1.0402
  1.7963  1.7476  1.7071  1.6726  1.6417  1.6108  1.5936  1.5944  1.5978  1.5987
  1.5957  1.5865  1.5718  1.5525  1.5287  1.4521  1.3572  1.2511  1.1405  1.0288
  0.9168
  1.8307  1.7784  1.7331  1.6942  1.6599  1.6295  1.6030  1.5827  1.5789  1.5827
  1.5809  1.5711  1.5551  1.5344  1.5095  1.4320  1.3391  1.2359  1.1277  1.0185
  0.9094  0.8004
  1.8609  1.8104  1.7619  1.7188  1.6803  1.6455  1.6145  1.5886  1.5705  1.5613
  1.5591  1.5540  1.5411  1.5207  1.4949  1.4160  1.3237  1.2227  1.1168  1.0093
  0.9022  0.7957  0.6897  0.5838
  1.8832  1.8372  1.7909  1.7455  1.7037  1.6653  1.6299  1.5983  1.5723  1.5531
  1.5386  1.5283  1.5180  1.5027  1.4808  1.4031  1.3109  1.2115  1.1076  1.0014
  0.8955  0.7906  0.6867  0.5834  0.4799  0.3764  0.2735  0.1715  0.0707 -0.0286
  1.8949  1.8549  1.8154  1.7708  1.7280  1.6872  1.6488  1.6132  1.5811  1.5545
  1.5319  1.5119  1.4944  1.4777  1.4585  1.3902  1.3000  1.2020  1.0996  0.9949
  0.8897  0.7856  0.6829  0.5815  0.4810  0.3815  0.2825  0.1834  0.0837 -0.0161
 -0.1129
  1.8933  1.8604  1.8274  1.7887  1.7484  1.7082  1.6687  1.6306  1.5947  1.5623
  1.5336  1.5074  1.4827  1.4594  1.4369  1.3724  1.2888  1.1932  1.0926  0.9895
  0.8853  0.7815  0.6792  0.5787  0.4797  0.3820  0.2854  0.1892  0.0932 -0.0033
 -0.1004
  1.8754  1.8509  1.8239  1.7935  1.7579  1.7214  1.6841  1.6463  1.6088  1.5732
  1.5402  1.5094  1.4798  1.4513  1.4236  1.3544  1.2748  1.1834  1.0849  0.9834
  0.8804  0.7771  0.6748  0.5742  0.4757  0.3791  0.2838  0.1896  0.0959  0.0025
 -0.0905
  1.8387  1.8231  1.8033  1.7796  1.7524  1.7222  1.6895  1.6554  1.6198  1.5839
