 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.7655 -2.7412 -2.7571 -2.7436 -2.6867 -2.6328 -2.6205 -2.6297 -2.6202 -2.5774
 -2.5158 -2.4403 -2.3607 -2.2864 -2.2149 -2.0629 -1.9515 -1.8762 -1.8200
 -2.7501 -2.6763 -2.6302 -2.5933 -2.5643 -2.5445 -2.5309 -2.5181 -2.5005 -2.4747
 -2.4379 -2.3877 -2.3245 -2.2556 -2.1893 -2.0504 -1.9500 -1.8825 -1.8363 -1.8069
 -2.7386 -2.6409 -2.5608 -2.5043 -2.4759 -2.4620 -2.4469 -2.4294 -2.4119 -2.3941
 -2.3701 -2.3366 -2.2891 -2.2294 -2.1690 -2.0413 -1.9497 -1.8888 -1.8498 -1.8244
 -1.8076
 -2.7310 -2.6350 -2.5489 -2.4766 -2.4215 -2.3853 -2.3685 -2.3636 -2.3544 -2.3356
 -2.3124 -2.2870 -2.2545 -2.2078 -2.1540 -2.0356 -1.9506 -1.8951 -1.8604 -1.8381
 -1.8234 -1.8138
 -2.7067 -2.6219 -2.5420 -2.4699 -2.4082 -2.3590 -2.3234 -2.3000 -2.2871 -2.2786
 -2.2635 -2.2409 -2.2166 -2.1839 -2.1397 -2.0310 -1.9509 -1.8995 -1.8694 -1.8507
 -1.8385 -1.8307 -1.8260 -1.8236
 -2.6576 -2.5891 -2.5222 -2.4585 -2.3997 -2.3477 -2.3045 -2.2707 -2.2451 -2.2252
 -2.2089 -2.1917 -2.1715 -2.1496 -2.1184 -2.0250 -1.9494 -1.9008 -1.8746 -1.8604
 -1.8519 -1.8468 -1.8440 -1.8431 -1.8436 -1.8457 -1.8499 -1.8586 -1.8736 -1.8944
 -2.5836 -2.5326 -2.4817 -2.4314 -2.3820 -2.3346 -2.2909 -2.2524 -2.2205 -2.1942
 -2.1710 -2.1494 -2.1278 -2.1087 -2.0861 -2.0133 -1.9450 -1.8984 -1.8747 -1.8652
 -1.8615 -1.8603 -1.8607 -1.8621 -1.8644 -1.8673 -1.8717 -1.8778 -1.8890 -1.9078
