 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F160W
  0.5598  0.6604  0.7955  0.8558  0.8328  0.8057  0.8257  0.8637  0.8780  0.8626
  0.8329  0.7961  0.7568  0.7145  0.6682  0.5397  0.4019  0.2613  0.1218
  0.5703  0.6039  0.6594  0.7071  0.7478  0.7840  0.8126  0.8298  0.8335  0.8242
  0.8030  0.7718  0.7334  0.6901  0.6435  0.5179  0.3851  0.2485  0.1114 -0.0254
  0.5856  0.5834  0.5920  0.6199  0.6723  0.7257  0.7605  0.7792  0.7866  0.7839
  0.7693  0.7437  0.7085  0.6662  0.6200  0.4966  0.3678  0.2355  0.1015 -0.0320
 -0.1640
  0.6057  0.5989  0.5933  0.5942  0.6063  0.6308  0.6694  0.7119  0.7373  0.7417
  0.7318  0.7118  0.6821  0.6428  0.5977  0.4758  0.3500  0.2223  0.0922 -0.0383
 -0.1674 -0.2947
  0.6167  0.6119  0.6046  0.5978  0.5949  0.5984  0.6090  0.6249  0.6471  0.6693
  0.6777  0.6692  0.6490  0.6172  0.5753  0.4556  0.3317  0.2080  0.0826 -0.0445
 -0.1711 -0.2961 -0.4190 -0.5401
  0.6148  0.6143  0.6100  0.6033  0.5958  0.5898  0.5872  0.5881  0.5904  0.5939
  0.5996  0.6019  0.5941  0.5758  0.5456  0.4356  0.3135  0.1924  0.0716 -0.0512
 -0.1750 -0.2978 -0.4187 -0.5376 -0.6545 -0.7695 -0.8828 -0.9947 -1.1047 -1.2100
  0.5970  0.6021  0.6027  0.5997  0.5938  0.5858  0.5772  0.5698  0.5630  0.5558
  0.5477  0.5396  0.5306  0.5182  0.4982  0.4109  0.2953  0.1763  0.0590 -0.0591
 -0.1794 -0.2999 -0.4189 -0.5359 -0.6508 -0.7638 -0.8749 -0.9842 -1.0922 -1.1985
 -1.3007
  0.5600  0.5721  0.5788  0.5811  0.5796  0.5743  0.5661  0.5560  0.5448  0.5326
  0.5188  0.5032  0.4860  0.4679  0.4486  0.3763  0.2743  0.1599  0.0453 -0.0688
 -0.1848 -0.3025 -0.4196 -0.5349 -0.6480 -0.7591 -0.8684 -0.9757 -1.0813 -1.1856
 -1.2888
  0.5034  0.5222  0.5359  0.5445  0.5489  0.5489  0.5446  0.5365  0.5253  0.5118
  0.4961  0.4780  0.4574  0.4346  0.4109  0.3401  0.2483  0.1413  0.0297 -0.0816
 -0.1937 -0.3078 -0.4227 -0.5367 -0.6485 -0.7581 -0.8657 -0.9713 -1.0752 -1.1775
 -1.2786
  0.4286  0.4514  0.4725  0.4884  0.4996  0.5061  0.5077  0.5047  0.4972  0.4860
  0.4717  0.4543  0.4339  0.4104  0.3847  0.3105  0.2236  0.1235  0.0159 -0.0931
 -0.2022 -0.3125 -0.4241 -0.5360 -0.6465 -0.7549 -0.8609 -0.9648 -1.0668 -1.1671
 -1.2678
  0.3360  0.3643  0.3901  0.4127  0.4312  0.4447  0.4531  0.4568  0.4554  0.4493
  0.4390  0.4248  0.4072  0.3860  0.3615  0.2876  0.2008  0.1061  0.0028 -0.1039
 -0.2113 -0.3189 -0.4273 -0.5364 -0.6451 -0.7522 -0.8572 -0.9598 -1.0602 -1.1586
 -1.2555
  0.2256  0.2609  0.2939  0.3205  0.3448  0.3649  0.3803  0.3911  0.3970  0.3977
  0.3937  0.3851  0.3724  0.3556  0.3413  0.2714  0.1799  0.0891 -0.0096
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F160W
  0.6545  0.7127  0.7678  0.8162  0.8541  0.8800  0.8930  0.8929  0.8812  0.8598
  0.8304  0.7948  0.7550  0.7118  0.6649  0.5389  0.4036  0.2639  0.1226
  0.6034  0.6514  0.7026  0.7514  0.7931  0.8246  0.8440  0.8512  0.8466  0.8313
  0.8063  0.7732  0.7342  0.6911  0.6448  0.5198  0.3872  0.2509  0.1134 -0.0235
  0.5822  0.5962  0.6315  0.6908  0.7318  0.7655  0.7900  0.8037  0.8066  0.7986
  0.7802  0.7519  0.7155  0.6730  0.6268  0.5026  0.3721  0.2388  0.1046 -0.0290
 -0.1612
  0.5880  0.5764  0.5885  0.6202  0.6616  0.7032  0.7373  0.7582  0.7654  0.7623
  0.7498  0.7278  0.6964  0.6564  0.6109  0.4873  0.3583  0.2276  0.0962 -0.0347
 -0.1640 -0.2917
  0.6117  0.6041  0.5958  0.5999  0.6154  0.6374  0.6624  0.6870  0.7087  0.7223
  0.7172  0.7001  0.6742  0.6393  0.5960  0.4736  0.3455  0.2169  0.0883 -0.0401
 -0.1672 -0.2925 -0.4158 -0.5372
  0.6293  0.6228  0.6129  0.6019  0.5931  0.5898  0.5926  0.6008  0.6143  0.6356
  0.6546  0.6570  0.6435  0.6172  0.5799  0.4608  0.3335  0.2062  0.0800 -0.0455
 -0.1704 -0.2938 -0.4150 -0.5343 -0.6515 -0.7669 -0.8805 -0.9925 -1.1025 -1.2077
  0.6387  0.6351  0.6271  0.6159  0.6031  0.5911  0.5818  0.5762  0.5731  0.5717
  0.5737  0.5801  0.5822  0.5729  0.5508  0.4476  0.3219  0.1955  0.0712 -0.0516
 -0.1738 -0.2952 -0.4148 -0.5322 -0.6475 -0.7608 -0.8723 -0.9819 -1.0900 -1.1963
 -1.2984
  0.6363  0.6368  0.6324  0.6240  0.6125  0.5988  0.5842  0.5702  0.5575  0.5457
  0.5344  0.5238  0.5159  0.5090  0.4976  0.4256  0.3098  0.1849  0.0618 -0.0586
 -0.1780 -0.2971 -0.4149 -0.5307 -0.6443 -0.7558 -0.8655 -0.9731 -1.0790 -1.1835
 -1.2866
  0.6170  0.6251  0.6252  0.6209  0.6128  0.6013  0.5868  0.5703  0.5525  0.5342
  0.5158  0.4970  0.4782  0.4604  0.4442  0.3870  0.2905  0.1720  0.0505 -0.0684
 -0.1851 -0.3016 -0.4175 -0.5321 -0.6444 -0.7545 -0.8625 -0.9685 -1.0727 -1.1752
 -1.2765
  0.5796  0.5935  0.6005  0.6017  0.5986  0.5915  0.5806  0.5660  0.5482  0.5278
  0.5058  0.4827  0.4587  0.4343  0.4102  0.3480  0.2643  0.1575  0.0404 -0.0768
 -0.1915 -0.3050 -0.4183 -0.5310 -0.6421 -0.7508 -0.8574 -0.9617 -1.0640 -1.1646
 -1.2656
  0.5241  0.5418  0.5554  0.5636  0.5668  0.5655  0.5599  0.5500  0.5356  0.5173
  0.4957  0.4715  0.4455  0.4182  0.3902  0.3181  0.2370  0.1394  0.0291 -0.0853
 -0.1985 -0.3099 -0.4205 -0.5308 -0.6402 -0.7479 -0.8533 -0.9563 -1.0571 -1.1560
 -1.2531
  0.4505  0.4725  0.4906  0.5050  0.5152  0.5208  0.5216  0.5178  0.5092  0.4958
  0.4780  0.4563  0.4314  0.4041  0.3842  0.2973  0.2086  0.1177  0.0166
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F160W
  0.7430  0.7994  0.8500  0.8919  0.9210  0.9357  0.9353  0.9202  0.8947  0.8623
  0.8253  0.7855  0.7441  0.7010  0.6559  0.5339  0.4028  0.2655  0.1250
  0.6856  0.7416  0.7944  0.8400  0.8745  0.8950  0.9004  0.8913  0.8715  0.8434
  0.8092  0.7704  0.7288  0.6850  0.6392  0.5167  0.3870  0.2529  0.1165 -0.0201
  0.6324  0.6822  0.7335  0.7807  0.8192  0.8458  0.8584  0.8571  0.8442  0.8222
  0.7927  0.7569  0.7164  0.6726  0.6265  0.5032  0.3739  0.2419  0.1084 -0.0250
 -0.1572
  0.6062  0.6300  0.6685  0.7185  0.7604  0.7916  0.8104  0.8166  0.8112  0.7961
  0.7727  0.7419  0.7046  0.6622  0.6163  0.4928  0.3635  0.2327  0.1012 -0.0297
 -0.1593 -0.2873
  0.6085  0.6071  0.6206  0.6454  0.6783  0.7165  0.7533  0.7717  0.7745  0.7658
  0.7482  0.7230  0.6908  0.6519  0.6074  0.4844  0.3552  0.2251  0.0951 -0.0339
 -0.1616 -0.2873 -0.4111 -0.5330
