 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F150W2
  0.9110  0.9431  0.9970  1.0200  0.9992  0.9769  0.9838  1.0042  1.0095  0.9932
  0.9636  0.9256  0.8848  0.8429  0.7978  0.6775  0.5501  0.4208  0.2938
  0.9025  0.9016  0.9131  0.9244  0.9350  0.9461  0.9558  0.9612  0.9596  0.9497
  0.9302  0.9005  0.8620  0.8187  0.7731  0.6543  0.5305  0.4037  0.2778  0.1537
  0.8958  0.8784  0.8659  0.8645  0.8793  0.8984  0.9103  0.9150  0.9146  0.9090
  0.8954  0.8721  0.8380  0.7959  0.7506  0.6330  0.5121  0.3882  0.2640  0.1421
  0.0231
  0.8909  0.8735  0.8554  0.8403  0.8321  0.8338  0.8473  0.8656  0.8745  0.8711
  0.8592  0.8404  0.8128  0.7745  0.7303  0.6136  0.4949  0.3743  0.2524  0.1323
  0.0153 -0.0988
  0.8776  0.8646  0.8486  0.8318  0.8167  0.8061  0.8019  0.8042  0.8122  0.8201
  0.8180  0.8043  0.7830  0.7517  0.7109  0.5961  0.4789  0.3612  0.2421  0.1237
  0.0079 -0.1046 -0.2141 -0.3210
  0.8516  0.8454  0.8349  0.8216  0.8067  0.7921  0.7801  0.7723  0.7677  0.7650
  0.7626  0.7561  0.7415  0.7193  0.6870  0.5799  0.4642  0.3488  0.2326  0.1161
  0.0013 -0.1104 -0.2188 -0.3242 -0.4270 -0.5275 -0.6262 -0.7244 -0.8222 -0.9170
  0.8125  0.8131  0.8096  0.8023  0.7917  0.7786  0.7646  0.7517  0.7408  0.7313
  0.7214  0.7099  0.6955  0.6775  0.6527  0.5615  0.4506  0.3372  0.2237  0.1096
 -0.0041 -0.1154 -0.2234 -0.3281 -0.4297 -0.5288 -0.6259 -0.7212 -0.8160 -0.9109
 -1.0036
  0.7620  0.7684  0.7715  0.7710  0.7666  0.7582  0.7466  0.7332  0.7195  0.7063
  0.6931  0.6784  0.6607  0.6403  0.6172  0.5377  0.4361  0.3262  0.2152  0.1037
 -0.0083 -0.1192 -0.2272 -0.3318 -0.4331 -0.5314 -0.6272 -0.7209 -0.8132 -0.9049
 -0.9975
  0.7032  0.7138  0.7218  0.7274  0.7295  0.7274  0.7207  0.7103  0.6972  0.6827
  0.6678  0.6520  0.6339  0.6125  0.5885  0.5128  0.4188  0.3141  0.2057  0.0965
 -0.0134 -0.1233 -0.2315 -0.3367 -0.4384 -0.5367 -0.6321 -0.7250 -0.8158 -0.9053
 -0.9946
  0.6364  0.6502  0.6625  0.6729  0.6808  0.6848  0.6844  0.6791  0.6696  0.6568
  0.6420  0.6260  0.6085  0.5886  0.5655  0.4922  0.4032  0.3035  0.1983  0.0913
 -0.0163 -0.1243 -0.2318 -0.3373 -0.4397 -0.5386 -0.6342 -0.7268 -0.8169 -0.9051
 -0.9931
  0.5614  0.5792  0.5949  0.6090  0.6212  0.6307  0.6362  0.6371  0.6330  0.6244
  0.6122  0.5975  0.5810  0.5627  0.5419  0.4744  0.3885  0.2933  0.1914  0.0866
 -0.0192 -0.1253 -0.2312 -0.3363 -0.4391 -0.5389 -0.6354 -0.7286 -0.8188 -0.9065
 -0.9923
  0.4783  0.5008  0.5201  0.5368  0.5526  0.5661  0.5765  0.5832  0.5854  0.5826
  0.5752  0.5639  0.5497  0.5332  0.5177  0.4594  0.3747  0.2835  0.1850
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F150W2
  0.9790  0.9907  1.0038  1.0166  1.0269  1.0327  1.0327  1.0257  1.0115  0.9901
  0.9610  0.9247  0.8836  0.8396  0.7929  0.6742  0.5508  0.4230  0.2950
  0.9450  0.9500  0.9583  0.9681  0.9773  0.9839  0.9862  0.9830  0.9737  0.9578
  0.9340  0.9015  0.8617  0.8177  0.7717  0.6529  0.5308  0.4060  0.2804  0.1564
  0.9231  0.9108  0.9107  0.9245  0.9313  0.9369  0.9400  0.9393  0.9340  0.9231
  0.9052  0.8786  0.8426  0.7996  0.7536  0.6347  0.5136  0.3911  0.2677  0.1460
  0.0270
  0.9144  0.8900  0.8786  0.8781  0.8840  0.8920  0.8986  0.9008  0.8968  0.8878
  0.8739  0.8532  0.8235  0.7839  0.7386  0.6196  0.4992  0.3783  0.2569  0.1369
  0.0197 -0.0946
  0.9159  0.8952  0.8732  0.8585  0.8512  0.8489  0.8498  0.8525  0.8555  0.8555
  0.8444  0.8261  0.8015  0.7680  0.7254  0.6072  0.4870  0.3674  0.2477  0.1290
  0.0129 -0.0999 -0.2097 -0.3170
  0.9118  0.8940  0.8729  0.8506  0.8291  0.8113  0.7989  0.7925  0.7918  0.7972
  0.8010  0.7934  0.7755  0.7484  0.7116  0.5966  0.4768  0.3580  0.2398  0.1224
  0.0070 -0.1051 -0.2139 -0.3197 -0.4229 -0.5240 -0.6233 -0.7217 -0.8195 -0.9142
  0.8969  0.8849  0.8680  0.8480  0.8266  0.8055  0.7865  0.7713  0.7599  0.7511
  0.7450  0.7407  0.7324  0.7158  0.6895  0.5866  0.4680  0.3499  0.2330  0.1169
  0.0023 -0.1096 -0.2180 -0.3231 -0.4252 -0.5248 -0.6223 -0.7180 -0.8132 -0.9082
 -1.0007
  0.8700  0.8640  0.8530  0.8381  0.8204  0.8008  0.7807  0.7613  0.7438  0.7284
  0.7141  0.6999  0.6860  0.6713  0.6524  0.5714  0.4597  0.3427  0.2270  0.1124
 -0.0012 -0.1129 -0.2214 -0.3264 -0.4281 -0.5269 -0.6232 -0.7174 -0.8101 -0.9022
 -0.9948
  0.8310  0.8318  0.8265  0.8173  0.8049  0.7896  0.7719  0.7529  0.7333  0.7140
  0.6955  0.6767  0.6569  0.6361  0.6150  0.5454  0.4470  0.3343  0.2200  0.1069
 -0.0054 -0.1165 -0.2254 -0.3310 -0.4330 -0.5318 -0.6277 -0.7211 -0.8124 -0.9023
 -0.9919
  0.7825  0.7882  0.7886  0.7851  0.7783  0.7684  0.7555  0.7396  0.7214  0.7017
  0.6813  0.6603  0.6383  0.6148  0.5899  0.5197  0.4308  0.3260  0.2149  0.1034
 -0.0071 -0.1168 -0.2252 -0.3313 -0.4341 -0.5334 -0.6294 -0.7226 -0.8132 -0.9019
 -0.9903
  0.7272  0.7361  0.7410  0.7425  0.7409  0.7365  0.7287  0.7177  0.7031  0.6856
  0.6659  0.6445  0.6220  0.5981  0.5723  0.4994  0.4139  0.3158  0.2092  0.1001
 -0.0088 -0.1169 -0.2241 -0.3299 -0.4333 -0.5335 -0.6304 -0.7240 -0.8147 -0.9030
 -0.9892
  0.6656  0.6772  0.6856  0.6912  0.6940  0.6941  0.6914  0.6854  0.6757  0.6622
  0.6453  0.6257  0.6040  0.5807  0.5622  0.4845  0.3963  0.3037  0.2029
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F150W2
  1.0438  1.0564  1.0690  1.0804  1.0876  1.0880  1.0792  1.0604  1.0337  1.0009
  0.9630  0.9212  0.8775  0.8329  0.7875  0.6704  0.5497  0.4255  0.2989
  1.0088  1.0182  1.0288  1.0390  1.0463  1.0479  1.0417  1.0264  1.0043  0.9762
  0.9423  0.9029  0.8596  0.8144  0.7683  0.6503  0.5302  0.4082  0.2848  0.1615
  0.9777  0.9824  0.9896  0.9974  1.0036  1.0062  1.0025  0.9912  0.9735  0.9503
  0.9214  0.8864  0.8455  0.8007  0.7542  0.6350  0.5147  0.3940  0.2727  0.1518
  0.0328
  0.9544  0.9474  0.9491  0.9567  0.9625  0.9649  0.9628  0.9548  0.9409  0.9221
  0.8982  0.8686  0.8323  0.7897  0.7435  0.6237  0.5029  0.3827  0.2628  0.1435
  0.0263 -0.0883
  0.9436  0.9256  0.9144  0.9092  0.9094  0.9144  0.9209  0.9189  0.9090  0.8933
