 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  v   
 -4.4845 -4.2180 -3.9475 -3.6865 -3.4388 -2.8804 -2.4027 -1.9816 -1.6279 -1.3438
 -1.1335 -0.9869 -0.8869 -0.8173 -0.7659 -0.7253 -0.6921 -0.6641 -0.6400 -0.6193
 -0.5999
 -8.6297 -8.0951 -7.5919 -7.1175 -6.6696 -6.2462 -5.8453 -5.4681 -5.1228 -4.8082
 -4.5242 -4.2586 -3.9978 -3.7377 -3.4826 -2.9095 -2.4299 -2.0157 -1.6649 -1.3800
 -1.1610 -1.0027 -0.8926 -0.8183 -0.7681 -0.7331 -0.7074 -0.6874 -0.6715 -0.6587
 -0.6484
 -8.7524 -8.2688 -7.7939 -7.3309 -6.8827 -6.4517 -6.0398 -5.6487 -5.2808 -4.9384
 -4.6231 -4.3348 -4.0666 -3.8088 -3.5559 -2.9647 -2.4680 -2.0533 -1.7043
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  v   
-10.3462-10.0212 -9.7037 -9.3133 -8.8968 -8.3773 -7.7853 -7.3073 -6.9206 -6.5672
 -6.2230 -5.8899 -5.5695 -5.2584 -4.9538 -4.2067 -3.4147 -2.6142 -2.0090
 -9.4600 -8.9384 -8.6694 -8.5183 -8.2937 -7.9793 -7.5418 -7.0387 -6.6119 -6.2323
 -5.8637 -5.5083 -5.1694 -4.8467 -4.5367 -3.7978 -3.0789 -2.4068 -1.8772 -1.4961
 -8.9895 -8.3836 -7.9729 -7.7191 -7.5890 -7.4573 -7.2148 -6.8442 -6.4003 -5.9946
 -5.6022 -5.2237 -4.8652 -4.5291 -4.2133 -3.4941 -2.8403 -2.2454 -1.7661 -1.4212
 -1.1655
 -8.7303 -8.0803 -7.5971 -7.2459 -6.9960 -6.8226 -6.6897 -6.5083 -6.2076 -5.8297
 -5.4363 -5.0405 -4.6636 -4.3132 -3.9895 -3.2810 -2.6739 -2.1369 -1.6950 -1.3746
 -1.1409 -0.9589
 -8.6174 -7.9355 -7.3937 -6.9868 -6.6803 -6.4260 -6.1982 -6.0022 -5.8270 -5.5979
 -5.2945 -4.9379 -4.5611 -4.1975 -3.8631 -3.1521 -2.5721 -2.0735 -1.6573 -1.3507
 -1.1310 -0.9636 -0.8285 -0.7117
 -8.6387 -7.9160 -7.3226 -6.8518 -6.4900 -6.2015 -5.9420 -5.6865 -5.4442 -5.2324
 -5.0258 -4.7832 -4.4887 -4.1575 -3.8208 -3.0950 -2.5246 -2.0476 -1.6468 -1.3450
 -1.1320 -0.9744 -0.8501 -0.7470 -0.6583 -0.5807 -0.5119 -0.4499 -0.3939 -0.3466
 -8.7450 -8.0013 -7.3656 -6.8333 -6.4083 -6.0728 -5.7930 -5.5315 -5.2672 -5.0061
 -4.7624 -4.5419 -4.3220 -4.0778 -3.8041 -3.0956 -2.5204 -2.0516 -1.6588 -1.3542
 -1.1403 -0.9878 -0.8717 -0.7777 -0.6982 -0.6285 -0.5673 -0.5140 -0.4680 -0.4288
 -0.3958
 -8.9122 -8.1705 -7.5092 -6.9248 -6.4336 -6.0362 -5.7162 -5.4416 -5.1815 -4.9176
 -4.6514 -4.3952 -4.1605 -3.9416 -3.7212 -3.1237 -2.5488 -2.0784 -1.6878 -1.3774
 -1.1553 -1.0014 -0.8901 -0.8038 -0.7327 -0.6707 -0.6166 -0.5701 -0.5311 -0.4994
 -0.4746
 -9.1128 -8.3855 -7.7194 -7.1048 -6.5593 -6.0952 -5.7159 -5.4043 -5.1332 -4.8756
 -4.6150 -4.3504 -4.0932 -3.8539 -3.6332 -3.1108 -2.5873 -2.1167 -1.7249 -1.4087
 -1.1749 -1.0137 -0.9024 -0.8212 -0.7577 -0.7054 -0.6611 -0.6230 -0.5904 -0.5628
 -0.5398
 -9.3174 -8.6110 -7.9576 -7.3581 -6.7821 -6.2660 -5.8197 -5.4480 -5.1389 -4.8688
 -4.6144 -4.3593 -4.1008 -3.8481 -3.6108 -3.0931 -2.6173 -2.1654 -1.7738 -1.4529
 -1.2064 -1.0318 -0.9132 -0.8319 -0.7731 -0.7279 -0.6916 -0.6615 -0.6363 -0.6151
 -0.5956
 -9.5018 -8.8399 -8.2157 -7.6342 -7.0524 -6.5167 -6.0251 -5.5915 -5.2219 -4.9106
 -4.6392 -4.3866 -4.1376 -3.8872 -3.6418 -3.0974 -2.6363 -2.2088 -1.8232 -1.5003
 -1.2447 -1.0560 -0.9250 -0.8369 -0.7779 -0.7369 -0.7074 -0.6849 -0.6676 -0.6541
 -0.6436
 -9.6679 -9.0722 -8.4938 -7.9202 -7.3572 -6.8123 -6.2982 -5.8275 -5.4041 -5.0334
 -4.7176 -4.4423 -4.1898 -3.9459 -3.7041 -3.1376 -2.6622 -2.2476 -1.8717
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  v   
-10.7284-10.2596 -9.7494 -9.2694 -8.6176 -7.9331 -7.3912 -6.9885 -6.6389 -6.3236
 -6.0226 -5.7324 -5.4528 -5.1813 -4.9149 -4.2569 -3.5835 -2.8936 -2.2636
 -9.5127 -9.2261 -9.0067 -8.6961 -8.3387 -7.8213 -7.2192 -6.7457 -6.3579 -6.0169
 -5.6926 -5.3828 -5.0875 -4.8049 -4.5322 -3.8813 -3.2529 -2.6432 -2.0898 -1.6508
 -8.9763 -8.4315 -8.1723 -8.0646 -7.8813 -7.5942 -7.1469 -6.6194 -6.1799 -5.8096
 -5.4641 -5.1356 -4.8249 -4.5313 -4.2524 -3.6069 -3.0135 -2.4631 -1.9691 -1.5680
 -1.2720
 -8.7559 -8.0896 -7.6484 -7.3935 -7.2784 -7.1730 -6.9466 -6.5705 -6.1025 -5.6934
 -5.3304 -4.9860 -4.6607 -4.3555 -4.0690 -3.4226 -2.8518 -2.3419 -1.8903 -1.5163
 -1.2389 -1.0316
 -8.7254 -7.9727 -7.4225 -7.0383 -6.7817 -6.6113 -6.4972 -6.3374 -6.0466 -5.6514
 -5.2757 -4.9210 -4.5837 -4.2667 -3.9706 -3.3143 -2.7539 -2.2685 -1.8448 -1.4900
 -1.2235 -1.0283 -0.8769 -0.7525
 -8.8478 -8.0218 -7.3689 -6.8866 -6.5356 -6.2738 -6.0659 -5.8902 -5.7373 -5.5335
 -5.2370 -4.9107 -4.5753 -4.2496 -3.9432 -3.2687 -2.7072 -2.2334 -1.8262 -1.4838
 -1.2226 -1.0342 -0.8921 -0.7780 -0.6820 -0.5990 -0.5252 -0.4574 -0.3953 -0.3446
 -9.0907 -8.2099 -7.4691 -6.8866 -6.4488 -6.1205 -5.8576 -5.6227 -5.4053 -5.2135
 -5.0323 -4.8205 -4.5647 -4.2737 -3.9699 -3.2740 -2.7017 -2.2294 -1.8297 -1.4938
 -1.2332 -1.0463 -0.9100 -0.8040 -0.7167 -0.6419 -0.5770 -0.5201 -0.4696 -0.4253
 -0.3897
 -9.4052 -8.5063 -7.6976 -7.0233 -6.4908 -6.0818 -5.7644 -5.5004 -5.2580 -5.0247
 -4.8074 -4.6090 -4.4196 -4.2155 -3.9817 -3.3199 -2.7306 -2.2516 -1.8519 -1.5177
 -1.2537 -1.0632 -0.9281 -0.8277 -0.7479 -0.6815 -0.6239 -0.5740 -0.5317 -0.4968
 -0.4689
 -9.7474 -8.8598 -8.0201 -7.2728 -6.6494 -6.1539 -5.7657 -5.4556 -5.1925 -4.9486
 -4.7121 -4.4844 -4.2713 -4.0756 -3.8858 -3.3596 -2.7824 -2.2917 -1.8870 -1.5503
 -1.2806 -1.0821 -0.9439 -0.8456 -0.7717 -0.7129 -0.6643 -0.6230 -0.5880 -0.5586
 -0.5345
-10.0747 -9.2317 -8.4114 -7.6261 -6.9293 -6.3446 -5.8743 -5.4996 -5.1947 -4.9324
 -4.6902 -4.4549 -4.2244 -4.0050 -3.8017 -3.3353 -2.8462 -2.3574 -1.9432 -1.5998
 -1.3214 -1.1104 -0.9621 -0.8604 -0.7887 -0.7353 -0.6940 -0.6605 -0.6329 -0.6102
 -0.5919
-10.3509 -9.5841 -8.8072 -8.0332 -7.3002 -6.6445 -6.0891 -5.6360 -5.2700 -4.9679
 -4.7066 -4.4662 -4.2330 -4.0040 -3.7835 -3.2974 -2.8656 -2.4259 -2.0109 -1.6592
 -1.3714 -1.1468 -0.9839 -0.8724 -0.7976 -0.7464 -0.7104 -0.6838 -0.6637 -0.6485
 -0.6369
-10.5766 -9.8732 -9.1571 -8.4356 -7.7155 -7.0288 -6.4081 -5.8759 -5.4338 -5.0713
 -4.7701 -4.5087 -4.2696 -4.0399 -3.8146 -3.2961 -2.8655 -2.4696 -2.0793
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  v   
-10.8853-10.2953 -9.7490 -9.2032 -8.4792 -7.7195 -7.2013 -6.8322 -6.5169 -6.2206
 -5.9414 -5.6724 -5.4132 -5.1616 -4.9145 -4.3012 -3.6775 -3.0375 -2.4140
 -9.6676 -9.4394 -9.1005 -8.7361 -8.2916 -7.6427 -7.0369 -6.5976 -6.2429 -5.9240
 -5.6241 -5.3384 -5.0658 -4.8043 -4.5507 -3.9416 -3.3508 -2.7735 -2.2302 -1.7662
 -8.9776 -8.5329 -8.3876 -8.2116 -7.9490 -7.5656 -7.0006 -6.4749 -6.0703 -5.7241
 -5.4055 -5.1039 -4.8185 -4.5477 -4.2887 -3.6823 -3.1165 -2.5857 -2.0988 -1.6777
 -1.3515
 -8.7523 -8.0980 -7.7156 -7.5578 -7.4702 -7.2807 -6.9521 -6.4670 -5.9945 -5.6123
 -5.2770 -4.9613 -4.6636 -4.3830 -4.1173 -3.5083 -2.9579 -2.4582 -2.0101 -1.6207
 -1.3138 -1.0860
 -8.7516 -7.9733 -7.4280 -7.0821 -6.8855 -6.7881 -6.6654 -6.4072 -6.0106 -5.5808
 -5.2238 -4.8971 -4.5886 -4.2978 -4.0239 -3.4052 -2.8603 -2.3789 -1.9557 -1.5890
 -1.2951 -1.0781 -0.9139 -0.7808
 -8.9251 -8.0429 -7.3699 -6.8923 -6.5663 -6.3405 -6.1815 -6.0590 -5.8846 -5.5906
 -5.2266 -4.8930 -4.5769 -4.2775 -3.9948 -3.3597 -2.8118 -2.3386 -1.9297 -1.5779
 -1.2925 -1.0810 -0.9250 -0.8026 -0.7005 -0.6127 -0.5351 -0.4648 -0.4007 -0.3455
 -9.2321 -8.2747 -7.4870 -6.8867 -6.4510 -6.1356 -5.8935 -5.6901 -5.5182 -5.3619
 -5.1636 -4.8949 -4.6036 -4.3058 -4.0163 -3.3619 -2.8034 -2.3303 -1.9274 -1.5842
 -1.3033 -1.0927 -0.9407 -0.8254 -0.7322 -0.6535 -0.5856 -0.5260 -0.4728 -0.4255
 -0.3895
 -9.6173 -8.6259 -7.7521 -7.0392 -6.4904 -6.0817 -5.7727 -5.5225 -5.2996 -5.0946
 -4.9123 -4.7372 -4.5434 -4.3181 -4.0627 -3.4028 -2.8292 -2.3493 -1.9464 -1.6054
 -1.3251 -1.1116 -0.9588 -0.8474 -0.7611 -0.6903 -0.6298 -0.5779 -0.5338 -0.4967
 -0.4660
-10.0316 -9.0387 -8.1175 -7.3166 -6.6639 -6.1548 -5.7648 -5.4604 -5.2072 -4.9771
 -4.7605 -4.5597 -4.3731 -4.1966 -4.0120 -3.4619 -2.8787 -2.3880 -1.9797 -1.6366
 -1.3536 -1.1342 -0.9768 -0.8656 -0.7838 -0.7200 -0.6683 -0.6249 -0.5880 -0.5572
 -0.5319
-10.4259 -9.4871 -8.5618 -7.7048 -6.9636 -6.3571 -5.8770 -5.5002 -5.1986 -4.9440
 -4.7128 -4.4935 -4.2840 -4.0875 -3.9056 -3.4621 -2.9545 -2.4549 -2.0370 -1.6869
 -1.3967 -1.1674 -0.9997 -0.8831 -0.8016 -0.7422 -0.6970 -0.6611 -0.6320 -0.6081
 -0.5887
-10.7553 -9.8959 -9.0185 -8.1562 -7.3594 -6.6690 -6.0985 -5.6401 -5.2732 -4.9739
 -4.7187 -4.4877 -4.2679 -4.0557 -3.8541 -3.4085 -2.9864 -2.5342 -2.1093 -1.7497
 -1.4499 -1.2088 -1.0272 -0.8996 -0.8133 -0.7546 -0.7138 -0.6842 -0.6622 -0.6457
 -0.6327
-11.0152-10.2324 -9.4314 -8.6117 -7.8096 -7.0685 -6.4211 -5.8796 -5.4370 -5.0767
 -4.7789 -4.5232 -4.2921 -4.0732 -3.8613 -3.3803 -2.9756 -2.5865 -2.1883
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  v   
-10.9675-10.3258 -9.7306 -9.0778 -8.2964 -7.5577 -7.0622 -6.7031 -6.4099 -6.1377
 -5.8802 -5.6320 -5.3920 -5.1586 -4.9293 -4.3583 -3.7779 -3.1842 -2.5798
 -9.9319 -9.5866 -9.1769 -8.7465 -8.1820 -7.4707 -6.8887 -6.4748 -6.1402 -5.8485
 -5.5735 -5.3117 -5.0611 -4.8198 -4.5848 -4.0159 -3.4593 -2.9115 -2.3846 -1.9089
 -9.0219 -8.7505 -8.5810 -8.3120 -7.9709 -7.4612 -6.8434 -6.3466 -5.9687 -5.6503
 -5.3593 -5.0846 -4.8240 -4.5756 -4.3364 -3.7692 -3.2310 -2.7186 -2.2410 -1.8118
 -1.4556
 -8.7369 -8.1308 -7.8624 -7.7717 -7.6012 -7.3209 -6.8734 -6.3318 -5.8877 -5.5360
 -5.2295 -4.9425 -4.6718 -4.4154 -4.1710 -3.6013 -3.0742 -2.5854 -2.1413 -1.7459
 -1.4131 -1.1585
 -8.7488 -7.9608 -7.4478 -7.1703 -7.0621 -6.9665 -6.7479 -6.3761 -5.9045 -5.4995
 -5.1707 -4.8727 -4.5925 -4.3277 -4.0765 -3.4983 -2.9747 -2.4997 -2.0769 -1.7053
 -1.3900 -1.1461 -0.9637 -0.8189
 -8.9638 -8.0358 -7.3557 -6.8996 -6.6152 -6.4508 -6.3534 -6.2101 -5.9329 -5.5436
 -5.1711 -4.8604 -4.5721 -4.2995 -4.0408 -3.4496 -2.9225 -2.4533 -2.0426 -1.6861
 -1.3837 -1.1461 -0.9705 -0.8360 -0.7259 -0.6323 -0.5503 -0.4755 -0.4066 -0.3485
 -9.3346 -8.3018 -7.4751 -6.8700 -6.4481 -6.1596 -5.9536 -5.8007 -5.6713 -5.4930
 -5.2118 -4.8895 -4.5957 -4.3174 -4.0523 -3.4457 -2.9101 -2.4404 -2.0346 -1.6862
 -1.3917 -1.1570 -0.9837 -0.8551 -0.7539 -0.6697 -0.5975 -0.5345 -0.4782 -0.4277
 -0.3851
 -9.7853 -8.7065 -7.7709 -7.0247 -6.4705 -6.0711 -5.7808 -5.5535 -5.3613 -5.1957
 -5.0419 -4.8536 -4.6176 -4.3614 -4.0988 -3.4791 -2.9311 -2.4561 -2.0499 -1.7035
 -1.4119 -1.1770 -1.0021 -0.8753 -0.7799 -0.7033 -0.6398 -0.5853 -0.5383 -0.4981
 -0.4642
-10.2638 -9.1599 -8.1803 -7.3287 -6.6498 -6.1338 -5.7501 -5.4591 -5.2222 -5.0129
 -4.8230 -4.6524 -4.4852 -4.3098 -4.1137 -3.5361 -2.9760 -2.4920 -2.0814 -1.7327
 -1.4395 -1.2017 -1.0221 -0.8938 -0.8012 -0.7309 -0.6749 -0.6285 -0.5896 -0.5568
 -0.5300
-10.7193 -9.6777 -8.6679 -7.7513 -6.9724 -6.3451 -5.8576 -5.4838 -5.1920 -4.9502
 -4.7348 -4.5356 -4.3507 -4.1773 -4.0137 -3.5760 -3.0506 -2.5567 -2.1382 -1.7830
 -1.4833 -1.2379 -1.0494 -0.9143 -0.8200 -0.7526 -0.7024 -0.6634 -0.6320 -0.6065
 -0.5859
-11.0945-10.1410 -9.1705 -8.2339 -7.3915 -6.6739 -6.0886 -5.6242 -5.2584 -4.9658
 -4.7211 -4.5033 -4.3007 -4.1085 -3.9282 -3.5237 -3.1053 -2.6380 -2.2110 -1.8468
 -1.5380 -1.2824 -1.0822 -0.9359 -0.8349 -0.7664 -0.7194 -0.6859 -0.6613 -0.6431
 -0.6284
-11.3859-10.5245 -9.6294 -8.7273 -7.8632 -7.0878 -6.4218 -5.8710 -5.4245 -5.0656
 -4.7728 -4.5257 -4.3061 -4.1016 -3.9065 -3.4696 -3.0915 -2.7035 -2.2949
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  v   
-10.9773-10.3130 -9.6370 -8.8719 -8.0716 -7.3993 -6.9452 -6.5962 -6.3172 -6.0749
 -5.8390 -5.6106 -5.3895 -5.1737 -4.9609 -4.4297 -3.8878 -3.3300 -2.7618
 -9.9436 -9.6924 -9.2343 -8.6953 -7.9966 -7.2829 -6.7521 -6.3632 -6.0535 -5.7895
 -5.5400 -5.3019 -5.0732 -4.8516 -4.6347 -4.1045 -3.5794 -3.0576 -2.5490 -2.0723
 -9.1764 -9.0029 -8.7234 -8.3889 -7.9294 -7.2877 -6.6817 -6.2236 -5.8765 -5.5880
 -5.3254 -5.0776 -4.8418 -4.6154 -4.3960 -3.8680 -3.3572 -2.8624 -2.3944 -1.9643
 -1.5874
 -8.7237 -8.2357 -8.1016 -7.9412 -7.6859 -7.2891 -6.7274 -6.1924 -5.7861 -5.4646
 -5.1880 -4.9299 -4.6861 -4.4539 -4.2308 -3.7021 -3.2008 -2.7247 -2.2848 -1.8875
 -1.5385 -1.2545
 -8.7148 -7.9501 -7.5097 -7.3447 -7.2612 -7.0729 -6.7436 -6.2629 -5.7879 -5.4170
 -5.1177 -4.8491 -4.5966 -4.3576 -4.1291 -3.5947 -3.0970 -2.6324 -2.2108 -1.8363
 -1.5087 -1.2382 -1.0311 -0.8699
 -8.9537 -8.0010 -7.3382 -6.9284 -6.7163 -6.6264 -6.5112 -6.2613 -5.8738 -5.4488
 -5.1061 -4.8234 -4.5628 -4.3166 -4.0820 -3.5376 -3.0379 -2.5786 -2.1676 -1.8074
 -1.4954 -1.2348 -1.0339 -0.8821 -0.7609 -0.6596 -0.5712 -0.4904 -0.4168 -0.3542
 -9.3829 -8.2827 -7.4362 -6.8430 -6.4530 -6.2093 -6.0620 -5.9579 -5.8013 -5.5228
 -5.1605 -4.8429 -4.5728 -4.3205 -4.0805 -3.5241 -3.0180 -2.5586 -2.1522 -1.7996
 -1.4966 -1.2428 -1.0448 -0.8971 -0.7841 -0.6922 -0.6144 -0.5468 -0.4864 -0.4321
 -0.3853
 -9.9104 -8.7392 -7.7464 -6.9838 -6.4383 -6.0601 -5.7992 -5.6084 -5.4606 -5.3282
 -5.1558 -4.8961 -4.6155 -4.3581 -4.1137 -3.5468 -3.0322 -2.5690 -2.1621 -1.8113
 -1.5115 -1.2607 -1.0624 -0.9154 -0.8067 -0.7220 -0.6530 -0.5945 -0.5444 -0.5013
 -0.4641
-10.4377 -9.2679 -8.2018 -7.3046 -6.6078 -6.0960 -5.7287 -5.4593 -5.2469 -5.0669
 -4.9102 -4.7631 -4.5882 -4.3830 -4.1609 -3.5935 -3.0703 -2.6003 -2.1902 -1.8369
 -1.5357 -1.2837 -1.0830 -0.9338 -0.8263 -0.7468 -0.6852 -0.6347 -0.5928 -0.5580
 -0.5292
-10.9322 -9.8103 -8.7360 -7.7668 -6.9502 -6.3055 -5.8186 -5.4564 -5.1813 -4.9581
 -4.7636 -4.5891 -4.4312 -4.2747 -4.1167 -3.6574 -3.1373 -2.6607 -2.2448 -1.8858
 -1.5783 -1.3202 -1.1129 -0.9570 -0.8462 -0.7679 -0.7111 -0.6677 -0.6334 -0.6043
 -0.5837
-11.3501-10.3091 -9.2694 -8.2831 -7.4010 -6.6556 -6.0544 -5.5873 -5.2288 -4.9491
 -4.7194 -4.5187 -4.3364 -4.1673 -4.0075 -3.6352 -3.2089 -2.7377 -2.3155 -1.9493
 -1.6337 -1.3664 -1.1494 -0.9835 -0.8648 -0.7836 -0.7283 -0.6895 -0.6615 -0.6410
 -0.6244
-11.6757-10.7241 -9.7525 -8.7947 -7.8965 -7.0935 -6.4075 -5.8436 -5.3934 -5.0383
 -4.7547 -4.5200 -4.3154 -4.1288 -3.9532 -3.5632 -3.2079 -2.8147 -2.3983
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  v   
-11.1094-10.3289 -9.4959 -8.6411 -7.8443 -7.2424 -6.8472 -6.5381 -6.2736 -6.0513
 -5.8357 -5.6245 -5.4187 -5.2166 -5.0171 -4.5180 -4.0059 -3.4810 -2.9468
-10.2313 -9.8220 -9.2559 -8.5601 -7.7851 -7.1035 -6.6395 -6.2896 -6.0048 -5.7666
 -5.5407 -5.3233 -5.1132 -4.9081 -4.7061 -4.2082 -3.7109 -3.2127 -2.7224 -2.2512
 -9.4844 -9.2093 -8.8463 -8.4080 -7.8006 -7.1009 -6.5346 -6.1291 -5.8151 -5.5558
 -5.3200 -5.0964 -4.8822 -4.6751 -4.4727 -3.9792 -3.4940 -3.0168 -2.5587 -2.1313
 -1.7444
 -8.9045 -8.4648 -8.3170 -8.0620 -7.7084 -7.1762 -6.5625 -6.0684 -5.7049 -5.4159
 -5.1681 -4.9366 -4.7170 -4.5065 -4.3025 -3.8120 -3.3367 -2.8755 -2.4406 -2.0432
 -1.6862 -1.3781
 -8.6710 -7.9633 -7.6546 -7.5664 -7.3963 -7.1107 -6.6578 -6.1232 -5.6813 -5.3480
 -5.0790 -4.8378 -4.6111 -4.3954 -4.1881 -3.6960 -3.2264 -2.7768 -2.3583 -1.9816
 -1.6470 -1.3567 -1.1217 -0.9388
 -8.8986 -7.9492 -7.3320 -7.0069 -6.8956 -6.8007 -6.5843 -6.2191 -5.7587 -5.3577
 -5.0475 -4.7927 -4.5580 -4.3362 -4.1242 -3.6257 -3.1570 -2.7139 -2.3060 -1.9429
 -1.6241 -1.3477 -1.1207 -0.9453 -0.8086 -0.6963 -0.5992 -0.5110 -0.4311 -0.3628
 -9.3652 -8.2176 -7.3786 -6.8213 -6.4872 -6.3168 -6.2300 -6.0963 -5.8299 -5.4531
 -5.0844 -4.7945 -4.5497 -4.3216 -4.1047 -3.5977 -3.1258 -2.6841 -2.2816 -1.9257
 -1.6162 -1.3495 -1.1284 -0.9566 -0.8263 -0.7233 -0.6375 -0.5638 -0.4984 -0.4392
 -0.3878
 -9.9631 -8.7077 -7.6764 -6.9209 -6.4033 -6.0654 -5.8511 -5.7137 -5.6039 -5.4434
 -5.1784 -4.8513 -4.5785 -4.3431 -4.1213 -3.6063 -3.1292 -2.6853 -2.2834 -1.9297
 -1.6232 -1.3613 -1.1433 -0.9728 -0.8454 -0.7488 -0.6721 -0.6082 -0.5538 -0.5069
 -0.4657
-10.6885 -9.3079 -8.1640 -7.2338 -6.5427 -6.0537 -5.7155 -5.4775 -5.2999 -5.1579
 -5.0266 -4.8652 -4.6306 -4.3868 -4.1612 -3.6401 -3.1578 -2.7096 -2.3048 -1.9492
 -1.6417 -1.3794 -1.1619 -0.9906 -0.8636 -0.7708 -0.7007 -0.6452 -0.5993 -0.5612
 -0.5300
-11.2112 -9.9191 -8.7622 -7.7280 -6.8831 -6.2399 -5.7702 -5.4305 -5.1792 -4.9803
 -4.8125 -4.6658 -4.5282 -4.3675 -4.1890 -3.6994 -3.2149 -2.7637 -2.3549 -1.9943
 -1.6811 -1.4134 -1.1914 -1.0155 -0.8848 -0.7915 -0.7249 -0.6754 -0.6371 -0.6067
 -0.5823
-11.5785-10.4419 -9.3506 -8.3012 -7.3661 -6.5944 -5.9911 -5.5358 -5.1950 -4.9344
 -4.7242 -4.5440 -4.3843 -4.2394 -4.0941 -3.7257 -3.2857 -2.8338 -2.4219 -2.0561
 -1.7355 -1.4594 -1.2290 -1.0451 -0.9071 -0.8095 -0.7426 -0.6964 -0.6636 -0.6399
 -0.6214
-11.7904-10.8764 -9.8470 -8.8543 -7.9045 -7.0633 -6.3535 -5.7850 -5.3427 -5.0008
 -4.7331 -4.5152 -4.3280 -4.1612 -3.8765 -3.7190 -3.3702 -2.9199 -2.5058
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  v   
-11.2959-10.2204 -9.2598 -8.4034 -7.6467 -7.1195 -6.7608 -6.4889 -6.2503 -6.0500
 -5.8529 -5.6588 -5.4678 -5.2794 -5.0923 -4.6215 -4.1372 -3.6403 -3.1341
-10.5154 -9.9001 -9.1826 -8.3515 -7.5740 -6.9543 -6.5324 -6.2280 -5.9728 -5.7612
 -5.5582 -5.3614 -5.1695 -4.9806 -4.7929 -4.3252 -3.8530 -3.3765 -2.9037 -2.4427
 -9.5507 -9.3879 -8.9521 -8.3468 -7.6182 -6.9219 -6.4062 -6.0474 -5.7662 -5.5379
 -5.3282 -5.1284 -4.9355 -4.7472 -4.5612 -4.1011 -3.6403 -3.1807 -2.7336 -2.3111
 -1.9212
