 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -5.6845 -5.5962 -5.8293 -5.7520 -5.5174 -5.2219 -4.9092 -4.6884 -4.4860 -4.2839
 -4.1005 -3.9336 -3.7774 -3.6302 -3.4914 -3.1986 -2.9155 -2.6756 -2.5293
 -5.6443 -5.3902 -5.1865 -5.0476 -4.9650 -4.8458 -4.6548 -4.4435 -4.2456 -4.0603
 -3.8883 -3.7298 -3.5842 -3.4501 -3.3258 -3.0519 -2.8261 -2.6515 -2.5246 -2.4310
 -5.3815 -5.1348 -4.9163 -4.7304 -4.5777 -4.4706 -4.3814 -4.2461 -4.0760 -3.9009
 -3.7410 -3.5941 -3.4592 -3.3356 -3.2223 -2.9791 -2.7846 -2.6343 -2.5231 -2.4393
 -2.3733
 -5.1684 -4.9442 -4.7363 -4.5490 -4.3823 -4.2343 -4.1092 -4.0128 -3.9124 -3.7819
 -3.6375 -3.4998 -3.3740 -3.2586 -3.1529 -2.9290 -2.7555 -2.6242 -2.5254 -2.4499
 -2.3892 -2.3385
 -4.9889 -4.7853 -4.5955 -4.4189 -4.2571 -4.1089 -3.9729 -3.8502 -3.7481 -3.6535
 -3.5506 -3.4339 -3.3164 -3.2071 -3.1074 -2.8962 -2.7353 -2.6167 -2.5287 -2.4611
 -2.4056 -2.3586 -2.3178 -2.2825
 -4.8392 -4.6489 -4.4752 -4.3124 -4.1607 -4.0196 -3.8882 -3.7663 -3.6547 -3.5533
 -3.4610 -3.3702 -3.2733 -3.1736 -3.0779 -2.8751 -2.7213 -2.6099 -2.5298 -2.4701
 -2.4207 -2.3782 -2.3408 -2.3072 -2.2759 -2.2486 -2.2273 -2.2134 -2.2083 -2.2125
 -4.7197 -4.5359 -4.3698 -4.2192 -4.0777 -3.9456 -3.8218 -3.7055 -3.5977 -3.4973
 -3.4034 -3.3149 -3.2296 -3.1443 -3.0584 -2.8623 -2.7117 -2.6025 -2.5274 -2.4743
 -2.4319 -2.3951 -2.3622 -2.3322 -2.3045 -2.2771 -2.2528 -2.2349 -2.2261 -2.2277
 -2.2379
 -4.6307 -4.4473 -4.2827 -4.1364 -4.0031 -3.8790 -3.7628 -3.6535 -3.5509 -3.4548
 -3.3647 -3.2789 -3.1962 -3.1165 -3.0385 -2.8557 -2.7064 -2.5969 -2.5223 -2.4728
 -2.4368 -2.4068 -2.3798 -2.3546 -2.3310 -2.3084 -2.2853 -2.2648 -2.2508 -2.2461
 -2.2527
 -4.5725 -4.3845 -4.2167 -4.0646 -3.9345 -3.8156 -3.7056 -3.6026 -3.5060 -3.4147
 -3.3285 -3.2470 -3.1688 -3.0929 -3.0188 -2.8469 -2.7025 -2.5927 -2.5157 -2.4665
 -2.4344 -2.4108 -2.3907 -2.3720 -2.3537 -2.3356 -2.3179 -2.3010 -2.2875 -2.2777
 -2.2713
 -4.5456 -4.3488 -4.1737 -4.0183 -3.8809 -3.7598 -3.6526 -3.5541 -3.4626 -3.3766
 -3.2950 -3.2175 -3.1435 -3.0715 -3.0017 -2.8393 -2.6996 -2.5903 -2.5115 -2.4597
 -2.4278 -2.4079 -2.3940 -2.3822 -2.3707 -2.3585 -2.3460 -2.3331 -2.3205 -2.3094
 -2.2991
 -4.5470 -4.3387 -4.1535 -3.9893 -3.8442 -3.7165 -3.6047 -3.5067 -3.4181 -3.3361
 -3.2594 -3.1864 -3.1165 -3.0495 -2.9846 -2.8309 -2.6957 -2.5876 -2.5079 -2.4535
 -2.4199 -2.4004 -2.3900 -2.3840 -2.3794 -2.3743 -2.3682 -2.3609 -2.3528 -2.3446
 -2.3374
 -4.5642 -4.3451 -4.1495 -3.9755 -3.8214 -3.6859 -3.5674 -3.4645 -3.3741 -3.2934
 -3.2199 -3.1515 -3.0864 -3.0236 -2.9629 -2.8199 -2.6905 -2.5840 -2.5039
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F547M
 -6.0243 -5.9115 -5.7538 -5.4787 -5.1755 -4.8928 -4.6516 -4.4416 -4.2458 -4.0604
 -3.8890 -3.7339 -3.5935 -3.4653 -3.3471 -3.0929 -2.8643 -2.6678 -2.5250
 -5.6389 -5.4025 -5.2656 -5.1763 -4.9810 -4.7245 -4.4809 -4.2707 -4.0811 -3.9031
 -3.7396 -3.5921 -3.4595 -3.3399 -3.2310 -2.9956 -2.7998 -2.6394 -2.5156 -2.4223
 -5.4187 -5.1595 -4.9447 -4.7808 -4.6856 -4.5698 -4.3687 -4.1560 -3.9686 -3.7988
 -3.6423 -3.5010 -3.3740 -3.2598 -3.1565 -2.9375 -2.7614 -2.6206 -2.5119 -2.4286
 -2.3628
 -5.2614 -5.0099 -4.7872 -4.5879 -4.4209 -4.2966 -4.2039 -4.0728 -3.8970 -3.7307
 -3.5796 -3.4437 -3.3214 -3.2111 -3.1114 -2.9017 -2.7372 -2.6094 -2.5119 -2.4370
 -2.3767 -2.3264
 -5.1415 -4.8998 -4.6825 -4.4883 -4.3139 -4.1550 -4.0171 -3.9044 -3.8071 -3.6829
 -3.5420 -3.4081 -3.2889 -3.1821 -3.0851 -2.8808 -2.7226 -2.6025 -2.5132 -2.4455
 -2.3909 -2.3445 -2.3043 -2.2704
 -5.0635 -4.8165 -4.6036 -4.4126 -4.2412 -4.0847 -3.9386 -3.8036 -3.6856 -3.5888
 -3.4938 -3.3848 -3.2711 -3.1648 -3.0695 -2.8689 -2.7136 -2.5976 -2.5136 -2.4523
 -2.4037 -2.3621 -2.3255 -2.2929 -2.2624 -2.2359 -2.2154 -2.2028 -2.1991 -2.2040
 -5.0069 -4.7574 -4.5446 -4.3543 -4.1845 -4.0319 -3.8913 -3.7591 -3.6353 -3.5235
 -3.4251 -3.3375 -3.2487 -3.1549 -3.0617 -2.8623 -2.7081 -2.5933 -2.5119 -2.4553
 -2.4129 -2.3771 -2.3452 -2.3163 -2.2897 -2.2639 -2.2412 -2.2247 -2.2166 -2.2183
 -2.2293
 -4.9785 -4.7230 -4.5064 -4.3126 -4.1409 -3.9882 -3.8513 -3.7249 -3.6062 -3.4946
 -3.3920 -3.2987 -3.2142 -3.1340 -3.0531 -2.8593 -2.7046 -2.5893 -2.5081 -2.4539
 -2.4167 -2.3873 -2.3613 -2.3373 -2.3148 -2.2911 -2.2686 -2.2505 -2.2391 -2.2366
 -2.2441
 -4.9828 -4.7150 -4.4881 -4.2878 -4.1101 -3.9535 -3.8156 -3.6916 -3.5777 -3.4710
 -3.3709 -3.2778 -3.1914 -3.1113 -3.0357 -2.8566 -2.7019 -2.5851 -2.5025 -2.4482
 -2.4140 -2.3905 -2.3712 -2.3534 -2.3362 -2.3193 -2.3030 -2.2891 -2.2778 -2.2688
 -2.2620
 -5.0222 -4.7353 -4.4956 -4.2875 -4.1009 -3.9362 -3.7919 -3.6654 -3.5526 -3.4494
 -3.3534 -3.2632 -3.1785 -3.0990 -3.0239 -2.8529 -2.7032 -2.5841 -2.4988 -2.4421
 -2.4077 -2.3873 -2.3739 -2.3629 -2.3523 -2.3413 -2.3300 -2.3184 -2.3073 -2.2977
 -2.2888
 -5.0862 -4.7843 -4.5307 -4.3107 -4.1134 -3.9380 -3.7837 -3.6490 -3.5318 -3.4281
 -3.3341 -3.2471 -3.1653 -3.0881 -3.0149 -2.8479 -2.7030 -2.5845 -2.4964 -2.4365
 -2.3998 -2.3798 -2.3696 -2.3644 -2.3605 -2.3564 -2.3514 -2.3454 -2.3385 -2.3317
 -2.3259
 -5.1714 -4.8620 -4.5934 -4.3566 -4.1471 -3.9607 -3.7948 -3.6488 -3.5216 -3.4114
 -3.3152 -3.2290 -3.1496 -3.0751 -3.0045 -2.8428 -2.7016 -2.5845 -2.4949
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F547M
 -6.1752 -5.9393 -5.5770 -5.2282 -4.9138 -4.6474 -4.4348 -4.2437 -4.0624 -3.8910
 -3.7306 -3.5843 -3.4533 -3.3361 -3.2304 -3.0044 -2.8139 -2.6494 -2.5139
 -5.6694 -5.5548 -5.4181 -5.1239 -4.8179 -4.5450 -4.3185 -4.1268 -3.9488 -3.7818
 -3.6258 -3.4842 -3.3578 -3.2456 -3.1453 -2.9351 -2.7637 -2.6200 -2.5019 -2.4090
 -5.4609 -5.2077 -5.0584 -4.9730 -4.7593 -4.4919 -4.2521 -4.0523 -3.8773 -3.7153
 -3.5639 -3.4259 -3.3025 -3.1931 -3.0956 -2.8934 -2.7327 -2.6017 -2.4960 -2.4128
 -2.3470
 -5.3549 -5.0753 -4.8451 -4.6705 -4.5661 -4.4421 -4.2270 -4.0139 -3.8337 -3.6754
 -3.5284 -3.3936 -3.2725 -3.1647 -3.0687 -2.8704 -2.7151 -2.5916 -2.4942 -2.4184
 -2.3582 -2.3083
 -5.2901 -5.0054 -4.7601 -4.5498 -4.3718 -4.2325 -4.1322 -3.9960 -3.8165 -3.6521
 -3.5085 -3.3767 -3.2574 -3.1509 -3.0558 -2.8590 -2.7060 -2.5865 -2.4944 -2.4243
 -2.3694 -2.3237 -2.2843 -2.2490
 -5.2614 -4.9661 -4.7135 -4.4950 -4.3014 -4.1316 -3.9858 -3.8660 -3.7655 -3.6407
 -3.5005 -3.3693 -3.2510 -3.1455 -3.0510 -2.8545 -2.7018 -2.5839 -2.4951 -2.4292
 -2.3793 -2.3384 -2.3028 -2.2714 -2.2424 -2.2176 -2.1992 -2.1888 -2.1868 -2.1912
 -5.2703 -4.9587 -4.6913 -4.4641 -4.2680 -4.0951 -3.9386 -3.7957 -3.6695 -3.5642
 -3.4687 -3.3638 -3.2515 -3.1452 -3.0504 -2.8541 -2.7004 -2.5824 -2.4949 -2.4318
 -2.3863 -2.3506 -2.3198 -2.2922 -2.2672 -2.2434 -2.2230 -2.2086 -2.2025 -2.2055
 -2.2160
 -5.3104 -4.9847 -4.6985 -4.4547 -4.2486 -4.0713 -3.9147 -3.7717 -3.6394 -3.5186
 -3.4123 -3.3210 -3.2346 -3.1450 -3.0539 -2.8558 -2.7008 -2.5813 -2.4934 -2.4315
 -2.3892 -2.3586 -2.3334 -2.3108 -2.2898 -2.2704 -2.2511 -2.2347 -2.2242 -2.2223
 -2.2305
 -5.3825 -5.0379 -4.7354 -4.4714 -4.2470 -4.0586 -3.8973 -3.7547 -3.6244 -3.5034
 -3.3919 -3.2918 -3.2030 -3.1228 -3.0459 -2.8576 -2.7008 -2.5793 -2.4900 -2.4279
 -2.3871 -2.3607 -2.3414 -2.3248 -2.3092 -2.2941 -2.2800 -2.2683 -2.2592 -2.2524
 -2.2477
 -5.4868 -5.1251 -4.8056 -4.5242 -4.2784 -4.0700 -3.8955 -3.7467 -3.6159 -3.4968
 -3.3867 -3.2851 -3.1925 -3.1088 -3.0326 -2.8602 -2.7043 -2.5800 -2.4879 -2.4238
 -2.3823 -2.3579 -2.3433 -2.3329 -2.3236 -2.3143 -2.3051 -2.2957 -2.2869 -2.2797
 -2.2756
 -5.6142 -5.2316 -4.9001 -4.6055 -4.3432 -4.1128 -3.9170 -3.7530 -3.6140 -3.4926
 -3.3833 -3.2830 -3.1903 -3.1051 -3.0270 -2.8574 -2.7090 -2.5827 -2.4870 -2.4198
 -2.3762 -2.3513 -2.3393 -2.3339 -2.3310 -2.3282 -2.3250 -2.3209 -2.3163 -2.3117
 -2.3081
 -5.7621 -5.3595 -5.0138 -4.7088 -4.4336 -4.1874 -3.9708 -3.7846 -3.6284 -3.4964
 -3.3825 -3.2814 -3.1893 -3.1045 -3.0260 -2.8550 -2.7108 -2.5869 -2.4881
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F547M
 -6.1798 -5.8454 -5.4506 -5.1115 -4.8131 -4.5561 -4.3470 -4.1631 -3.9920 -3.8266
 -3.6713 -3.5283 -3.3996 -3.2849 -3.1824 -2.9666 -2.7890 -2.6362 -2.5058
 -5.7474 -5.6566 -5.3781 -5.0379 -4.7364 -4.4710 -4.2532 -4.0673 -3.8975 -3.7355
 -3.5837 -3.4444 -3.3194 -3.2085 -3.1101 -2.9068 -2.7441 -2.6078 -2.4935 -2.4010
 -5.4773 -5.2662 -5.1871 -4.9989 -4.7041 -4.4340 -4.2010 -4.0087 -3.8398 -3.6819
 -3.5339 -3.3976 -3.2749 -3.1661 -3.0696 -2.8721 -2.7172 -2.5907 -2.4869 -2.4034
 -2.3371
 -5.3868 -5.0998 -4.8872 -4.7682 -4.6594 -4.4267 -4.1852 -3.9783 -3.8060 -3.6511
 -3.5069 -3.3735 -3.2525 -3.1447 -3.0491 -2.8538 -2.7026 -2.5816 -2.4845 -2.4077
 -2.3469 -2.2969
 -5.3474 -5.0419 -4.7870 -4.5805 -4.4250 -4.3226 -4.1811 -3.9780 -3.7910 -3.6340
 -3.4933 -3.3626 -3.2431 -3.1361 -3.0408 -2.8457 -2.6955 -2.5772 -2.4845 -2.4124
 -2.3565 -2.3108 -2.2716 -2.2369
 -5.3475 -5.0222 -4.7512 -4.5217 -4.3276 -4.1632 -4.0330 -3.9286 -3.7934 -3.6311
 -3.4874 -3.3591 -3.2412 -3.1348 -3.0397 -2.8440 -2.6931 -2.5756 -2.4852 -2.4166
 -2.3649 -2.3236 -2.2884 -2.2574 -2.2304 -2.2077 -2.1901 -2.1794 -2.1769 -2.1828
 -5.3899 -5.0384 -4.7452 -4.5013 -4.2943 -4.1149 -3.9570 -3.8182 -3.7033 -3.6019
 -3.4851 -3.3615 -3.2438 -3.1375 -3.0424 -2.8460 -2.6935 -2.5752 -2.4855 -2.4192
 -2.3709 -2.3342 -2.3036 -2.2766 -2.2523 -2.2311 -2.2131 -2.1997 -2.1930 -2.1965
 -2.2080
 -5.4673 -5.0949 -4.7732 -4.5061 -4.2847 -4.0974 -3.9335 -3.7862 -3.6528 -3.5341
