 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.8364 -1.6378 -0.3071 -0.0986 -1.3783 -3.7861 -2.9931 -1.6348 -0.8244 -0.7757
 -0.6958 -0.6946 -1.0956 -1.5824 -1.8205 -1.6198
 -2.8394 -2.3194 -1.6789 -1.5163 -1.9630 -3.0391 -2.7084 -2.1091 -1.6641 -1.4997
 -1.3695 -1.3257 -1.4745 -1.6723 -1.7598 -1.5861 -1.4629 -1.3892 -1.3989
 -2.6709 -2.5295 -2.3127 -2.1916 -2.1931 -2.4498 -2.3696 -2.2120 -2.0346 -1.8759
 -1.7593 -1.7006 -1.7007 -1.7184 -1.7083 -1.5629 -1.4649 -1.3975 -1.3730 -1.3559
 -1.3111
 -2.3309 -2.2681 -2.2085 -2.1245 -2.0686 -2.0182 -1.9767 -1.9437 -1.9359 -1.9044
 -1.8652 -1.8192 -1.7742 -1.7206 -1.6660 -1.5502 -1.4613 -1.4028 -1.3661 -1.3445
 -1.3312 -1.3232 -1.3184
 -2.1223 -2.0924 -2.0599 -2.0138 -1.9726 -1.9310 -1.8920 -1.8570 -1.8266 -1.7991
 -1.7701 -1.7367 -1.7015 -1.6631 -1.6215 -1.5283 -1.4598 -1.4133 -1.3827 -1.3631
 -1.3507 -1.3431 -1.3386 -1.3371 -1.3390
 -1.9266 -1.9222 -1.9121 -1.8947 -1.8705 -1.8418 -1.8108 -1.7798 -1.7502 -1.7227
 -1.6969 -1.6712 -1.6433 -1.6153 -1.5836 -1.5087 -1.4545 -1.4182 -1.3943 -1.3784
 -1.3682 -1.3620 -1.3585 -1.3571 -1.3577 -1.3609
 -1.7438 -1.7575 -1.7651 -1.7672 -1.7624 -1.7506 -1.7331 -1.7121 -1.6894 -1.6661
 -1.6431 -1.6208 -1.5986 -1.5767 -1.5523 -1.4914 -1.4454 -1.4175 -1.4009 -1.3904
 -1.3837 -1.3799 -1.3781 -1.3778 -1.3786 -1.3810 -1.3857 -1.3954 -1.4122 -1.4351
 -1.5738 -1.5983 -1.6189 -1.6360 -1.6480 -1.6535 -1.6520 -1.6446 -1.6324 -1.6171
 -1.5999 -1.5817 -1.5633 -1.5447 -1.5259 -1.4761 -1.4353 -1.4113 -1.4005 -1.3963
 -1.3949 -1.3949 -1.3961 -1.3980 -1.4003 -1.4033 -1.4068 -1.4134 -1.4261 -1.4465
 -1.4734
 -1.4256 -1.4538 -1.4813 -1.5082 -1.5322 -1.5518 -1.5657 -1.5727 -1.5732 -1.5684
 -1.5592 -1.5472 -1.5335 -1.5186 -1.5028 -1.4620 -1.4255 -1.4025 -1.3938 -1.3945
 -1.3990 -1.4046 -1.4102 -1.4156 -1.4208 -1.4258 -1.4312 -1.4367 -1.4454 -1.4606
 -1.4844
 -1.2961 -1.3273 -1.3591 -1.3914 -1.4227 -1.4518 -1.4770 -1.4968 -1.5100 -1.5164
 -1.5168 -1.5124 -1.5045 -1.4942 -1.4820 -1.4477 -1.4154 -1.3929 -1.3840 -1.3863
 -1.3954 -1.4070 -1.4184 -1.4289 -1.4383 -1.4467 -1.4545 -1.4624 -1.4711 -1.4832
 -1.4989
 -1.1878 -1.2200 -1.2530 -1.2867 -1.3214 -1.3555 -1.3878 -1.4169 -1.4411 -1.4587
 -1.4693 -1.4739 -1.4735 -1.4690 -1.4613 -1.4343 -1.4056 -1.3840 -1.3740 -1.3753
 -1.3857 -1.4013 -1.4185 -1.4350 -1.4499 -1.4631 -1.4749 -1.4857 -1.4962 -1.5074
 -1.5195
 -1.1032 -1.1319 -1.1630 -1.1963 -1.2316 -1.2674 -1.3033 -1.3376 -1.3690 -1.3948
 -1.4146 -1.4287 -1.4372 -1.4405 -1.4389 -1.4211 -1.3961 -1.3754 -1.3646 -1.3647
 -1.3741 -1.3905 -1.4113 -1.4332 -1.4541 -1.4730 -1.4901 -1.5054 -1.5193 -1.5327
 -1.5466
 -1.0423 -1.0629 -1.0891 -1.1202 -1.1533 -1.1875 -1.2259 -1.2626 -1.2977 -1.3287
 -1.3554 -1.3781 -1.3970 -1.4087 -1.4147 -1.4080 -1.3869 -1.3671 -1.3558
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.2886 -2.1909 -2.1346 -2.1307 -2.1832 -2.4292 -2.3117 -2.1894 -2.0950 -2.0222
 -1.9125 -1.8058 -1.7815 -1.7965 -1.7774 -1.5945
