 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.6557 -2.6287 -2.6437 -2.6314 -2.5776 -2.5265 -2.5165 -2.5275 -2.5195 -2.4788
 -2.4193 -2.3456 -2.2688 -2.1966 -2.1280 -1.9845 -1.8843 -1.8215 -1.7779
 -2.6397 -2.5651 -2.5197 -2.4846 -2.4581 -2.4409 -2.4299 -2.4195 -2.4042 -2.3807
 -2.3462 -2.2984 -2.2379 -2.1719 -2.1086 -1.9782 -1.8884 -1.8329 -1.7986 -1.7807
 -2.6279 -2.5307 -2.4525 -2.3984 -2.3725 -2.3612 -2.3488 -2.3339 -2.3191 -2.3039
 -2.2825 -2.2518 -2.2071 -2.1507 -2.0935 -1.9744 -1.8928 -1.8433 -1.8156 -1.8010
 -1.7944
 -2.6203 -2.5255 -2.4421 -2.3728 -2.3208 -2.2874 -2.2732 -2.2707 -2.2642 -2.2484
 -2.2282 -2.2058 -2.1764 -2.1330 -2.0827 -1.9731 -1.8975 -1.8527 -1.8288 -1.8166
 -1.8113 -1.8108
 -2.5958 -2.5126 -2.4356 -2.3668 -2.3085 -2.2626 -2.2299 -2.2091 -2.1988 -2.1929
 -2.1809 -2.1619 -2.1411 -2.1120 -2.0715 -1.9718 -1.9008 -1.8594 -1.8396 -1.8304
 -1.8272 -1.8278 -1.8313 -1.8371
 -2.5461 -2.4794 -2.4155 -2.3553 -2.3001 -2.2516 -2.2115 -2.1807 -2.1578 -2.1408
 -2.1273 -2.1132 -2.0966 -2.0787 -2.0517 -1.9678 -1.9012 -1.8621 -1.8458 -1.8410
 -1.8409 -1.8438 -1.8487 -1.8554 -1.8635 -1.8732 -1.8851 -1.9019 -1.9253 -1.9534
 -2.4714 -2.4224 -2.3745 -2.3276 -2.2818 -2.2380 -2.1976 -2.1624 -2.1336 -2.1102
 -2.0900 -2.0714 -2.0531 -2.0376 -2.0191 -1.9566 -1.8976 -1.8602 -1.8462 -1.8460
 -1.8507 -1.8571 -1.8648 -1.8734 -1.8826 -1.8927 -1.9042 -1.9175 -1.9362 -1.9626
 -1.9944
 -2.3779 -2.3446 -2.3120 -2.2798 -2.2467 -2.2125 -2.1778 -2.1439 -2.1130 -2.0865
 -2.0635 -2.0425 -2.0224 -2.0032 -1.9866 -1.9361 -1.8885 -1.8542 -1.8411 -1.8441
 -1.8541 -1.8657 -1.8775 -1.8893 -1.9010 -1.9127 -1.9248 -1.9380 -1.9535 -1.9737
 -2.0032
 -2.2725 -2.2525 -2.2327 -2.2132 -2.1928 -2.1703 -2.1449 -2.1174 -2.0893 -2.0627
 -2.0388 -2.0174 -1.9973 -1.9778 -1.9603 -1.9142 -1.8739 -1.8447 -1.8321 -1.8365
 -1.8506 -1.8678 -1.8851 -1.9015 -1.9170 -1.9316 -1.9458 -1.9600 -1.9751 -1.9924
 -2.0149
