 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  G   
 -2.7437 -2.7153 -2.6886 -2.6643 -2.6365 -2.6076 -2.5953 -2.5714 -2.5380 -2.4891
 -2.4251 -2.3637 -2.2878 -2.2064 -2.1291 -1.9749 -1.8781 -1.8231 -1.7883
 -2.7167 -2.6211 -2.5598 -2.5293 -2.5226 -2.5139 -2.4948 -2.4693 -2.4401 -2.4064
 -2.3612 -2.3015 -2.2320 -2.1625 -2.0985 -1.9702 -1.8833 -1.8307 -1.8005 -1.7845
 -2.6637 -2.5825 -2.5118 -2.4549 -2.4156 -2.3974 -2.3963 -2.3909 -2.3704 -2.3367
 -2.2992 -2.2554 -2.1993 -2.1380 -2.0801 -1.9632 -1.8864 -1.8408 -1.8150 -1.8013
 -1.7954
 -2.6113 -2.5431 -2.4790 -2.4207 -2.3708 -2.3324 -2.3065 -2.2930 -2.2863 -2.2716
 -2.2432 -2.2099 -2.1683 -2.1176 -2.0660 -1.9590 -1.8890 -1.8496 -1.8283 -1.8171
 -1.8124 -1.8122
 -2.5398 -2.4892 -2.4383 -2.3878 -2.3394 -2.2962 -2.2605 -2.2328 -2.2118 -2.1957
 -2.1786 -2.1555 -2.1284 -2.0925 -2.0511 -1.9548 -1.8898 -1.8553 -1.8390 -1.8311
 -1.8284 -1.8294 -1.8330 -1.8380
 -2.4500 -2.4170 -2.3822 -2.3445 -2.3043 -2.2642 -2.2267 -2.1943 -2.1673 -2.1439
 -2.1223 -2.1009 -2.0802 -2.0552 -2.0255 -1.9478 -1.8875 -1.8561 -1.8449 -1.8418
 -1.8424 -1.8456 -1.8507 -1.8575 -1.8651 -1.8745 -1.8873 -1.9044 -1.9268 -1.9549
 -2.3495 -2.3294 -2.3098 -2.2863 -2.2581 -2.2263 -2.1930 -2.1609 -2.1323 -2.1072
 -2.0839 -2.0612 -2.0393 -2.0178 -1.9942 -1.9334 -1.8815 -1.8520 -1.8442 -1.8467
 -1.8523 -1.8591 -1.8670 -1.8757 -1.8850 -1.8939 -1.9042 -1.9183 -1.9381 -1.9644
 -1.9962
 -2.2402 -2.2326 -2.2246 -2.2135 -2.1982 -2.1777 -2.1525 -2.1252 -2.0985 -2.0737
 -2.0512 -2.0299 -2.0088 -1.9882 -1.9667 -1.9147 -1.8714 -1.8441 -1.8377 -1.8445
 -1.8558 -1.8678 -1.8798 -1.8918 -1.9036 -1.9153 -1.9260 -1.9379 -1.9539 -1.9759
 -2.0054
 -2.1307 -2.1323 -2.1321 -2.1303 -2.1256 -2.1160 -2.1012 -2.0819 -2.0604 -2.0385
 -2.0179 -1.9988 -1.9803 -1.9621 -1.9431 -1.8961 -1.8583 -1.8342 -1.8276 -1.8361
 -1.8520 -1.8700 -1.8876 -1.9042 -1.9199 -1.9345 -1.9487 -1.9640 -1.9807 -1.9986
 -2.0175
 -2.0210 -2.0285 -2.0372 -2.0418 -2.0445 -2.0441 -2.0392 -2.0295 -2.0158 -1.9996
