 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -0.9434 -0.9348 -1.1179 -1.1243 -1.0488 -0.9192 -0.7581 -0.6558 -0.5641 -0.4675
 -0.3748 -0.2873 -0.2066 -0.1343 -0.0720  0.0560  0.1132  0.1165  0.1185
 -0.9469 -0.8737 -0.8139 -0.7833 -0.7833 -0.7584 -0.6860 -0.5960 -0.5084 -0.4234
 -0.3411 -0.2634 -0.1922 -0.1287 -0.0734  0.0296  0.0860  0.1058  0.1041  0.0905
 -0.8264 -0.7595 -0.6918 -0.6314 -0.5850 -0.5660 -0.5599 -0.5267 -0.4649 -0.3908
 -0.3178 -0.2477 -0.1828 -0.1248 -0.0744  0.0194  0.0710  0.0879  0.0844  0.0704
  0.0501
 -0.7156 -0.6654 -0.6061 -0.5451 -0.4886 -0.4402 -0.4061 -0.3917 -0.3774 -0.3435
 -0.2913 -0.2324 -0.1748 -0.1221 -0.0760  0.0104  0.0586  0.0736  0.0682  0.0534
  0.0334  0.0092
 -0.6019 -0.5723 -0.5292 -0.4775 -0.4238 -0.3732 -0.3284 -0.2910 -0.2666 -0.2492
 -0.2295 -0.1985 -0.1586 -0.1153 -0.0742  0.0050  0.0503  0.0634  0.0562  0.0395
  0.0187 -0.0054 -0.0323 -0.0624
 -0.4846 -0.4718 -0.4477 -0.4113 -0.3674 -0.3211 -0.2772 -0.2374 -0.2025 -0.1735
 -0.1517 -0.1338 -0.1135 -0.0889 -0.0615  0.0048  0.0471  0.0590  0.0498  0.0297
  0.0066 -0.0186 -0.0458 -0.0752 -0.1068 -0.1412 -0.1788 -0.2202 -0.2655 -0.3149
 -0.3666 -0.3659 -0.3573 -0.3371 -0.3074 -0.2711 -0.2323 -0.1948 -0.1609 -0.1302
 -0.1030 -0.0803 -0.0618 -0.0454 -0.0286  0.0143  0.0496  0.0620  0.0503  0.0259
 -0.0014 -0.0293 -0.0581 -0.0881 -0.1193 -0.1509 -0.1846 -0.2224 -0.2659 -0.3152
 -0.3669
 -0.2508 -0.2584 -0.2599 -0.2528 -0.2374 -0.2145 -0.1856 -0.1539 -0.1230 -0.0948
 -0.0693 -0.0462 -0.0258 -0.0087  0.0059  0.0360  0.0592  0.0690  0.0570  0.0294
 -0.0032 -0.0357 -0.0676 -0.0995 -0.1319 -0.1647 -0.1976 -0.2323 -0.2711 -0.3154
 -0.3663
 -0.1403 -0.1531 -0.1606 -0.1611 -0.1574 -0.1468 -0.1302 -0.1083 -0.0836 -0.0590
 -0.0364 -0.0162  0.0021  0.0185  0.0329  0.0598  0.0753  0.0796  0.0680  0.0389
  0.0019 -0.0361 -0.0729 -0.1085 -0.1433 -0.1778 -0.2124 -0.2476 -0.2851 -0.3252
 -0.3675
 -0.0379 -0.0539 -0.0647 -0.0708 -0.0727 -0.0707 -0.0648 -0.0539 -0.0389 -0.0207
 -0.0022  0.0146  0.0296  0.0433  0.0557  0.0797  0.0925  0.0933  0.0809  0.0527
  0.0140 -0.0284 -0.0706 -0.1112 -0.1500 -0.1874 -0.2241 -0.2604 -0.2968 -0.3344
 -0.3737
  0.0548  0.0392  0.0271  0.0183  0.0125  0.0093  0.0085  0.0102  0.0154  0.0244
  0.0362  0.0487  0.0601  0.0701  0.0789  0.0972  0.1081  0.1070  0.0932  0.0668
  0.0289 -0.0152 -0.0614 -0.1070 -0.1507 -0.1925 -0.2326 -0.2713 -0.3093 -0.3471
 -0.3858
  0.1411  0.1379  0.1297  0.1187  0.1069  0.0958  0.0869  0.0811  0.0784  0.0787
  0.0819  0.0876  0.0943  0.1005  0.1058  0.1157  0.1223  0.1202  0.1057
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.2276 -1.2337 -1.2032 -1.0924 -0.9537 -0.8170 -0.7011 -0.6060 -0.5195 -0.4370
 -0.3581 -0.2831 -0.2125 -0.1469 -0.0873  0.0343  0.1058  0.1322  0.1341
 -1.0522 -0.9823 -0.9596 -0.9615 -0.8954 -0.7828 -0.6689 -0.5725 -0.4892 -0.4114
 -0.3376 -0.2675 -0.2016 -0.1410 -0.0863  0.0205  0.0857  0.1133  0.1144  0.1015
 -0.9450 -0.8627 -0.7895 -0.7400 -0.7323 -0.7139 -0.6395 -0.5479 -0.4658 -0.3925
 -0.3235 -0.2581 -0.1966 -0.1401 -0.0892  0.0095  0.0697  0.0958  0.0961  0.0828
  0.0623
 -0.8530 -0.7816 -0.7051 -0.6310 -0.5721 -0.5402 -0.5323 -0.5043 -0.4420 -0.3745
 -0.3106 -0.2497 -0.1924 -0.1396 -0.0921  0.0000  0.0565  0.0816  0.0815  0.0674
  0.0470  0.0223
 -0.7599 -0.7066 -0.6413 -0.5718 -0.5057 -0.4466 -0.4016 -0.3757 -0.3640 -0.3367
 -0.2909 -0.2381 -0.1859 -0.1368 -0.0924 -0.0061  0.0471  0.0713  0.0708  0.0554
  0.0339  0.0090 -0.0188 -0.0505
 -0.6633 -0.6258 -0.5776 -0.5192 -0.4574 -0.3978 -0.3430 -0.2957 -0.2607 -0.2413
 -0.2266 -0.2031 -0.1687 -0.1284 -0.0883 -0.0078  0.0423  0.0655  0.0645  0.0473
  0.0235 -0.0028 -0.0311 -0.0615 -0.0935 -0.1281 -0.1664 -0.2095 -0.2574 -0.3079
 -0.5583 -0.5362 -0.5048 -0.4624 -0.4116 -0.3577 -0.3051 -0.2562 -0.2125 -0.1763
 -0.1495 -0.1318 -0.1160 -0.0961 -0.0713 -0.0046  0.0421  0.0644  0.0632  0.0441
  0.0170 -0.0122 -0.0421 -0.0733 -0.1057 -0.1392 -0.1749 -0.2142 -0.2579 -0.3066
 -0.3601
 -0.4521 -0.4388 -0.4221 -0.3947 -0.3588 -0.3156 -0.2696 -0.2241 -0.1814 -0.1426
 -0.1090 -0.0814 -0.0605 -0.0448 -0.0303  0.0090  0.0470  0.0677  0.0666  0.0465
  0.0158 -0.0174 -0.0505 -0.0837 -0.1172 -0.1502 -0.1842 -0.2210 -0.2618 -0.3078
 -0.3596
 -0.3500 -0.3405 -0.3315 -0.3163 -0.2936 -0.2641 -0.2287 -0.1900 -0.1514 -0.1148
 -0.0814 -0.0521 -0.0270 -0.0066  0.0092  0.0374  0.0600  0.0754  0.0740  0.0538
  0.0205 -0.0174 -0.0550 -0.0917 -0.1277 -0.1634 -0.1995 -0.2373 -0.2768 -0.3178
 -0.3602
 -0.2575 -0.2483 -0.2415 -0.2314 -0.2191 -0.2012 -0.1781 -0.1500 -0.1187 -0.0867
 -0.0561 -0.0285 -0.0040  0.0173  0.0352  0.0645  0.0802  0.0877  0.0843  0.0651
  0.0314 -0.0098 -0.0524 -0.0938 -0.1336 -0.1722 -0.2103 -0.2479 -0.2859 -0.3249
 -0.3656
 -0.1806 -0.1636 -0.1543 -0.1460 -0.1399 -0.1294 -0.1160 -0.0987 -0.0777 -0.0533
 -0.0278 -0.0033  0.0188  0.0383  0.0553  0.0856  0.1004  0.1035  0.0966  0.0778
  0.0452  0.0030 -0.0430 -0.0892 -0.1339 -0.1767 -0.2180 -0.2581 -0.2974 -0.3367
 -0.3767
 -0.1162 -0.0864 -0.0698 -0.0615 -0.0571 -0.0528 -0.0464 -0.0373 -0.0256 -0.0108
  0.0070  0.0260  0.0446  0.0614  0.0761  0.1033  0.1176  0.1194  0.1101
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4115 -1.3506 -1.1994 -1.0353 -0.8737 -0.7363 -0.6371 -0.5547 -0.4782 -0.4054
 -0.3369 -0.2718 -0.2100 -0.1515 -0.0967  0.0186  0.0984  0.1408  0.1497
 -1.1537 -1.1525 -1.1339 -1.0133 -0.8687 -0.7312 -0.6198 -0.5338 -0.4577 -0.3878
 -0.3225 -0.2607 -0.2022 -0.1471 -0.0957  0.0109  0.0828  0.1206  0.1287  0.1179
 -1.0404 -0.9521 -0.9168 -0.9217 -0.8489 -0.7291 -0.6130 -0.5190 -0.4425 -0.3745
 -0.3122 -0.2536 -0.1982 -0.1461 -0.0978  0.0022  0.0689  0.1039  0.1118  0.1009
  0.0805
 -0.9678 -0.8712 -0.7826 -0.7229 -0.7100 -0.6895 -0.6072 -0.5116 -0.4304 -0.3628
 -0.3028 -0.2470 -0.1946 -0.1453 -0.0996 -0.0051  0.0575  0.0905  0.0983  0.0875
  0.0669  0.0413
 -0.8967 -0.8144 -0.7248 -0.6399 -0.5715 -0.5302 -0.5180 -0.4868 -0.4202 -0.3513
 -0.2924 -0.2392 -0.1894 -0.1427 -0.0995 -0.0100  0.0493  0.0806  0.0881  0.0772
  0.0558  0.0298  0.0009 -0.0304
 -0.8189 -0.7547 -0.6786 -0.5971 -0.5186 -0.4503 -0.3981 -0.3667 -0.3520 -0.3242
 -0.2773 -0.2285 -0.1816 -0.1376 -0.0967 -0.0119  0.0444  0.0742  0.0812  0.0700
  0.0474  0.0200 -0.0095 -0.0413 -0.0748 -0.1111 -0.1515 -0.1968 -0.2465 -0.2966
 -0.7339 -0.6856 -0.6265 -0.5582 -0.4858 -0.4158 -0.3525 -0.2985 -0.2574 -0.2323
 -0.2165 -0.1955 -0.1646 -0.1278 -0.0903 -0.0105  0.0429  0.0712  0.0778  0.0663
  0.0423  0.0127 -0.0186 -0.0513 -0.0854 -0.1205 -0.1579 -0.1992 -0.2455 -0.2966
 -0.3489
 -0.6458 -0.6075 -0.5633 -0.5107 -0.4510 -0.3877 -0.3258 -0.2686 -0.2183 -0.1763
 -0.1446 -0.1240 -0.1091 -0.0926 -0.0709 -0.0052  0.0450  0.0718  0.0781  0.0665
  0.0413  0.0090 -0.0251 -0.0599 -0.0951 -0.1312 -0.1678 -0.2065 -0.2486 -0.2957
 -0.3484
 -0.5603 -0.5249 -0.4900 -0.4505 -0.4048 -0.3536 -0.2994 -0.2456 -0.1951 -0.1496
 -0.1103 -0.0784 -0.0545 -0.0375 -0.0239  0.0119  0.0516  0.0762  0.0819  0.0705
  0.0447  0.0098 -0.0282 -0.0662 -0.1039 -0.1416 -0.1798 -0.2196 -0.2612 -0.3042
 -0.3485
 -0.4839 -0.4468 -0.4134 -0.3820 -0.3477 -0.3091 -0.2662 -0.2205 -0.1747 -0.1309
 -0.0907 -0.0556 -0.0261 -0.0025  0.0157  0.0446  0.0666  0.0843  0.0891  0.0783
  0.0530  0.0166 -0.0249 -0.0671 -0.1085 -0.1489 -0.1890 -0.2287 -0.2688 -0.3100
 -0.3533
 -0.4233 -0.3744 -0.3395 -0.3101 -0.2820 -0.2528 -0.2210 -0.1859 -0.1485 -0.1101
 -0.0729 -0.0384 -0.0079  0.0179  0.0393  0.0740  0.0904  0.0987  0.0994  0.0886
  0.0644  0.0281 -0.0158 -0.0621 -0.1079 -0.1522 -0.1954 -0.2374 -0.2788 -0.3203
 -0.3622
 -0.3800 -0.3175 -0.2742 -0.2418 -0.2146 -0.1897 -0.1652 -0.1395 -0.1118 -0.0818
 -0.0506 -0.0200  0.0088  0.0343  0.0562  0.0946  0.1128  0.1175  0.1132
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4658 -1.3408 -1.1641 -0.9973 -0.8394 -0.7040 -0.6060 -0.5285 -0.4588 -0.3892
 -0.3246 -0.2635 -0.2056 -0.1508 -0.0992  0.0130  0.0947  0.1424  0.1575
 -1.2313 -1.2465 -1.1465 -0.9902 -0.8397 -0.7012 -0.5941 -0.5117 -0.4409 -0.3737
 -0.3119 -0.2537 -0.1986 -0.1465 -0.0975  0.0071  0.0814  0.1238  0.1367  0.1282
 -1.0756 -1.0100 -1.0208 -0.9683 -0.8387 -0.7074 -0.5904 -0.5002 -0.4275 -0.3618
 -0.3024 -0.2469 -0.1945 -0.1451 -0.0987  0.0002  0.0694  0.1083  0.1203  0.1122
  0.0921
 -1.0090 -0.9027 -0.8232 -0.8021 -0.7930 -0.7048 -0.5940 -0.4947 -0.4169 -0.3513
 -0.2936 -0.2405 -0.1907 -0.1437 -0.0997 -0.0059  0.0595  0.0959  0.1074  0.0994
  0.0794  0.0535
 -0.9509 -0.8522 -0.7521 -0.6689 -0.6182 -0.6061 -0.5740 -0.4939 -0.4105 -0.3418
 -0.2843 -0.2331 -0.1855 -0.1409 -0.0991 -0.0101  0.0521  0.0867  0.0974  0.0896
  0.0693  0.0430  0.0135 -0.0186
 -0.8869 -0.8047 -0.7135 -0.6219 -0.5412 -0.4787 -0.4418 -0.4259 -0.3928 -0.3330
 -0.2742 -0.2240 -0.1783 -0.1359 -0.0963 -0.0117  0.0475  0.0804  0.0904  0.0826
  0.0618  0.0344  0.0042 -0.0282 -0.0631 -0.1011 -0.1427 -0.1882 -0.2375 -0.2889
 -0.8149 -0.7487 -0.6732 -0.5911 -0.5090 -0.4342 -0.3708 -0.3223 -0.2923 -0.2749
 -0.2488 -0.2097 -0.1682 -0.1283 -0.0907 -0.0106  0.0457  0.0770  0.0866  0.0785
  0.0572  0.0283 -0.0036 -0.0370 -0.0720 -0.1090 -0.1483 -0.1907 -0.2371 -0.2888
 -0.3411
 -0.7389 -0.6831 -0.6225 -0.5550 -0.4826 -0.4102 -0.3425 -0.2831 -0.2337 -0.1956
 -0.1707 -0.1537 -0.1351 -0.1103 -0.0803 -0.0064  0.0469  0.0768  0.0859  0.0779
  0.0562  0.0255 -0.0088 -0.0443 -0.0805 -0.1178 -0.1559 -0.1959 -0.2394 -0.2874
 -0.3406
 -0.6650 -0.6120 -0.5607 -0.5064 -0.4473 -0.3848 -0.3218 -0.2619 -0.2081 -0.1614
 -0.1228 -0.0934 -0.0730 -0.0583 -0.0437  0.0038  0.0520  0.0800  0.0885  0.0806
  0.0586  0.0264 -0.0109 -0.0496 -0.0882 -0.1270 -0.1665 -0.2067 -0.2484 -0.2930
 -0.3404
 -0.5991 -0.5437 -0.4952 -0.4488 -0.4012 -0.3507 -0.2976 -0.2436 -0.1917 -0.1437
 -0.1013 -0.0652 -0.0359 -0.0136  0.0028  0.0323  0.0620  0.0864  0.0943  0.0868
  0.0653  0.0325 -0.0075 -0.0498 -0.0919 -0.1334 -0.1746 -0.2157 -0.2572 -0.2998
 -0.3443
 -0.5473 -0.4826 -0.4320 -0.3875 -0.3457 -0.3047 -0.2623 -0.2179 -0.1726 -0.1282
 -0.0864 -0.0489 -0.0164  0.0106  0.0321  0.0662  0.0848  0.0978  0.1032  0.0957
  0.0751  0.0425  0.0011 -0.0446 -0.0907 -0.1359 -0.1801 -0.2234 -0.2661 -0.3089
 -0.3519
 -0.5140 -0.4345 -0.3762 -0.3291 -0.2879 -0.2508 -0.2158 -0.1806 -0.1444 -0.1071
 -0.0700 -0.0346 -0.0022  0.0261  0.0499  0.0905  0.1096  0.1166  0.1157
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4821 -1.3059 -1.1225 -0.9602 -0.8143 -0.6826 -0.5842 -0.5058 -0.4393 -0.3730
 -0.3116 -0.2538 -0.1991 -0.1476 -0.0989  0.0089  0.0910  0.1422  0.1653
 -1.3330 -1.2836 -1.1271 -0.9596 -0.8118 -0.6792 -0.5743 -0.4928 -0.4232 -0.3590
 -0.2999 -0.2447 -0.1925 -0.1433 -0.0967  0.0048  0.0804  0.1268  0.1447  0.1397
 -1.1125 -1.1054 -1.0914 -0.9632 -0.8152 -0.6833 -0.5708 -0.4829 -0.4113 -0.3478
 -0.2908 -0.2380 -0.1883 -0.1414 -0.0971 -0.0005  0.0705  0.1131  0.1292  0.1243
  0.1054
 -1.0379 -0.9324 -0.8910 -0.8976 -0.8147 -0.6896 -0.5743 -0.4778 -0.4017 -0.3380
 -0.2823 -0.2315 -0.1841 -0.1395 -0.0974 -0.0054  0.0621  0.1021  0.1169  0.1122
  0.0936  0.0676
 -0.9923 -0.8783 -0.7754 -0.7100 -0.6974 -0.6703 -0.5783 -0.4795 -0.3960 -0.3296
 -0.2735 -0.2242 -0.1788 -0.1363 -0.0963 -0.0089  0.0556  0.0936  0.1075  0.1027
  0.0843  0.0582  0.0282 -0.0048
 -0.9436 -0.8423 -0.7372 -0.6404 -0.5660 -0.5236 -0.5085 -0.4693 -0.3955 -0.3236
 -0.2648 -0.2158 -0.1719 -0.1312 -0.0932 -0.0103  0.0513  0.0876  0.1007  0.0958
  0.0775  0.0508  0.0202 -0.0130 -0.0485 -0.0873 -0.1302 -0.1778 -0.2292 -0.2798
 -0.8874 -0.8009 -0.7079 -0.6129 -0.5246 -0.4504 -0.3946 -0.3606 -0.3413 -0.3085
 -0.2562 -0.2062 -0.1632 -0.1241 -0.0878 -0.0092  0.0493  0.0841  0.0967  0.0916
  0.0732  0.0458  0.0138 -0.0203 -0.0563 -0.0944 -0.1349 -0.1787 -0.2270 -0.2793
 -0.3318
 -0.8262 -0.7501 -0.6711 -0.5880 -0.5041 -0.4245 -0.3549 -0.2974 -0.2535 -0.2243
 -0.2048 -0.1806 -0.1486 -0.1138 -0.0799 -0.0055  0.0501  0.0832  0.0954  0.0905
  0.0719  0.0436  0.0097 -0.0263 -0.0635 -0.1019 -0.1421 -0.1840 -0.2287 -0.2774
 -0.3311
 -0.7661 -0.6940 -0.6230 -0.5523 -0.4794 -0.4063 -0.3361 -0.2727 -0.2183 -0.1733
 -0.1385 -0.1140 -0.0961 -0.0793 -0.0594  0.0022  0.0543  0.0857  0.0972  0.0922
  0.0736  0.0444  0.0084 -0.0304 -0.0699 -0.1098 -0.1506 -0.1924 -0.2356 -0.2811
 -0.3305
 -0.7130 -0.6379 -0.5710 -0.5077 -0.4455 -0.3826 -0.3197 -0.2587 -0.2024 -0.1525
 -0.1099 -0.0749 -0.0475 -0.0276 -0.0129  0.0211  0.0614  0.0908  0.1018  0.0971
  0.0789  0.0495  0.0119 -0.0299 -0.0725 -0.1150 -0.1574 -0.2000 -0.2430 -0.2872
 -0.3333
 -0.6720 -0.5891 -0.5202 -0.4586 -0.4021 -0.3481 -0.2945 -0.2411 -0.1890 -0.1398
 -0.0953 -0.0564 -0.0235  0.0032  0.0239  0.0564  0.0792  0.0996  0.1093  0.1047
  0.0871  0.0579  0.0195 -0.0247 -0.0708 -0.1166 -0.1618 -0.2064 -0.2506 -0.2949
 -0.3393
 -0.6479 -0.5511 -0.4758 -0.4118 -0.3555 -0.3052 -0.2587 -0.2135 -0.1689 -0.1250
 -0.0829 -0.0441 -0.0096  0.0201  0.0446  0.0854  0.1055  0.1161  0.1200
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4542 -1.2576 -1.0768 -0.9233 -0.7863 -0.6622 -0.5666 -0.4856 -0.4190 -0.3570
 -0.2981 -0.2427 -0.1907 -0.1419 -0.0958  0.0070  0.0882  0.1436  0.1711
 -1.3170 -1.2745 -1.0939 -0.9265 -0.7823 -0.6564 -0.5559 -0.4743 -0.4058 -0.3439
 -0.2870 -0.2340 -0.1843 -0.1375 -0.0932  0.0046  0.0803  0.1299  0.1527  0.1519
 -1.1782 -1.2011 -1.1004 -0.9401 -0.7893 -0.6576 -0.5511 -0.4650 -0.3950 -0.3332
 -0.2781 -0.2273 -0.1799 -0.1352 -0.0929  0.0006  0.0724  0.1183  0.1384  0.1372
  0.1203
 -1.0590 -0.9790 -0.9922 -0.9358 -0.8009 -0.6679 -0.5532 -0.4604 -0.3862 -0.3237
 -0.2697 -0.2208 -0.1754 -0.1329 -0.0927 -0.0034  0.0654  0.1088  0.1272  0.1256
  0.1093  0.0837
 -1.0200 -0.8963 -0.8062 -0.7858 -0.7738 -0.6757 -0.5618 -0.4616 -0.3810 -0.3160
 -0.2612 -0.2136 -0.1700 -0.1294 -0.0912 -0.0063  0.0597  0.1012  0.1185  0.1166
  0.1007  0.0754  0.0449  0.0113
 -0.9870 -0.8669 -0.7525 -0.6603 -0.6089 -0.5970 -0.5557 -0.4677 -0.3814 -0.3106
 -0.2531 -0.2054 -0.1630 -0.1242 -0.0878 -0.0074  0.0555  0.0955  0.1121  0.1100
  0.0943  0.0690  0.0383  0.0044 -0.0321 -0.0720 -0.1163 -0.1654 -0.2178 -0.2690
 -0.9476 -0.8398 -0.7306 -0.6268 -0.5380 -0.4733 -0.4364 -0.4167 -0.3754 -0.3092
 -0.2472 -0.1967 -0.1547 -0.1171 -0.0824 -0.0062  0.0535  0.0919  0.1080  0.1058
  0.0902  0.0648  0.0332 -0.0015 -0.0383 -0.0775 -0.1194 -0.1649 -0.2147 -0.2681
 -0.3208
 -0.9050 -0.8055 -0.7072 -0.6099 -0.5169 -0.4346 -0.3680 -0.3183 -0.2860 -0.2636
 -0.2325 -0.1879 -0.1453 -0.1084 -0.0749 -0.0025  0.0541  0.0906  0.1063  0.1042
  0.0886  0.0628  0.0301 -0.0061 -0.0440 -0.0835 -0.1250 -0.1686 -0.2151 -0.2653
 -0.3198
 -0.8611 -0.7647 -0.6744 -0.5868 -0.5010 -0.4191 -0.3448 -0.2814 -0.2298 -0.1899
 -0.1615 -0.1405 -0.1179 -0.0917 -0.0632  0.0046  0.0579  0.0926  0.1074  0.1053
  0.0895  0.0632  0.0293 -0.0091 -0.0491 -0.0899 -0.1320 -0.1751 -0.2199 -0.2675
 -0.3185
 -0.8233 -0.7253 -0.6376 -0.5565 -0.4793 -0.4047 -0.3334 -0.2674 -0.2094 -0.1601
 -0.1193 -0.0873 -0.0632 -0.0450 -0.0292  0.0157  0.0639  0.0967  0.1110  0.1092
  0.0937  0.0672  0.0323 -0.0081 -0.0506 -0.0938 -0.1373 -0.1813 -0.2260 -0.2721
 -0.3200
 -0.7956 -0.6907 -0.6013 -0.5215 -0.4491 -0.3818 -0.3175 -0.2561 -0.1987 -0.1467
 -0.1013 -0.0628 -0.0309 -0.0055  0.0137  0.0458  0.0757  0.1039  0.1173  0.1155
  0.1005  0.0743  0.0389 -0.0031 -0.0483 -0.0944 -0.1404 -0.1862 -0.2320 -0.2781
 -0.3241
 -0.7820 -0.6655 -0.5701 -0.4878 -0.4153 -0.3510 -0.2926 -0.2378 -0.1856 -0.1363
 -0.0907 -0.0501 -0.0149  0.0150  0.0394  0.0788  0.1007  0.1166  0.1264
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4042 -1.2083 -1.0371 -0.8929 -0.7574 -0.6377 -0.5475 -0.4705 -0.4019 -0.3412
 -0.2844 -0.2308 -0.1808 -0.1339 -0.0900  0.0081  0.0841  0.1392  0.1764
 -1.3709 -1.2424 -1.0574 -0.8957 -0.7571 -0.6334 -0.5384 -0.4582 -0.3892 -0.3289
 -0.2737 -0.2223 -0.1744 -0.1295 -0.0871  0.0070  0.0817  0.1336  0.1606  0.1645
 -1.2779 -1.2384 -1.0812 -0.9119 -0.7640 -0.6361 -0.5317 -0.4485 -0.3794 -0.3183
 -0.2648 -0.2155 -0.1698 -0.1269 -0.0863  0.0039  0.0756  0.1241  0.1481  0.1505
  0.1364
 -1.1406 -1.0675 -1.0588 -0.9284 -0.7786 -0.6462 -0.5337 -0.4433 -0.3708 -0.3090
 -0.2564 -0.2089 -0.1652 -0.1243 -0.0857  0.0006  0.0696  0.1160  0.1382  0.1399
  0.1261  0.1016
 -1.0355 -0.9147 -0.8671 -0.8764 -0.7871 -0.6591 -0.5425 -0.4444 -0.3655 -0.3019
 -0.2480 -0.2017 -0.1596 -0.1206 -0.0840 -0.0020  0.0644  0.1093  0.1304  0.1317
  0.1182  0.0943  0.0637  0.0297
 -1.0144 -0.8809 -0.7659 -0.6955 -0.6855 -0.6517 -0.5524 -0.4515 -0.3655 -0.2966
 -0.2402 -0.1936 -0.1526 -0.1152 -0.0804 -0.0029  0.0604  0.1039  0.1244  0.1255
  0.1123  0.0887  0.0582  0.0237 -0.0138 -0.0545 -0.1000 -0.1509 -0.2043 -0.2564
 -0.9935 -0.8651 -0.7433 -0.6364 -0.5573 -0.5164 -0.4999 -0.4511 -0.3709 -0.2958
 -0.2350 -0.1854 -0.1445 -0.1081 -0.0748 -0.0015  0.0583  0.1001  0.1203  0.1214
  0.1083  0.0849  0.0542  0.0192 -0.0184 -0.0585 -0.1019 -0.1490 -0.2003 -0.2547
 -0.3080
 -0.9691 -0.8474 -0.7309 -0.6218 -0.5243 -0.4454 -0.3892 -0.3552 -0.3313 -0.2908
 -0.2327 -0.1793 -0.1358 -0.0998 -0.0673  0.0024  0.0587  0.0985  0.1181  0.1194
  0.1064  0.0829  0.0518  0.0159 -0.0225 -0.0629 -0.1055 -0.1503 -0.1986 -0.2510
 -0.3064
