 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F435W
 -6.9421 -4.8838 -3.0874 -3.4562 -6.4471-11.8497 -9.6710 -6.5043 -4.8700 -5.0172
 -4.9174 -4.7564 -5.2670 -5.8239 -5.9182 -4.9689
 -8.8276 -7.7005 -6.5729 -6.4174 -7.4251 -9.8662 -8.9496 -7.5328 -6.5704 -6.2591
 -5.9521 -5.7370 -5.8307 -5.9403 -5.8173 -4.9168 -4.3325 -3.9532 -3.8202
 -9.3570 -8.8065 -8.1738 -7.7805 -7.6982 -8.2556 -7.9964 -7.5780 -7.1237 -6.7086
 -6.3719 -6.1387 -5.9864 -5.8269 -5.5921 -4.7936 -4.2000 -3.8477 -3.6374 -3.4529
 -3.1741
 -8.5303 -8.2018 -7.8901 -7.5455 -7.2665 -7.0179 -6.8114 -6.6401 -6.5301 -6.3657
 -6.1767 -5.9615 -5.7343 -5.4836 -5.2426 -4.5993 -4.1226 -3.7759 -3.5197 -3.3231
 -3.1639 -3.0291 -2.9116
 -8.1009 -7.8284 -7.5585 -7.2705 -6.9987 -6.7390 -6.5027 -6.2949 -6.1124 -5.9445
 -5.7749 -5.5914 -5.3964 -5.1919 -4.9830 -4.4648 -4.0364 -3.7260 -3.4985 -3.3225
 -3.1781 -3.0541 -2.9442 -2.8448 -2.7535
 -7.6706 -7.4450 -7.2139 -6.9735 -6.7243 -6.4741 -6.2321 -6.0092 -5.8095 -5.6303
 -5.4643 -5.3012 -5.1319 -4.9584 -4.7797 -4.3525 -3.9733 -3.6913 -3.4854 -3.3261
 -3.1947 -3.0808 -2.9786 -2.8850 -2.7987 -2.7186
 -7.2394 -7.0516 -6.8563 -6.6545 -6.4433 -6.2232 -5.9996 -5.7830 -5.5820 -5.4000
 -5.2354 -5.0825 -4.9343 -4.7857 -4.6327 -4.2624 -3.9333 -3.6718 -3.4804 -3.3339
 -3.2137 -3.1092 -3.0149 -2.9277 -2.8463 -2.7702 -2.7002 -2.6340 -2.5742 -2.5369
 -6.8072 -6.6482 -6.4857 -6.3203 -6.1487 -5.9684 -5.7796 -5.5879 -5.4011 -5.2265
 -5.0671 -4.9213 -4.7860 -4.6556 -4.5256 -4.2018 -3.9089 -3.6656 -3.4813 -3.3425
 -3.2313 -3.1357 -3.0496 -2.9696 -2.8942 -2.8227 -2.7558 -2.6939 -2.6372 -2.5890
 -2.5611
 -6.3904 -6.2567 -6.1225 -5.9880 -5.8511 -5.7095 -5.5608 -5.4046 -5.2447 -5.0880
 -4.9396 -4.8023 -4.6757 -4.5572 -4.4427 -4.1607 -3.8955 -3.6684 -3.4880 -3.3512
 -3.2451 -3.1572 -3.0793 -3.0073 -2.9390 -2.8737 -2.8117 -2.7524 -2.6981 -2.6516
 -2.6146
 -6.0058 -5.8919 -5.7812 -5.6735 -5.5656 -5.4562 -5.3427 -5.2230 -5.0962 -4.9646
 -4.8339 -4.7087 -4.5907 -4.4802 -4.3755 -4.1261 -3.8846 -3.6717 -3.4970 -3.3596
