 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  g   
 -2.8902 -1.0868  0.5310  0.1384 -2.5807 -7.4141 -5.6360 -2.9952 -1.5919 -1.6318
 -1.5216 -1.4213 -1.8986 -2.4154 -2.4395 -1.6715
 -5.0282 -3.9773 -2.8863 -2.7150 -3.5825 -5.7271 -4.9545 -3.7488 -2.9085 -2.6063
 -2.3369 -2.1767 -2.2899 -2.4221 -2.3244 -1.6246 -1.1715 -0.8891 -0.8037
 -5.5600 -5.0238 -4.3902 -3.9943 -3.8810 -4.3474 -4.1114 -3.7391 -3.3373 -2.9760
 -2.6913 -2.5066 -2.4016 -2.2977 -2.1290 -1.5307 -1.0935 -0.8302 -0.6797 -0.5495
 -0.3476
 -4.4856 -4.2263 -3.9807 -3.6995 -3.4762 -3.2751 -3.1067 -2.9660 -2.8784 -2.7410
 -2.5848 -2.4111 -2.2339 -2.0420 -1.8533 -1.3898 -1.0442 -0.7939 -0.6104 -0.4706
 -0.3577 -0.2615 -0.1764
 -4.0869 -3.8828 -3.6799 -3.4578 -3.2486 -3.0464 -2.8606 -2.6957 -2.5499 -2.4152
 -2.2794 -2.1342 -1.9831 -1.8275 -1.6704 -1.2928 -0.9888 -0.7684 -0.6060 -0.4797
 -0.3760 -0.2865 -0.2065 -0.1342 -0.0686
 -3.6967 -3.5385 -3.3742 -3.2002 -3.0165 -2.8291 -2.6452 -2.4736 -2.3181 -2.1779
 -2.0482 -1.9220 -1.7924 -1.6618 -1.5284 -1.2147 -0.9474 -0.7497 -0.6039 -0.4896
 -0.3947 -0.3120 -0.2374 -0.1687 -0.1051 -0.0467
 -3.3151 -3.1934 -3.0636 -2.9267 -2.7799 -2.6232 -2.4605 -2.2997 -2.1480 -2.0087
 -1.8819 -1.7646 -1.6521 -1.5409 -1.4273 -1.1555 -0.9200 -0.7378 -0.6041 -0.5003
 -0.4138 -0.3380 -0.2691 -0.2049 -0.1445 -0.0880 -0.0362  0.0100  0.0475  0.0683
 -2.9421 -2.8475 -2.7481 -2.6445 -2.5339 -2.4139 -2.2839 -2.1480 -2.0121 -1.8822
 -1.7617 -1.6507 -1.5480 -1.4500 -1.3535 -1.1157 -0.9040 -0.7323 -0.6046 -0.5083
 -0.4298 -0.3613 -0.2988 -0.2402 -0.1844 -0.1311 -0.0805 -0.0348  0.0040  0.0329
  0.0459
 -2.5916 -2.5188 -2.4440 -2.3676 -2.2871 -2.2006 -2.1056 -2.0015 -1.8905 -1.7783
 -1.6691 -1.5664 -1.4708 -1.3814 -1.2956 -1.0876 -0.8947 -0.7324 -0.6064 -0.5127
 -0.4401 -0.3790 -0.3237 -0.2718 -0.2219 -0.1735 -0.1272 -0.0824 -0.0425 -0.0110
  0.0097
 -2.2689 -2.2150 -2.1610 -2.1070 -2.0508 -1.9910 -1.9255 -1.8522 -1.7701 -1.6806
 -1.5881 -1.4969 -1.4093 -1.3266 -1.2481 -1.0623 -0.8856 -0.7322 -0.6089 -0.5145
 -0.4440 -0.3884 -0.3406 -0.2963 -0.2536 -0.2115 -0.1704 -0.1307 -0.0932 -0.0606
 -0.0332
 -1.9736 -1.9396 -1.9040 -1.8670 -1.8298 -1.7905 -1.7477 -1.6998 -1.6447 -1.5805
 -1.5093 -1.4342 -1.3578 -1.2824 -1.2095 -1.0381 -0.8788 -0.7328 -0.6126 -0.5178
 -0.4461 -0.3924 -0.3500 -0.3130 -0.2782 -0.2438 -0.2096 -0.1757 -0.1426 -0.1114
 -0.0819
 -1.7188 -1.6926 -1.6686 -1.6467 -1.6247 -1.6008 -1.5754 -1.5465 -1.5125 -1.4694
 -1.4184 -1.3617 -1.3014 -1.2390 -1.1760 -1.0195 -0.8695 -0.7317 -0.6142 -0.5204
 -0.4477 -0.3933 -0.3528 -0.3211 -0.2935 -0.2671 -0.2408 -0.2142 -0.1873 -0.1610
 -0.1361
 -1.5047 -1.4739 -1.4548 -1.4461 -1.4355 -1.4219 -1.4103 -1.3957 -1.3771 -1.3521
 -1.3207 -1.2834 -1.2406 -1.1964 -1.1475 -1.0067 -0.8577 -0.7289 -0.6137
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  g   
 -4.5889 -4.2643 -4.0439 -3.9399 -3.9650 -4.4329 -4.1390 -3.8388 -3.5920 -3.3890
 -3.1206 -2.8530 -2.7135 -2.6101 -2.4393 -1.8264
 -4.4604 -4.1277 -3.8776 -3.7145 -3.6456 -3.8283 -3.6472 -3.4498 -3.2624 -3.0844
 -2.8768 -2.6658 -2.4992 -2.3449 -2.1633 -1.6422 -1.2156 -0.8976 -0.6633
 -4.3174 -3.9873 -3.7210 -3.5172 -3.3788 -3.3588 -3.2392 -3.1050 -2.9586 -2.8022
 -2.6377 -2.4669 -2.2911 -2.1116 -1.9295 -1.4856 -1.1186 -0.8395 -0.6329 -0.4754
 -0.3492
 -4.1599 -3.8431 -3.5741 -3.3480 -3.1645 -3.0244 -2.9150 -2.8046 -2.6806 -2.5425
 -2.4034 -2.2562 -2.0891 -1.9100 -1.7379 -1.3566 -1.0407 -0.7957 -0.6128 -0.4717
 -0.3573 -0.2601 -0.1728
 -3.9879 -3.6951 -3.4369 -3.2069 -3.0028 -2.8251 -2.6746 -2.5484 -2.4284 -2.3053
 -2.1738 -2.0338 -1.8933 -1.7402 -1.5885 -1.2552 -0.9819 -0.7662 -0.6031 -0.4759
 -0.3713 -0.2813 -0.2014 -0.1292 -0.0636
 -3.8014 -3.5433 -3.3094 -3.0939 -2.8937 -2.7090 -2.5410 -2.3911 -2.2577 -2.1349
 -2.0117 -1.8817 -1.7522 -1.6179 -1.4806 -1.1808 -0.9390 -0.7467 -0.5999 -0.4846
 -0.3889 -0.3057 -0.2310 -0.1625 -0.0993 -0.0411
 -3.5941 -3.3744 -3.1723 -2.9810 -2.7976 -2.6215 -2.4542 -2.2974 -2.1534 -2.0212
 -1.8969 -1.7757 -1.6546 -1.5365 -1.4127 -1.1323 -0.9101 -0.7339 -0.5993 -0.4942
 -0.4070 -0.3306 -0.2616 -0.1977 -0.1378 -0.0820 -0.0308  0.0149  0.0520  0.0725
 -3.3763 -3.1913 -3.0207 -2.8580 -2.6978 -2.5393 -2.3830 -2.2313 -2.0863 -1.9508
 -1.8242 -1.7044 -1.5887 -1.4781 -1.3670 -1.1069 -0.8941 -0.7270 -0.5990 -0.5015
 -0.4222 -0.3532 -0.2907 -0.2323 -0.1770 -0.1244 -0.0753 -0.0300  0.0089  0.0374
  0.0501
 -3.1225 -2.9935 -2.8603 -2.7234 -2.5878 -2.4510 -2.3117 -2.1721 -2.0347 -1.9017
 -1.7753 -1.6566 -1.5441 -1.4369 -1.3331 -1.0919 -0.8883 -0.7255 -0.5982 -0.5054
 -0.4296 -0.3705 -0.3152 -0.2635 -0.2141 -0.1663 -0.1206 -0.0797 -0.0440 -0.0129
  0.0140
 -2.9245 -2.8110 -2.6963 -2.5805 -2.4657 -2.3499 -2.2305 -2.1076 -1.9824 -1.8577
 -1.7358 -1.6194 -1.5093 -1.4052 -1.3056 -1.0776 -0.8836 -0.7258 -0.6011 -0.5065
 -0.4357 -0.3799 -0.3320 -0.2878 -0.2455 -0.2040 -0.1636 -0.1245 -0.0877 -0.0548
 -0.0288
 -2.7378 -2.6388 -2.5384 -2.4370 -2.3386 -2.2394 -2.1388 -2.0339 -1.9249 -1.8129
 -1.7002 -1.5894 -1.4827 -1.3816 -1.2856 -1.0668 -0.8812 -0.7273 -0.6046 -0.5091
