 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F090W
 -2.4895 -1.7816 -0.7724 -0.3624 -0.9744 -2.4324 -1.7458 -0.6514  0.0056  0.0219
  0.0442 -0.0191 -0.4320 -0.9122 -1.2216 -1.2105
 -2.0757 -1.7701 -1.2904 -1.0654 -1.2520 -1.8974 -1.6069 -1.1343 -0.7960 -0.6968
 -0.6340 -0.6504 -0.8303 -1.0504 -1.1946 -1.1949 -1.2049 -1.2193 -1.3034
 -1.6819 -1.6098 -1.4638 -1.3649 -1.3441 -1.5007 -1.4378 -1.3301 -1.2165 -1.1234
 -1.0671 -1.0603 -1.1009 -1.1577 -1.1957 -1.2007 -1.2302 -1.2505 -1.2985 -1.3464
 -1.3683
 -1.3082 -1.3007 -1.2926 -1.2609 -1.2505 -1.2423 -1.2385 -1.2389 -1.2560 -1.2578
 -1.2551 -1.2487 -1.2437 -1.2340 -1.2249 -1.2279 -1.2408 -1.2690 -1.3063 -1.3490
 -1.3938 -1.4388 -1.4834
 -1.1584 -1.1761 -1.1901 -1.1917 -1.1961 -1.1981 -1.1997 -1.2021 -1.2065 -1.2125
 -1.2177 -1.2205 -1.2227 -1.2230 -1.2213 -1.2315 -1.2572 -1.2906 -1.3289 -1.3704
 -1.4140 -1.4585 -1.5030 -1.5479 -1.5939
 -1.0233 -1.0595 -1.0906 -1.1157 -1.1346 -1.1483 -1.1581 -1.1658 -1.1728 -1.1798
 -1.1874 -1.1953 -1.2021 -1.2092 -1.2141 -1.2311 -1.2645 -1.3035 -1.3448 -1.3873
 -1.4311 -1.4758 -1.5206 -1.5655 -1.6105 -1.6563
 -0.9029 -0.9509 -0.9941 -1.0329 -1.0660 -1.0929 -1.1137 -1.1300 -1.1432 -1.1543
 -1.1645 -1.1742 -1.1840 -1.1944 -1.2033 -1.2267 -1.2627 -1.3077 -1.3540 -1.3997
 -1.4451 -1.4907 -1.5363 -1.5818 -1.6270 -1.6723 -1.7183 -1.7677 -1.8218 -1.8780
 -0.7971 -0.8503 -0.9006 -0.9482 -0.9921 -1.0307 -1.0632 -1.0898 -1.1111 -1.1286
 -1.1434 -1.1563 -1.1682 -1.1797 -1.1912 -1.2193 -1.2554 -1.3029 -1.3544 -1.4054
 -1.4544 -1.5023 -1.5496 -1.5963 -1.6425 -1.6883 -1.7336 -1.7806 -1.8316 -1.8876
 -1.9462
 -0.7136 -0.7649 -0.8163 -0.8678 -0.9175 -0.9643 -1.0067 -1.0433 -1.0739 -1.0991
 -1.1198 -1.1374 -1.1527 -1.1665 -1.1791 -1.2104 -1.2462 -1.2924 -1.3466 -1.4026
 -1.4570 -1.5090 -1.5592 -1.6082 -1.6562 -1.7032 -1.7501 -1.7965 -1.8445 -1.8966
 -1.9543
 -0.6491 -0.6973 -0.7470 -0.7980 -0.8493 -0.8999 -0.9482 -0.9927 -1.0319 -1.0649
 -1.0925 -1.1156 -1.1353 -1.1524 -1.1673 -1.2007 -1.2371 -1.2810 -1.3343 -1.3929
 -1.4523 -1.5097 -1.5646 -1.6171 -1.6678 -1.7170 -1.7654 -1.8133 -1.8614 -1.9116
 -1.9640
 -0.6062 -0.6485 -0.6931 -0.7397 -0.7888 -0.8391 -0.8894 -0.9383 -0.9840 -1.0246
 -1.0594 -1.0890 -1.1141 -1.1354 -1.1536 -1.1913 -1.2275 -1.2701 -1.3208 -1.3784
