 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.3979 -2.3833 -2.5680 -2.5669 -2.4784 -2.3311 -2.1507 -2.0352 -1.9298 -1.8188
 -1.7127 -1.6115 -1.5176 -1.4316 -1.3542 -1.1920 -1.0753 -0.9948 -0.9447
 -2.4014 -2.3109 -2.2356 -2.1923 -2.1821 -2.1451 -2.0568 -1.9499 -1.8460 -1.7453
 -1.6476 -1.5549 -1.4690 -1.3907 -1.3201 -1.1747 -1.0692 -0.9973 -0.9499 -0.9185
 -2.2718 -2.1854 -2.0995 -2.0224 -1.9611 -1.9294 -1.9110 -1.8621 -1.7826 -1.6910
 -1.6015 -1.5156 -1.4355 -1.3623 -1.2965 -1.1623 -1.0662 -1.0019 -0.9601 -0.9322
 -0.9133
 -2.1552 -2.0847 -2.0056 -1.9261 -1.8525 -1.7883 -1.7393 -1.7111 -1.6818 -1.6301
 -1.5593 -1.4831 -1.4095 -1.3413 -1.2796 -1.1537 -1.0646 -1.0067 -0.9698 -0.9454
 -0.9286 -0.9171
 -2.0392 -1.9885 -1.9245 -1.8530 -1.7810 -1.7134 -1.6525 -1.5996 -1.5607 -1.5282
 -1.4912 -1.4411 -1.3826 -1.3223 -1.2653 -1.1469 -1.0628 -1.0098 -0.9778 -0.9575
 -0.9435 -0.9339 -0.9275 -0.9242
 -1.9226 -1.8881 -1.8425 -1.7851 -1.7216 -1.6573 -1.5965 -1.5408 -1.4907 -1.4469
 -1.4099 -1.3755 -1.3367 -1.2929 -1.2469 -1.1397 -1.0596 -1.0098 -0.9819 -0.9667
 -0.9566 -0.9498 -0.9456 -0.9432 -0.9416 -0.9421 -0.9461 -0.9548 -0.9692 -0.9897
 -1.8079 -1.7852 -1.7547 -1.7128 -1.6621 -1.6063 -1.5497 -1.4957 -1.4462 -1.4007
 -1.3587 -1.3207 -1.2860 -1.2519 -1.2164 -1.1282 -1.0542 -1.0053 -0.9809 -0.9708
 -0.9660 -0.9634 -0.9623 -0.9624 -0.9634 -0.9641 -0.9664 -0.9725 -0.9842 -1.0026
 -1.0273
 -1.6977 -1.6830 -1.6624 -1.6333 -1.5961 -1.5521 -1.5038 -1.4544 -1.4074 -1.3639
 -1.3236 -1.2857 -1.2499 -1.2167 -1.1851 -1.1102 -1.0454 -0.9988 -0.9752 -0.9687
 -0.9695 -0.9724 -0.9758 -0.9795 -0.9834 -0.9873 -0.9903 -0.9947 -1.0033 -1.0180
 -1.0403
 -1.5945 -1.5849 -1.5700 -1.5481 -1.5223 -1.4899 -1.4522 -1.4109 -1.3686 -1.3279
 -1.2902 -1.2551 -1.2219 -1.1900 -1.1594 -1.0903 -1.0328 -0.9903 -0.9664 -0.9612
 -0.9663 -0.9750 -0.9841 -0.9928 -1.0009 -1.0082 -1.0151 -1.0222 -1.0313 -1.0427
 -1.0561
 -1.5008 -1.4940 -1.4822 -1.4659 -1.4455 -1.4216 -1.3940 -1.3620 -1.3274 -1.2916
 -1.2570 -1.2248 -1.1948 -1.1658 -1.1378 -1.0735 -1.0199 -0.9805 -0.9571 -0.9510
 -0.9575 -0.9702 -0.9850 -0.9996 -1.0130 -1.0250 -1.0360 -1.0461 -1.0559 -1.0664
 -1.0777
 -1.4173 -1.4102 -1.3996 -1.3859 -1.3695 -1.3506 -1.3295 -1.3061 -1.2797 -1.2510
 -1.2213 -1.1924 -1.1654 -1.1401 -1.1159 -1.0582 -1.0077 -0.9705 -0.9483 -0.9408
 -0.9465 -0.9605 -0.9790 -0.9989 -1.0182 -1.0359 -1.0521 -1.0666 -1.0799 -1.0927
 -1.1059
 -1.3389 -1.3220 -1.3089 -1.2979 -1.2872 -1.2755 -1.2615 -1.2446 -1.2252 -1.2038
