 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.5705 -4.5016 -4.7020 -4.6309 -4.4355 -4.1768 -3.8924 -3.6983 -3.5239 -3.3442
 -3.1753 -3.0193 -2.8755 -2.7423 -2.6167 -2.3461 -2.0845 -1.8378 -1.6917
 -4.5626 -4.3331 -4.1491 -4.0255 -3.9554 -3.8524 -3.6843 -3.4981 -3.3238 -3.1584
 -3.0015 -2.8552 -2.7200 -2.5950 -2.4787 -2.2188 -1.9974 -1.8181 -1.6817 -1.5773
 -4.3497 -4.1227 -3.9204 -3.7491 -3.6111 -3.5186 -3.4449 -3.3300 -3.1814 -3.0246
 -2.8776 -2.7401 -2.6128 -2.4955 -2.3874 -2.1512 -1.9555 -1.7966 -1.6740 -1.5792
 -1.5034
 -4.1807 -3.9720 -3.7745 -3.5967 -3.4410 -3.3063 -3.1958 -3.1137 -3.0292 -2.9158
 -2.7849 -2.6559 -2.5359 -2.4249 -2.3226 -2.1022 -1.9244 -1.7826 -1.6713 -1.5847
 -1.5148 -1.4564
 -4.0364 -3.8492 -3.6657 -3.4927 -3.3359 -3.1958 -3.0709 -2.9602 -2.8699 -2.7870
 -2.6960 -2.5898 -2.4796 -2.3745 -2.2773 -2.0679 -1.9020 -1.7722 -1.6711 -1.5921
 -1.5279 -1.4737 -1.4269 -1.3859
 -3.9120 -3.7408 -3.5748 -3.4122 -3.2596 -3.1204 -2.9948 -2.8812 -2.7786 -2.6862
 -2.6023 -2.5197 -2.4304 -2.3368 -2.2450 -2.0445 -1.8861 -1.7640 -1.6707 -1.5988
 -1.5405 -1.4912 -1.4482 -1.4098 -1.3733 -1.3402 -1.3125 -1.2918 -1.2794 -1.2759
 -3.8075 -3.6462 -3.4926 -3.3434 -3.1981 -3.0625 -2.9382 -2.8255 -2.7236 -2.6301
 -2.5427 -2.4603 -2.3808 -2.3008 -2.2194 -2.0284 -1.8748 -1.7567 -1.6686 -1.6026
 -1.5504 -1.5065 -1.4683 -1.4338 -1.4022 -1.3718 -1.3443 -1.3218 -1.3059 -1.2984
 -1.3014
 -3.7229 -3.5664 -3.4193 -3.2795 -3.1443 -3.0141 -2.8923 -2.7809 -2.6801 -2.5883
 -2.5031 -2.4222 -2.3440 -2.2685 -2.1944 -2.0177 -1.8675 -1.7513 -1.6650 -1.6023
 -1.5553 -1.5174 -1.4847 -1.4552 -1.4280 -1.4022 -1.3765 -1.3534 -1.3356 -1.3255
 -1.3244
 -3.6581 -3.5027 -3.3576 -3.2180 -3.0918 -2.9691 -2.8516 -2.7416 -2.6415 -2.5506
 -2.4674 -2.3896 -2.3151 -2.2424 -2.1715 -2.0054 -1.8614 -1.7466 -1.6601 -1.5983
 -1.5544 -1.5216 -1.4950 -1.4715 -1.4497 -1.4288 -1.4087 -1.3898 -1.3739 -1.3611
 -1.3511
 -3.6132 -3.4561 -3.3098 -3.1735 -3.0463 -2.9274 -2.8156 -2.7088 -2.6093 -2.5185
 -2.4360 -2.3603 -2.2890 -2.2198 -2.1525 -1.9950 -1.8567 -1.7439 -1.6572 -1.5943
 -1.5506 -1.5205 -1.4988 -1.4814 -1.4658 -1.4507 -1.4360 -1.4215 -1.4076 -1.3950
 -1.3837
 -3.5839 -3.4226 -3.2734 -3.1355 -3.0077 -2.8893 -2.7795 -2.6771 -2.5800 -2.4893
 -2.4066 -2.3314 -2.2622 -2.1970 -2.1341 -1.9846 -1.8512 -1.7407 -1.6545 -1.5905
 -1.5458 -1.5159 -1.4966 -1.4838 -1.4742 -1.4656 -1.4572 -1.4483 -1.4392 -1.4304
 -1.4226
 -3.5536 -3.3823 -3.2293 -3.0916 -2.9663 -2.8510 -2.7438 -2.6432 -2.5489 -2.4609
 -2.3791 -2.3037 -2.2350 -2.1716 -2.1120 -1.9722 -1.8446 -1.7368 -1.6513
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.9414 -4.8473 -4.7092 -4.4593 -4.1791 -3.9141 -3.6898 -3.5006 -3.3281 -3.1654
 -3.0116 -2.8686 -2.7369 -2.6154 -2.5030 -2.2595 -2.0408 -1.8417 -1.6940
 -4.6095 -4.3947 -4.2726 -4.1958 -4.0197 -3.7831 -3.5560 -3.3628 -3.1932 -3.0351
 -2.8864 -2.7486 -2.6223 -2.5073 -2.4020 -2.1726 -1.9779 -1.8123 -1.6782 -1.5732
 -4.4281 -4.1861 -3.9848 -3.8335 -3.7492 -3.6476 -3.4654 -3.2699 -3.0985 -2.9453
 -2.8015 -2.6681 -2.5459 -2.4347 -2.3336 -2.1168 -1.9381 -1.7896 -1.6690 -1.5734
 -1.4967
 -4.3040 -4.0663 -3.8516 -3.6605 -3.5031 -3.3892 -3.3085 -3.1938 -3.0353 -2.8837
 -2.7440 -2.6148 -2.4959 -2.3876 -2.2891 -2.0798 -1.9112 -1.7745 -1.6647 -1.5772
 -1.5063 -1.4472
 -4.2098 -3.9837 -3.7714 -3.5792 -3.4086 -3.2566 -3.1284 -3.0272 -2.9426 -2.8332
 -2.7053 -2.5792 -2.4631 -2.3574 -2.2609 -2.0562 -1.8936 -1.7647 -1.6630 -1.5825
 -1.5173 -1.4627 -1.4156 -1.3747
 -4.1442 -3.9213 -3.7161 -3.5246 -3.3513 -3.1957 -3.0546 -2.9277 -2.8193 -2.7324
 -2.6481 -2.5489 -2.4415 -2.3377 -2.2428 -2.0413 -1.8821 -1.7578 -1.6619 -1.5876
 -1.5281 -1.4783 -1.4352 -1.3971 -1.3620 -1.3306 -1.3045 -1.2844 -1.2715 -1.2677
 -4.0891 -3.8727 -3.6751 -3.4874 -3.3136 -3.1566 -3.0150 -2.8860 -2.7682 -2.6637
 -2.5727 -2.4921 -2.4097 -2.3209 -2.2308 -2.0318 -1.8745 -1.7526 -1.6600 -1.5904
 -1.5364 -1.4920 -1.4537 -1.4196 -1.3886 -1.3588 -1.3321 -1.3108 -1.2967 -1.2909
 -1.2931
 -4.0500 -3.8359 -3.6447 -3.4615 -3.2891 -3.1305 -2.9877 -2.8587 -2.7413 -2.6338
 -2.5363 -2.4483 -2.3683 -2.2923 -2.2151 -2.0257 -1.8692 -1.7481 -1.6570 -1.5901
 -1.5406 -1.5017 -1.4688 -1.4397 -1.4130 -1.3863 -1.3612 -1.3400 -1.3246 -1.3162
 -1.3158
 -4.0326 -3.8132 -3.6217 -3.4424 -3.2724 -3.1132 -2.9681 -2.8373 -2.7196 -2.6126
 -2.5148 -2.4252 -2.3423 -2.2653 -2.1925 -2.0186 -1.8644 -1.7433 -1.6524 -1.5863
 -1.5396 -1.5054 -1.4782 -1.4549 -1.4336 -1.4135 -1.3946 -1.3780 -1.3639 -1.3519
 -1.3420
 -4.0406 -3.8076 -3.6110 -3.4342 -3.2665 -3.1081 -2.9606 -2.8264 -2.7060 -2.5978
 -2.4999 -2.4107 -2.3281 -2.2509 -2.1779 -2.0112 -1.8631 -1.7414 -1.6494 -1.5825
 -1.5360 -1.5042 -1.4817 -1.4642 -1.4489 -1.4346 -1.4209 -1.4075 -1.3948 -1.3837
 -1.3737
 -4.0678 -3.8196 -3.6142 -3.4346 -3.2676 -3.1103 -2.9624 -2.8247 -2.6998 -2.5880
 -2.4879 -2.3978 -2.3157 -2.2395 -2.1675 -2.0036 -1.8604 -1.7405 -1.6472 -1.5788
 -1.5311 -1.4995 -1.4794 -1.4664 -1.4570 -1.4489 -1.4413 -1.4335 -1.4256 -1.4180
 -1.4114
 -4.1087 -3.8493 -3.6313 -3.4427 -3.2743 -3.1178 -2.9702 -2.8315 -2.7026 -2.5854
 -2.4809 -2.3876 -2.3039 -2.2278 -2.1571 -1.9971 -1.8570 -1.7392 -1.6455
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.1415 -4.9407 -4.6163 -4.2892 -3.9816 -3.7190 -3.5161 -3.3392 -3.1755 -3.0242
 -2.8820 -2.7494 -2.6270 -2.5145 -2.4113 -2.1881 -1.9991 -1.8327 -1.6903
 -4.6839 -4.5861 -4.4699 -4.2043 -3.9153 -3.6483 -3.4264 -3.2445 -3.0810 -2.9315
 -2.7915 -2.6614 -2.5417 -2.4327 -2.3335 -2.1228 -1.9490 -1.8000 -1.6728 -1.5679
 -4.4996 -4.2634 -4.1282 -4.0565 -3.8650 -3.6136 -3.3800 -3.1853 -3.0203 -2.8724
 -2.7348 -2.6069 -2.4891 -2.3820 -2.2850 -2.0807 -1.9156 -1.7777 -1.6618 -1.5662
 -1.4882
 -4.4144 -4.1481 -3.9278 -3.7646 -3.6717 -3.5625 -3.3631 -3.1582 -2.9839 -2.8353
 -2.7000 -2.5741 -2.4580 -2.3521 -2.2562 -2.0551 -1.8947 -1.7636 -1.6559 -1.5676
 -1.4953 -1.4351
 -4.3664 -4.0969 -3.8580 -3.6521 -3.4817 -3.3518 -3.2618 -3.1386 -2.9704 -2.8135
 -2.6788 -2.5550 -2.4404 -2.3354 -2.2401 -2.0402 -1.8823 -1.7552 -1.6530 -1.5706
 -1.5036 -1.4478 -1.4003 -1.3586
 -4.3439 -4.0733 -3.8285 -3.6109 -3.4190 -3.2531 -3.1136 -3.0022 -2.9115 -2.7980
 -2.6674 -2.5444 -2.4310 -2.3270 -2.2321 -2.0323 -1.8750 -1.7502 -1.6516 -1.5737
 -1.5117 -1.4607 -1.4172 -1.3793 -1.3452 -1.3153 -1.2904 -1.2710 -1.2583 -1.2552
 -4.3439 -4.0709 -3.8216 -3.5977 -3.3989 -3.2241 -3.0688 -2.9301 -2.8106 -2.7132
 -2.6264 -2.5310 -2.4263 -2.3235 -2.2288 -2.0287 -1.8710 -1.7469 -1.6503 -1.5757
 -1.5181 -1.4719 -1.4330 -1.3992 -1.3690 -1.3410 -1.3164 -1.2966 -1.2828 -1.2764
 -1.2799
 -4.3603 -4.0869 -3.8330 -3.6026 -3.3970 -3.2149 -3.0540 -2.9100 -2.7800 -2.6640
 -2.5636 -2.4791 -2.3995 -2.3154 -2.2276 -2.0279 -1.8690 -1.7444 -1.6485 -1.5758
 -1.5214 -1.4798 -1.4460 -1.4171 -1.3911 -1.3674 -1.3447 -1.3247 -1.3099 -1.3020
 -1.3021
 -4.3966 -4.1147 -3.8590 -3.6226 -3.4087 -3.2191 -3.0519 -2.9035 -2.7704 -2.6498
 -2.5411 -2.4453 -2.3612 -2.2852 -2.2116 -2.0267 -1.8669 -1.7412 -1.6450 -1.5731
 -1.5206 -1.4827 -1.4540 -1.4304 -1.4097 -1.3907 -1.3734 -1.3586 -1.3462 -1.3360
 -1.3278
 -4.4572 -4.1644 -3.9008 -3.6621 -3.4412 -3.2419 -3.0659 -2.9107 -2.7733 -2.6499
 -2.5383 -2.4378 -2.3477 -2.2668 -2.1930 -2.0243 -1.8682 -1.7406 -1.6429 -1.5702
 -1.5179 -1.4819 -1.4570 -1.4386 -1.4236 -1.4102 -1.3979 -1.3862 -1.3754 -1.3663
 -1.3600
 -4.5401 -4.2188 -3.9513 -3.7114 -3.4892 -3.2825 -3.0959 -2.9309 -2.7861 -2.6576
 -2.5427 -2.4393 -2.3461 -2.2618 -2.1850 -2.0176 -1.8699 -1.7415 -1.6415 -1.5672
 -1.5139 -1.4779 -1.4550 -1.4406 -1.4310 -1.4235 -1.4170 -1.4106 -1.4045 -1.3988
 -1.3943
 -4.6449 -4.2951 -4.0113 -3.7672 -3.5431 -3.3352 -3.1430 -2.9673 -2.8117 -2.6749
 -2.5540 -2.4464 -2.3499 -2.2629 -2.1838 -2.0131 -1.8689 -1.7437 -1.6415
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.1775 -4.8928 -4.5323 -4.2047 -3.9050 -3.6468 -3.4445 -3.2721 -3.1154 -2.9677
 -2.8300 -2.7016 -2.5828 -2.4738 -2.3737 -2.1581 -1.9790 -1.8233 -1.6862
 -4.7784 -4.7065 -4.4643 -4.1495 -3.8558 -3.5891 -3.3730 -3.1943 -3.0359 -2.8895
 -2.7533 -2.6266 -2.5098 -2.4030 -2.3058 -2.1002 -1.9333 -1.7913 -1.6687 -1.5649
 -4.5278 -4.3341 -4.2691 -4.1065 -3.8344 -3.5719 -3.3386 -3.1484 -2.9870 -2.8413
 -2.7068 -2.5817 -2.4663 -2.3608 -2.2650 -2.0642 -1.9038 -1.7702 -1.6572 -1.5620
 -1.4833
 -4.4517 -4.1786 -3.9785 -3.8727 -3.7805 -3.5681 -3.3354 -3.1293 -2.9595 -2.8125
 -2.6795 -2.5559 -2.4416 -2.3369 -2.2418 -2.0428 -1.8857 -1.7572 -1.6507 -1.5622
 -1.4891 -1.4281
 -4.4254 -4.1346 -3.8868 -3.6888 -3.5444 -3.4536 -3.3267 -3.1346 -2.9511 -2.7971
 -2.6641 -2.5420 -2.4288 -2.3247 -2.2299 -2.0312 -1.8753 -1.7496 -1.6474 -1.5640
 -1.4959 -1.4393 -1.3912 -1.3493
 -4.4290 -4.1284 -3.8652 -3.6385 -3.4489 -3.2917 -3.1700 -3.0752 -2.9508 -2.7962
 -2.6570 -2.5354 -2.4232 -2.3197 -2.2250 -2.0258 -1.8697 -1.7452 -1.6458 -1.5662
 -1.5025 -1.4504 -1.4063 -1.3682 -1.3350 -1.3061 -1.2814 -1.2623 -1.2502 -1.2470
 -4.4588 -4.1487 -3.8735 -3.6330 -3.4252 -3.2467 -3.0922 -2.9591 -2.8513 -2.7582
 -2.6501 -2.5337 -2.4222 -2.3192 -2.2247 -2.0244 -1.8672 -1.7428 -1.6447 -1.5678
 -1.5078 -1.4601 -1.4205 -1.3864 -1.3565 -1.3300 -1.3071 -1.2880 -1.2737 -1.2676
 -1.2715
 -4.5066 -4.1922 -3.9055 -3.6521 -3.4313 -3.2405 -3.0743 -2.9277 -2.7976 -2.6840
 -2.5886 -2.5034 -2.4146 -2.3202 -2.2271 -2.0258 -1.8668 -1.7413 -1.6436 -1.5681
 -1.5107 -1.4669 -1.4320 -1.4027 -1.3770 -1.3540 -1.3324 -1.3136 -1.2999 -1.2926
 -1.2928
 -4.5732 -4.2490 -3.9560 -3.6904 -3.4563 -3.2532 -3.0771 -2.9228 -2.7856 -2.6624
 -2.5527 -2.4573 -2.3751 -2.2985 -2.2203 -2.0270 -1.8664 -1.7392 -1.6409 -1.5660
 -1.5103 -1.4695 -1.4390 -1.4149 -1.3943 -1.3759 -1.3594 -1.3446 -1.3319 -1.3231
 -1.3182
 -4.6611 -4.3228 -4.0257 -3.7533 -3.5062 -3.2887 -3.1004 -2.9367 -2.7929 -2.6646
 -2.5494 -2.4461 -2.3550 -2.2744 -2.2012 -2.0288 -1.8693 -1.7399 -1.6398 -1.5641
 -1.5084 -1.4691 -1.4419 -1.4225 -1.4073 -1.3943 -1.3827 -1.3720 -1.3624 -1.3546
 -1.3494
 -4.7715 -4.4088 -4.1042 -3.8291 -3.5762 -3.3460 -3.1429 -2.9667 -2.8133 -2.6783
 -2.5582 -2.4505 -2.3540 -2.2680 -2.1906 -2.0235 -1.8731 -1.7420 -1.6394 -1.5619
 -1.5053 -1.4660 -1.4404 -1.4245 -1.4142 -1.4068 -1.4008 -1.3953 -1.3902 -1.3858
 -1.3821
 -4.9051 -4.5096 -4.1900 -3.9114 -3.6569 -3.4212 -3.2062 -3.0155 -2.8493 -2.7042
 -2.5767 -2.4636 -2.3626 -2.2722 -2.1909 -2.0187 -1.8740 -1.7459 -1.6404
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.1975 -4.8166 -4.4489 -4.1310 -3.8506 -3.5981 -3.3944 -3.2189 -3.0645 -2.9207
 -2.7867 -2.6619 -2.5462 -2.4399 -2.3423 -2.1319 -1.9594 -1.8106 -1.6806
 -4.9203 -4.7452 -4.4201 -4.0930 -3.8056 -3.5482 -3.3348 -3.1559 -2.9976 -2.8545
 -2.7215 -2.5979 -2.4836 -2.3788 -2.2831 -2.0807 -1.9182 -1.7817 -1.6635 -1.5614
 -4.5677 -4.4678 -4.3624 -4.0879 -3.7949 -3.5339 -3.3072 -3.1195 -2.9583 -2.8148
 -2.6830 -2.5605 -2.4472 -2.3433 -2.2485 -2.0496 -1.8922 -1.7622 -1.6518 -1.5574
 -1.4782
 -4.4749 -4.2133 -4.0741 -4.0071 -3.8010 -3.5422 -3.3074 -3.1056 -2.9375 -2.7922
 -2.6612 -2.5398 -2.4274 -2.3240 -2.2296 -2.0317 -1.8766 -1.7502 -1.6450 -1.5564
 -1.4825 -1.4207
 -4.4652 -4.1582 -3.9152 -3.7473 -3.6570 -3.5376 -3.3246 -3.1142 -2.9331 -2.7817
 -2.6500 -2.5295 -2.4179 -2.3150 -2.2207 -2.0224 -1.8678 -1.7433 -1.6414 -1.5572
 -1.4878 -1.4302 -1.3813 -1.3393
 -4.4939 -4.1649 -3.8878 -3.6612 -3.4846 -3.3553 -3.2609 -3.1254 -2.9473 -2.7834
 -2.6461 -2.5258 -2.4149 -2.3124 -2.2181 -2.0188 -1.8635 -1.7396 -1.6397 -1.5587
 -1.4931 -1.4395 -1.3945 -1.3560 -1.3223 -1.2934 -1.2700 -1.2521 -1.2406 -1.2377
 -4.5551 -4.2064 -3.9071 -3.6542 -3.4437 -3.2703 -3.1259 -3.0103 -2.9120 -2.7911
 -2.6508 -2.5267 -2.4160 -2.3139 -2.2196 -2.0191 -1.8622 -1.7378 -1.6387 -1.5599
 -1.4974 -1.4476 -1.4068 -1.3722 -1.3423 -1.3163 -1.2937 -1.2755 -1.2629 -1.2573
 -1.2607
 -4.6375 -4.2775 -3.9582 -3.6837 -3.4517 -3.2564 -3.0911 -2.9474 -2.8230 -2.7183
 -2.6246 -2.5235 -2.4192 -2.3179 -2.2239 -2.0222 -1.8630 -1.7373 -1.6381 -1.5603
 -1.5000 -1.4535 -1.4169 -1.3867 -1.3610 -1.3384 -1.3191 -1.3025 -1.2894 -1.2814
 -1.2818
 -4.7391 -4.3660 -4.0335 -3.7395 -3.4870 -3.2733 -3.0921 -2.9361 -2.7989 -2.6768
 -2.5696 -2.4768 -2.3939 -2.3110 -2.2256 -2.0255 -1.8643 -1.7364 -1.6363 -1.5588
 -1.4998 -1.4558 -1.4230 -1.3976 -1.3766 -1.3586 -1.3429 -1.3292 -1.3179 -1.3097
 -1.3066
 -4.8594 -4.4722 -4.1321 -3.8254 -3.5535 -3.3196 -3.1211 -2.9517 -2.8049 -2.6751
 -2.5589 -2.4554 -2.3646 -2.2851 -2.2114 -2.0310 -1.8689 -1.7385 -1.6364 -1.5579
