 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.1431 -1.1377 -1.3197 -1.3285 -1.2571 -1.1314 -0.9735 -0.8733 -0.7837 -0.6888
 -0.5976 -0.5121 -0.4326 -0.3617 -0.3003 -0.1735 -0.1181 -0.1175 -0.1205
 -1.1477 -1.0784 -1.0220 -0.9941 -0.9962 -0.9735 -0.9037 -0.8160 -0.7301 -0.6466
 -0.5658 -0.4895 -0.4195 -0.3572 -0.3029 -0.2023 -0.1481 -0.1302 -0.1335 -0.1482
 -1.0297 -0.9664 -0.9021 -0.8446 -0.8008 -0.7839 -0.7794 -0.7481 -0.6880 -0.6155
 -0.5438 -0.4749 -0.4111 -0.3542 -0.3047 -0.2130 -0.1634 -0.1483 -0.1533 -0.1684
 -0.1897
 -0.9207 -0.8738 -0.8176 -0.7594 -0.7055 -0.6595 -0.6273 -0.6144 -0.6015 -0.5689
 -0.5181 -0.4604 -0.4038 -0.3520 -0.3068 -0.2224 -0.1761 -0.1628 -0.1696 -0.1855
 -0.2065 -0.2314
 -0.8086 -0.7820 -0.7416 -0.6925 -0.6413 -0.5930 -0.5503 -0.5146 -0.4916 -0.4753
 -0.4567 -0.4268 -0.3880 -0.3456 -0.3053 -0.2280 -0.1845 -0.1730 -0.1816 -0.1995
 -0.2213 -0.2461 -0.2737 -0.3042
 -0.6926 -0.6827 -0.6609 -0.6269 -0.5853 -0.5412 -0.4993 -0.4613 -0.4279 -0.4001
 -0.3793 -0.3625 -0.3431 -0.3194 -0.2929 -0.2284 -0.1879 -0.1775 -0.1880 -0.2093
 -0.2334 -0.2594 -0.2873 -0.3172 -0.3491 -0.3836 -0.4213 -0.4626 -0.5078 -0.5571
 -0.5756 -0.5778 -0.5714 -0.5534 -0.5257 -0.4914 -0.4545 -0.4188 -0.3865 -0.3571
 -0.3310 -0.3091 -0.2916 -0.2760 -0.2600 -0.2191 -0.1854 -0.1745 -0.1876 -0.2131
 -0.2414 -0.2701 -0.2996 -0.3302 -0.3619 -0.3938 -0.4277 -0.4655 -0.5089 -0.5581
 -0.6098
 -0.4604 -0.4710 -0.4748 -0.4697 -0.4562 -0.4351 -0.4080 -0.3780 -0.3487 -0.3218
 -0.2973 -0.2752 -0.2557 -0.2395 -0.2257 -0.1974 -0.1760 -0.1677 -0.1809 -0.2096
 -0.2432 -0.2765 -0.3091 -0.3417 -0.3746 -0.4079 -0.4411 -0.4759 -0.5147 -0.5590
 -0.6099
 -0.3499 -0.3659 -0.3759 -0.3785 -0.3767 -0.3678 -0.3528 -0.3325 -0.3094 -0.2862
 -0.2648 -0.2455 -0.2281 -0.2124 -0.1988 -0.1738 -0.1600 -0.1572 -0.1701 -0.2002
 -0.2381 -0.2770 -0.3145 -0.3507 -0.3862 -0.4211 -0.4561 -0.4916 -0.5293 -0.5694
 -0.6117
 -0.2468 -0.2661 -0.2798 -0.2883 -0.2922 -0.2920 -0.2876 -0.2782 -0.2646 -0.2478
 -0.2307 -0.2149 -0.2008 -0.1879 -0.1763 -0.1540 -0.1429 -0.1436 -0.1573 -0.1865
 -0.2261 -0.2693 -0.3122 -0.3534 -0.3928 -0.4308 -0.4679 -0.5045 -0.5412 -0.5790
 -0.6184
 -0.1528 -0.1721 -0.1873 -0.1988 -0.2070 -0.2121 -0.2146 -0.2143 -0.2104 -0.2027
 -0.1921 -0.1809 -0.1705 -0.1613 -0.1532 -0.1366 -0.1274 -0.1299 -0.1449 -0.1725
 -0.2113 -0.2562 -0.3030 -0.3493 -0.3936 -0.4358 -0.4764 -0.5156 -0.5539 -0.5920
 -0.6308
 -0.0653 -0.0735 -0.0854 -0.0993 -0.1133 -0.1261 -0.1365 -0.1437 -0.1476 -0.1485
 -0.1464 -0.1418 -0.1362 -0.1310 -0.1265 -0.1183 -0.1133 -0.1168 -0.1326
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.4264 -1.4351 -1.4074 -1.3005 -1.1659 -1.0327 -0.9196 -0.8265 -0.7416 -0.6606
 -0.5831 -0.5095 -0.4402 -0.3758 -0.3173 -0.1976 -0.1279 -0.1031 -0.1039
 -1.2545 -1.1882 -1.1680 -1.1720 -1.1090 -0.9998 -0.8888 -0.7947 -0.7128 -0.6364
 -0.5639 -0.4950 -0.4304 -0.3709 -0.3172 -0.2124 -0.1490 -0.1230 -0.1233 -0.1374
 -1.1491 -1.0704 -1.0003 -0.9534 -0.9478 -0.9315 -0.8599 -0.7708 -0.6905 -0.6185
 -0.5506 -0.4864 -0.4260 -0.3705 -0.3206 -0.2238 -0.1652 -0.1407 -0.1418 -0.1562
 -0.1775
 -1.0583 -0.9903 -0.9168 -0.8455 -0.7892 -0.7595 -0.7534 -0.7273 -0.6671 -0.6010
 -0.5383 -0.4785 -0.4222 -0.3704 -0.3237 -0.2335 -0.1786 -0.1550 -0.1564 -0.1716
 -0.1930 -0.2184
 -0.9661 -0.9160 -0.8535 -0.7867 -0.7231 -0.6664 -0.6235 -0.5995 -0.5893 -0.5634
 -0.5188 -0.4672 -0.4160 -0.3678 -0.3242 -0.2397 -0.1881 -0.1654 -0.1672 -0.1837
 -0.2062 -0.2318 -0.2602 -0.2923
 -0.8700 -0.8357 -0.7903 -0.7344 -0.6749 -0.6177 -0.5651 -0.5198 -0.4865 -0.4683
 -0.4547 -0.4323 -0.3990 -0.3596 -0.3203 -0.2416 -0.1930 -0.1713 -0.1735 -0.1919
 -0.2166 -0.2437 -0.2726 -0.3035 -0.3358 -0.3706 -0.4090 -0.4520 -0.4997 -0.5501
 -0.7652 -0.7465 -0.7180 -0.6780 -0.6294 -0.5776 -0.5271 -0.4802 -0.4382 -0.4034
 -0.3779 -0.3613 -0.3464 -0.3274 -0.3035 -0.2384 -0.1933 -0.1725 -0.1749 -0.1951
 -0.2231 -0.2531 -0.2838 -0.3155 -0.3484 -0.3822 -0.4181 -0.4573 -0.5010 -0.5497
 -0.6030
 -0.6589 -0.6493 -0.6355 -0.6107 -0.5770 -0.5357 -0.4915 -0.4479 -0.4070 -0.3698
 -0.3374 -0.3109 -0.2910 -0.2762 -0.2625 -0.2250 -0.1885 -0.1692 -0.1715 -0.1927
 -0.2243 -0.2583 -0.2922 -0.3260 -0.3600 -0.3934 -0.4277 -0.4646 -0.5054 -0.5514
 -0.6031
 -0.5559 -0.5506 -0.5449 -0.5324 -0.5120 -0.4844 -0.4508 -0.4138 -0.3769 -0.3418
 -0.3099 -0.2818 -0.2576 -0.2381 -0.2231 -0.1966 -0.1756 -0.1617 -0.1643 -0.1854
 -0.2197 -0.2583 -0.2967 -0.3341 -0.3706 -0.4068 -0.4433 -0.4813 -0.5210 -0.5621
 -0.6044
 -0.4612 -0.4571 -0.4544 -0.4474 -0.4375 -0.4217 -0.4004 -0.3738 -0.3441 -0.3136
 -0.2845 -0.2581 -0.2346 -0.2142 -0.1972 -0.1696 -0.1555 -0.1494 -0.1540 -0.1742
 -0.2089 -0.2508 -0.2941 -0.3361 -0.3765 -0.4157 -0.4541 -0.4921 -0.5303 -0.5695
 -0.6104
 -0.3803 -0.3702 -0.3660 -0.3615 -0.3581 -0.3498 -0.3383 -0.3228 -0.3032 -0.2802
 -0.2560 -0.2329 -0.2119 -0.1933 -0.1771 -0.1486 -0.1354 -0.1337 -0.1418 -0.1617
 -0.1951 -0.2381 -0.2848 -0.3316 -0.3768 -0.4201 -0.4619 -0.5024 -0.5421 -0.5816
 -0.6217
 -0.3105 -0.2899 -0.2797 -0.2758 -0.2747 -0.2730 -0.2687 -0.2612 -0.2511 -0.2377
 -0.2212 -0.2034 -0.1860 -0.1702 -0.1564 -0.1310 -0.1183 -0.1179 -0.1284
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6101 -1.5526 -1.4059 -1.2461 -1.0885 -0.9544 -0.8578 -0.7773 -0.7022 -0.6307
 -0.5635 -0.4996 -0.4390 -0.3816 -0.3279 -0.2149 -0.1369 -0.0957 -0.0881
 -1.3567 -1.3577 -1.3415 -1.2247 -1.0840 -0.9499 -0.8413 -0.7574 -0.6828 -0.6140
 -0.5499 -0.4894 -0.4319 -0.3779 -0.3275 -0.2231 -0.1528 -0.1163 -0.1093 -0.1212
 -1.2450 -1.1601 -1.1272 -1.1340 -1.0641 -0.9477 -0.8347 -0.7431 -0.6682 -0.6014
 -0.5402 -0.4827 -0.4284 -0.3773 -0.3299 -0.2319 -0.1669 -0.1331 -0.1264 -0.1383
 -0.1596
 -1.1729 -1.0799 -0.9943 -0.9372 -0.9263 -0.9080 -0.8285 -0.7355 -0.6564 -0.5901
 -0.5312 -0.4765 -0.4250 -0.3767 -0.3319 -0.2394 -0.1783 -0.1465 -0.1400 -0.1518
 -0.1733 -0.1995
 -1.1021 -1.0234 -0.9369 -0.8548 -0.7889 -0.7498 -0.7394 -0.7104 -0.6459 -0.5788
 -0.5211 -0.4689 -0.4200 -0.3743 -0.3319 -0.2443 -0.1865 -0.1565 -0.1502 -0.1622
 -0.1845 -0.2111 -0.2406 -0.2723
 -1.0242 -0.9639 -0.8908 -0.8121 -0.7362 -0.6703 -0.6202 -0.5907 -0.5777 -0.5515
 -0.5061 -0.4583 -0.4125 -0.3693 -0.3292 -0.2463 -0.1915 -0.1630 -0.1571 -0.1694
 -0.1929 -0.2211 -0.2512 -0.2835 -0.3173 -0.3537 -0.3940 -0.4393 -0.4889 -0.5388
 -0.9387 -0.8947 -0.8389 -0.7733 -0.7033 -0.6355 -0.5744 -0.5225 -0.4832 -0.4598
 -0.4453 -0.4254 -0.3955 -0.3596 -0.3230 -0.2449 -0.1930 -0.1660 -0.1606 -0.1731
 -0.1980 -0.2284 -0.2604 -0.2936 -0.3281 -0.3635 -0.4010 -0.4424 -0.4886 -0.5396
 -0.5918
 -0.8494 -0.8160 -0.7755 -0.7258 -0.6685 -0.6074 -0.5476 -0.4924 -0.4440 -0.4037
 -0.3735 -0.3540 -0.3401 -0.3245 -0.3037 -0.2398 -0.1910 -0.1655 -0.1603 -0.1729
 -0.1990 -0.2321 -0.2670 -0.3023 -0.3380 -0.3745 -0.4114 -0.4501 -0.4923 -0.5393
 -0.5920
 -0.7617 -0.7322 -0.7017 -0.6655 -0.6224 -0.5733 -0.5211 -0.4691 -0.4205 -0.3767
 -0.3390 -0.3084 -0.2856 -0.2695 -0.2568 -0.2228 -0.1845 -0.1611 -0.1566 -0.1690
 -0.1957 -0.2314 -0.2701 -0.3087 -0.3470 -0.3850 -0.4236 -0.4637 -0.5054 -0.5485
 -0.5927
 -0.6816 -0.6519 -0.6239 -0.5964 -0.5651 -0.5288 -0.4879 -0.4440 -0.3999 -0.3577
 -0.3191 -0.2854 -0.2571 -0.2345 -0.2172 -0.1901 -0.1697 -0.1532 -0.1495 -0.1613
 -0.1874 -0.2246 -0.2668 -0.3097 -0.3516 -0.3925 -0.4329 -0.4730 -0.5134 -0.5547
 -0.5981
 -0.6151 -0.5760 -0.5478 -0.5233 -0.4988 -0.4723 -0.4427 -0.4095 -0.3736 -0.3368
 -0.3010 -0.2680 -0.2388 -0.2140 -0.1936 -0.1607 -0.1459 -0.1389 -0.1393 -0.1511
 -0.1762 -0.2132 -0.2578 -0.3047 -0.3510 -0.3958 -0.4394 -0.4818 -0.5235 -0.5652
 -0.6073
 -0.5632 -0.5134 -0.4789 -0.4526 -0.4299 -0.4085 -0.3866 -0.3630 -0.3370 -0.3084
 -0.2786 -0.2493 -0.2219 -0.1975 -0.1766 -0.1402 -0.1236 -0.1202 -0.1256
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6646 -1.5439 -1.3717 -1.2090 -1.0549 -0.9229 -0.8274 -0.7518 -0.6835 -0.6151
 -0.5518 -0.4919 -0.4351 -0.3814 -0.3308 -0.2210 -0.1411 -0.0946 -0.0805
 -1.4339 -1.4512 -1.3546 -1.2023 -1.0556 -0.9205 -0.8162 -0.7358 -0.6664 -0.6005
 -0.5398 -0.4827 -0.4287 -0.3776 -0.3296 -0.2272 -0.1547 -0.1135 -0.1016 -0.1110
 -1.2803 -1.2177 -1.2302 -1.1804 -1.0544 -0.9265 -0.8126 -0.7247 -0.6536 -0.5891
 -0.5308 -0.4763 -0.4250 -0.3766 -0.3310 -0.2343 -0.1668 -0.1291 -0.1181 -0.1272
 -0.1481
 -1.2142 -1.1114 -1.0348 -1.0158 -1.0086 -0.9234 -0.8157 -0.7191 -0.6433 -0.5789
 -0.5223 -0.4702 -0.4214 -0.3754 -0.3322 -0.2404 -0.1767 -0.1415 -0.1311 -0.1400
 -0.1609 -0.1874
 -1.1560 -1.0611 -0.9642 -0.8837 -0.8353 -0.8251 -0.7952 -0.7177 -0.6366 -0.5697
 -0.5132 -0.4630 -0.4164 -0.3727 -0.3318 -0.2447 -0.1840 -0.1508 -0.1411 -0.1499
 -0.1711 -0.1981 -0.2281 -0.2605
 -1.0916 -1.0136 -0.9256 -0.8368 -0.7586 -0.6985 -0.6636 -0.6496 -0.6184 -0.5606
 -0.5033 -0.4541 -0.4094 -0.3678 -0.3290 -0.2464 -0.1887 -0.1571 -0.1481 -0.1570
 -0.1786 -0.2068 -0.2376 -0.2705 -0.3056 -0.3437 -0.3853 -0.4308 -0.4799 -0.5312
 -1.0187 -0.9572 -0.8852 -0.8060 -0.7264 -0.6539 -0.5928 -0.5463 -0.5181 -0.5023
 -0.4777 -0.4398 -0.3994 -0.3603 -0.3236 -0.2454 -0.1906 -0.1605 -0.1519 -0.1610
 -0.1833 -0.2129 -0.2455 -0.2794 -0.3148 -0.3521 -0.3915 -0.4339 -0.4803 -0.5318
 -0.5841
 -0.9409 -0.8907 -0.8341 -0.7697 -0.7000 -0.6298 -0.5642 -0.5069 -0.4594 -0.4230
 -0.3996 -0.3838 -0.3663 -0.3424 -0.3134 -0.2413 -0.1894 -0.1608 -0.1528 -0.1617
 -0.1843 -0.2157 -0.2508 -0.2868 -0.3235 -0.3611 -0.3994 -0.4396 -0.4831 -0.5311
 -0.5842
 -0.8640 -0.8179 -0.7715 -0.7209 -0.6646 -0.6044 -0.5434 -0.4854 -0.4334 -0.3885
 -0.3516 -0.3236 -0.3043 -0.2904 -0.2768 -0.2312 -0.1844 -0.1576 -0.1502 -0.1591
 -0.1819 -0.2149 -0.2529 -0.2922 -0.3314 -0.3706 -0.4104 -0.4509 -0.4926 -0.5371
 -0.5846
 -0.7936 -0.7468 -0.7044 -0.6624 -0.6181 -0.5701 -0.5191 -0.4670 -0.4168 -0.3705
 -0.3297 -0.2951 -0.2670 -0.2458 -0.2303 -0.2028 -0.1746 -0.1513 -0.1445 -0.1530
 -0.1753 -0.2089 -0.2495 -0.2924 -0.3351 -0.3771 -0.4187 -0.4601 -0.5018 -0.5445
 -0.5891
 -0.7351 -0.6813 -0.6384 -0.5995 -0.5618 -0.5238 -0.4837 -0.4412 -0.3977 -0.3548
 -0.3146 -0.2785 -0.2473 -0.2216 -0.2010 -0.1689 -0.1519 -0.1401 -0.1357 -0.1442
 -0.1656 -0.1989 -0.2410 -0.2873 -0.3339 -0.3796 -0.4243 -0.4679 -0.5109 -0.5539
 -0.5971
 -0.6920 -0.6267 -0.5782 -0.5382 -0.5022 -0.4690 -0.4368 -0.4038 -0.3694 -0.3336
 -0.2980 -0.2639 -0.2329 -0.2058 -0.1831 -0.1446 -0.1270 -0.1214 -0.1233
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.6812 -1.5100 -1.3310 -1.1725 -1.0303 -0.9019 -0.8061 -0.7296 -0.6645 -0.5994
 -0.5392 -0.4826 -0.4290 -0.3785 -0.3309 -0.2254 -0.1451 -0.0952 -0.0731
 -1.5347 -1.4882 -1.3357 -1.1722 -1.0281 -0.8989 -0.7968 -0.7173 -0.6491 -0.5861
 -0.5282 -0.4740 -0.4229 -0.3747 -0.3291 -0.2297 -0.1560 -0.1108 -0.0938 -0.0997
 -1.3171 -1.3122 -1.3003 -1.1757 -1.0313 -0.9028 -0.7933 -0.7077 -0.6377 -0.5753
 -0.5195 -0.4677 -0.4190 -0.3731 -0.3297 -0.2352 -0.1660 -0.1246 -0.1095 -0.1152
 -0.1349
 -1.2431 -1.1411 -1.1020 -1.1103 -1.0303 -0.9086 -0.7963 -0.7024 -0.6284 -0.5659
 -0.5113 -0.4615 -0.4151 -0.3714 -0.3302 -0.2402 -0.1743 -0.1357 -0.1218 -0.1275
 -0.1468 -0.1735
 -1.1972 -1.0872 -0.9874 -0.9245 -0.9138 -0.8888 -0.7997 -0.7037 -0.6224 -0.5577
 -0.5027 -0.4544 -0.4099 -0.3684 -0.3292 -0.2437 -0.1809 -0.1442 -0.1313 -0.1370
 -0.1562 -0.1830 -0.2136 -0.2469
 -1.1479 -1.0510 -0.9492 -0.8553 -0.7834 -0.7431 -0.7299 -0.6928 -0.6214 -0.5514
 -0.4941 -0.4461 -0.4031 -0.3634 -0.3262 -0.2452 -0.1852 -0.1502 -0.1381 -0.1440
 -0.1631 -0.1905 -0.2217 -0.2553 -0.2911 -0.3299 -0.3728 -0.4204 -0.4717 -0.5221
 -1.0903 -1.0089 -0.9198 -0.8278 -0.7420 -0.6701 -0.6165 -0.5844 -0.5668 -0.5359
 -0.4854 -0.4366 -0.3946 -0.3564 -0.3209 -0.2442 -0.1872 -0.1537 -0.1422 -0.1482
 -0.1674 -0.1956 -0.2283 -0.2629 -0.2992 -0.3376 -0.3781 -0.4219 -0.4701 -0.5224
 -0.5747
 -1.0267 -0.9569 -0.8824 -0.8026 -0.7214 -0.6441 -0.5766 -0.5212 -0.4792 -0.4517
 -0.4337 -0.4109 -0.3800 -0.3462 -0.3131 -0.2405 -0.1865 -0.1546 -0.1435 -0.1494
 -0.1687 -0.1978 -0.2324 -0.2690 -0.3066 -0.3453 -0.3858 -0.4278 -0.4725 -0.5211
 -0.5747
