 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -4.1861 -3.8485 -3.6149 -3.3663 -3.0957 -2.8796 -2.7632 -2.6920 -2.5959 -2.4563
 -2.2961 -2.1214 -1.9472 -1.7839 -1.6298 -1.2889 -1.0117 -0.8029 -0.6405
 -3.8028 -3.4192 -3.1403 -2.9159 -2.7352 -2.5922 -2.4761 -2.3740 -2.2740 -2.1684
 -2.0517 -1.9198 -1.7742 -1.6264 -1.4879 -1.1923 -0.9582 -0.7800 -0.6459 -0.5486
 -3.5383 -3.1403 -2.8412 -2.6239 -2.4751 -2.3598 -2.2498 -2.1448 -2.0477 -1.9563
 -1.8612 -1.7570 -1.6373 -1.5071 -1.3821 -1.1198 -0.9178 -0.7640 -0.6504 -0.5651
 -0.4981
 -3.3926 -3.0118 -2.7176 -2.4903 -2.3154 -2.1824 -2.0843 -2.0044 -1.9170 -1.8200
 -1.7246 -1.6330 -1.5365 -1.4260 -1.3124 -1.0714 -0.8905 -0.7549 -0.6541 -0.5769
 -0.5152 -0.4637
 -3.2787 -2.9237 -2.6459 -2.4258 -2.2483 -2.1044 -1.9870 -1.8902 -1.8091 -1.7328
 -1.6458 -1.5517 -1.4618 -1.3681 -1.2670 -1.0411 -0.8725 -0.7492 -0.6590 -0.5895
 -0.5328 -0.4849 -0.4432 -0.4062
 -3.1573 -2.8352 -2.5806 -2.3754 -2.2055 -2.0620 -1.9392 -1.8332 -1.7402 -1.6562
 -1.5771 -1.4959 -1.4110 -1.3264 -1.2351 -1.0227 -0.8608 -0.7443 -0.6619 -0.5999
 -0.5492 -0.5057 -0.4673 -0.4327 -0.4012 -0.3730 -0.3485 -0.3323 -0.3272 -0.3304
 -3.0196 -2.7321 -2.5038 -2.3181 -2.1616 -2.0258 -1.9055 -1.7976 -1.7005 -1.6115
 -1.5280 -1.4475 -1.3676 -1.2908 -1.2105 -1.0115 -0.8535 -0.7396 -0.6611 -0.6055
 -0.5615 -0.5236 -0.4898 -0.4588 -0.4299 -0.4031 -0.3792 -0.3584 -0.3461 -0.3462
 -0.3554
 -2.8759 -2.6182 -2.4135 -2.2472 -2.1065 -1.9825 -1.8698 -1.7659 -1.6694 -1.5798
 -1.4954 -1.4145 -1.3361 -1.2599 -1.1864 -1.0031 -0.8496 -0.7356 -0.6575 -0.6051
 -0.5672 -0.5360 -0.5081 -0.4821 -0.4574 -0.4336 -0.4113 -0.3912 -0.3749 -0.3658
 -0.3708
 -2.7331 -2.5011 -2.3145 -2.1634 -2.0364 -1.9248 -1.8226 -1.7264 -1.6352 -1.5486
 -1.4660 -1.3869 -1.3104 -1.2360 -1.1646 -0.9920 -0.8453 -0.7321 -0.6522 -0.5998
 -0.5655 -0.5405 -0.5195 -0.4998 -0.4807 -0.4615 -0.4427 -0.4247 -0.4084 -0.3957
 -0.3906
 -2.6096 -2.3977 -2.2218 -2.0784 -1.9598 -1.8573 -1.7649 -1.6780 -1.5945 -1.5140
 -1.4360 -1.3606 -1.2875 -1.2166 -1.1477 -0.9831 -0.8414 -0.7300 -0.6488 -0.5941
 -0.5597 -0.5380 -0.5230 -0.5103 -0.4980 -0.4849 -0.4714 -0.4575 -0.4437 -0.4313
 -0.4195
 -2.5100 -2.3114 -2.1420 -2.0000 -1.8823 -1.7835 -1.6970 -1.6178 -1.5427 -1.4699
 -1.3986 -1.3290 -1.2610 -1.1945 -1.1296 -0.9742 -0.8368 -0.7270 -0.6455 -0.5889
 -0.5526 -0.5311 -0.5192 -0.5123 -0.5068 -0.5009 -0.4940 -0.4857 -0.4765 -0.4671
 -0.4587
 -2.4343 -2.2422 -2.0784 -1.9343 -1.8130 -1.7114 -1.6250 -1.5493 -1.4801 -1.4146
 -1.3510 -1.2887 -1.2273 -1.1668 -1.1103 -0.9653 -0.8315 -0.7231 -0.6423
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F547M
 -5.0824 -4.5665 -4.1289 -3.7619 -3.4560 -3.1941 -2.9594 -2.7411 -2.5409 -2.3594
 -2.1870 -2.0170 -1.8499 -1.6925 -1.5335 -1.2319 -0.9893 -0.7960 -0.6508
 -4.6704 -4.1512 -3.7105 -3.3475 -3.0532 -2.8137 -2.6134 -2.4345 -2.2739 -2.1276
 -1.9872 -1.8452 -1.6989 -1.5559 -1.4240 -1.1498 -0.9375 -0.7713 -0.6448 -0.5498
 -4.2575 -3.7460 -3.3324 -3.0452 -2.7779 -2.5569 -2.3742 -2.2180 -2.0807 -1.9573
 -1.8407 -1.7235 -1.5990 -1.4694 -1.3464 -1.0919 -0.9008 -0.7545 -0.6429 -0.5577
 -0.4898
 -3.9516 -3.4480 -3.0565 -2.7626 -2.5401 -2.3642 -2.2140 -2.0755 -1.9486 -1.8346
 -1.7306 -1.6313 -1.5284 -1.4152 -1.3007 -1.0582 -0.8792 -0.7456 -0.6451 -0.5679
 -0.5061 -0.4547
 -3.8262 -3.3228 -2.9253 -2.6222 -2.3929 -2.2177 -2.0800 -1.9660 -1.8638 -1.7637
 -1.6610 -1.5642 -1.4723 -1.3771 -1.2735 -1.0405 -0.8676 -0.7416 -0.6489 -0.5787
 -0.5222 -0.4746 -0.4332 -0.3967
 -3.7606 -3.2618 -2.8674 -2.5606 -2.3218 -2.1344 -1.9863 -1.8675 -1.7706 -1.6903
 -1.6123 -1.5248 -1.4348 -1.3460 -1.2539 -1.0318 -0.8618 -0.7393 -0.6518 -0.5877
 -0.5370 -0.4939 -0.4560 -0.4220 -0.3913 -0.3639 -0.3405 -0.3251 -0.3202 -0.3232
 -3.6981 -3.2195 -2.8347 -2.5338 -2.2977 -2.1100 -1.9577 -1.8322 -1.7268 -1.6352
 -1.5536 -1.4782 -1.4014 -1.3217 -1.2375 -1.0273 -0.8591 -0.7375 -0.6523 -0.5929
 -0.5481 -0.5106 -0.4773 -0.4470 -0.4189 -0.3930 -0.3700 -0.3503 -0.3388 -0.3390
 -0.3483
 -3.6216 -3.1695 -2.8021 -2.5114 -2.2817 -2.0972 -1.9450 -1.8166 -1.7064 -1.6098
 -1.5221 -1.4408 -1.3639 -1.2907 -1.2175 -1.0234 -0.8581 -0.7357 -0.6505 -0.5931
 -0.5534 -0.5221 -0.4947 -0.4694 -0.4454 -0.4224 -0.4012 -0.3821 -0.3669 -0.3585
 -0.3638
 -3.5226 -3.1004 -2.7559 -2.4788 -2.2583 -2.0799 -1.9315 -1.8041 -1.6924 -1.5930
 -1.5027 -1.4188 -1.3393 -1.2636 -1.1924 -1.0149 -0.8560 -0.7330 -0.6464 -0.5889
 -0.5520 -0.5263 -0.5055 -0.4864 -0.4679 -0.4495 -0.4317 -0.4147 -0.3995 -0.3879
 -0.3835
 -3.4154 -3.0346 -2.7119 -2.4468 -2.2327 -2.0590 -1.9143 -1.7899 -1.6797 -1.5803
 -1.4893 -1.4048 -1.3250 -1.2489 -1.1764 -1.0062 -0.8548 -0.7327 -0.6437 -0.5840
 -0.5467 -0.5240 -0.5089 -0.4966 -0.4847 -0.4724 -0.4597 -0.4467 -0.4340 -0.4228
 -0.4121
 -3.3166 -2.9721 -2.6717 -2.4176 -2.2074 -2.0347 -1.8911 -1.7685 -1.6606 -1.5631
 -1.4734 -1.3901 -1.3116 -1.2368 -1.1651 -0.9981 -0.8517 -0.7320 -0.6418 -0.5792
 -0.5399 -0.5173 -0.5052 -0.4985 -0.4934 -0.4880 -0.4818 -0.4744 -0.4663 -0.4580
 -0.4506
 -3.2295 -2.9181 -2.6429 -2.4011 -2.1918 -2.0148 -1.8678 -1.7432 -1.6351 -1.5392
 -1.4516 -1.3704 -1.2944 -1.2223 -1.1585 -0.9906 -0.8467 -0.7309 -0.6407
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F547M
 -5.9901 -5.5227 -5.0930 -4.6903 -4.3095 -3.9226 -3.5008 -3.0519 -2.6763 -2.3806
 -2.1425 -1.9415 -1.7655 -1.6098 -1.4712 -1.1861 -0.9634 -0.7848 -0.6446
 -5.6305 -5.1074 -4.6350 -4.2099 -3.8239 -3.4641 -3.1041 -2.7431 -2.4393 -2.1932
 -1.9895 -1.8125 -1.6527 -1.5078 -1.3778 -1.1125 -0.9124 -0.7567 -0.6345 -0.5399
 -5.3495 -4.8113 -4.3179 -3.8771 -3.4899 -3.1494 -2.8385 -2.5381 -2.2785 -2.0643
 -1.8852 -1.7285 -1.5840 -1.4487 -1.3249 -1.0709 -0.8832 -0.7410 -0.6313 -0.5460
 -0.4786
 -4.9599 -4.4286 -4.0049 -3.6118 -3.2493 -2.9257 -2.6434 -2.3873 -2.1604 -1.9689
 -1.8078 -1.6678 -1.5390 -1.4149 -1.2971 -1.0504 -0.8686 -0.7341 -0.6324 -0.5542
 -0.4923 -0.4409
 -4.6138 -4.0767 -3.6332 -3.2664 -2.9608 -2.7033 -2.4789 -2.2668 -2.0701 -1.8968
