 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F350LP
 -2.0720 -2.0325 -2.0323 -1.9981 -1.9167 -1.8407 -1.8125 -1.8096 -1.7886 -1.7336
 -1.6599 -1.5717 -1.4804 -1.3935 -1.3098 -1.1246 -0.9768 -0.8644 -0.7749
 -2.0349 -1.9391 -1.8723 -1.8155 -1.7679 -1.7312 -1.7026 -1.6763 -1.6465 -1.6091
 -1.5610 -1.4992 -1.4240 -1.3427 -1.2642 -1.0941 -0.9604 -0.8587 -0.7811 -0.7234
 -2.0084 -1.8846 -1.7808 -1.7040 -1.6591 -1.6306 -1.6016 -1.5708 -1.5410 -1.5116
 -1.4763 -1.4316 -1.3721 -1.3001 -1.2275 -1.0699 -0.9476 -0.8551 -0.7865 -0.7348
 -0.6946
 -1.9925 -1.8690 -1.7578 -1.6636 -1.5903 -1.5389 -1.5095 -1.4931 -1.4721 -1.4411
 -1.4058 -1.3689 -1.3247 -1.2657 -1.1997 -1.0520 -0.9384 -0.8536 -0.7912 -0.7443
 -0.7076 -0.6779
 -1.9633 -1.8510 -1.7458 -1.6514 -1.5707 -1.5054 -1.4561 -1.4207 -1.3968 -1.3773
 -1.3502 -1.3149 -1.2781 -1.2330 -1.1764 -1.0386 -0.9312 -0.8525 -0.7961 -0.7540
 -0.7211 -0.6943 -0.6719 -0.6528
 -1.9105 -1.8153 -1.7237 -1.6381 -1.5602 -1.4916 -1.4338 -1.3872 -1.3498 -1.3189
 -1.2915 -1.2626 -1.2299 -1.1950 -1.1505 -1.0271 -0.9249 -0.8504 -0.7989 -0.7620
 -0.7335 -0.7104 -0.6909 -0.6741 -0.6593 -0.6465 -0.6361 -0.6300 -0.6301 -0.6381
 -1.8328 -1.7565 -1.6821 -1.6106 -1.5424 -1.4783 -1.4196 -1.3676 -1.3233 -1.2853
 -1.2510 -1.2181 -1.1849 -1.1537 -1.1182 -1.0136 -0.9183 -0.8466 -0.7982 -0.7661
 -0.7427 -0.7240 -0.7084 -0.6948 -0.6825 -0.6714 -0.6622 -0.6549 -0.6524 -0.6576
 -0.6710
 -1.7364 -1.6772 -1.6196 -1.5638 -1.5091 -1.4549 -1.4016 -1.3503 -1.3031 -1.2612
 -1.2235 -1.1880 -1.1533 -1.1193 -1.0870 -0.9957 -0.9098 -0.8412 -0.7944 -0.7652
 -0.7466 -0.7332 -0.7223 -0.7129 -0.7043 -0.6961 -0.6888 -0.6828 -0.6791 -0.6801
 -0.6906
 -1.6278 -1.5835 -1.5402 -1.4985 -1.4574 -1.4153 -1.3715 -1.3264 -1.2814 -1.2387
 -1.1994 -1.1631 -1.1283 -1.0940 -1.0614 -0.9767 -0.8984 -0.8340 -0.7881 -0.7600
 -0.7445 -0.7360 -0.7305 -0.7263 -0.7224 -0.7183 -0.7144 -0.7108 -0.7081 -0.7078
 -0.7127
 -1.5156 -1.4837 -1.4518 -1.4210 -1.3914 -1.3609 -1.3282 -1.2922 -1.2538 -1.2144
 -1.1759 -1.1396 -1.1055 -1.0728 -1.0409 -0.9611 -0.8874 -0.8267 -0.7818 -0.7532
 -0.7384 -0.7327 -0.7319 -0.7331 -0.7347 -0.7358 -0.7365 -0.7367 -0.7368 -0.7377
 -0.7393
 -1.4019 -1.3809 -1.3587 -1.3365 -1.3151 -1.2940 -1.2711 -1.2451 -1.2155 -1.1829
 -1.1485 -1.1143 -1.0815 -1.0504 -1.0205 -0.9470 -0.8770 -0.8189 -0.7754 -0.7463
 -0.7307 -0.7255 -0.7272 -0.7328 -0.7398 -0.7466 -0.7528 -0.7579 -0.7622 -0.7663
 -0.7709
 -1.2866 -1.2751 -1.2643 -1.2486 -1.2337 -1.2190 -1.2036 -1.1862 -1.1655 -1.1413
 -1.1140 -1.0846 -1.0547 -1.0257 -1.0002 -0.9344 -0.8672 -0.8106 -0.7689
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F350LP
 -2.3049 -2.2414 -2.1850 -2.1314 -2.0790 -2.0232 -1.9593 -1.8849 -1.8039 -1.7219
 -1.6377 -1.5499 -1.4597 -1.3723 -1.2863 -1.1110 -0.9711 -0.8620 -0.7791
 -2.1987 -2.1174 -2.0465 -1.9823 -1.9226 -1.8658 -1.8097 -1.7493 -1.6865 -1.6232
 -1.5574 -1.4859 -1.4072 -1.3264 -1.2495 -1.0845 -0.9552 -0.8554 -0.7799 -0.7228
