 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F182M
 -1.6995 -1.4851 -1.3217 -1.3093 -1.3544 -1.3987 -1.4453 -1.4875 -1.5458 -1.6021
 -1.6605 -1.7228 -1.7886 -1.8590 -1.9305 -2.1051 -2.2782 -2.4505 -2.6068
 -1.6285 -1.6056 -1.5782 -1.5268 -1.4609 -1.4450 -1.4746 -1.5213 -1.5729 -1.6270
 -1.6847 -1.7466 -1.8124 -1.8807 -1.9496 -2.1197 -2.2851 -2.4467 -2.6047 -2.7585
 -1.7133 -1.6931 -1.6790 -1.6647 -1.6434 -1.5971 -1.5579 -1.5641 -1.6021 -1.6540
 -1.7091 -1.7688 -1.8330 -1.9002 -1.9683 -2.1362 -2.2982 -2.4562 -2.6114 -2.7625
 -2.9092
 -1.7983 -1.7714 -1.7575 -1.7499 -1.7444 -1.7387 -1.7234 -1.6919 -1.6785 -1.6977
 -1.7402 -1.7945 -1.8553 -1.9205 -1.9874 -2.1534 -2.3127 -2.4672 -2.6186 -2.7673
 -2.9117 -3.0520
 -1.8967 -1.8530 -1.8319 -1.8227 -1.8200 -1.8204 -1.8228 -1.8240 -1.8135 -1.8035
 -1.8095 -1.8387 -1.8857 -1.9441 -2.0080 -2.1712 -2.3284 -2.4790 -2.6265 -2.7726
 -2.9152 -3.0535 -3.1876 -3.3182
 -2.0097 -1.9501 -1.9126 -1.8954 -1.8896 -1.8902 -1.8942 -1.9007 -1.9090 -1.9151
 -1.9175 -1.9254 -1.9486 -1.9874 -2.0377 -2.1900 -2.3449 -2.4923 -2.6358 -2.7784
 -2.9192 -3.0560 -3.1886 -3.3173 -3.4429 -3.5654 -3.6846 -3.8003 -3.9125 -4.0211
 -2.1348 -2.0625 -2.0062 -1.9769 -1.9622 -1.9584 -1.9610 -1.9667 -1.9752 -1.9861
 -1.9991 -2.0136 -2.0310 -2.0560 -2.0915 -2.2152 -2.3626 -2.5077 -2.6470 -2.7852
