 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.8287 -0.8712 -0.8031 -0.6804 -0.5706 -0.4844 -0.4153 -0.3640 -0.3242 -0.2890
 -0.2609 -0.2370 -0.2166 -0.1992 -0.1843 -0.1559 -0.1382 -0.1336 -0.1436 -0.1667
 -0.2006 -0.2429
 -0.7550 -0.6934 -0.7222 -0.6900 -0.5898 -0.4962 -0.4223 -0.3658 -0.3235 -0.2894
 -0.2600 -0.2370 -0.2175 -0.2011 -0.1872 -0.1613 -0.1452 -0.1412 -0.1518 -0.1757
 -0.2103 -0.2532 -0.3012 -0.3517
 -0.7332 -0.6431 -0.5750 -0.5730 -0.5792 -0.5092 -0.4320 -0.3701 -0.3232 -0.2878
 -0.2586 -0.2354 -0.2167 -0.2013 -0.1883 -0.1649 -0.1506 -0.1473 -0.1580 -0.1822
 -0.2172 -0.2605 -0.3094 -0.3613 -0.4138 -0.4680 -0.5251 -0.5847 -0.6456 -0.7053
 -0.7059 -0.6265 -0.5439 -0.4761 -0.4473 -0.4565 -0.4341 -0.3767 -0.3253 -0.2861
 -0.2565 -0.2326 -0.2142 -0.1995 -0.1875 -0.1664 -0.1543 -0.1520 -0.1626 -0.1867
 -0.2218 -0.2654 -0.3149 -0.3681 -0.4225 -0.4774 -0.5339 -0.5930 -0.6551 -0.7179
 -0.7794
 -0.6606 -0.6019 -0.5306 -0.4577 -0.3947 -0.3549 -0.3435 -0.3446 -0.3240 -0.2860
 -0.2535 -0.2293 -0.2101 -0.1958 -0.1845 -0.1657 -0.1560 -0.1550 -0.1658 -0.1895
 -0.2244 -0.2681 -0.3180 -0.3722 -0.4282 -0.4851 -0.5431 -0.6026 -0.6637 -0.7265
 -0.7911
 -0.6017 -0.5587 -0.5060 -0.4447 -0.3823 -0.3268 -0.2861 -0.2629 -0.2557 -0.2542
 -0.2439 -0.2232 -0.2046 -0.1899 -0.1792 -0.1624 -0.1551 -0.1558 -0.1673 -0.1908
 -0.2256 -0.2694 -0.3198 -0.3747 -0.4322 -0.4909 -0.5504 -0.6108 -0.6721 -0.7351
 -0.8002
 -0.5292 -0.5004 -0.4635 -0.4193 -0.3689 -0.3174 -0.2705 -0.2331 -0.2077 -0.1935
 -0.1884 -0.1881 -0.1863 -0.1794 -0.1712 -0.1573 -0.1521 -0.1546 -0.1667 -0.1899
 -0.2241 -0.2676 -0.3181 -0.3736 -0.4321 -0.4923 -0.5534 -0.6151 -0.6775 -0.7409
 -0.8052
 -0.4461 -0.4288 -0.4050 -0.3753 -0.3403 -0.3007 -0.2600 -0.2218 -0.1900 -0.1663
 -0.1509 -0.1428 -0.1405 -0.1422 -0.1442 -0.1472 -0.1466 -0.1510 -0.1639 -0.1870
 -0.2205 -0.2635 -0.3138 -0.3695 -0.4289 -0.4905 -0.5532 -0.6165 -0.6801 -0.7442
 -0.8086
 -0.3526 -0.3438 -0.3294 -0.3148 -0.2935 -0.2678 -0.2385 -0.2079 -0.1786 -0.1531
 -0.1330 -0.1192 -0.1109 -0.1076 -0.0982 -0.1321 -0.1386 -0.1450 -0.1589
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  z   
 -0.8978 -0.7775 -0.6749 -0.5883 -0.4963 -0.4289 -0.3789 -0.3368 -0.2999 -0.2671
 -0.2373 -0.2105 -0.1869 -0.1665 -0.1490 -0.1172 -0.0987 -0.0907 -0.0942
 -0.9746 -0.8254 -0.7011 -0.5993 -0.5113 -0.4370 -0.3828 -0.3411 -0.3014 -0.2690
 -0.2403 -0.2149 -0.1929 -0.1740 -0.1579 -0.1280 -0.1101 -0.1040 -0.1102 -0.1280
 -1.0118 -0.8790 -0.7378 -0.6193 -0.5276 -0.4466 -0.3860 -0.3417 -0.3026 -0.2693
 -0.2418 -0.2178 -0.1970 -0.1794 -0.1643 -0.1364 -0.1198 -0.1150 -0.1230 -0.1428
 -0.1731
 -0.8495 -0.8951 -0.7760 -0.6471 -0.5407 -0.4582 -0.3911 -0.3422 -0.3041 -0.2692
 -0.2421 -0.2193 -0.1997 -0.1831 -0.1690 -0.1432 -0.1278 -0.1237 -0.1326 -0.1538
 -0.1853 -0.2253
 -0.7623 -0.7551 -0.7702 -0.6736 -0.5618 -0.4698 -0.3990 -0.3440 -0.3033 -0.2702
 -0.2415 -0.2193 -0.2007 -0.1851 -0.1720 -0.1485 -0.1346 -0.1309 -0.1403 -0.1621
 -0.1945 -0.2352 -0.2820 -0.3323
 -0.7372 -0.6479 -0.6135 -0.6402 -0.5783 -0.4859 -0.4078 -0.3480 -0.3032 -0.2691
 -0.2404 -0.2180 -0.2002 -0.1855 -0.1734 -0.1522 -0.1400 -0.1369 -0.1461 -0.1682
 -0.2012 -0.2425 -0.2901 -0.3417 -0.3950 -0.4494 -0.5070 -0.5687 -0.6303 -0.6912
 -0.7199 -0.6300 -0.5459 -0.4950 -0.5031 -0.4884 -0.4197 -0.3547 -0.3050 -0.2673
 -0.2391 -0.2156 -0.1979 -0.1841 -0.1728 -0.1539 -0.1439 -0.1418 -0.1510 -0.1727
 -0.2058 -0.2475 -0.2957 -0.3482 -0.4028 -0.4585 -0.5158 -0.5756 -0.6392 -0.7028
 -0.7654
 -0.6902 -0.6154 -0.5341 -0.4579 -0.4022 -0.3835 -0.3872 -0.3587 -0.3091 -0.2673
 -0.2362 -0.2129 -0.1944 -0.1807 -0.1702 -0.1535 -0.1458 -0.1453 -0.1546 -0.1759
 -0.2086 -0.2504 -0.2989 -0.3521 -0.4079 -0.4650 -0.5233 -0.5829 -0.6452 -0.7106
 -0.7761
 -0.6472 -0.5855 -0.5191 -0.4486 -0.3821 -0.3287 -0.2970 -0.2875 -0.2841 -0.2642
 -0.2332 -0.2079 -0.1896 -0.1754 -0.1653 -0.1505 -0.1452 -0.1466 -0.1568 -0.1778
 -0.2102 -0.2520 -0.3008 -0.3545 -0.4114 -0.4698 -0.5296 -0.5905 -0.6529 -0.7173
 -0.7843
 -0.5847 -0.5399 -0.4890 -0.4327 -0.3737 -0.3176 -0.2701 -0.2361 -0.2170 -0.2095
 -0.2059 -0.1974 -0.1825 -0.1692 -0.1589 -0.1457 -0.1424 -0.1458 -0.1570 -0.1779
 -0.2095 -0.2507 -0.2994 -0.3534 -0.4108 -0.4704 -0.5314 -0.5935 -0.6567 -0.7216
 -0.7888
 -0.5089 -0.4786 -0.4421 -0.4001 -0.3543 -0.3068 -0.2612 -0.2211 -0.1899 -0.1687
 -0.1567 -0.1518 -0.1506 -0.1494 -0.1458 -0.1382 -0.1373 -0.1426 -0.1549 -0.1760
 -0.2069 -0.2474 -0.2957 -0.3497 -0.4075 -0.4680 -0.5303 -0.5936 -0.6578 -0.7231
 -0.7892
 -0.4199 -0.4016 -0.3798 -0.3515 -0.3180 -0.2827 -0.2462 -0.2107 -0.1787 -0.1522
 -0.1328 -0.1203 -0.1139 -0.1121 -0.1260 -0.1280 -0.1299 -0.1370 -0.1505
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  z   
 -0.8361 -0.7278 -0.6344 -0.5545 -0.4645 -0.4044 -0.3574 -0.3157 -0.2788 -0.2463
 -0.2176 -0.1919 -0.1693 -0.1499 -0.1334 -0.1039 -0.0879 -0.0826 -0.0864
 -0.9038 -0.7705 -0.6586 -0.5660 -0.4803 -0.4108 -0.3600 -0.3185 -0.2800 -0.2477
 -0.2204 -0.1959 -0.1745 -0.1563 -0.1410 -0.1135 -0.0982 -0.0939 -0.1002 -0.1168
 -0.9760 -0.8283 -0.6944 -0.5841 -0.4977 -0.4195 -0.3624 -0.3199 -0.2806 -0.2487
 -0.2219 -0.1986 -0.1786 -0.1615 -0.1471 -0.1214 -0.1071 -0.1035 -0.1114 -0.1299
 -0.1580
 -0.9589 -0.8766 -0.7380 -0.6120 -0.5114 -0.4326 -0.3670 -0.3200 -0.2836 -0.2486
 -0.2224 -0.2002 -0.1812 -0.1651 -0.1517 -0.1279 -0.1146 -0.1115 -0.1200 -0.1397
 -0.1692 -0.2070
 -0.7868 -0.8269 -0.7674 -0.6444 -0.5319 -0.4440 -0.3749 -0.3220 -0.2826 -0.2504
 -0.2219 -0.2005 -0.1825 -0.1674 -0.1549 -0.1332 -0.1213 -0.1185 -0.1270 -0.1473
 -0.1778 -0.2165 -0.2619 -0.3118
 -0.7373 -0.6628 -0.6837 -0.6578 -0.5561 -0.4594 -0.3843 -0.3263 -0.2827 -0.2497
 -0.2214 -0.1994 -0.1822 -0.1681 -0.1565 -0.1370 -0.1268 -0.1247 -0.1330 -0.1532
 -0.1842 -0.2237 -0.2698 -0.3207 -0.3743 -0.4298 -0.4886 -0.5513 -0.6133 -0.6757
 -0.7250 -0.6300 -0.5532 -0.5425 -0.5496 -0.4765 -0.3961 -0.3323 -0.2844 -0.2481
 -0.2207 -0.1975 -0.1804 -0.1671 -0.1564 -0.1391 -0.1310 -0.1299 -0.1382 -0.1579
 -0.1888 -0.2287 -0.2755 -0.3271 -0.3817 -0.4379 -0.4958 -0.5570 -0.6218 -0.6859
 -0.7499
 -0.7079 -0.6204 -0.5337 -0.4602 -0.4244 -0.4318 -0.4034 -0.3414 -0.2879 -0.2480
 -0.2181 -0.1956 -0.1773 -0.1642 -0.1543 -0.1391 -0.1332 -0.1337 -0.1423 -0.1615
 -0.1919 -0.2318 -0.2788 -0.3310 -0.3864 -0.4437 -0.5021 -0.5625 -0.6262 -0.6930
 -0.7593
 -0.6793 -0.6017 -0.5247 -0.4483 -0.3814 -0.3363 -0.3228 -0.3196 -0.2903 -0.2485
 -0.2148 -0.1909 -0.1732 -0.1593 -0.1497 -0.1366 -0.1329 -0.1355 -0.1451 -0.1641
 -0.1938 -0.2335 -0.2808 -0.3334 -0.3895 -0.4478 -0.5077 -0.5690 -0.6323 -0.6980
 -0.7665
 -0.6300 -0.5691 -0.5054 -0.4393 -0.3742 -0.3160 -0.2711 -0.2450 -0.2355 -0.2286
 -0.2113 -0.1869 -0.1678 -0.1541 -0.1439 -0.1321 -0.1304 -0.1351 -0.1460 -0.1650
 -0.1939 -0.2327 -0.2796 -0.3323 -0.3888 -0.4478 -0.5086 -0.5707 -0.6345 -0.7000
 -0.7676
 -0.5737 -0.5226 -0.4702 -0.4167 -0.3621 -0.3087 -0.2600 -0.2197 -0.1914 -0.1749
 -0.1671 -0.1621 -0.1551 -0.1448 -0.1361 -0.1254 -0.1256 -0.1323 -0.1446 -0.1640
 -0.1924 -0.2302 -0.2764 -0.3288 -0.3855 -0.4450 -0.5066 -0.5697 -0.6342 -0.7001
 -0.7675
 -0.5103 -0.4622 -0.4242 -0.3792 -0.3351 -0.2919 -0.2497 -0.2106 -0.1771 -0.1510
 -0.1333 -0.1231 -0.1184 -0.1166 -0.1263 -0.1165 -0.1185 -0.1271 -0.1409
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  z   
 -0.7706 -0.6850 -0.6015 -0.5200 -0.4368 -0.3669 -0.3117 -0.2681 -0.2336 -0.2060
 -0.1835 -0.1643 -0.1473 -0.1311 -0.1155 -0.0880 -0.0745 -0.0727 -0.0789
 -0.8451 -0.7194 -0.6169 -0.5353 -0.4512 -0.3854 -0.3369 -0.2969 -0.2579 -0.2264
 -0.1992 -0.1753 -0.1546 -0.1369 -0.1222 -0.0965 -0.0834 -0.0813 -0.0888 -0.1053
 -0.9228 -0.7735 -0.6505 -0.5512 -0.4689 -0.3928 -0.3389 -0.2975 -0.2585 -0.2273
 -0.2009 -0.1781 -0.1584 -0.1417 -0.1278 -0.1036 -0.0914 -0.0893 -0.0976 -0.1155
 -0.1422
 -0.9640 -0.8356 -0.6951 -0.5762 -0.4846 -0.4062 -0.3425 -0.2973 -0.2622 -0.2273
 -0.2016 -0.1798 -0.1612 -0.1455 -0.1325 -0.1099 -0.0985 -0.0967 -0.1053 -0.1241
 -0.1522 -0.1883
 -0.8486 -0.8528 -0.7398 -0.6105 -0.5019 -0.4207 -0.3509 -0.2991 -0.2612 -0.2287
 -0.2014 -0.1804 -0.1628 -0.1481 -0.1359 -0.1153 -0.1051 -0.1035 -0.1119 -0.1311
 -0.1600 -0.1971 -0.2411 -0.2904
 -0.7386 -0.7082 -0.7317 -0.6414 -0.5279 -0.4327 -0.3621 -0.3036 -0.2614 -0.2296
 -0.2011 -0.1798 -0.1630 -0.1492 -0.1379 -0.1194 -0.1108 -0.1098 -0.1180 -0.1368
 -0.1660 -0.2039 -0.2486 -0.2987 -0.3522 -0.4090 -0.4695 -0.5327 -0.5952 -0.6589
 -0.7244 -0.6299 -0.5786 -0.6037 -0.5474 -0.4528 -0.3715 -0.3109 -0.2633 -0.2281
 -0.2017 -0.1784 -0.1616 -0.1486 -0.1383 -0.1219 -0.1153 -0.1154 -0.1236 -0.1418
 -0.1706 -0.2087 -0.2541 -0.3049 -0.3594 -0.4162 -0.4753 -0.5378 -0.6032 -0.6678
 -0.7330
 -0.7137 -0.6202 -0.5324 -0.4708 -0.4718 -0.4581 -0.3865 -0.3186 -0.2670 -0.2283
 -0.1992 -0.1774 -0.1589 -0.1462 -0.1367 -0.1225 -0.1179 -0.1198 -0.1283 -0.1459
 -0.1740 -0.2119 -0.2574 -0.3087 -0.3638 -0.4213 -0.4807 -0.5420 -0.6066 -0.6742
 -0.7409
 -0.6990 -0.6092 -0.5251 -0.4462 -0.3840 -0.3587 -0.3594 -0.3252 -0.2718 -0.2278
 -0.1956 -0.1730 -0.1557 -0.1418 -0.1327 -0.1205 -0.1182 -0.1220 -0.1317 -0.1492
 -0.1766 -0.2140 -0.2595 -0.3110 -0.3666 -0.4248 -0.4851 -0.5469 -0.6107 -0.6776
 -0.7473
 -0.6624 -0.5876 -0.5137 -0.4407 -0.3722 -0.3148 -0.2778 -0.2651 -0.2567 -0.2300
 -0.1958 -0.1692 -0.1509 -0.1375 -0.1274 -0.1165 -0.1162 -0.1221 -0.1333 -0.1510
 -0.1776 -0.2138 -0.2587 -0.3100 -0.3657 -0.4242 -0.4850 -0.5474 -0.6114 -0.6776
 -0.7464
 -0.6263 -0.5554 -0.4888 -0.4261 -0.3649 -0.3075 -0.2576 -0.2198 -0.1974 -0.1869
 -0.1779 -0.1632 -0.1446 -0.1306 -0.1212 -0.1104 -0.1117 -0.1197 -0.1325 -0.1510
 -0.1771 -0.2122 -0.2561 -0.3069 -0.3624 -0.4212 -0.4824 -0.5452 -0.6097 -0.6760
 -0.7442
 -0.5906 -0.5126 -0.4504 -0.3971 -0.3457 -0.2963 -0.2500 -0.2086 -0.1750 -0.1509
 -0.1363 -0.1282 -0.1224 -0.1163 -0.1141 -0.1022 -0.1047 -0.1148 -0.1293
