 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  g   
 -4.3663 -4.0430 -3.8147 -3.5598 -3.2724 -3.0360 -2.9035 -2.8209 -2.7150 -2.5633
 -2.3906 -2.2032 -2.0147 -1.8374 -1.6672 -1.2815 -0.9537 -0.6951 -0.4879
 -3.9840 -3.5989 -3.3124 -3.0766 -2.8821 -2.7247 -2.5948 -2.4796 -2.3669 -2.2482
 -2.1178 -1.9711 -1.8097 -1.6462 -1.4919 -1.1552 -0.8763 -0.6530 -0.4788 -0.3470
 -3.7228 -3.3121 -2.9958 -2.7616 -2.5980 -2.4695 -2.3464 -2.2278 -2.1167 -2.0111
 -1.9012 -1.7811 -1.6447 -1.4977 -1.3570 -1.0569 -0.8157 -0.6217 -0.4721 -0.3561
 -0.2623
 -3.5827 -3.1826 -2.8649 -2.6148 -2.4201 -2.2704 -2.1583 -2.0655 -1.9644 -1.8520
 -1.7408 -1.6332 -1.5197 -1.3919 -1.2625 -0.9866 -0.7719 -0.6012 -0.4678 -0.3630
 -0.2771 -0.2037
 -3.4789 -3.1010 -2.7960 -2.5492 -2.3481 -2.1837 -2.0486 -1.9361 -1.8406 -1.7497
 -1.6463 -1.5348 -1.4276 -1.3165 -1.1988 -0.9396 -0.7415 -0.5875 -0.4677 -0.3726
 -0.2940 -0.2261 -0.1654 -0.1103
 -3.3715 -3.0253 -2.7411 -2.5062 -2.3094 -2.1421 -1.9985 -1.8739 -1.7638 -1.6638
 -1.5690 -1.4713 -1.3689 -1.2665 -1.1575 -0.9101 -0.7214 -0.5779 -0.4681 -0.3820
 -0.3107 -0.2486 -0.1927 -0.1414 -0.0935 -0.0492 -0.0090  0.0249  0.0496  0.0610
 -3.2492 -2.9385 -2.6803 -2.4631 -2.2766 -2.1139 -1.9697 -1.8404 -1.7237 -1.6166
 -1.5161 -1.4191 -1.3228 -1.2293 -1.1317 -0.8946 -0.7095 -0.5711 -0.4672 -0.3880
 -0.3241 -0.2687 -0.2186 -0.1720 -0.1279 -0.0862 -0.0476 -0.0124  0.0159  0.0335
  0.0377
 -3.1187 -2.8408 -2.6084 -2.4109 -2.2383 -2.0845 -1.9447 -1.8164 -1.6978 -1.5879
 -1.4846 -1.3861 -1.2909 -1.1986 -1.1090 -0.8881 -0.7049 -0.5671 -0.4652 -0.3897
 -0.3318 -0.2835 -0.2401 -0.1995 -0.1606 -0.1230 -0.0873 -0.0539 -0.0243 -0.0010
  0.0096
 -2.9853 -2.7363 -2.5259 -2.3462 -2.1882 -2.0452 -1.9131 -1.7895 -1.6733 -1.5639
 -1.4603 -1.3619 -1.2674 -1.1762 -1.0888 -0.8800 -0.7030 -0.5651 -0.4625 -0.3876
 -0.3330 -0.2906 -0.2543 -0.2208 -0.1884 -0.1565 -0.1253 -0.0951 -0.0669 -0.0423
 -0.0246
 -2.8661 -2.6412 -2.4455 -2.2778 -2.1313 -1.9986 -1.8754 -1.7585 -1.6473 -1.5412
 -1.4398 -1.3430 -1.2501 -1.1611 -1.0753 -0.8742 -0.7026 -0.5660 -0.4624 -0.3860
 -0.3313 -0.2917 -0.2612 -0.2348 -0.2099 -0.1849 -0.1599 -0.1349 -0.1104 -0.0874
 -0.0657
 -2.7655 -2.5567 -2.3721 -2.2105 -2.0691 -1.9437 -1.8281 -1.7187 -1.6137 -1.5127
 -1.4155 -1.3220 -1.2322 -1.1458 -1.0625 -0.8683 -0.7009 -0.5659 -0.4622 -0.3846
 -0.3285 -0.2891 -0.2613 -0.2405 -0.2226 -0.2052 -0.1876 -0.1692 -0.1502 -0.1314
 -0.1138
 -2.6835 -2.4828 -2.3074 -2.1487 -2.0088 -1.8850 -1.7733 -1.6697 -1.5710 -1.4760
 -1.3842 -1.2955 -1.2099 -1.1273 -1.0504 -0.8623 -0.6979 -0.5648 -0.4619
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  g   
 -5.0812 -4.6196 -4.2236 -3.8851 -3.5954 -3.3390 -3.1011 -2.8725 -2.6575 -2.4600
 -2.2711 -2.0847 -1.9015 -1.7289 -1.5574 -1.2167 -0.9300 -0.6899 -0.5007
 -4.6786 -4.2035 -3.7967 -3.4562 -3.1729 -2.9347 -2.7284 -2.5381 -2.3630 -2.2008
 -2.0437 -1.8842 -1.7204 -1.5607 -1.4134 -1.1026 -0.8522 -0.6456 -0.4800 -0.3504
 -4.2994 -3.8156 -3.4223 -3.1428 -2.8784 -2.6547 -2.4641 -2.2963 -2.1448 -2.0055
 -1.8723 -1.7374 -1.5944 -1.4469 -1.3079 -1.0185 -0.7941 -0.6130 -0.4668 -0.3506
 -0.2552
 -4.0313 -3.5417 -3.1565 -2.8619 -2.6335 -2.4479 -2.2857 -2.1337 -1.9923 -1.8627
 -1.7424 -1.6257 -1.5045 -1.3725 -1.2409 -0.9644 -0.7557 -0.5921 -0.4611 -0.3558
 -0.2694 -0.1956
 -3.9313 -3.4372 -3.0367 -2.7254 -2.4851 -2.2967 -2.1443 -2.0145 -1.8960 -1.7792
 -1.6592 -1.5452 -1.4358 -1.3218 -1.2000 -0.9320 -0.7318 -0.5794 -0.4596 -0.3638
 -0.2846 -0.2165 -0.1560 -0.1013
 -3.8886 -3.3956 -2.9933 -2.6709 -2.4138 -2.2082 -2.0428 -1.9080 -1.7960 -1.7009
 -1.6065 -1.5005 -1.3919 -1.2847 -1.1739 -0.9141 -0.7178 -0.5714 -0.4595 -0.3716
 -0.2996 -0.2375 -0.1819 -0.1310 -0.0838 -0.0404 -0.0013  0.0319  0.0565  0.0679
 -3.8511 -3.3758 -2.9803 -2.6599 -2.4012 -2.1910 -2.0181 -1.8738 -1.7512 -1.6434
 -1.5460 -1.4543 -1.3600 -1.2614 -1.1578 -0.9058 -0.7101 -0.5662 -0.4587 -0.3768
 -0.3116 -0.2562 -0.2064 -0.1603 -0.1170 -0.0762 -0.0386 -0.0045  0.0232  0.0408
  0.0448
 -3.8002 -3.3506 -2.9718 -2.6598 -2.4040 -2.1932 -2.0166 -1.8661 -1.7360 -1.6210
 -1.5161 -1.4179 -1.3245 -1.2344 -1.1432 -0.9043 -0.7074 -0.5629 -0.4570 -0.3784
 -0.3188 -0.2699 -0.2268 -0.1867 -0.1486 -0.1118 -0.0771 -0.0449 -0.0163  0.0063
  0.0168
 -3.7245 -3.3046 -2.9500 -2.6525 -2.4051 -2.1975 -2.0208 -1.8675 -1.7326 -1.6121
 -1.5022 -1.4001 -1.3031 -1.2105 -1.1225 -0.9021 -0.7077 -0.5604 -0.4538 -0.3762
 -0.3197 -0.2765 -0.2403 -0.2072 -0.1754 -0.1443 -0.1141 -0.0850 -0.0580 -0.0345
 -0.0174
 -3.6357 -3.2569 -2.9265 -2.6444 -2.4059 -2.2031 -2.0279 -1.8740 -1.7367 -1.6128
 -1.4995 -1.3944 -1.2955 -1.2012 -1.1115 -0.9000 -0.7125 -0.5628 -0.4532 -0.3742
 -0.3178 -0.2775 -0.2469 -0.2208 -0.1963 -0.1720 -0.1479 -0.1240 -0.1006 -0.0788
 -0.0582
 -3.5482 -3.2054 -2.8995 -2.6324 -2.4025 -2.2044 -2.0316 -1.8782 -1.7401 -1.6144
 -1.4990 -1.3923 -1.2923 -1.1975 -1.1071 -0.8977 -0.7153 -0.5665 -0.4539 -0.3724
 -0.3147 -0.2747 -0.2468 -0.2262 -0.2087 -0.1919 -0.1751 -0.1576 -0.1397 -0.1221
 -0.1056
 -3.4649 -3.1546 -2.8750 -2.6237 -2.4000 -2.2033 -2.0317 -1.8788 -1.7404 -1.6139
 -1.4974 -1.3895 -1.2891 -1.1946 -1.1093 -0.8952 -0.7161 -0.5715 -0.4559
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  g   
 -5.8438 -5.4295 -5.0477 -4.6865 -4.3425 -3.9872 -3.5906 -3.1577 -2.7818 -2.4738
 -2.2181 -1.9982 -1.8043 -1.6322 -1.4789 -1.1594 -0.9002 -0.6810 -0.4993
 -5.4548 -4.9931 -4.5758 -4.1964 -3.8464 -3.5143 -3.1744 -2.8232 -2.5168 -2.2588
 -2.0384 -1.8424 -1.6635 -1.5007 -1.3549 -1.0556 -0.8225 -0.6320 -0.4737 -0.3444
 -5.1643 -4.6819 -4.2427 -3.8486 -3.4975 -3.1824 -2.8873 -2.5939 -2.3316 -2.1069
 -1.9126 -1.7379 -1.5739 -1.4194 -1.2785 -0.9903 -0.7725 -0.6001 -0.4589 -0.3428
 -0.2473
 -4.8283 -4.3371 -3.9427 -3.5804 -3.2460 -2.9443 -2.6749 -2.4236 -2.1940 -1.9935
 -1.8190 -1.6626 -1.5151 -1.3711 -1.2349 -0.9525 -0.7426 -0.5811 -0.4518 -0.3460
 -0.2584 -0.1840
