 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.1090 -2.0464 -1.9751 -1.9080 -1.8471 -1.8032 -1.8518 -1.8215 -1.7798 -1.7199
 -1.6445 -1.5768 -1.4880 -1.3924 -1.3013 -1.1109 -0.9682 -0.8683 -0.7893
 -2.0448 -1.9267 -1.8470 -1.8018 -1.7833 -1.7636 -1.7336 -1.6973 -1.6575 -1.6132
 -1.5570 -1.4851 -1.4027 -1.3201 -1.2427 -1.0783 -0.9524 -0.8600 -0.7935 -0.7448
 -1.9786 -1.8750 -1.7846 -1.7108 -1.6575 -1.6279 -1.6171 -1.6018 -1.5704 -1.5252
 -1.4762 -1.4204 -1.3515 -1.2771 -1.2060 -1.0558 -0.9423 -0.8592 -0.7991 -0.7548
 -0.7212
 -1.9175 -1.8275 -1.7437 -1.6679 -1.6027 -1.5510 -1.5135 -1.4897 -1.4728 -1.4469
 -1.4062 -1.3600 -1.3055 -1.2417 -1.1771 -1.0381 -0.9343 -0.8596 -0.8058 -0.7658
 -0.7351 -0.7109
 -1.8389 -1.7675 -1.6978 -1.6300 -1.5658 -1.5083 -1.4597 -1.4203 -1.3882 -1.3611
 -1.3325 -1.2967 -1.2561 -1.2063 -1.1514 -1.0238 -0.9271 -0.8594 -0.8119 -0.7766
 -0.7493 -0.7276 -0.7099 -0.6944
 -1.7428 -1.6903 -1.6376 -1.5833 -1.5275 -1.4727 -1.4216 -1.3766 -1.3377 -1.3027
 -1.2695 -1.2363 -1.2029 -1.1645 -1.1208 -1.0104 -0.9198 -0.8569 -0.8152 -0.7854
 -0.7623 -0.7439 -0.7288 -0.7160 -0.7039 -0.6939 -0.6876 -0.6863 -0.6911 -0.7025
 -1.6369 -1.5984 -1.5619 -1.5226 -1.4794 -1.4331 -1.3858 -1.3405 -1.2993 -1.2622
 -1.2271 -1.1926 -1.1587 -1.1246 -1.0879 -0.9941 -0.9116 -0.8518 -0.8141 -0.7897
 -0.7719 -0.7578 -0.7463 -0.7365 -0.7279 -0.7193 -0.7123 -0.7091 -0.7114 -0.7204
 -0.7369
 -1.5232 -1.4981 -1.4741 -1.4480 -1.4183 -1.3837 -1.3446 -1.3038 -1.2641 -1.2269
 -1.1924 -1.1592 -1.1262 -1.0935 -1.0596 -0.9761 -0.9020 -0.8450 -0.8090 -0.7884
 -0.7758 -0.7670 -0.7602 -0.7544 -0.7493 -0.7444 -0.7388 -0.7347 -0.7347 -0.7409
 -0.7546
 -1.4103 -1.3951 -1.3794 -1.3633 -1.3448 -1.3215 -1.2932 -1.2605 -1.2258 -1.1911
 -1.1582 -1.1269 -1.0966 -1.0665 -1.0354 -0.9583 -0.8903 -0.8369 -0.8014 -0.7822
 -0.7733 -0.7698 -0.7685 -0.7679 -0.7673 -0.7664 -0.7653 -0.7655 -0.7673 -0.7705
 -0.7750
 -1.2983 -1.2894 -1.2835 -1.2740 -1.2632 -1.2497 -1.2318 -1.2089 -1.1821 -1.1530
 -1.1233 -1.0946 -1.0671 -1.0403 -1.0132 -0.9431 -0.8797 -0.8291 -0.7940 -0.7741
 -0.7662 -0.7660 -0.7697 -0.7747 -0.7796 -0.7837 -0.7871 -0.7899 -0.7962 -0.7992
 -0.8002
 -1.1870 -1.1810 -1.1864 -1.1848 -1.1782 -1.1709 -1.1612 -1.1476 -1.1298 -1.1084
 -1.0846 -1.0599 -1.0356 -1.0120 -0.9887 -0.9283 -0.8691 -0.8210 -0.7867 -0.7661
 -0.7576 -0.7581 -0.7646 -0.7742 -0.7846 -0.7944 -0.8032 -0.8109 -0.8175 -0.8239
 -0.8308
 -1.0766 -1.0699 -1.0881 -1.0966 -1.0935 -1.0900 -1.0854 -1.0787 -1.0690 -1.0560
 -1.0396 -1.0210 -1.0011 -0.9811 -0.9619 -0.9139 -0.8585 -0.8126 -0.7795
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F350LP
 -2.1876 -2.1167 -2.0501 -1.9899 -1.9332 -1.8827 -1.8633 -1.8166 -1.7609 -1.6942
 -1.6159 -1.5350 -1.4451 -1.3563 -1.2734 -1.0977 -0.9622 -0.8621 -0.7872
 -2.0874 -1.9926 -1.9312 -1.8754 -1.8218 -1.7749 -1.7339 -1.6947 -1.6520 -1.6018
 -1.5411 -1.4681 -1.3868 -1.3061 -1.2305 -1.0707 -0.9480 -0.8567 -0.7900 -0.7401
 -2.0476 -1.9219 -1.8193 -1.7453 -1.7053 -1.6810 -1.6494 -1.6097 -1.5675 -1.5242
 -1.4759 -1.4183 -1.3483 -1.2737 -1.2027 -1.0526 -0.9392 -0.8554 -0.7947 -0.7500
 -0.7158
 -2.0241 -1.8982 -1.7871 -1.6942 -1.6219 -1.5709 -1.5437 -1.5303 -1.5074 -1.4682
 -1.4219 -1.3727 -1.3157 -1.2494 -1.1837 -1.0403 -0.9335 -0.8558 -0.8004 -0.7598
 -0.7287 -0.7042
 -1.9911 -1.8759 -1.7702 -1.6764 -1.5960 -1.5301 -1.4789 -1.4415 -1.4185 -1.4009
 -1.3716 -1.3313 -1.2836 -1.2276 -1.1671 -1.0316 -0.9294 -0.8562 -0.8057 -0.7695
 -0.7418 -0.7199 -0.7022 -0.6877
 -1.9391 -1.8401 -1.7466 -1.6604 -1.5819 -1.5122 -1.4524 -1.4028 -1.3620 -1.3292
 -1.3029 -1.2756 -1.2423 -1.1999 -1.1498 -1.0241 -0.9256 -0.8555 -0.8087 -0.7771
 -0.7537 -0.7352 -0.7201 -0.7077 -0.6972 -0.6888 -0.6831 -0.6811 -0.6855 -0.6970
 -1.8672 -1.7858 -1.7079 -1.6337 -1.5633 -1.4969 -1.4357 -1.3810 -1.3334 -1.2918
 -1.2547 -1.2214 -1.1913 -1.1593 -1.1210 -1.0147 -0.9208 -0.8526 -0.8083 -0.7810
 -0.7624 -0.7482 -0.7368 -0.7273 -0.7191 -0.7121 -0.7070 -0.7042 -0.7054 -0.7146
 -0.7313
 -1.7801 -1.7149 -1.6525 -1.5921 -1.5327 -1.4743 -1.4173 -1.3627 -1.3125 -1.2674
 -1.2264 -1.1885 -1.1537 -1.1206 -1.0874 -0.9982 -0.9139 -0.8479 -0.8046 -0.7798
 -0.7659 -0.7568 -0.7500 -0.7445 -0.7397 -0.7354 -0.7321 -0.7299 -0.7295 -0.7348
 -0.7489
 -1.6833 -1.6316 -1.5824 -1.5347 -1.4874 -1.4392 -1.3898 -1.3399 -1.2912 -1.2453
 -1.2031 -1.1642 -1.1276 -1.0930 -1.0594 -0.9776 -0.9025 -0.8408 -0.7982 -0.7743
 -0.7635 -0.7593 -0.7579 -0.7574 -0.7571 -0.7567 -0.7563 -0.7563 -0.7573 -0.7606
 -0.7691
 -1.5853 -1.5438 -1.5047 -1.4674 -1.4306 -1.3925 -1.3523 -1.3097 -1.2660 -1.2226
 -1.1810 -1.1423 -1.1063 -1.0722 -1.0392 -0.9603 -0.8903 -0.8330 -0.7913 -0.7669
 -0.7568 -0.7556 -0.7590 -0.7639 -0.7690 -0.7735 -0.7776 -0.7811 -0.7846 -0.7889
 -0.7939
 -1.4898 -1.4555 -1.4230 -1.3934 -1.3646 -1.3353 -1.3037 -1.2695 -1.2329 -1.1946
 -1.1561 -1.1189 -1.0840 -1.0513 -1.0202 -0.9457 -0.8788 -0.8245 -0.7843 -0.7592
 -0.7483 -0.7478 -0.7539 -0.7634 -0.7739 -0.7840 -0.7934 -0.8017 -0.8091 -0.8163
 -0.8239
 -1.4000 -1.3703 -1.3427 -1.3172 -1.2937 -1.2707 -1.2464 -1.2198 -1.1905 -1.1590
 -1.1259 -1.0923 -1.0607 -1.0287 -1.0024 -0.9338 -0.8680 -0.8153 -0.7772
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =F350LP
 -2.3920 -2.3130 -2.2448 -2.1826 -2.1213 -2.0547 -1.9773 -1.8871 -1.7916 -1.6957
 -1.5996 -1.5042 -1.4114 -1.3260 -1.2483 -1.0835 -0.9544 -0.8554 -0.7823
 -2.2911 -2.1973 -2.1161 -2.0439 -1.9771 -1.9123 -1.8451 -1.7718 -1.6955 -1.6184
 -1.5390 -1.4562 -1.3717 -1.2912 -1.2171 -1.0615 -0.9420 -0.8517 -0.7846 -0.7348
 -2.1907 -2.0832 -2.0073 -1.9400 -1.8722 -1.8072 -1.7445 -1.6813 -1.6176 -1.5539
 -1.4887 -1.4191 -1.3438 -1.2681 -1.1970 -1.0477 -0.9347 -0.8503 -0.7884 -0.7426
 -0.7080
 -2.1604 -2.0214 -1.9045 -1.8124 -1.7484 -1.7080 -1.6662 -1.6144 -1.5576 -1.5003
 -1.4434 -1.3852 -1.3212 -1.2520 -1.1843 -1.0398 -0.9311 -0.8508 -0.7929 -0.7509
 -0.7193 -0.6945
 -2.1505 -2.0048 -1.8737 -1.7616 -1.6697 -1.5999 -1.5527 -1.5218 -1.4965 -1.4575
 -1.4071 -1.3536 -1.2985 -1.2381 -1.1750 -1.0352 -0.9295 -0.8522 -0.7974 -0.7589
 -0.7306 -0.7086 -0.6910 -0.6769
 -2.1368 -1.9957 -1.8643 -1.7475 -1.6474 -1.5642 -1.4967 -1.4435 -1.4045 -1.3798
 -1.3559 -1.3205 -1.2745 -1.2222 -1.1656 -1.0318 -0.9283 -0.8530 -0.8006 -0.7653
 -0.7407 -0.7221 -0.7073 -0.6953 -0.6856 -0.6778 -0.6730 -0.6724 -0.6771 -0.6885
 -2.1062 -1.9775 -1.8538 -1.7408 -1.6406 -1.5534 -1.4788 -1.4159 -1.3636 -1.3202
 -1.2862 -1.2598 -1.2320 -1.1958 -1.1508 -1.0278 -0.9264 -0.8525 -0.8016 -0.7689
 -0.7481 -0.7336 -0.7224 -0.7134 -0.7060 -0.7000 -0.6960 -0.6943 -0.6965 -0.7058
 -0.7225
 -2.0537 -1.9416 -1.8312 -1.7274 -1.6329 -1.5480 -1.4724 -1.4053 -1.3467 -1.2958
 -1.2511 -1.2123 -1.1801 -1.1512 -1.1190 -1.0199 -0.9232 -0.8503 -0.8001 -0.7688
 -0.7513 -0.7412 -0.7344 -0.7294 -0.7253 -0.7219 -0.7197 -0.7188 -0.7197 -0.7258
 -0.7401
 -1.9807 -1.8855 -1.7906 -1.6994 -1.6144 -1.5361 -1.4640 -1.3977 -1.3371 -1.2823
 -1.2330 -1.1887 -1.1489 -1.1138 -1.0819 -1.0001 -0.9161 -0.8455 -0.7958 -0.7651
 -0.7495 -0.7434 -0.7415 -0.7413 -0.7416 -0.7420 -0.7428 -0.7440 -0.7463 -0.7516
 -0.7601
 -1.8973 -1.8173 -1.7369 -1.6589 -1.5848 -1.5152 -1.4496 -1.3874 -1.3286 -1.2734
 -1.2222 -1.1753 -1.1325 -1.0935 -1.0578 -0.9783 -0.9044 -0.8395 -0.7906 -0.7594
 -0.7440 -0.7401 -0.7424 -0.7473 -0.7528 -0.7580 -0.7630 -0.7677 -0.7724 -0.7780
 -0.7844
 -1.8108 -1.7417 -1.6730 -1.6065 -1.5432 -1.4829 -1.4250 -1.3689 -1.3145 -1.2619
 -1.2116 -1.1643 -1.1204 -1.0799 -1.0426 -0.9607 -0.8907 -0.8309 -0.7842 -0.7528
 -0.7366 -0.7329 -0.7376 -0.7466 -0.7573 -0.7679 -0.7781 -0.7873 -0.7960 -0.8044
 -0.8133
 -1.7262 -1.6646 -1.6048 -1.5471 -1.4926 -1.4409 -1.3908 -1.3414 -1.2926 -1.2444
 -1.1971 -1.1515 -1.1068 -1.0657 -1.0363 -0.9473 -0.8750 -0.8197 -0.7766
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =F350LP
 -2.7221 -2.6353 -2.5592 -2.4861 -2.4114 -2.3193 -2.1938 -2.0330 -1.8719 -1.7244
 -1.5956 -1.4845 -1.3869 -1.3016 -1.2259 -1.0684 -0.9449 -0.8482 -0.7746
 -2.5839 -2.4866 -2.4037 -2.3279 -2.2524 -2.1681 -2.0591 -1.9270 -1.7930 -1.6667
 -1.5519 -1.4492 -1.3575 -1.2756 -1.2022 -1.0500 -0.9333 -0.8440 -0.7765 -0.7258
 -2.4833 -2.3770 -2.2855 -2.2035 -2.1252 -2.0450 -1.9521 -1.8424 -1.7296 -1.6208
 -1.5193 -1.4255 -1.3389 -1.2598 -1.1882 -1.0397 -0.9272 -0.8425 -0.7791 -0.7319
 -0.6964
 -2.3677 -2.2563 -2.1733 -2.0985 -2.0220 -1.9438 -1.8610 -1.7691 -1.6731 -1.5790
 -1.4897 -1.4057 -1.3258 -1.2503 -1.1806 -1.0348 -0.9249 -0.8430 -0.7826 -0.7382
 -0.7055 -0.6804
 -2.3224 -2.1734 -2.0524 -1.9567 -1.8838 -1.8280 -1.7712 -1.7010 -1.6214 -1.5398
 -1.4604 -1.3851 -1.3131 -1.2431 -1.1761 -1.0329 -0.9245 -0.8444 -0.7862 -0.7443
 -0.7143 -0.6918 -0.6745 -0.6610
 -2.3116 -2.1543 -2.0126 -1.8897 -1.7871 -1.7032 -1.6360 -1.5838 -1.5412 -1.4915
 -1.4303 -1.3639 -1.2984 -1.2347 -1.1720 -1.0322 -0.9250 -0.8460 -0.7892 -0.7494
 -0.7220 -0.7027 -0.6881 -0.6768 -0.6682 -0.6622 -0.6589 -0.6596 -0.6654 -0.6765
 -2.3089 -2.1503 -2.0015 -1.8671 -1.7503 -1.6512 -1.5680 -1.4981 -1.4403 -1.3962
 -1.3623 -1.3254 -1.2779 -1.2229 -1.1658 -1.0315 -0.9253 -0.8469 -0.7911 -0.7529
 -0.7279 -0.7117 -0.7006 -0.6923 -0.6861 -0.6817 -0.6793 -0.6795 -0.6834 -0.6932
 -0.7094
 -2.2968 -2.1460 -1.9994 -1.8624 -1.7397 -1.6333 -1.5422 -1.4645 -1.3979 -1.3411
 -1.2935 -1.2562 -1.2254 -1.1917 -1.1504 -1.0296 -0.9249 -0.8468 -0.7913 -0.7541
 -0.7309 -0.7177 -0.7104 -0.7060 -0.7031 -0.7013 -0.7009 -0.7019 -0.7052 -0.7124
