 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.3879 -1.3869 -1.3942 -1.4084 -1.4140 -1.4037 -1.3347 -1.3177 -1.2932 -1.2561
 -1.2055 -1.1485 -1.0895 -1.0252 -0.9658 -0.8539 -0.8067 -0.8029 -0.8155
 -1.3766 -1.3046 -1.2629 -1.2484 -1.2549 -1.2587 -1.2524 -1.2397 -1.2231 -1.2021
 -1.1703 -1.1250 -1.0708 -1.0170 -0.9687 -0.8817 -0.8377 -0.8268 -0.8343 -0.8524
 -1.3379 -1.2804 -1.2312 -1.1929 -1.1693 -1.1643 -1.1746 -1.1810 -1.1736 -1.1538
 -1.1302 -1.1006 -1.0594 -1.0135 -0.9707 -0.8917 -0.8537 -0.8463 -0.8555 -0.8737
 -0.8976
 -1.2950 -1.2504 -1.2080 -1.1690 -1.1363 -1.1130 -1.1004 -1.0991 -1.1043 -1.1030
 -1.0897 -1.0714 -1.0449 -1.0093 -0.9725 -0.9011 -0.8665 -0.8621 -0.8733 -0.8920
 -0.9154 -0.9423
 -1.2312 -1.2034 -1.1737 -1.1426 -1.1118 -1.0846 -1.0634 -1.0492 -1.0410 -1.0376
 -1.0342 -1.0261 -1.0147 -0.9947 -0.9686 -0.9067 -0.8746 -0.8725 -0.8868 -0.9072
 -0.9311 -0.9579 -0.9871 -1.0177
 -1.1475 -1.1367 -1.1223 -1.1035 -1.0810 -1.0572 -1.0350 -1.0168 -1.0032 -0.9928
 -0.9845 -0.9769 -0.9708 -0.9612 -0.9473 -0.9057 -0.8770 -0.8763 -0.8942 -0.9182
 -0.9442 -0.9720 -1.0015 -1.0326 -1.0654 -1.1006 -1.1389 -1.1808 -1.2267 -1.2767
 -1.0514 -1.0530 -1.0532 -1.0482 -1.0375 -1.0222 -1.0044 -0.9871 -0.9723 -0.9605
 -0.9504 -0.9410 -0.9328 -0.9255 -0.9166 -0.8923 -0.8730 -0.8733 -0.8941 -0.9229
 -0.9530 -0.9833 -1.0144 -1.0463 -1.0791 -1.1119 -1.1465 -1.1849 -1.2288 -1.2784
 -1.3307
 -0.9447 -0.9583 -0.9698 -0.9770 -0.9790 -0.9749 -0.9655 -0.9533 -0.9409 -0.9297
 -0.9205 -0.9123 -0.9044 -0.8973 -0.8896 -0.8723 -0.8620 -0.8647 -0.8867 -0.9198
 -0.9553 -0.9901 -1.0242 -1.0582 -1.0923 -1.1266 -1.1606 -1.1962 -1.2355 -1.2802
 -1.3314
 -0.8360 -0.8584 -0.8777 -0.8942 -0.9067 -0.9136 -0.9148 -0.9109 -0.9041 -0.8962
 -0.8891 -0.8831 -0.8776 -0.8725 -0.8667 -0.8527 -0.8471 -0.8531 -0.8749 -0.9100
 -0.9503 -0.9908 -1.0298 -1.0674 -1.1041 -1.1401 -1.1760 -1.2133 -1.2522 -1.2926
 -1.3341
 -0.7253 -0.7533 -0.7810 -0.8042 -0.8243 -0.8407 -0.8520 -0.8579 -0.8593 -0.8576
 -0.8545 -0.8514 -0.8489 -0.8468 -0.8444 -0.8357 -0.8324 -0.8404 -0.8616 -0.8959
 -0.9382 -0.9832 -1.0275 -1.0701 -1.1108 -1.1499 -1.1879 -1.2254 -1.2668 -1.3051
 -1.3414
 -0.6125 -0.6430 -0.6797 -0.7118 -0.7364 -0.7593 -0.7787 -0.7938 -0.8044 -0.8109
 -0.8142 -0.8157 -0.8168 -0.8180 -0.8193 -0.8194 -0.8187 -0.8279 -0.8491 -0.8818
 -0.9233 -0.9699 -1.0182 -1.0658 -1.1114 -1.1548 -1.1964 -1.2365 -1.2755 -1.3144
 -1.3539
 -0.4977 -0.5275 -0.5738 -0.6182 -0.6467 -0.6739 -0.6990 -0.7211 -0.7398 -0.7549
 -0.7662 -0.7745 -0.7806 -0.7859 -0.7914 -0.8038 -0.8060 -0.8156 -0.8374
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.4190 -1.3873 -1.3709 -1.3660 -1.3634 -1.3575 -1.3311 -1.3182 -1.2945 -1.2584
 -1.2096 -1.1525 -1.0922 -1.0326 -0.9784 -0.8724 -0.8149 -0.7973 -0.8061
 -1.3643 -1.3105 -1.2888 -1.2733 -1.2600 -1.2518 -1.2472 -1.2418 -1.2305 -1.2101
 -1.1782 -1.1340 -1.0818 -1.0297 -0.9820 -0.8900 -0.8382 -0.8221 -0.8280 -0.8450
 -1.3558 -1.2814 -1.2268 -1.1950 -1.1902 -1.1978 -1.1986 -1.1912 -1.1803 -1.1668
 -1.1471 -1.1177 -1.0767 -1.0311 -0.9881 -0.9042 -0.8564 -0.8415 -0.8484 -0.8660
 -0.8897
 -1.3516 -1.2808 -1.2215 -1.1745 -1.1416 -1.1239 -1.1249 -1.1374 -1.1426 -1.1337
 -1.1175 -1.0970 -1.0686 -1.0312 -0.9937 -0.9162 -0.8715 -0.8573 -0.8651 -0.8833
 -0.9067 -0.9338
 -1.3307 -1.2711 -1.2177 -1.1707 -1.1310 -1.1004 -1.0799 -1.0696 -1.0715 -1.0792
 -1.0789 -1.0697 -1.0523 -1.0257 -0.9937 -0.9243 -0.8823 -0.8688 -0.8776 -0.8973
 -0.9215 -0.9486 -0.9782 -1.0103
 -1.2869 -1.2423 -1.2002 -1.1602 -1.1228 -1.0893 -1.0615 -1.0407 -1.0264 -1.0187
 -1.0177 -1.0179 -1.0150 -1.0043 -0.9850 -0.9267 -0.8878 -0.8748 -0.8848 -0.9072
 -0.9335 -0.9618 -0.9919 -1.0237 -1.0571 -1.0926 -1.1308 -1.1731 -1.2217 -1.2722
 -1.2205 -1.1918 -1.1636 -1.1346 -1.1048 -1.0750 -1.0468 -1.0222 -1.0023 -0.9869
 -0.9754 -0.9677 -0.9645 -0.9616 -0.9541 -0.9210 -0.8875 -0.8752 -0.8858 -0.9113
 -0.9414 -0.9724 -1.0041 -1.0367 -1.0702 -1.1049 -1.1414 -1.1803 -1.2235 -1.2736
 -1.3261
 -1.1363 -1.1218 -1.1072 -1.0909 -1.0717 -1.0499 -1.0265 -1.0032 -0.9820 -0.9641
 -0.9493 -0.9370 -0.9280 -0.9216 -0.9163 -0.8996 -0.8803 -0.8704 -0.8810 -0.9087
 -0.9434 -0.9786 -1.0133 -1.0480 -1.0827 -1.1178 -1.1539 -1.1912 -1.2307 -1.2751
 -1.3268
 -1.0407 -1.0372 -1.0341 -1.0294 -1.0216 -1.0100 -0.9947 -0.9769 -0.9585 -0.9411
 -0.9260 -0.9132 -0.9025 -0.8938 -0.8866 -0.8727 -0.8638 -0.8607 -0.8719 -0.9004
 -0.9387 -0.9791 -1.0185 -1.0567 -1.0940 -1.1307 -1.1676 -1.2048 -1.2431 -1.2838
 -1.3292
 -0.9413 -0.9452 -0.9503 -0.9548 -0.9569 -0.9555 -0.9499 -0.9403 -0.9279 -0.9143
 -0.9010 -0.8894 -0.8795 -0.8713 -0.8641 -0.8502 -0.8444 -0.8471 -0.8600 -0.8877
 -0.9272 -0.9716 -1.0161 -1.0591 -1.1003 -1.1400 -1.1790 -1.2173 -1.2557 -1.2951
 -1.3361
 -0.8423 -0.8506 -0.8602 -0.8711 -0.8808 -0.8881 -0.8917 -0.8911 -0.8869 -0.8797
 -0.8709 -0.8620 -0.8542 -0.8477 -0.8424 -0.8316 -0.8269 -0.8322 -0.8473 -0.8742
 -0.9129 -0.9586 -1.0069 -1.0547 -1.1008 -1.1447 -1.1870 -1.2279 -1.2679 -1.3077
 -1.3481
 -0.7474 -0.7574 -0.7695 -0.7832 -0.7975 -0.8111 -0.8222 -0.8299 -0.8340 -0.8349
 -0.8328 -0.8291 -0.8277 -0.8225 -0.8215 -0.8169 -0.8113 -0.8160 -0.8338
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.5863 -1.5311 -1.4928 -1.4660 -1.4451 -1.4237 -1.3963 -1.3598 -1.3165 -1.2673
 -1.2118 -1.1519 -1.0911 -1.0352 -0.9851 -0.8851 -0.8215 -0.7930 -0.7953
 -1.5016 -1.4368 -1.3916 -1.3619 -1.3421 -1.3268 -1.3105 -1.2889 -1.2618 -1.2287
 -1.1883 -1.1403 -1.0878 -1.0372 -0.9913 -0.9002 -0.8424 -0.8175 -0.8188 -0.8349
 -1.4282 -1.3558 -1.3177 -1.2925 -1.2712 -1.2555 -1.2430 -1.2294 -1.2125 -1.1913
 -1.1641 -1.1287 -1.0854 -1.0401 -0.9979 -0.9140 -0.8607 -0.8369 -0.8381 -0.8542
 -0.8777
 -1.4204 -1.3279 -1.2587 -1.2134 -1.1931 -1.1931 -1.1930 -1.1852 -1.1722 -1.1561
 -1.1367 -1.1124 -1.0800 -1.0412 -1.0028 -0.9251 -0.8755 -0.8528 -0.8537 -0.8699
 -0.8934 -0.9209
 -1.4233 -1.3309 -1.2549 -1.1953 -1.1513 -1.1241 -1.1142 -1.1175 -1.1259 -1.1237
 -1.1104 -1.0914 -1.0680 -1.0379 -1.0042 -0.9324 -0.8861 -0.8646 -0.8655 -0.8823
 -0.9066 -0.9344 -0.9648 -0.9978
 -1.4155 -1.3306 -1.2576 -1.1963 -1.1462 -1.1071 -1.0786 -1.0600 -1.0520 -1.0559
 -1.0621 -1.0601 -1.0478 -1.0270 -1.0003 -0.9354 -0.8923 -0.8721 -0.8733 -0.8910
 -0.9171 -0.9463 -0.9773 -1.0101 -1.0446 -1.0808 -1.1203 -1.1647 -1.2139 -1.2641
 -1.3871 -1.3150 -1.2506 -1.1942 -1.1451 -1.1029 -1.0679 -1.0401 -1.0194 -1.0050
 -0.9983 -0.9993 -1.0013 -0.9974 -0.9849 -0.9336 -0.8938 -0.8750 -0.8766 -0.8953
 -0.9238 -0.9556 -0.9883 -1.0219 -1.0566 -1.0926 -1.1305 -1.1709 -1.2153 -1.2659
 -1.3184
 -1.3349 -1.2782 -1.2263 -1.1790 -1.1359 -1.0966 -1.0613 -1.0301 -1.0039 -0.9826
 -0.9658 -0.9539 -0.9483 -0.9473 -0.9452 -0.9232 -0.8907 -0.8735 -0.8753 -0.8945
 -0.9255 -0.9608 -0.9964 -1.0322 -1.0680 -1.1045 -1.1420 -1.1807 -1.2216 -1.2671
 -1.3194
 -1.2614 -1.2197 -1.1813 -1.1454 -1.1117 -1.0793 -1.0482 -1.0186 -0.9915 -0.9675
 -0.9471 -0.9301 -0.9170 -0.9083 -0.9035 -0.8947 -0.8805 -0.8677 -0.8701 -0.8893
 -0.9219 -0.9609 -1.0008 -1.0400 -1.0784 -1.1164 -1.1546 -1.1932 -1.2331 -1.2758
 -1.3215
 -1.1762 -1.1466 -1.1196 -1.0949 -1.0713 -1.0479 -1.0242 -0.9999 -0.9758 -0.9528
 -0.9317 -0.9133 -0.8978 -0.8853 -0.8760 -0.8641 -0.8594 -0.8567 -0.8613 -0.8799
 -0.9125 -0.9539 -0.9981 -1.0418 -1.0839 -1.1248 -1.1650 -1.2048 -1.2446 -1.2854
 -1.3277
 -1.0873 -1.0653 -1.0464 -1.0302 -1.0156 -1.0012 -0.9860 -0.9691 -0.9510 -0.9322
 -0.9135 -0.8962 -0.8807 -0.8676 -0.8569 -0.8404 -0.8363 -0.8399 -0.8494 -0.8684
 -0.9000 -0.9420 -0.9891 -1.0371 -1.0839 -1.1288 -1.1723 -1.2145 -1.2559 -1.2971
 -1.3387
 -0.9986 -0.9817 -0.9680 -0.9571 -0.9487 -0.9416 -0.9342 -0.9252 -0.9145 -0.9021
