 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
 -0.1069 -0.1512 -0.2290 -0.2923 -0.3271 -0.3592 -0.4122 -0.4724 -0.5116 -0.5195
 -0.5103 -0.4884 -0.4620 -0.4389 -0.4183 -0.3930 -0.4076 -0.4482 -0.4935
 -0.1732 -0.1906 -0.2254 -0.2645 -0.3069 -0.3525 -0.3984 -0.4401 -0.4733 -0.4956
 -0.5055 -0.5021 -0.4872 -0.4674 -0.4495 -0.4275 -0.4403 -0.4790 -0.5273 -0.5810
 -0.2192 -0.2252 -0.2376 -0.2598 -0.2964 -0.3394 -0.3788 -0.4135 -0.4453 -0.4739
 -0.4941 -0.5038 -0.5007 -0.4874 -0.4732 -0.4553 -0.4673 -0.5044 -0.5541 -0.6078
 -0.6624
 -0.2449 -0.2550 -0.2656 -0.2782 -0.2956 -0.3199 -0.3534 -0.3926 -0.4276 -0.4544
 -0.4761 -0.4935 -0.5025 -0.4989 -0.4894 -0.4764 -0.4886 -0.5244 -0.5738 -0.6274
 -0.6818 -0.7359
 -0.2445 -0.2629 -0.2784 -0.2916 -0.3047 -0.3200 -0.3393 -0.3630 -0.3919 -0.4232
 -0.4500 -0.4713 -0.4897 -0.4988 -0.4969 -0.4903 -0.5035 -0.5387 -0.5885 -0.6429
 -0.6980 -0.7526 -0.8062 -0.8587
 -0.2197 -0.2483 -0.2719 -0.2905 -0.3054 -0.3189 -0.3333 -0.3498 -0.3688 -0.3901
 -0.4132 -0.4361 -0.4576 -0.4774 -0.4889 -0.4964 -0.5118 -0.5466 -0.5974 -0.6540
 -0.7108 -0.7669 -0.8216 -0.8752 -0.9271 -0.9779 -1.0283 -1.0812 -1.1384 -1.1972
 -0.1745 -0.2131 -0.2460 -0.2724 -0.2928 -0.3093 -0.3237 -0.3380 -0.3534 -0.3701
 -0.3875 -0.4054 -0.4235 -0.4439 -0.4619 -0.4908 -0.5132 -0.5483 -0.5997 -0.6593
 -0.7195 -0.7780 -0.8349 -0.8901 -0.9435 -0.9952 -1.0460 -1.0963 -1.1495 -1.2079
 -1.2686
 -0.1153 -0.1611 -0.2023 -0.2373 -0.2653 -0.2876 -0.3057 -0.3215 -0.3366 -0.3521
 -0.3680 -0.3839 -0.3998 -0.4161 -0.4342 -0.4718 -0.5060 -0.5443 -0.5960 -0.6580
