 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.0302 -1.0107 -0.9813 -0.9458 -0.9095 -0.8320 -0.7806 -0.7541 -0.7491 -0.7621
 -0.7875 -0.8184 -0.8510 -0.8848 -0.9200 -0.9562 -0.9947 -1.0369 -1.0838 -1.1354
 -1.1884
 -1.4332 -1.3990 -1.3581 -1.3083 -1.2512 -1.1905 -1.1311 -1.0763 -1.0283 -0.9883
 -0.9584 -0.9392 -0.9257 -0.9105 -0.8901 -0.8269 -0.7786 -0.7536 -0.7489 -0.7620
 -0.7885 -0.8221 -0.8575 -0.8934 -0.9296 -0.9668 -1.0045 -1.0440 -1.0870 -1.1348
 -1.1881
 -1.3460 -1.3153 -1.2841 -1.2477 -1.2047 -1.1560 -1.1042 -1.0527 -1.0046 -0.9613
 -0.9239 -0.8936 -0.8711 -0.8553 -0.8429 -0.8098 -0.7721 -0.7492 -0.7451 -0.7580
 -0.7852 -0.8214 -0.8605 -0.8996 -0.9384 -0.9771 -1.0163 -1.0571 -1.0995 -1.1433
 -1.1884
 -1.2668 -1.2354 -1.2064 -1.1784 -1.1470 -1.1110 -1.0705 -1.0271 -0.9836 -0.9419
 -0.9038 -0.8705 -0.8425 -0.8202 -0.8031 -0.7768 -0.7572 -0.7412 -0.7380 -0.7503
 -0.7769 -0.8145 -0.8571 -0.9005 -0.9428 -0.9843 -1.0253 -1.0660 -1.1070 -1.1491
 -1.1932
 -1.2021 -1.1604 -1.1306 -1.1053 -1.0805 -1.0541 -1.0248 -0.9920 -0.9567 -0.9205
 -0.8853 -0.8528 -0.8240 -0.7996 -0.7794 -0.7472 -0.7332 -0.7269 -0.7278 -0.7401
 -0.7656 -0.8031 -0.8481 -0.8954 -0.9421 -0.9874 -1.0315 -1.0745 -1.1168 -1.1591
 -1.2019
 -1.1530 -1.0995 -1.0627 -1.0351 -1.0118 -0.9901 -0.9683 -0.9449 -0.9195 -0.8915
 -0.8624 -0.8337 -0.8068 -0.7829 -0.7623 -0.7265 -0.7107 -0.7080 -0.7140
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2490 -2.1272 -1.9543 -1.7914 -1.6374 -1.5055 -1.4102 -1.3347 -1.2667 -1.1986
 -1.1355 -1.0759 -1.0195 -0.9662 -0.9159 -0.8069 -0.7276 -0.6818 -0.6685
 -2.0178 -2.0347 -1.9375 -1.7849 -1.6382 -1.5033 -1.3992 -1.3191 -1.2499 -1.1843
 -1.1239 -1.0672 -1.0135 -0.9629 -0.9152 -0.8135 -0.7415 -0.7010 -0.6898 -0.6999
 -1.8640 -1.8010 -1.8133 -1.7633 -1.6372 -1.5094 -1.3958 -1.3081 -1.2373 -1.1731
 -1.1152 -1.0611 -1.0102 -0.9621 -0.9170 -0.8209 -0.7539 -0.7168 -0.7064 -0.7162
 -0.7378
 -1.7979 -1.6947 -1.6179 -1.5988 -1.5916 -1.5065 -1.3990 -1.3027 -1.2272 -1.1631
 -1.1069 -1.0552 -1.0067 -0.9612 -0.9183 -0.8273 -0.7640 -0.7293 -0.7195 -0.7290
 -0.7506 -0.7778
 -1.7397 -1.6444 -1.5473 -1.4668 -1.4185 -1.4084 -1.3786 -1.3013 -1.2206 -1.1540
 -1.0980 -1.0481 -1.0019 -0.9586 -0.9181 -0.8316 -0.7715 -0.7387 -0.7296 -0.7390
 -0.7607 -0.7883 -0.8190 -0.8522
 -1.6753 -1.5967 -1.5086 -1.4198 -1.3418 -1.2819 -1.2472 -1.2334 -1.2025 -1.1450
 -1.0881 -1.0394 -0.9950 -0.9538 -0.9154 -0.8334 -0.7762 -0.7451 -0.7366 -0.7460
 -0.7682 -0.7969 -0.8283 -0.8619 -0.8979 -0.9368 -0.9792 -1.0255 -1.0755 -1.1275
 -1.6025 -1.5402 -1.4680 -1.3888 -1.3094 -1.2372 -1.1764 -1.1302 -1.1023 -1.0867
 -1.0625 -1.0251 -0.9850 -0.9464 -0.9100 -0.8324 -0.7781 -0.7485 -0.7405 -0.7501
 -0.7728 -0.8030 -0.8361 -0.8707 -0.9067 -0.9448 -0.9850 -1.0282 -1.0754 -1.1277
 -1.1806
 -1.5250 -1.4737 -1.4167 -1.3522 -1.2826 -1.2128 -1.1476 -1.0907 -1.0435 -1.0075
 -0.9844 -0.9690 -0.9518 -0.9284 -0.8997 -0.8283 -0.7770 -0.7488 -0.7413 -0.7508
 -0.7738 -0.8057 -0.8413 -0.8779 -0.9152 -0.9535 -0.9925 -1.0335 -1.0779 -1.1266
 -1.1804
 -1.4488 -1.4011 -1.3539 -1.3030 -1.2468 -1.1869 -1.1264 -1.0690 -1.0174 -0.9729
 -0.9364 -0.9086 -0.8897 -0.8762 -0.8629 -0.8183 -0.7720 -0.7457 -0.7388 -0.7482
 -0.7715 -0.8049 -0.8434 -0.8831 -0.9229 -0.9627 -1.0031 -1.0443 -1.0868 -1.1321
 -1.1804
 -1.3796 -1.3306 -1.2870 -1.2444 -1.2000 -1.1522 -1.1016 -1.0500 -1.0004 -0.9547
 -0.9143 -0.8801 -0.8524 -0.8315 -0.8162 -0.7896 -0.7621 -0.7394 -0.7330 -0.7420
 -0.7648 -0.7988 -0.8399 -0.8833 -0.9264 -0.9689 -1.0111 -1.0531 -1.0955 -1.1389
 -1.1843
 -1.3232 -1.2663 -1.2215 -1.1816 -1.1435 -1.1055 -1.0657 -1.0236 -0.9807 -0.9384
 -0.8988 -0.8632 -0.8325 -0.8071 -0.7868 -0.7554 -0.7392 -0.7280 -0.7243 -0.7332
 -0.7551 -0.7888 -0.8314 -0.8780 -0.9251 -0.9713 -1.0164 -1.0606 -1.1042 -1.1479
 -1.1918
 -1.2835 -1.2137 -1.1625 -1.1208 -1.0840 -1.0505 -1.0184 -0.9857 -0.9517 -0.9166
 -0.8816 -0.8482 -0.8177 -0.7911 -0.7687 -0.7309 -0.7141 -0.7092 -0.7118
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2651 -2.0927 -1.9132 -1.7547 -1.6127 -1.4845 -1.3888 -1.3124 -1.2476 -1.1828
 -1.1229 -1.0666 -1.0134 -0.9632 -0.9160 -0.8113 -0.7317 -0.6825 -0.6611
 -2.1185 -2.0713 -1.9182 -1.7544 -1.6104 -1.4816 -1.3797 -1.3005 -1.2325 -1.1698
 -1.1122 -1.0584 -1.0077 -0.9598 -0.9146 -0.8161 -0.7429 -0.6984 -0.6820 -0.6886
 -1.9006 -1.8954 -1.8831 -1.7581 -1.6138 -1.4855 -1.3763 -1.2910 -1.2214 -1.1593
 -1.1038 -1.0524 -1.0041 -0.9585 -0.9155 -0.8219 -0.7532 -0.7124 -0.6978 -0.7042
 -0.7246
 -1.8267 -1.7242 -1.6849 -1.6931 -1.6130 -1.4913 -1.3794 -1.2859 -1.2121 -1.1500
 -1.0958 -1.0463 -1.0003 -0.9570 -0.9162 -0.8270 -0.7617 -0.7236 -0.7103 -0.7165
 -0.7365 -0.7638
 -1.7808 -1.6703 -1.5704 -1.5074 -1.4966 -1.4718 -1.3828 -1.2871 -1.2063 -1.1419
 -1.0873 -1.0394 -0.9953 -0.9541 -0.9153 -0.8307 -0.7683 -0.7321 -0.7198 -0.7261
 -0.7458 -0.7733 -0.8045 -0.8386
 -1.7315 -1.6340 -1.5321 -1.4382 -1.3664 -1.3262 -1.3131 -1.2763 -1.2052 -1.1357
 -1.0788 -1.0312 -0.9886 -0.9492 -0.9124 -0.8322 -0.7728 -0.7382 -0.7267 -0.7330
 -0.7527 -0.7807 -0.8125 -0.8468 -0.8834 -0.9230 -0.9668 -1.0152 -1.0673 -1.1184
 -1.6741 -1.5919 -1.5025 -1.4105 -1.3249 -1.2533 -1.1999 -1.1680 -1.1507 -1.1201
 -1.0700 -1.0217 -0.9801 -0.9423 -0.9072 -0.8312 -0.7748 -0.7418 -0.7307 -0.7372
 -0.7570 -0.7857 -0.8189 -0.8542 -0.8912 -0.9303 -0.9716 -1.0163 -1.0653 -1.1184
 -1.1714
 -1.6110 -1.5399 -1.4649 -1.3850 -1.3040 -1.2270 -1.1599 -1.1048 -1.0631 -1.0360
 -1.0183 -0.9959 -0.9654 -0.9321 -0.8994 -0.8276 -0.7741 -0.7427 -0.7320 -0.7384
 -0.7583 -0.7879 -0.8229 -0.8601 -0.8983 -0.9377 -0.9790 -1.0218 -1.0673 -1.1167
 -1.1710
 -1.5481 -1.4819 -1.4156 -1.3485 -1.2787 -1.2083 -1.1406 -1.0797 -1.0276 -0.9848
 -0.9519 -0.9291 -0.9128 -0.8974 -0.8788 -0.8200 -0.7700 -0.7403 -0.7303 -0.7368
 -0.7567 -0.7871 -0.8242 -0.8641 -0.9047 -0.9456 -0.9874 -1.0301 -1.0742 -1.1205
 -1.1706
 -1.4911 -1.4232 -1.3617 -1.3027 -1.2439 -1.1839 -1.1236 -1.0650 -1.0110 -0.9634
 -0.9229 -0.8897 -0.8640 -0.8456 -0.8321 -0.8010 -0.7630 -0.7353 -0.7258 -0.7319
 -0.7514 -0.7820 -0.8208 -0.8636 -0.9072 -0.9507 -0.9941 -1.0375 -1.0815 -1.1265
 -1.1734
 -1.4450 -1.3706 -1.3082 -1.2518 -1.1992 -1.1485 -1.0977 -1.0467 -0.9969 -0.9499
 -0.9075 -0.8707 -0.8396 -0.8144 -0.7951 -0.7655 -0.7451 -0.7266 -0.7184 -0.7244
 -0.7433 -0.7736 -0.8131 -0.8583 -0.9054 -0.9521 -0.9983 -1.0437 -1.0888 -1.1340
 -1.1793
 -1.4142 -1.3277 -1.2601 -1.2022 -1.1507 -1.1042 -1.0608 -1.0183 -0.9761 -0.9344
 -0.8944 -0.8577 -0.8251 -0.7971 -0.7741 -0.7363 -0.7186 -0.7101 -0.7078
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.2370 -2.0446 -1.8678 -1.7180 -1.5847 -1.4643 -1.3714 -1.2925 -1.2276 -1.1671
 -1.1097 -1.0557 -1.0052 -0.9578 -0.9131 -0.8134 -0.7349 -0.6816 -0.6556
 -2.1024 -2.0620 -1.8850 -1.7214 -1.5811 -1.4589 -1.3615 -1.2822 -1.2153 -1.1549
 -1.0995 -1.0479 -0.9996 -0.9541 -0.9112 -0.8165 -0.7434 -0.6957 -0.6744 -0.6767
 -1.9655 -1.9898 -1.8917 -1.7349 -1.5878 -1.4599 -1.3568 -1.2733 -1.2052 -1.1448
 -1.0912 -1.0418 -0.9957 -0.9524 -0.9114 -0.8209 -0.7515 -0.7075 -0.6889 -0.6916
 -0.7099
 -1.8475 -1.7702 -1.7849 -1.7306 -1.5991 -1.4696 -1.3584 -1.2686 -1.1967 -1.1358
 -1.0832 -1.0357 -0.9917 -0.9504 -0.9115 -0.8251 -0.7587 -0.7172 -0.7003 -0.7033
 -0.7210 -0.7479
 -1.8084 -1.6882 -1.6008 -1.5822 -1.5719 -1.4769 -1.3662 -1.2693 -1.1914 -1.1284
 -1.0750 -1.0287 -0.9865 -0.9472 -0.9102 -0.8282 -0.7646 -0.7249 -0.7091 -0.7124
 -0.7296 -0.7563 -0.7879 -0.8225
 -1.7745 -1.6585 -1.5474 -1.4579 -1.4086 -1.3986 -1.3597 -1.2745 -1.1912 -1.1228
 -1.0671 -1.0208 -0.9798 -0.9422 -0.9070 -0.8294 -0.7688 -0.7306 -0.7156 -0.7190
 -0.7361 -0.7627 -0.7946 -0.8296 -0.8671 -0.9080 -0.9531 -1.0029 -1.0560 -1.1078
 -1.7336 -1.6306 -1.5250 -1.4243 -1.3381 -1.2758 -1.2411 -1.2234 -1.1844 -1.1208
 -1.0610 -1.0123 -0.9716 -0.9353 -0.9018 -0.8283 -0.7708 -0.7343 -0.7197 -0.7233
 -0.7402 -0.7669 -0.7997 -0.8355 -0.8734 -0.9136 -0.9564 -1.0027 -1.0532 -1.1072
 -1.1605
 -1.6887 -1.5947 -1.5008 -1.4068 -1.3167 -1.2370 -1.1728 -1.1254 -1.0952 -1.0749
 -1.0458 -1.0032 -0.9623 -0.9267 -0.8944 -0.8247 -0.7704 -0.7356 -0.7214 -0.7249
 -0.7418 -0.7689 -0.8027 -0.8400 -0.8791 -0.9195 -0.9620 -1.0065 -1.0538 -1.1047
 -1.1598
 -1.6414 -1.5518 -1.4666 -1.3828 -1.3002 -1.2210 -1.1493 -1.0883 -1.0389 -1.0011
 -0.9747 -0.9555 -0.9347 -0.9099 -0.8827 -0.8178 -0.7666 -0.7337 -0.7204 -0.7239
 -0.7410 -0.7685 -0.8036 -0.8430 -0.8840 -0.9259 -0.9689 -1.0128 -1.0586 -1.1070
 -1.1587
 -1.5991 -1.5091 -1.4275 -1.3511 -1.2775 -1.2059 -1.1372 -1.0737 -1.0180 -0.9708
 -0.9322 -0.9020 -0.8797 -0.8630 -0.8486 -0.8067 -0.7608 -0.7297 -0.7169 -0.7201
 -0.7368 -0.7645 -0.8006 -0.8420 -0.8855 -0.9296 -0.9741 -1.0190 -1.0646 -1.1116
 -1.1602
 -1.5657 -1.4701 -1.3880 -1.3138 -1.2458 -1.1819 -1.1205 -1.0616 -1.0066 -0.9568
 -0.9135 -0.8770 -0.8470 -0.8232 -0.8055 -0.7764 -0.7490 -0.7226 -0.7107 -0.7138
 -0.7301 -0.7575 -0.7940 -0.8369 -0.8831 -0.9302 -0.9771 -1.0238 -1.0704 -1.1173
 -1.1643
 -1.5451 -1.4395 -1.3526 -1.2770 -1.2098 -1.1496 -1.0945 -1.0424 -0.9927 -0.9456
 -0.9022 -0.8636 -0.8303 -0.8023 -0.7794 -0.7431 -0.7237 -0.7100 -0.7017
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.1871 -1.9954 -1.8281 -1.6877 -1.5559 -1.4398 -1.3523 -1.2775 -1.2107 -1.1515
 -1.0962 -1.0440 -0.9954 -0.9499 -0.9074 -0.8124 -0.7390 -0.6861 -0.6507
 -2.1553 -2.0297 -1.8485 -1.6906 -1.5558 -1.4358 -1.3439 -1.2661 -1.1987 -1.1400
 -1.0862 -1.0363 -0.9898 -0.9462 -0.9051 -0.8142 -0.7422 -0.6924 -0.6670 -0.6644
 -2.0640 -2.0264 -1.8722 -1.7065 -1.5624 -1.4383 -1.3373 -1.2568 -1.1896 -1.1300
 -1.0779 -1.0301 -0.9856 -0.9441 -0.9049 -0.8176 -0.7486 -0.7021 -0.6796 -0.6785
 -0.6940
 -1.9283 -1.8577 -1.8504 -1.7229 -1.5765 -1.4478 -1.3388 -1.2515 -1.1813 -1.1211
 -1.0699 -1.0238 -0.9814 -0.9418 -0.9045 -0.8212 -0.7547 -0.7103 -0.6896 -0.6893
 -0.7044 -0.7301
 -1.8239 -1.7064 -1.6608 -1.6715 -1.5848 -1.4600 -1.3469 -1.2520 -1.1759 -1.1143
 -1.0618 -1.0169 -0.9761 -0.9383 -0.9030 -0.8239 -0.7600 -0.7171 -0.6975 -0.6976
 -0.7124 -0.7376 -0.7693 -0.8044
 -1.8018 -1.6725 -1.5606 -1.4925 -1.4841 -1.4524 -1.3560 -1.2582 -1.1753 -1.1089
 -1.0543 -1.0090 -0.9694 -0.9332 -0.8996 -0.8250 -0.7641 -0.7226 -0.7036 -0.7039
 -0.7184 -0.7432 -0.7749 -0.8104 -0.8490 -0.8907 -0.9370 -0.9886 -1.0425 -1.0952
 -1.7791 -1.6558 -1.5377 -1.4338 -1.3571 -1.3182 -1.3036 -1.2572 -1.1798 -1.1074
 -1.0489 -1.0010 -0.9614 -0.9263 -0.8942 -0.8237 -0.7662 -0.7263 -0.7077 -0.7080
 -0.7224 -0.7471 -0.7789 -0.8150 -0.8536 -0.8947 -0.9390 -0.9870 -1.0389 -1.0939
 -1.1478
 -1.7520 -1.6363 -1.5244 -1.4187 -1.3241 -1.2476 -1.1936 -1.1617 -1.1399 -1.1016
 -1.0459 -0.9947 -0.9528 -0.9180 -0.8868 -0.8199 -0.7659 -0.7280 -0.7099 -0.7101
 -0.7243 -0.7490 -0.7813 -0.8183 -0.8578 -0.8991 -0.9427 -0.9885 -1.0375 -1.0905
 -1.1466
 -1.7224 -1.6108 -1.5054 -1.4057 -1.3123 -1.2277 -1.1559 -1.0989 -1.0566 -1.0273
 -1.0048 -0.9776 -0.9418 -0.9074 -0.8770 -0.8130 -0.7623 -0.7267 -0.7096 -0.7098
 -0.7242 -0.7492 -0.7821 -0.8204 -0.8614 -0.9039 -0.9479 -0.9935 -1.0409 -1.0910
 -1.1446
 -1.6970 -1.5853 -1.4826 -1.3881 -1.3004 -1.2188 -1.1443 -1.0788 -1.0242 -0.9799
 -0.9453 -0.9196 -0.8996 -0.8798 -0.8592 -0.8045 -0.7568 -0.7233 -0.7069 -0.7070
 -0.7211 -0.7462 -0.7796 -0.8190 -0.8619 -0.9062 -0.9514 -0.9976 -1.0448 -1.0935
 -1.1442
 -1.6747 -1.5614 -1.4588 -1.3659 -1.2819 -1.2053 -1.1347 -1.0698 -1.0117 -0.9613
 -0.9189 -0.8841 -0.8564 -0.8348 -0.8179 -0.7845 -0.7481 -0.7172 -0.7017 -0.7018
 -0.7155 -0.7404 -0.7741 -0.8145 -0.8590 -0.9056 -0.9530 -1.0007 -1.0488 -1.0975
 -1.1466
 -1.6555 -1.5391 -1.4356 -1.3431 -1.2594 -1.1852 -1.1188 -1.0582 -1.0025 -0.9517
 -0.9066 -0.8677 -0.8348 -0.8077 -0.7531 -0.7530 -0.7362 -0.7084 -0.6940
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.1342 -1.9459 -1.7886 -1.6593 -1.5292 -1.4189 -1.3311 -1.2594 -1.1935 -1.1363
 -1.0822 -1.0313 -0.9840 -0.9401 -0.8993 -0.8084 -0.7369 -0.6836 -0.6459
 -2.1779 -1.9865 -1.8098 -1.6592 -1.5312 -1.4155 -1.3230 -1.2489 -1.1819 -1.1250
 -1.0724 -1.0236 -0.9784 -0.9363 -0.8968 -0.8093 -0.7389 -0.6881 -0.6593 -0.6521
 -2.0410 -2.0186 -1.8357 -1.6767 -1.5386 -1.4181 -1.3186 -1.2402 -1.1738 -1.1152
 -1.0641 -1.0174 -0.9742 -0.9339 -0.8961 -0.8121 -0.7441 -0.6959 -0.6700 -0.6649
