 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.2588 -2.5258 -2.1238 -2.0457 -2.3150 -2.7228 -3.1736 -3.0358 -2.9015 -2.7584
 -2.6060 -2.4904 -2.3226 -2.1541 -1.9951 -1.6503 -1.3498 -1.1197 -0.9301
 -3.8674 -3.5293 -3.2839 -3.1219 -3.0164 -2.9197 -2.8163 -2.7105 -2.6049 -2.4975
 -2.3779 -2.2410 -2.0937 -1.9491 -1.8130 -1.5103 -1.2608 -1.0643 -0.9168 -0.8038
 -3.6591 -3.3414 -3.0910 -2.8966 -2.7510 -2.6498 -2.5797 -2.5056 -2.4117 -2.3039
 -2.1953 -2.0815 -1.9543 -1.8242 -1.7014 -1.4341 -1.2142 -1.0392 -0.9062 -0.8036
 -0.7215
 -3.4979 -3.2122 -2.9772 -2.7831 -2.6237 -2.4949 -2.3921 -2.3114 -2.2409 -2.1580
 -2.0570 -1.9533 -1.8444 -1.7291 -1.6172 -1.3744 -1.1784 -1.0220 -0.9017 -0.8080
 -0.7324 -0.6689
 -3.3440 -3.0949 -2.8835 -2.7013 -2.5433 -2.4074 -2.2914 -2.1920 -2.1049 -2.0256
 -1.9442 -1.8535 -1.7584 -1.6563 -1.5547 -1.3305 -1.1514 -1.0098 -0.9004 -0.8148
 -0.7452 -0.6865 -0.6351 -0.5885
 -3.1893 -2.9748 -2.7899 -2.6255 -2.4773 -2.3439 -2.2247 -2.1190 -2.0245 -1.9373
 -1.8541 -1.7715 -1.6887 -1.6005 -1.5092 -1.2997 -1.1319 -1.0003 -0.8996 -0.8214
 -0.7580 -0.7042 -0.6571 -0.6147 -0.5741 -0.5367 -0.5047 -0.4799 -0.4637 -0.4567
 -3.0413 -2.8525 -2.6914 -2.5464 -2.4122 -2.2872 -2.1713 -2.0650 -1.9683 -1.8794
 -1.7952 -1.7135 -1.6338 -1.5544 -1.4734 -1.2797 -1.1187 -0.9930 -0.8975 -0.8253
 -0.7680 -0.7198 -0.6776 -0.6394 -0.6041 -0.5701 -0.5390 -0.5128 -0.4929 -0.4813
 -0.4810
 -2.9025 -2.7344 -2.5909 -2.4622 -2.3427 -2.2292 -2.1204 -2.0179 -1.9227 -1.8340
 -1.7510 -1.6717 -1.5946 -1.5191 -1.4439 -1.2653 -1.1111 -0.9881 -0.8947 -0.8256
 -0.7732 -0.7307 -0.6942 -0.6612 -0.6305 -0.6014 -0.5724 -0.5459 -0.5246 -0.5108
 -0.5059
 -2.7764 -2.6255 -2.4921 -2.3746 -2.2672 -2.1646 -2.0653 -1.9694 -1.8781 -1.7920
 -1.7111 -1.6344 -1.5608 -1.4891 -1.4182 -1.2504 -1.1039 -0.9842 -0.8913 -0.8227
 -0.7727 -0.7351 -0.7044 -0.6774 -0.6523 -0.6282 -0.6051 -0.5842 -0.5657 -0.5493
 -0.5348
 -2.6631 -2.5258 -2.4039 -2.2916 -2.1908 -2.0973 -2.0073 -1.9193 -1.8340 -1.7522
 -1.6745 -1.6008 -1.5306 -1.4629 -1.3966 -1.2383 -1.0985 -0.9819 -0.8898 -0.8202
 -0.7701 -0.7345 -0.7082 -0.6870 -0.6682 -0.6501 -0.6325 -0.6152 -0.6023 -0.5863
 -0.5689
 -2.5625 -2.4353 -2.3263 -2.2170 -2.1177 -2.0281 -1.9447 -1.8644 -1.7860 -1.7098
 -1.6365 -1.5664 -1.4997 -1.4357 -1.3738 -1.2259 -1.0920 -0.9788 -0.8879 -0.8180
 -0.7668 -0.7309 -0.7064 -0.6895 -0.6763 -0.6646 -0.6533 -0.6419 -0.6302 -0.6188
 -0.6085
 -2.4747 -2.3540 -2.2593 -2.1512 -2.0514 -1.9618 -1.8807 -1.8052 -1.7330 -1.6630
 -1.5950 -1.5295 -1.4667 -1.4066 -1.3498 -1.2132 -1.0844 -0.9749 -0.8856
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.6966 -4.0462 -3.5700 -3.2618 -3.1248 -3.0822 -3.0953 -2.9416 -2.7928 -2.6426
 -2.4871 -2.3421 -2.1816 -2.0288 -1.8874 -1.5812 -1.3202 -1.1087 -0.9340
 -4.3163 -3.9032 -3.6051 -3.3546 -3.1388 -2.9584 -2.8068 -2.6742 -2.5506 -2.4279
 -2.2995 -2.1615 -2.0181 -1.8800 -1.7520 -1.4768 -1.2494 -1.0623 -0.9157 -0.8006
 -4.0050 -3.5697 -3.2437 -3.0086 -2.8519 -2.7322 -2.6114 -2.4892 -2.3729 -2.2626
 -2.1528 -2.0365 -1.9092 -1.7807 -1.6607 -1.4064 -1.2028 -1.0363 -0.9043 -0.8009
 -0.7178
