 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F322W2
 -3.4958 -3.5481 -3.5972 -3.6424 -3.6828 -3.7100 -3.6642 -3.6470 -3.6309 -3.6269
 -3.6430 -3.6896 -3.7362 -3.8010 -3.8720 -4.0507 -4.2235 -4.4054 -4.5748
 -3.3934 -3.4536 -3.5137 -3.5736 -3.6265 -3.6647 -3.6884 -3.6988 -3.6981 -3.6896
 -3.6877 -3.7089 -3.7581 -3.8230 -3.8929 -4.0698 -4.2455 -4.4171 -4.5818 -4.7395
 -3.3893 -3.4401 -3.4928 -3.5461 -3.5978 -3.6455 -3.6855 -3.7133 -3.7319 -3.7436
 -3.7458 -3.7518 -3.7856 -3.8443 -3.9118 -4.0866 -4.2602 -4.4310 -4.5953 -4.7521
 -4.9023
 -3.4037 -3.4462 -3.4915 -3.5389 -3.5871 -3.6336 -3.6751 -3.7109 -3.7404 -3.7649
 -3.7882 -3.8007 -3.8214 -3.8681 -3.9303 -4.1007 -4.2718 -4.4413 -4.6055 -4.7620
 -4.9114 -5.0548
 -3.4395 -3.4721 -3.5085 -3.5486 -3.5916 -3.6359 -3.6787 -3.7173 -3.7512 -3.7820
 -3.8117 -3.8400 -3.8624 -3.9003 -3.9529 -4.1141 -4.2818 -4.4488 -4.6127 -4.7694
 -4.9186 -5.0613 -5.1982 -5.3303
 -3.4975 -3.5194 -3.5450 -3.5755 -3.6111 -3.6505 -3.6917 -3.7320 -3.7694 -3.8038
 -3.8370 -3.8715 -3.9002 -3.9365 -3.9837 -4.1297 -4.2915 -4.4547 -4.6172 -4.7744
 -4.9239 -5.0665 -5.2028 -5.3340 -5.4608 -5.5837 -5.7029 -5.8188 -5.9315 -6.0413
 -3.5728 -3.5878 -3.6026 -3.6219 -3.6476 -3.6794 -3.7156 -3.7540 -3.7925 -3.8295
 -3.8650 -3.9010 -3.9354 -3.9713 -4.0158 -4.1504 -4.3029 -4.4605 -4.6196 -4.7766
 -4.9272 -5.0703 -5.2066 -5.3373 -5.4631 -5.5846 -5.7023 -5.8166 -5.9281 -6.0369
 -6.1430
 -3.6641 -3.6729 -3.6805 -3.6897 -3.7040 -3.7256 -3.7536 -3.7867 -3.8227 -3.8594
 -3.8961 -3.9326 -3.9689 -4.0052 -4.0473 -4.1730 -4.3169 -4.4680 -4.6219 -4.7766
 -4.9277 -5.0721 -5.2092 -5.3400 -5.4655 -5.5862 -5.7028 -5.8159 -5.9259 -6.0332
 -6.1380
 -3.7642 -3.7701 -3.7744 -3.7773 -3.7817 -3.7922 -3.8099 -3.8345 -3.8643 -3.8976
 -3.9326 -3.9684 -4.0045 -4.0408 -4.0803 -4.1976 -4.3333 -4.4788 -4.6276 -4.7783
 -4.9283 -5.0738 -5.2126 -5.3445 -5.4703 -5.5910 -5.7074 -5.8200 -5.9292 -6.0350
 -6.1378
 -3.8733 -3.8794 -3.8771 -3.8777 -3.8772 -3.8785 -3.8855 -3.8996 -3.9204 -3.9467
 -3.9768 -4.0095 -4.0437 -4.0788 -4.1156 -4.2230 -4.3493 -4.4880 -4.6323 -4.7784
 -4.9250 -5.0699 -5.2099 -5.3434 -5.4704 -5.5916 -5.7080 -5.8201 -5.9308 -6.0357
 -6.1370
 -3.9911 -4.0008 -3.9886 -3.9833 -3.9841 -3.9819 -3.9809 -3.9847 -3.9951 -4.0117
 -4.0337 -4.0603 -4.0900 -4.1219 -4.1554 -4.2523 -4.3683 -4.4988 -4.6378 -4.7799
 -4.9229 -5.0651 -5.2047 -5.3396 -5.4683 -5.5908 -5.7080 -5.8204 -5.9286 -6.0331
 -6.1344
 -4.1179 -4.1343 -4.1089 -4.0925 -4.0952 -4.0943 -4.0908 -4.0881 -4.0891 -4.0953
 -4.1072 -4.1247 -4.1469 -4.1730 -4.1997 -4.2855 -4.3903 -4.5112 -4.6441
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F322W2
 -3.4950 -3.5391 -3.5765 -3.6068 -3.6305 -3.6461 -3.6350 -3.6321 -3.6291 -3.6320
 -3.6493 -3.6904 -3.7439 -3.8097 -3.8798 -4.0561 -4.2275 -4.3999 -4.5658
 -3.4347 -3.5022 -3.5675 -3.6213 -3.6622 -3.6897 -3.7032 -3.7047 -3.6995 -3.6938
 -3.6962 -3.7194 -3.7682 -3.8322 -3.9014 -4.0767 -4.2475 -4.4155 -4.5797 -4.7375
 -3.4017 -3.4624 -3.5252 -3.5871 -3.6459 -3.6940 -3.7276 -3.7478 -3.7559 -3.7534
 -3.7491 -3.7560 -3.7909 -3.8497 -3.9176 -4.0923 -4.2627 -4.4297 -4.5930 -4.7497
 -4.8999
 -3.3885 -3.4429 -3.4998 -3.5575 -3.6135 -3.6646 -3.7099 -3.7459 -3.7710 -3.7885
 -3.7963 -3.8004 -3.8185 -3.8663 -3.9286 -4.1038 -4.2741 -4.4403 -4.6031 -4.7594
 -4.9088 -5.0521
