 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -1.5841 -0.8683 -0.4719 -0.4122 -0.7709 -1.3148 -2.0267 -1.9051 -1.7883 -1.6657
 -1.5384 -1.4584 -1.3130 -1.1711 -1.0400 -0.7850 -0.5930 -0.4622 -0.3759
 -2.7314 -2.3952 -2.1538 -1.9977 -1.8989 -1.8116 -1.7214 -1.6326 -1.5472 -1.4631
 -1.3705 -1.2648 -1.1509 -1.0396 -0.9367 -0.7216 -0.5634 -0.4555 -0.3844 -0.3370
 -2.5493 -2.2362 -1.9930 -1.8080 -1.6742 -1.5866 -1.5313 -1.4749 -1.4031 -1.3208
 -1.2396 -1.1562 -1.0625 -0.9657 -0.8749 -0.6867 -0.5504 -0.4574 -0.3951 -0.3524
 -0.3225
 -2.4111 -2.1333 -1.9081 -1.7246 -1.5777 -1.4646 -1.3809 -1.3208 -1.2723 -1.2148
 -1.1430 -1.0700 -0.9937 -0.9118 -0.8315 -0.6625 -0.5417 -0.4608 -0.4063 -0.3678
 -0.3400 -0.3198
 -2.2762 -2.0378 -1.8390 -1.6694 -1.5240 -1.4026 -1.3052 -1.2284 -1.1659 -1.1122
 -1.0582 -0.9977 -0.9352 -0.8671 -0.7979 -0.6453 -0.5345 -0.4626 -0.4158 -0.3822
 -0.3572 -0.3384 -0.3245 -0.3132
 -2.1353 -1.9338 -1.7642 -1.6151 -1.4809 -1.3612 -1.2581 -1.1731 -1.1032 -1.0428
 -0.9872 -0.9330 -0.8805 -0.8247 -0.7661 -0.6307 -0.5272 -0.4606 -0.4207 -0.3933
 -0.3724 -0.3563 -0.3441 -0.3350 -0.3282 -0.3249 -0.3265 -0.3343 -0.3489 -0.3709
 -1.9946 -1.8216 -1.6783 -1.5510 -1.4333 -1.3231 -1.2219 -1.1329 -1.0582 -0.9951
 -0.9387 -0.8854 -0.8344 -0.7851 -0.7347 -0.6153 -0.5190 -0.4549 -0.4191 -0.3982
 -0.3833 -0.3714 -0.3623 -0.3554 -0.3502 -0.3450 -0.3425 -0.3458 -0.3574 -0.3780
 -0.4043
 -1.8563 -1.7072 -1.5842 -1.4757 -1.3752 -1.2786 -1.1853 -1.0983 -1.0214 -0.9555
 -0.8989 -0.8478 -0.7992 -0.7527 -0.7066 -0.5987 -0.5100 -0.4470 -0.4121 -0.3957
 -0.3871 -0.3813 -0.3770 -0.3737 -0.3713 -0.3696 -0.3674 -0.3674 -0.3731 -0.3871
 -0.4110
 -1.7231 -1.5964 -1.4865 -1.3918 -1.3056 -1.2223 -1.1404 -1.0605 -0.9856 -0.9185
 -0.8609 -0.8109 -0.7656 -0.7228 -0.6806 -0.5810 -0.4986 -0.4382 -0.4023 -0.3869
 -0.3831 -0.3838 -0.3857 -0.3877 -0.3896 -0.3912 -0.3930 -0.3968 -0.4029 -0.4110
 -0.4210
 -1.5950 -1.4892 -1.3943 -1.3075 -1.2304 -1.1584 -1.0878 -1.0174 -0.9487 -0.8840
 -0.8257 -0.7755 -0.7320 -0.6927 -0.6553 -0.5650 -0.4876 -0.4296 -0.3929 -0.3760
 -0.3732 -0.3782 -0.3863 -0.3947 -0.4024 -0.4089 -0.4147 -0.4200 -0.4302 -0.4364
 -0.4396
 -1.4719 -1.3856 -1.3076 -1.2288 -1.1551 -1.0893 -1.0274 -0.9665 -0.9059 -0.8469
 -0.7911 -0.7409 -0.6976 -0.6604 -0.6268 -0.5481 -0.4760 -0.4205 -0.3840 -0.3654
 -0.3614 -0.3674 -0.3793 -0.3936 -0.4076 -0.4202 -0.4315 -0.4413 -0.4501 -0.4587
 -0.4682
 -1.3540 -1.2856 -1.2264 -1.1567 -1.0853 -1.0218 -0.9641 -0.9098 -0.8569 -0.8049
 -0.7544 -0.7069 -0.6640 -0.6271 -0.5951 -0.5303 -0.4638 -0.4109 -0.3756
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  r   
 -3.5697 -2.8933 -2.3859 -2.0534 -1.9225 -1.9095 -2.0026 -1.8556 -1.7195 -1.5881
 -1.4574 -1.3441 -1.2122 -1.0887 -0.9762 -0.7475 -0.5746 -0.4515 -0.3690
 -3.3247 -2.8930 -2.5800 -2.3185 -2.0961 -1.9134 -1.7645 -1.6400 -1.5301 -1.4266
 -1.3231 -1.2151 -1.1043 -0.9984 -0.9013 -0.7004 -0.5516 -0.4466 -0.3760 -0.3275
 -3.0160 -2.5658 -2.2312 -1.9927 -1.8360 -1.7198 -1.6075 -1.4982 -1.3982 -1.3075
 -1.2218 -1.1346 -1.0403 -0.9451 -0.8564 -0.6735 -0.5405 -0.4479 -0.3856 -0.3430
 -0.3131
 -2.8562 -2.4263 -2.0966 -1.8472 -1.6620 -1.5287 -1.4412 -1.3796 -1.3115 -1.2304
 -1.1482 -1.0710 -0.9927 -0.9093 -0.8290 -0.6580 -0.5351 -0.4510 -0.3955 -0.3572
 -0.3297 -0.3096
 -2.7478 -2.3490 -2.0376 -1.7946 -1.6043 -1.4570 -1.3447 -1.2610 -1.2019 -1.1528
 -1.0926 -1.0234 -0.9529 -0.8804 -0.8073 -0.6483 -0.5320 -0.4535 -0.4037 -0.3702
 -0.3456 -0.3273 -0.3139 -0.3046
 -2.6460 -2.2844 -1.9979 -1.7696 -1.5843 -1.4326 -1.3098 -1.2120 -1.1341 -1.0716
 -1.0200 -0.9687 -0.9128 -0.8515 -0.7870 -0.6399 -0.5288 -0.4536 -0.4080 -0.3798
 -0.3596 -0.3442 -0.3325 -0.3241 -0.3185 -0.3159 -0.3173 -0.3248 -0.3425 -0.3653
 -2.5381 -2.2134 -1.9547 -1.7452 -1.5710 -1.4230 -1.2966 -1.1904 -1.1028 -1.0302
 -0.9681 -0.9133 -0.8637 -0.8141 -0.7605 -0.6292 -0.5236 -0.4504 -0.4071 -0.3840
 -0.3694 -0.3584 -0.3500 -0.3437 -0.3394 -0.3368 -0.3369 -0.3406 -0.3506 -0.3717
 -0.3982
 -2.4245 -2.1345 -1.9025 -1.7122 -1.5517 -1.4121 -1.2888 -1.1796 -1.0853 -1.0058
 -0.9381 -0.8788 -0.8257 -0.7766 -0.7293 -0.6134 -0.5157 -0.4443 -0.4016 -0.3814
 -0.3727 -0.3676 -0.3639 -0.3614 -0.3597 -0.3589 -0.3595 -0.3620 -0.3674 -0.3805
 -0.4050
 -2.3072 -2.0486 -1.8394 -1.6673 -1.5210 -1.3919 -1.2750 -1.1684 -1.0722 -0.9877
 -0.9153 -0.8532 -0.7980 -0.7480 -0.7013 -0.5938 -0.5037 -0.4356 -0.3928 -0.3733
 -0.3685 -0.3696 -0.3721 -0.3748 -0.3773 -0.3798 -0.3826 -0.3861 -0.3912 -0.3995
 -0.4147
 -2.1979 -1.9676 -1.7770 -1.6190 -1.4844 -1.3651 -1.2560 -1.1545 -1.0603 -0.9743
 -0.8980 -0.8321 -0.7755 -0.7256 -0.6799 -0.5767 -0.4913 -0.4266 -0.3836 -0.3627
 -0.3587 -0.3639 -0.3725 -0.3814 -0.3897 -0.3970 -0.4037 -0.4100 -0.4164 -0.4242
 -0.4328
 -2.0997 -1.8926 -1.7171 -1.5696 -1.4434 -1.3320 -1.2299 -1.1343 -1.0443 -0.9600
 -0.8825 -0.8133 -0.7538 -0.7031 -0.6585 -0.5608 -0.4789 -0.4168 -0.3747 -0.3521
 -0.3468 -0.3530 -0.3654 -0.3802 -0.3947 -0.4081 -0.4201 -0.4308 -0.4406 -0.4502
 -0.4607
 -2.0122 -1.8265 -1.6647 -1.5245 -1.4034 -1.2969 -1.2000 -1.1094 -1.0238 -0.9428
 -0.8667 -0.7968 -0.7331 -0.6799 -0.6371 -0.5461 -0.4665 -0.4062 -0.3661
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  r   
 -5.0167 -4.4073 -3.8709 -3.4060 -3.0081 -2.6598 -2.3430 -2.0503 -1.7993 -1.5922
 -1.4192 -1.2704 -1.1386 -1.0231 -0.9208 -0.7106 -0.5522 -0.4360 -0.3559
 -4.5972 -4.0056 -3.4793 -3.0279 -2.6497 -2.3347 -2.0659 -1.8286 -1.6263 -1.4571
 -1.3129 -1.1850 -1.0680 -0.9625 -0.8682 -0.6760 -0.5348 -0.4330 -0.3627 -0.3152
 -4.0130 -3.4879 -3.0755 -2.7193 -2.4004 -2.1235 -1.8862 -1.6821 -1.5087 -1.3629
 -1.2386 -1.1279 -1.0239 -0.9266 -0.8383 -0.6579 -0.5271 -0.4343 -0.3710 -0.3282
 -0.2986
 -3.6615 -3.0980 -2.6612 -2.3304 -2.0867 -1.9052 -1.7397 -1.5774 -1.4264 -1.2945
 -1.1817 -1.0837 -0.9926 -0.9040 -0.8211 -0.6496 -0.5252 -0.4379 -0.3794 -0.3407
 -0.3136 -0.2942
 -3.4927 -2.9217 -2.4759 -2.1348 -1.8740 -1.6788 -1.5367 -1.4311 -1.3420 -1.2437
 -1.1419 -1.0485 -0.9652 -0.8862 -0.8093 -0.6455 -0.5255 -0.4418 -0.3867 -0.3516
 -0.3277 -0.3103 -0.2977 -0.2895
 -3.4048 -2.8428 -2.3996 -2.0586 -1.7963 -1.5927 -1.4344 -1.3112 -1.2181 -1.1507
 -1.0890 -1.0178 -0.9419 -0.8681 -0.7975 -0.6419 -0.5254 -0.4441 -0.3915 -0.3597
 -0.3398 -0.3255 -0.3150 -0.3077 -0.3033 -0.3011 -0.3038 -0.3142 -0.3327 -0.3548
 -3.3344 -2.7965 -2.3663 -2.0316 -1.7715 -1.5665 -1.4027 -1.2709 -1.1649 -1.0796
 -1.0122 -0.9576 -0.9038 -0.8451 -0.7826 -0.6364 -0.5234 -0.4437 -0.3926 -0.3636
 -0.3480 -0.3381 -0.3309 -0.3259 -0.3228 -0.3217 -0.3234 -0.3287 -0.3401 -0.3619
 -0.3885
 -3.2514 -2.7489 -2.3417 -2.0196 -1.7664 -1.5639 -1.3992 -1.2624 -1.1486 -1.0541
 -0.9752 -0.9088 -0.8534 -0.8044 -0.7550 -0.6265 -0.5186 -0.4404 -0.3899 -0.3624
 -0.3506 -0.3459 -0.3434 -0.3422 -0.3418 -0.3424 -0.3447 -0.3489 -0.3560 -0.3703
 -0.3955
 -3.1445 -2.6849 -2.3073 -2.0037 -1.7610 -1.5648 -1.4025 -1.2650 -1.1469 -1.0457
 -0.9594 -0.8859 -0.8226 -0.7682 -0.7203 -0.6081 -0.5090 -0.4335 -0.3834 -0.3563
 -0.3470 -0.3473 -0.3506 -0.3545 -0.3583 -0.3622 -0.3666 -0.3717 -0.3785 -0.3895
 -0.4048
 -3.0237 -2.6162 -2.2716 -1.9882 -1.7571 -1.5676 -1.4088 -1.2727 -1.1537 -1.0487
 -0.9567 -0.8770 -0.8083 -0.7490 -0.6973 -0.5884 -0.4965 -0.4249 -0.3755 -0.3476
 -0.3384 -0.3417 -0.3505 -0.3604 -0.3698 -0.3784 -0.3866 -0.3944 -0.4025 -0.4120
 -0.4221
 -2.8931 -2.5363 -2.2281 -1.9679 -1.7507 -1.5686 -1.4134 -1.2789 -1.1602 -1.0542
 -0.9592 -0.8747 -0.8010 -0.7376 -0.6827 -0.5713 -0.4829 -0.4144 -0.3663 -0.3376
 -0.3273 -0.3312 -0.3433 -0.3587 -0.3742 -0.3887 -0.4021 -0.4143 -0.4256 -0.4369
 -0.4489
 -2.7694 -2.4533 -2.1789 -1.9427 -1.7416 -1.5684 -1.4176 -1.2845 -1.1658 -1.0592
 -0.9628 -0.8758 -0.7940 -0.7267 -0.6765 -0.5568 -0.4682 -0.4020 -0.3558
 [Fe/H] = -1.00 [alpha/Fe] = 0.00 BC value =  r   
 -5.9252 -5.4102 -4.9269 -4.4699 -4.0279 -3.5655 -3.0479 -2.4892 -2.0277 -1.6780
 -1.4238 -1.2372 -1.0922 -0.9743 -0.8739 -0.6742 -0.5258 -0.4158 -0.3367
 -5.6124 -5.0456 -4.5162 -4.0291 -3.5810 -3.1518 -2.6994 -2.2519 -1.8739 -1.5753
 -1.3481 -1.1764 -1.0422 -0.9317 -0.8370 -0.6489 -0.5121 -0.4131 -0.3428 -0.2947
 -5.3171 -4.7573 -4.2213 -3.7234 -3.2721 -2.8650 -2.4760 -2.1010 -1.7772 -1.5130
 -1.3047 -1.1428 -1.0148 -0.9089 -0.8181 -0.6376 -0.5075 -0.4148 -0.3498 -0.3057
 -0.2761
 -4.7728 -4.2699 -3.8341 -3.4244 -3.0274 -2.6534 -2.3087 -1.9887 -1.7061 -1.4687
 -1.2759 -1.1223 -0.9991 -0.8969 -0.8089 -0.6341 -0.5079 -0.4187 -0.3571 -0.3160
 -0.2890 -0.2705
