 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -3.8635 -3.3325 -3.0434 -2.9929 -3.1730 -3.4224 -3.5590 -3.4030 -3.2467 -3.0795
 -2.8995 -2.7421 -2.5511 -2.3587 -2.1774 -1.7679 -1.4052 -1.1355 -0.9129
 -4.2592 -3.9124 -3.6578 -3.4862 -3.3707 -3.2618 -3.1424 -3.0171 -2.8892 -2.7576
 -2.6106 -2.4442 -2.2675 -2.0957 -1.9350 -1.5786 -1.2870 -1.0604 -0.8927 -0.7655
 -4.0282 -3.7002 -3.4374 -3.2278 -3.0649 -2.9459 -2.8585 -2.7649 -2.6480 -2.5149
 -2.3809 -2.2408 -2.0872 -1.9329 -1.7893 -1.4801 -1.2282 -1.0305 -0.8819 -0.7676
 -0.6756
 -3.8441 -3.5470 -3.2987 -3.0888 -2.9107 -2.7608 -2.6361 -2.5340 -2.4424 -2.3360
 -2.2098 -2.0817 -1.9490 -1.8118 -1.6814 -1.4042 -1.1842 -1.0109 -0.8784 -0.7750
 -0.6906 -0.6185
 -3.6679 -3.4068 -3.1818 -2.9844 -2.8093 -2.6536 -2.5155 -2.3932 -2.2837 -2.1827
 -2.0793 -1.9658 -1.8483 -1.7250 -1.6054 -1.3504 -1.1521 -0.9975 -0.8788 -0.7852
 -0.7078 -0.6410 -0.5815 -0.5264
 -3.4923 -3.2657 -3.0673 -2.8885 -2.7248 -2.5743 -2.4357 -2.3085 -2.1917 -2.0828
 -1.9789 -1.8762 -1.7735 -1.6657 -1.5565 -1.3150 -1.1298 -0.9876 -0.8795 -0.7949
 -0.7247 -0.6637 -0.6087 -0.5583 -0.5094 -0.4639 -0.4245 -0.3934 -0.3722 -0.3618
 -3.3256 -3.1246 -2.9506 -2.7917 -2.6433 -2.5034 -2.3713 -2.2466 -2.1295 -2.0197
 -1.9152 -1.8144 -1.7166 -1.6197 -1.5223 -1.2961 -1.1162 -0.9802 -0.8784 -0.8011
 -0.7383 -0.6838 -0.6345 -0.5887 -0.5455 -0.5034 -0.4645 -0.4310 -0.4050 -0.3886
 -0.3852
 -3.1706 -2.9904 -2.8340 -2.6920 -2.5594 -2.4326 -2.3099 -2.1923 -2.0798 -1.9721
 -1.8698 -1.7719 -1.6772 -1.5852 -1.4948 -1.2850 -1.1106 -0.9761 -0.8762 -0.8027
 -0.7462 -0.6986 -0.6560 -0.6161 -0.5780 -0.5412 -0.5043 -0.4701 -0.4418 -0.4221
 -0.4126
 -3.0311 -2.8669 -2.7206 -2.5905 -2.4706 -2.3559 -2.2445 -2.1358 -2.0304 -1.9283
 -1.8298 -1.7352 -1.6445 -1.5566 -1.4709 -1.2731 -1.1060 -0.9738 -0.8735 -0.8005
 -0.7472 -0.7057 -0.6703 -0.6374 -0.6057 -0.5744 -0.5438 -0.5156 -0.4900 -0.4668
 -0.4458
 -2.9070 -2.7541 -2.6195 -2.4946 -2.3819 -2.2771 -2.1761 -2.0772 -1.9802 -1.8855
 -1.7930 -1.7032 -1.6165 -1.5329 -1.4519 -1.2635 -1.1030 -0.9732 -0.8731 -0.7987
 -0.7452 -0.7068 -0.6771 -0.6514 -0.6271 -0.6027 -0.5783 -0.5538 -0.5341 -0.5109
 -0.4861
 -2.7985 -2.6520 -2.5307 -2.4073 -2.2965 -2.1960 -2.1025 -2.0124 -1.9241 -1.8374
 -1.7523 -1.6689 -1.5874 -1.5084 -1.4318 -1.2533 -1.0983 -0.9714 -0.8720 -0.7969
 -0.7424 -0.7040 -0.6771 -0.6570 -0.6397 -0.6229 -0.6058 -0.5878 -0.5693 -0.5509
 -0.5338
 -2.7054 -2.5606 -2.4542 -2.3288 -2.2168 -2.1164 -2.0256 -1.9412 -1.8603 -1.7817
 -1.7043 -1.6284 -1.5537 -1.4805 -1.4106 -1.2425 -1.0919 -0.9684 -0.8702
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =  g   
 -4.9103 -4.3712 -3.9729 -3.7084 -3.5684 -3.4912 -3.4088 -3.2501 -3.0892 -2.9199
 -2.7390 -2.5612 -2.3738 -2.1957 -2.0316 -1.6723 -1.3636 -1.1168 -0.9132
 -4.5502 -4.1501 -3.8619 -3.6184 -3.4064 -3.2265 -3.0716 -2.9312 -2.7945 -2.6531
 -2.5011 -2.3359 -2.1649 -2.0018 -1.8522 -1.5334 -1.2711 -1.0567 -0.8904 -0.7605
 -4.2422 -3.8151 -3.4932 -3.2587 -3.0998 -2.9747 -2.8440 -2.7084 -2.5760 -2.4477
 -2.3167 -2.1761 -2.0234 -1.8717 -1.7320 -1.4414 -1.2117 -1.0253 -0.8782 -0.7633
 -0.6704
 -4.0760 -3.6633 -3.3407 -3.0895 -2.8950 -2.7454 -2.6360 -2.5462 -2.4389 -2.3116
 -2.1826 -2.0558 -1.9228 -1.7835 -1.6528 -1.3783 -1.1699 -1.0045 -0.8734 -0.7693
 -0.6841 -0.6115
 -3.9584 -3.5716 -3.2624 -3.0139 -2.8118 -2.6463 -2.5092 -2.3944 -2.2996 -2.2085
 -2.0971 -1.9746 -1.8507 -1.7242 -1.5998 -1.3376 -1.1417 -0.9908 -0.8724 -0.7780
 -0.6998 -0.6326 -0.5730 -0.5192
 -3.8520 -3.4966 -3.2070 -2.9686 -2.7686 -2.5985 -2.4522 -2.3244 -2.2103 -2.1071
 -2.0115 -1.9112 -1.8018 -1.6848 -1.5672 -1.3131 -1.1237 -0.9812 -0.8721 -0.7863
 -0.7154 -0.6540 -0.5991 -0.5489 -0.5024 -0.4597 -0.4215 -0.3888 -0.3657 -0.3553
 -3.7478 -3.4233 -3.1557 -2.9306 -2.7374 -2.5689 -2.4199 -2.2870 -2.1664 -2.0549
 -1.9500 -1.8503 -1.7539 -1.6534 -1.5471 -1.3000 -1.1127 -0.9742 -0.8705 -0.7915
 -0.7277 -0.6729 -0.6237 -0.5782 -0.5355 -0.4953 -0.4583 -0.4252 -0.3979 -0.3819
 -0.3788
 -3.6485 -3.3511 -3.1036 -2.8923 -2.7077 -2.5437 -2.3961 -2.2618 -2.1389 -2.0249
 -1.9172 -1.8145 -1.7168 -1.6217 -1.5268 -1.2962 -1.1079 -0.9694 -0.8678 -0.7925
 -0.7348 -0.6869 -0.6443 -0.6047 -0.5670 -0.5308 -0.4966 -0.4648 -0.4361 -0.4151
 -0.4059
 -3.5573 -3.2809 -3.0485 -2.8492 -2.6737 -2.5155 -2.3710 -2.2381 -2.1152 -2.0009
 -1.8933 -1.7909 -1.6927 -1.5982 -1.5064 -1.2906 -1.1070 -0.9665 -0.8640 -0.7896
 -0.7354 -0.6935 -0.6579 -0.6252 -0.5939 -0.5632 -0.5334 -0.5047 -0.4780 -0.4550
 -0.4389
 -3.4866 -3.2258 -3.0023 -2.8097 -2.6403 -2.4874 -2.3467 -2.2162 -2.0946 -1.9812
 -1.8746 -1.7738 -1.6774 -1.5845 -1.4947 -1.2864 -1.1086 -0.9677 -0.8629 -0.7870
 -0.7330 -0.6942 -0.6644 -0.6388 -0.6148 -0.5909 -0.5672 -0.5435 -0.5204 -0.4990
 -0.4788
 -3.4330 -3.1844 -2.9651 -2.7748 -2.6073 -2.4574 -2.3198 -2.1920 -2.0724 -1.9604
 -1.8553 -1.7564 -1.6622 -1.5719 -1.4847 -1.2824 -1.1088 -0.9691 -0.8626 -0.7848
 -0.7295 -0.6909 -0.6641 -0.6441 -0.6271 -0.6108 -0.5942 -0.5770 -0.5594 -0.5420
 -0.5258
 -3.3921 -3.1537 -2.9397 -2.7484 -2.5791 -2.4282 -2.2915 -2.1653 -2.0476 -1.9373
 -1.8336 -1.7364 -1.6440 -1.5561 -1.4764 -1.2786 -1.1076 -0.9707 -0.8631
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value =  g   
 -5.8563 -5.3383 -4.8931 -4.5101 -4.1774 -3.8778 -3.5953 -3.3224 -3.0716 -2.8436
 -2.6308 -2.4293 -2.2401 -2.0695 -1.9162 -1.5919 -1.3236 -1.0984 -0.9105
 -5.4122 -4.8951 -4.4477 -4.0694 -3.7514 -3.4799 -3.2385 -3.0145 -2.8091 -2.6193
 -2.4377 -2.2587 -2.0845 -1.9234 -1.7786 -1.4797 -1.2435 -1.0474 -0.8862 -0.7577
 -4.8891 -4.4146 -4.0489 -3.7347 -3.4523 -3.2055 -2.9894 -2.7948 -2.6176 -2.4539
 -2.2974 -2.1406 -1.9815 -1.8285 -1.6892 -1.4049 -1.1888 -1.0148 -0.8723 -0.7569
 -0.6628
 -4.6041 -4.0879 -3.6852 -3.3781 -3.1503 -2.9781 -2.8139 -2.6463 -2.4846 -2.3339
 -2.1925 -2.0548 -1.9133 -1.7698 -1.6351 -1.3587 -1.1537 -0.9941 -0.8655 -0.7608
 -0.6745 -0.6011
 -4.4716 -3.9474 -3.5329 -3.2100 -2.9579 -2.7641 -2.6175 -2.5001 -2.3900 -2.2611
 -2.1248 -1.9929 -1.8646 -1.7335 -1.6044 -1.3323 -1.1326 -0.9816 -0.8629 -0.7672
 -0.6880 -0.6202 -0.5605 -0.5070
 -4.4056 -3.8868 -3.4724 -3.1462 -2.8886 -2.6829 -2.5164 -2.3789 -2.2649 -2.1703
 -2.0721 -1.9563 -1.8327 -1.7094 -1.5873 -1.3192 -1.1206 -0.9740 -0.8619 -0.7735
 -0.7013 -0.6395 -0.5846 -0.5348 -0.4892 -0.4472 -0.4099 -0.3789 -0.3562 -0.3460
 -4.3594 -3.8576 -3.4504 -3.1262 -2.8668 -2.6559 -2.4816 -2.3345 -2.2075 -2.0948
 -1.9948 -1.9025 -1.8038 -1.6935 -1.5779 -1.3144 -1.1146 -0.9690 -0.8605 -0.7776
 -0.7119 -0.6565 -0.6073 -0.5624 -0.5205 -0.4814 -0.4457 -0.4139 -0.3877 -0.3719
 -0.3689
 -4.3119 -3.8360 -3.4431 -3.1245 -2.8661 -2.6528 -2.4738 -2.3202 -2.1859 -2.0660
 -1.9558 -1.8535 -1.7591 -1.6663 -1.5671 -1.3150 -1.1129 -0.9658 -0.8583 -0.7785
