 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  r   
 -1.7451 -0.8868 -0.4253 -0.3621 -0.7950 -1.4505 -2.3254 -2.2002 -2.0812 -1.9564
 -1.8282 -1.7496 -1.6022 -1.4618 -1.3290 -1.0777 -0.8886 -0.7618 -0.6810
 -3.0330 -2.6910 -2.4460 -2.2883 -2.1889 -2.1012 -2.0109 -1.9219 -1.8365 -1.7524
 -1.6601 -1.5551 -1.4419 -1.3316 -1.2297 -1.0175 -0.8626 -0.7581 -0.6901 -0.6455
 -2.8424 -2.5243 -2.2793 -2.0943 -1.9614 -1.8746 -1.8198 -1.7638 -1.6924 -1.6106
 -1.5301 -1.4476 -1.3550 -1.2593 -1.1696 -0.9841 -0.8510 -0.7611 -0.7015 -0.6613
 -0.6337
 -2.6982 -2.4165 -2.1904 -2.0078 -1.8626 -1.7515 -1.6692 -1.6101 -1.5623 -1.5055
 -1.4345 -1.3625 -1.2874 -1.2067 -1.1277 -0.9614 -0.8433 -0.7652 -0.7132 -0.6770
 -0.6514 -0.6332
 -2.5597 -2.3180 -2.1185 -1.9498 -1.8065 -1.6876 -1.5926 -1.5175 -1.4563 -1.4035
 -1.3505 -1.2910 -1.2297 -1.1628 -1.0950 -0.9451 -0.8369 -0.7675 -0.7230 -0.6915
 -0.6685 -0.6517 -0.6397 -0.6303
 -2.4174 -2.2126 -2.0419 -1.8934 -1.7610 -1.6440 -1.5438 -1.4613 -1.3934 -1.3343
 -1.2798 -1.2267 -1.1753 -1.1207 -1.0634 -0.9310 -0.8300 -0.7658 -0.7281 -0.7026
 -0.6836 -0.6693 -0.6589 -0.6517 -0.6469 -0.6456 -0.6493 -0.6589 -0.6754 -0.6991
 -2.2772 -2.1006 -1.9556 -1.8282 -1.7117 -1.6037 -1.5053 -1.4194 -1.3473 -1.2862
 -1.2312 -1.1791 -1.1293 -1.0812 -1.0320 -0.9156 -0.8219 -0.7601 -0.7265 -0.7076
 -0.6944 -0.6843 -0.6769 -0.6717 -0.6682 -0.6648 -0.6642 -0.6694 -0.6829 -0.7054
 -0.7333
