 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.3675 -2.2556 -0.9753 -0.7171 -1.8877 -4.1382 -3.3681 -2.0575 -1.2732 -1.2251
 -1.1565 -1.1635 -1.5636 -2.0519 -2.2998 -2.1204
 -3.2880 -2.8067 -2.1927 -2.0141 -2.4210 -3.4254 -3.1048 -2.5289 -2.1022 -1.9460
 -1.8268 -1.7918 -1.9437 -2.1456 -2.2414 -2.0908 -1.9865 -1.9279 -1.9507
 -3.0789 -2.9497 -2.7455 -2.6278 -2.6282 -2.8680 -2.7922 -2.6438 -2.4772 -2.3282
 -2.2206 -2.1699 -2.1755 -2.1989 -2.1961 -2.0727 -1.9929 -1.9394 -1.9262 -1.9183
 -1.8822
 -2.7402 -2.6846 -2.6337 -2.5582 -2.5095 -2.4659 -2.4303 -2.4024 -2.3982 -2.3717
 -2.3380 -2.2979 -2.2589 -2.2119 -2.1639 -2.0661 -1.9921 -1.9467 -1.9210 -1.9086
 -1.9040 -1.9036 -1.9056
 -2.5408 -2.5177 -2.4928 -2.4543 -2.4202 -2.3854 -2.3526 -2.3233 -2.2982 -2.2757
 -2.2518 -2.2238 -2.1942 -2.1615 -2.1259 -2.0482 -1.9939 -1.9594 -1.9389 -1.9280
 -1.9236 -1.9233 -1.9256 -1.9308 -1.9392
 -2.3547 -2.3565 -2.3529 -2.3421 -2.3245 -2.3023 -2.2775 -2.2524 -2.2284 -2.2061
 -2.1853 -2.1646 -2.1419 -2.1191 -2.0929 -2.0317 -1.9908 -1.9658 -1.9514 -1.9438
 -1.9411 -1.9419 -1.9451 -1.9501 -1.9568 -1.9662
 -2.1820 -2.2010 -2.2140 -2.2216 -2.2225 -2.2166 -2.2050 -2.1897 -2.1724 -2.1544
 -2.1364 -2.1188 -2.1014 -2.0844 -2.0649 -2.0166 -1.9828 -1.9659 -1.9585 -1.9560
 -1.9565 -1.9594 -1.9640 -1.9698 -1.9767 -1.9850 -1.9954 -2.0109 -2.0333 -2.0610
 -2.0227 -2.0512 -2.0761 -2.0977 -2.1145 -2.1250 -2.1286 -2.1263 -2.1193 -2.1090
 -2.0967 -2.0832 -2.0692 -2.0552 -2.0408 -2.0025 -1.9732 -1.9598 -1.9582 -1.9619
 -1.9675 -1.9740 -1.9812 -1.9891 -1.9972 -2.0058 -2.0149 -2.0271 -2.0452 -2.0707
 -2.1021
 -1.8843 -1.9159 -1.9469 -1.9773 -2.0051 -2.0287 -2.0468 -2.0584 -2.0635 -2.0632
 -2.0587 -2.0512 -2.0418 -2.0312 -2.0195 -1.9893 -1.9634 -1.9506 -1.9512 -1.9598
 -1.9714 -1.9832 -1.9947 -2.0059 -2.0166 -2.0270 -2.0378 -2.0487 -2.0625 -2.0827
 -2.1113
 -1.7649 -1.7983 -1.8326 -1.8677 -1.9019 -1.9342 -1.9628 -1.9863 -2.0035 -2.0139
 -2.0185 -2.0183 -2.0146 -2.0083 -2.0001 -1.9757 -1.9534 -1.9405 -1.9407 -1.9512
 -1.9674 -1.9853 -2.0026 -2.0185 -2.0332 -2.0467 -2.0597 -2.0725 -2.0862 -2.1032
 -2.1238
 -1.6660 -1.6995 -1.7342 -1.7699 -1.8068 -1.8433 -1.8783 -1.9103 -1.9377 -1.9588
 -1.9731 -1.9815 -1.9850 -1.9844 -1.9805 -1.9629 -1.9435 -1.9312 -1.9299 -1.9393
 -1.9570 -1.9791 -2.0021 -2.0239 -2.0439 -2.0620 -2.0787 -2.0943 -2.1095 -2.1254
 -2.1422
 -1.5899 -1.6195 -1.6517 -1.6862 -1.7230 -1.7605 -1.7984 -1.8350 -1.8690 -1.8977
 -1.9207 -1.9382 -1.9502 -1.9570 -1.9590 -1.9501 -1.9341 -1.9223 -1.9200 -1.9279
 -1.9446 -1.9676 -1.9942 -2.0215 -2.0474 -2.0711 -2.0927 -2.1125 -2.1309 -2.1487
 -2.1670
 -1.5367 -1.5583 -1.5851 -1.6166 -1.6505 -1.6858 -1.7257 -1.7641 -1.8012 -1.8346
 -1.8638 -1.8894 -1.9114 -1.9261 -1.9354 -1.9374 -1.9252 -1.9138 -1.9110
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.6776 -2.5925 -2.5471 -2.5488 -2.6067 -2.8443 -2.7377 -2.6242 -2.5359 -2.4680
 -2.3660 -2.2670 -2.2486 -2.2694 -2.2559 -2.0921
 -2.7000 -2.6133 -2.5543 -2.5290 -2.5444 -2.6635 -2.6185 -2.5628 -2.5106 -2.4614
 -2.3961 -2.3292 -2.2900 -2.2650 -2.2261 -2.0813 -1.9826 -1.9225 -1.8876
 -2.6983 -2.6150 -2.5494 -2.5061 -2.4903 -2.5248 -2.5145 -2.4951 -2.4679 -2.4342
 -2.3950 -2.3512 -2.3037 -2.2532 -2.2002 -2.0721 -1.9865 -1.9341 -1.9038 -1.8881
 -1.8814
 -2.6725 -2.5976 -2.5324 -2.4801 -2.4445 -2.4282 -2.4257 -2.4210 -2.4080 -2.3864
 -2.3628 -2.3332 -2.2896 -2.2339 -2.1782 -2.0645 -1.9897 -1.9447 -1.9190 -1.9054
 -1.8997 -1.8991 -1.9017
 -2.6226 -2.5611 -2.5033 -2.4510 -2.4069 -2.3737 -2.3521 -2.3406 -2.3308 -2.3180
 -2.2995 -2.2751 -2.2477 -2.2072 -2.1601 -2.0585 -1.9922 -1.9543 -1.9331 -1.9219
 -1.9173 -1.9170 -1.9200 -1.9257 -1.9346
 -2.5486 -2.5055 -2.4621 -2.4188 -2.3775 -2.3410 -2.3113 -2.2888 -2.2718 -2.2577
 -2.2415 -2.2206 -2.1997 -2.1740 -2.1395 -2.0521 -1.9922 -1.9605 -1.9446 -1.9367
 -1.9340 -1.9348 -1.9383 -1.9438 -1.9513 -1.9612
 -2.4523 -2.4278 -2.4017 -2.3726 -2.3411 -2.3090 -2.2788 -2.2527 -2.2310 -2.2121
 -2.1939 -2.1746 -2.1536 -2.1356 -2.1105 -2.0424 -1.9888 -1.9614 -1.9512 -1.9482
 -1.9486 -1.9516 -1.9566 -1.9629 -1.9705 -1.9796 -1.9907 -2.0068 -2.0297 -2.0576
 -2.3414 -2.3322 -2.3219 -2.3085 -2.2904 -2.2682 -2.2434 -2.2189 -2.1965 -2.1766
 -2.1581 -2.1393 -2.1191 -2.1010 -2.0812 -2.0269 -1.9816 -1.9569 -1.9510 -1.9536
 -1.9591 -1.9656 -1.9733 -1.9817 -1.9905 -2.0000 -2.0108 -2.0233 -2.0413 -2.0672
 -2.0988
 -2.2404 -2.2321 -2.2281 -2.2279 -2.2235 -2.2138 -2.1988 -2.1803 -2.1612 -2.1428
 -2.1254 -2.1085 -2.0910 -2.0730 -2.0559 -2.0095 -1.9714 -1.9485 -1.9436 -1.9516
 -1.9599 -1.9747 -1.9865 -1.9982 -2.0096 -2.0207 -2.0322 -2.0466 -2.0643 -2.0848
 -2.1080
 -2.1038 -2.1236 -2.1343 -2.1369 -2.1431 -2.1452 -2.1416 -2.1328 -2.1201 -2.1057
 -2.0912 -2.0770 -2.0627 -2.0478 -2.0331 -1.9925 -1.9590 -1.9386 -1.9343 -1.9433
 -1.9591 -1.9769 -1.9944 -2.0107 -2.0260 -2.0402 -2.0539 -2.0674 -2.0818 -2.0985
 -2.1204
 -1.9912 -2.0164 -2.0327 -2.0409 -2.0549 -2.0655 -2.0724 -2.0740 -2.0707 -2.0633
 -2.0536 -2.0432 -2.0326 -2.0215 -2.0101 -1.9772 -1.9471 -1.9283 -1.9236 -1.9317
 -1.9490 -1.9711 -1.9942 -2.0164 -2.0368 -2.0555 -2.0728 -2.0890 -2.1048 -2.1213
 -2.1387
 -1.8838 -1.9107 -1.9340 -1.9541 -1.9742 -1.9927 -2.0078 -2.0050 -2.0113 -2.0128
 -2.0104 -2.0054 -1.9992 -1.9923 -1.9847 -1.9619 -1.9355 -1.9184 -1.9134 -1.9203
 -1.9368 -1.9600 -1.9868 -2.0143 -2.0406 -2.0647 -2.0869 -2.1073 -2.1262 -2.1445
 -2.1633
 -1.7815 -1.8063 -1.8382 -1.8765 -1.9009 -1.9268 -1.9254 -1.9428 -1.9559 -1.9540
 -1.9599 -1.9622 -1.9616 -1.9595 -1.9569 -1.9466 -1.9242 -1.9089 -1.9037
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.7222 -2.7714 -2.8778 -2.8975 -2.7958 -2.6886 -2.6827 -2.7339 -2.7432 -2.6779
 -2.5836 -2.4784 -2.3857 -2.3129 -2.2409 -2.0856
 -2.7084 -2.6861 -2.7051 -2.6972 -2.6478 -2.6007 -2.5936 -2.6067 -2.6007 -2.5616
 -2.5038 -2.4322 -2.3566 -2.2860 -2.2186 -2.0779 -1.9802 -1.9189 -1.8764
 -2.6973 -2.6281 -2.5871 -2.5558 -2.5326 -2.5182 -2.5096 -2.5013 -2.4878 -2.4659
 -2.4328 -2.3864 -2.3272 -2.2624 -2.2003 -2.0724 -1.9845 -1.9304 -1.8972 -1.8800
 -1.8767
 -2.6889 -2.5974 -2.5238 -2.4733 -2.4502 -2.4411 -2.4307 -2.4177 -2.4045 -2.3908
 -2.3706 -2.3410 -2.2975 -2.2421 -2.1860 -2.0691 -1.9891 -1.9409 -1.9142 -1.9003
 -1.8942 -1.8937 -1.8973
 -2.6832 -2.5940 -2.5152 -2.4497 -2.4006 -2.3694 -2.3569 -2.3559 -2.3508 -2.3363
 -2.3172 -2.2960 -2.2675 -2.2251 -2.1757 -2.0680 -1.9940 -1.9504 -1.9275 -1.9159
 -1.9112 -1.9110 -1.9142 -1.9197 -1.9287
 -2.6598 -2.5821 -2.5096 -2.4445 -2.3891 -2.3455 -2.3146 -2.2954 -2.2862 -2.2815
 -2.2706 -2.2525 -2.2327 -2.2045 -2.1649 -2.0669 -1.9974 -1.9572 -1.9382 -1.9298
 -1.9271 -1.9281 -1.9319 -1.9379 -1.9460 -1.9565
 -2.6114 -2.5497 -2.4901 -2.4334 -2.3810 -2.3348 -2.2967 -2.2674 -2.2458 -2.2298
 -2.2173 -2.2042 -2.1886 -2.1715 -2.1452 -2.0631 -1.9979 -1.9599 -1.9445 -1.9404
 -1.9409 -1.9442 -1.9494 -1.9564 -1.9646 -1.9743 -1.9861 -2.0028 -2.0260 -2.0540
 -2.5380 -2.4936 -2.4496 -2.4060 -2.3629 -2.3213 -2.2829 -2.2493 -2.2218 -2.1995
 -2.1803 -2.1627 -2.1453 -2.1306 -2.1128 -2.0520 -1.9944 -1.9582 -1.9449 -1.9454
 -1.9507 -1.9576 -1.9657 -1.9745 -1.9839 -1.9940 -2.0056 -2.0189 -2.0374 -2.0636
 -2.0953
