 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.5666 -2.8311 -2.4330 -2.3668 -2.6539 -3.0796 -3.5468 -3.4096 -3.2755 -3.1333
 -2.9830 -2.8707 -2.7024 -2.5366 -2.3810 -2.0417 -1.7468 -1.5246 -1.3444
 -4.2356 -3.8986 -3.6543 -3.4934 -3.3888 -3.2930 -3.1907 -3.0861 -2.9819 -2.8762
 -2.7584 -2.6237 -2.4787 -2.3364 -2.2026 -1.9061 -1.6635 -1.4737 -1.3316 -1.2231
 -4.0279 -3.7118 -3.4630 -3.2701 -3.1260 -3.0261 -2.9573 -2.8845 -2.7921 -2.6860
 -2.5793 -2.4676 -2.3429 -2.2151 -2.0946 -1.8331 -1.6196 -1.4509 -1.3230 -1.2245
 -1.1457
 -3.8671 -3.5832 -3.3501 -3.1579 -3.0003 -2.8733 -2.7723 -2.6931 -2.6243 -2.5431
 -2.4441 -2.3426 -2.2359 -2.1230 -2.0134 -1.7761 -1.5859 -1.4354 -1.3200 -1.2302
 -1.1576 -1.0966
 -3.7135 -3.4663 -3.2570 -3.0769 -2.9209 -2.7870 -2.6730 -2.5756 -2.4904 -2.4130
 -2.3336 -2.2450 -2.1521 -2.0524 -1.9532 -1.7344 -1.5606 -1.4245 -1.3199 -1.2380
 -1.1713 -1.1149 -1.0655 -1.0206
 -3.5588 -3.3464 -3.1637 -3.0015 -2.8555 -2.7242 -2.6072 -2.5036 -2.4113 -2.3261
 -2.2450 -2.1644 -2.0838 -1.9979 -1.9089 -1.7049 -1.5421 -1.4157 -1.3198 -1.2454
 -1.1848 -1.1333 -1.0880 -1.0472 -1.0081 -0.9722 -0.9417 -0.9184 -0.9035 -0.8978
 -3.4107 -3.2240 -3.0652 -2.9225 -2.7905 -2.6678 -2.5541 -2.4500 -2.3556 -2.2689
 -2.1869 -2.1073 -2.0296 -1.9525 -1.8737 -1.6854 -1.5294 -1.4086 -1.3180 -1.2497
 -1.1954 -1.1494 -1.1091 -1.0724 -1.0385 -1.0057 -0.9758 -0.9507 -0.9322 -0.9221
 -0.9231
 -3.2718 -3.1059 -2.9645 -2.8381 -2.7210 -2.6097 -2.5031 -2.4029 -2.3099 -2.2236
