 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.1928 -2.1646 -2.1771 -2.1605 -2.1011 -2.0447 -2.0306 -2.0384 -2.0279 -1.9836
 -1.9208 -1.8440 -1.7637 -1.6886 -1.6164 -1.4628 -1.3518 -1.2777 -1.2233
 -2.1732 -2.0952 -2.0458 -2.0063 -1.9754 -1.9539 -1.9389 -1.9249 -1.9063 -1.8795
 -1.8418 -1.7908 -1.7269 -1.6574 -1.5906 -1.4510 -1.3513 -1.2854 -1.2414 -1.2145
 -2.1589 -2.0569 -1.9736 -1.9148 -1.8848 -1.8696 -1.8534 -1.8349 -1.8165 -1.7980
 -1.7733 -1.7393 -1.6912 -1.6311 -1.5704 -1.4426 -1.3519 -1.2929 -1.2563 -1.2334
 -1.2191
 -2.1499 -2.0497 -1.9605 -1.8860 -1.8293 -1.7918 -1.7741 -1.7684 -1.7585 -1.7391
 -1.7153 -1.6895 -1.6566 -1.6097 -1.5558 -1.4376 -1.3536 -1.3002 -1.2681 -1.2482
 -1.2357 -1.2283
 -2.1246 -2.0357 -1.9529 -1.8786 -1.8153 -1.7650 -1.7286 -1.7045 -1.6909 -1.6819
 -1.6664 -1.6435 -1.6189 -1.5862 -1.5420 -1.4337 -1.3548 -1.3055 -1.2779 -1.2616
 -1.2516 -1.2457 -1.2428 -1.2422
 -2.0746 -2.0022 -1.9325 -1.8668 -1.8065 -1.7534 -1.7093 -1.6749 -1.6487 -1.6285
 -1.6117 -1.5943 -1.5739 -1.5520 -1.5209 -1.4282 -1.3538 -1.3073 -1.2837 -1.2720
 -1.2656 -1.2623 -1.2612 -1.2619 -1.2639 -1.2675 -1.2733 -1.2838 -1.3010 -1.3237
 -1.9997 -1.9451 -1.8915 -1.8392 -1.7884 -1.7400 -1.6954 -1.6563 -1.6240 -1.5972
 -1.5738 -1.5520 -1.5302 -1.5111 -1.4886 -1.4166 -1.3497 -1.3051 -1.2840 -1.2771
 -1.2756 -1.2763 -1.2783 -1.2812 -1.2847 -1.2890 -1.2948 -1.3023 -1.3150 -1.3357
 -1.3625
 -1.9061 -1.8674 -1.8294 -1.7919 -1.7538 -1.7151 -1.6760 -1.6382 -1.6035 -1.5735
 -1.5472 -1.5229 -1.4994 -1.4769 -1.4566 -1.3969 -1.3408 -1.2992 -1.2791 -1.2755
 -1.2795 -1.2855 -1.2918 -1.2983 -1.3046 -1.3109 -1.3176 -1.3254 -1.3354 -1.3501
 -1.3743
 -1.8006 -1.7754 -1.7504 -1.7259 -1.7007 -1.6736 -1.6439 -1.6123 -1.5804 -1.5500
 -1.5226 -1.4978 -1.4744 -1.4515 -1.4306 -1.3757 -1.3270 -1.2903 -1.2707 -1.2684
 -1.2764 -1.2880 -1.3000 -1.3114 -1.3219 -1.3315 -1.3406 -1.3498 -1.3596 -1.3719
 -1.3893
 -1.6914 -1.6768 -1.6620 -1.6475 -1.6330 -1.6169 -1.5979 -1.5753 -1.5500 -1.5233
 -1.4971 -1.4729 -1.4504 -1.4292 -1.4089 -1.3581 -1.3131 -1.2800 -1.2613 -1.2583
 -1.2675 -1.2830 -1.3006 -1.3178 -1.3336 -1.3478 -1.3609 -1.3730 -1.3847 -1.3969
 -1.4101
 -1.5802 -1.5749 -1.5686 -1.5617 -1.5548 -1.5475 -1.5380 -1.5250 -1.5084 -1.4886
 -1.4669 -1.4451 -1.4243 -1.4049 -1.3867 -1.3422 -1.3001 -1.2693 -1.2518 -1.2479
 -1.2563 -1.2730 -1.2941 -1.3166 -1.3383 -1.3581 -1.3763 -1.3927 -1.4078 -1.4223
 -1.4372
 -1.4671 -1.4697 -1.4736 -1.4724 -1.4715 -1.4702 -1.4677 -1.4631 -1.4550 -1.4436
 -1.4289 -1.4122 -1.3947 -1.3777 -1.3640 -1.3280 -1.2880 -1.2582 -1.2422
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.4135 -2.3604 -2.3170 -2.2789 -2.2434 -2.2055 -2.1605 -2.1055 -2.0430 -1.9773
 -1.9074 -1.8327 -1.7547 -1.6789 -1.6043 -1.4570 -1.3476 -1.2736 -1.2258
 -2.3132 -2.2448 -2.1902 -2.1448 -2.1050 -2.0682 -2.0314 -1.9897 -1.9442 -1.8965
 -1.8445 -1.7858 -1.7195 -1.6508 -1.5856 -1.4487 -1.3486 -1.2808 -1.2379 -1.2113
 -2.2613 -2.1637 -2.0926 -2.0490 -2.0046 -1.9662 -1.9316 -1.8975 -1.8627 -1.8271
 -1.7891 -1.7456 -1.6929 -1.6322 -1.5718 -1.4439 -1.3510 -1.2882 -1.2493 -1.2256
 -1.2108
 -2.2455 -2.1273 -2.0374 -1.9722 -1.9248 -1.8889 -1.8589 -1.8302 -1.7993 -1.7685
 -1.7379 -1.7056 -1.6672 -1.6176 -1.5629 -1.4426 -1.3548 -1.2958 -1.2600 -1.2391
 -1.2265 -1.2192
 -2.2473 -2.1325 -2.0282 -1.9443 -1.8796 -1.8301 -1.7927 -1.7644 -1.7430 -1.7237
 -1.6970 -1.6680 -1.6376 -1.6012 -1.5546 -1.4421 -1.3583 -1.3022 -1.2690 -1.2511
 -1.2411 -1.2355 -1.2331 -1.2331
 -2.2390 -2.1303 -2.0282 -1.9359 -1.8560 -1.7901 -1.7385 -1.7004 -1.6743 -1.6594
 -1.6475 -1.6295 -1.6062 -1.5783 -1.5425 -1.4402 -1.3600 -1.3060 -1.2751 -1.2603
 -1.2537 -1.2509 -1.2504 -1.2517 -1.2546 -1.2592 -1.2660 -1.2774 -1.2949 -1.3175
 -2.2093 -2.1138 -2.0206 -1.9337 -1.8551 -1.7862 -1.7281 -1.6809 -1.6440 -1.6155
 -1.5936 -1.5770 -1.5609 -1.5428 -1.5192 -1.4351 -1.3588 -1.3066 -1.2771 -1.2653
 -1.2628 -1.2639 -1.2664 -1.2701 -1.2745 -1.2797 -1.2865 -1.2952 -1.3087 -1.3294
 -1.3563
 -2.1551 -2.0757 -1.9959 -1.9192 -1.8478 -1.7827 -1.7244 -1.6734 -1.6304 -1.5950
 -1.5654 -1.5401 -1.5182 -1.4997 -1.4824 -1.4211 -1.3541 -1.3037 -1.2749 -1.2649
 -1.2664 -1.2723 -1.2792 -1.2863 -1.2935 -1.3007 -1.3085 -1.3174 -1.3284 -1.3438
 -1.3682
 -2.0764 -2.0130 -1.9488 -1.8854 -1.8249 -1.7681 -1.7151 -1.6659 -1.6213 -1.5820
 -1.5480 -1.5185 -1.4920 -1.4681 -1.4480 -1.3963 -1.3425 -1.2971 -1.2691 -1.2596
 -1.2640 -1.2747 -1.2869 -1.2988 -1.3100 -1.3204 -1.3306 -1.3409 -1.3519 -1.3651
 -1.3832
 -1.9817 -1.9345 -1.8850 -1.8348 -1.7860 -1.7394 -1.6947 -1.6515 -1.6100 -1.5709
 -1.5351 -1.5031 -1.4745 -1.4484 -1.4250 -1.3733 -1.3263 -1.2874 -1.2613 -1.2514
 -1.2562 -1.2701 -1.2874 -1.3049 -1.3212 -1.3363 -1.3502 -1.3634 -1.3762 -1.3895
 -1.4037
 -1.8797 -1.8440 -1.8074 -1.7694 -1.7316 -1.6953 -1.6598 -1.6247 -1.5894 -1.5543
 -1.5201 -1.4880 -1.4586 -1.4320 -1.4077 -1.3550 -1.3100 -1.2752 -1.2519 -1.2419
 -1.2459 -1.2606 -1.2812 -1.3037 -1.3258 -1.3462 -1.3652 -1.3826 -1.3987 -1.4143
 -1.4301
 -1.7723 -1.7479 -1.7217 -1.6941 -1.6660 -1.6384 -1.6116 -1.5846 -1.5569 -1.5282
 -1.4987 -1.4693 -1.4411 -1.4148 -1.3961 -1.3414 -1.2936 -1.2605 -1.2409
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.7011 -2.6427 -2.5926 -2.5449 -2.4986 -2.4402 -2.3554 -2.2415 -2.1256 -2.0172
 -1.9174 -1.8256 -1.7413 -1.6650 -1.5961 -1.4536 -1.3457 -1.2684 -1.2185
 -2.5709 -2.5029 -2.4463 -2.3957 -2.3463 -2.2925 -2.2229 -2.1316 -2.0391 -1.9511
 -1.8683 -1.7894 -1.7139 -1.6432 -1.5787 -1.4450 -1.3456 -1.2753 -1.2295 -1.2013
 -2.4780 -2.3995 -2.3345 -2.2783 -2.2263 -2.1747 -2.1169 -2.0443 -1.9687 -1.8960
 -1.8272 -1.7609 -1.6950 -1.6301 -1.5692 -1.4422 -1.3485 -1.2828 -1.2400 -1.2142
 -1.1992
 -2.4151 -2.3161 -2.2411 -2.1839 -2.1309 -2.0795 -2.0275 -1.9692 -1.9068 -1.8458
 -1.7881 -1.7329 -1.6777 -1.6205 -1.5637 -1.4424 -1.3528 -1.2903 -1.2499 -1.2261
 -1.2129 -1.2058
 -2.3843 -2.2658 -2.1694 -2.0921 -2.0313 -1.9848 -1.9469 -1.9030 -1.8526 -1.8006
 -1.7503 -1.7029 -1.6573 -1.6097 -1.5589 -1.4433 -1.3570 -1.2969 -1.2584 -1.2366
 -1.2256 -1.2204 -1.2186 -1.2196
 -2.3825 -2.2576 -2.1449 -2.0464 -1.9642 -1.8974 -1.8464 -1.8102 -1.7810 -1.7509
 -1.7146 -1.6741 -1.6336 -1.5938 -1.5513 -1.4433 -1.3598 -1.3016 -1.2649 -1.2449
 -1.2365 -1.2339 -1.2342 -1.2365 -1.2406 -1.2465 -1.2549 -1.2676 -1.2857 -1.3080
 -2.3815 -2.2577 -2.1420 -2.0367 -1.9439 -1.8650 -1.8000 -1.7471 -1.7048 -1.6732
 -1.6508 -1.6300 -1.6040 -1.5728 -1.5380 -1.4412 -1.3605 -1.3039 -1.2685 -1.2503
 -1.2444 -1.2452 -1.2485 -1.2532 -1.2588 -1.2655 -1.2738 -1.2844 -1.2988 -1.3198
 -1.3461
 -2.3694 -2.2534 -2.1413 -2.0360 -1.9404 -1.8561 -1.7837 -1.7228 -1.6726 -1.6312
 -1.5976 -1.5716 -1.5519 -1.5332 -1.5112 -1.4354 -1.3587 -1.3035 -1.2689 -1.2519
 -1.2456 -1.2525 -1.2598 -1.2680 -1.2764 -1.2850 -1.2943 -1.3040 -1.3163 -1.3339
 -1.3583
 -2.3324 -2.2323 -2.1290 -2.0300 -1.9372 -1.8532 -1.7790 -1.7143 -1.6589 -1.6122
 -1.5728 -1.5395 -1.5113 -1.4885 -1.4695 -1.4170 -1.3528 -1.2997 -1.2658 -1.2494
 -1.2472 -1.2548 -1.2666 -1.2793 -1.2916 -1.3034 -1.3151 -1.3269 -1.3397 -1.3544
 -1.3734
 -2.2718 -2.1882 -2.1000 -2.0118 -1.9267 -1.8476 -1.7760 -1.7118 -1.6550 -1.6051
 -1.5617 -1.5242 -1.4915 -1.4629 -1.4385 -1.3893 -1.3398 -1.2935 -1.2606 -1.2439
 -1.2419 -1.2512 -1.2670 -1.2846 -1.3019 -1.3181 -1.3335 -1.3481 -1.3626 -1.3777
 -1.3933
 -2.1934 -2.1246 -2.0516 -1.9758 -1.9015 -1.8306 -1.7649 -1.7049 -1.6503 -1.6008
 -1.5559 -1.5158 -1.4802 -1.4487 -1.4207 -1.3652 -1.3207 -1.2822 -1.2529 -1.2363
 -1.2337 -1.2433 -1.2614 -1.2834 -1.3059 -1.3274 -1.3476 -1.3663 -1.3839 -1.4011
 -1.4186
 -2.1022 -2.0461 -1.9864 -1.9239 -1.8610 -1.7998 -1.7420 -1.6883 -1.6384 -1.5922
 -1.5490 -1.5091 -1.4724 -1.4390 -1.4161 -1.3447 -1.2955 -1.2658 -1.2427
 [Fe/H] = -1.00 [alpha/Fe] = 0.40 BC value =  G   
 -3.1027 -3.0473 -2.9939 -2.9360 -2.8741 -2.7859 -2.6468 -2.4535 -2.2578 -2.0855
 -1.9426 -1.8264 -1.7317 -1.6524 -1.5838 -1.4453 -1.3401 -1.2625 -1.2083
 -2.9235 -2.8600 -2.8044 -2.7504 -2.6915 -2.6178 -2.5091 -2.3515 -2.1893 -2.0404
 -1.9113 -1.8026 -1.7120 -1.6358 -1.5701 -1.4381 -1.3398 -1.2683 -1.2192 -1.1880
 -2.7872 -2.7120 -2.6492 -2.5936 -2.5393 -2.4785 -2.3946 -2.2694 -2.1342 -2.0053
 -1.8891 -1.7880 -1.7013 -1.6274 -1.5636 -1.4361 -1.3422 -1.2748 -1.2289 -1.1996
 -1.1827
 -2.6871 -2.6002 -2.5277 -2.4656 -2.4096 -2.3541 -2.2896 -2.1936 -2.0822 -1.9714
 -1.8683 -1.7758 -1.6942 -1.6230 -1.5609 -1.4367 -1.3459 -1.2813 -1.2377 -1.2102
 -1.1946 -1.1870
 -2.5892 -2.4967 -2.4233 -2.3600 -2.3018 -2.2464 -2.1896 -2.1183 -2.0287 -1.9349
