 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.0797 -1.0697 -1.2530 -1.2584 -1.1813 -1.0501 -0.8874 -0.7836 -0.6916 -0.5935
 -0.5002 -0.4120 -0.3304 -0.2571 -0.1940 -0.0636 -0.0067 -0.0010  0.0025
 -1.0825 -1.0076 -0.9463 -0.9145 -0.9135 -0.8876 -0.8139 -0.7227 -0.6341 -0.5482
 -0.4651 -0.3866 -0.3146 -0.2505 -0.1945 -0.0900 -0.0321 -0.0109 -0.0115 -0.0242
 -0.9610 -0.8925 -0.8232 -0.7613 -0.7136 -0.6937 -0.6867 -0.6525 -0.5897 -0.5147
 -0.4409 -0.3700 -0.3045 -0.2459 -0.1949 -0.0997 -0.0467 -0.0286 -0.0311 -0.0442
 -0.0637
 -0.8495 -0.7978 -0.7370 -0.6745 -0.6166 -0.5670 -0.5318 -0.5166 -0.5016 -0.4669
 -0.4139 -0.3542 -0.2960 -0.2427 -0.1961 -0.1083 -0.0589 -0.0429 -0.0473 -0.0612
 -0.0804 -0.1039
 -0.7352 -0.7042 -0.6597 -0.6066 -0.5515 -0.4997 -0.4538 -0.4154 -0.3903 -0.3722
 -0.3517 -0.3200 -0.2794 -0.2355 -0.1940 -0.1135 -0.0671 -0.0529 -0.0592 -0.0751
 -0.0951 -0.1184 -0.1448 -0.1743
 -0.6174 -0.6033 -0.5779 -0.5403 -0.4951 -0.4475 -0.4024 -0.3616 -0.3259 -0.2962
 -0.2737 -0.2553 -0.2343 -0.2090 -0.1811 -0.1135 -0.0702 -0.0573 -0.0655 -0.0849
 -0.1072 -0.1317 -0.1583 -0.1871 -0.2182 -0.2521 -0.2893 -0.3302 -0.3752 -0.4243
 -0.4990 -0.4970 -0.4873 -0.4660 -0.4351 -0.3975 -0.3575 -0.3189 -0.2841 -0.2527
 -0.2249 -0.2016 -0.1826 -0.1655 -0.1481 -0.1040 -0.0675 -0.0541 -0.0650 -0.0886
 -0.1152 -0.1425 -0.1706 -0.2000 -0.2307 -0.2618 -0.2950 -0.3323 -0.3754 -0.4244
 -0.4758
 -0.3831 -0.3894 -0.3898 -0.3816 -0.3651 -0.3410 -0.3109 -0.2781 -0.2462 -0.2172
 -0.1910 -0.1674 -0.1464 -0.1289 -0.1137 -0.0823 -0.0579 -0.0472 -0.0583 -0.0851
