 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -2.4448 -2.4155 -2.4273 -2.4107 -2.3521 -2.2965 -2.2834 -2.2920 -2.2814 -2.2381
 -2.1763 -2.1006 -2.0214 -1.9471 -1.8764 -1.7268 -1.6205 -1.5517 -1.5024
 -2.4249 -2.3462 -2.2968 -2.2578 -2.2276 -2.2070 -2.1930 -2.1799 -2.1621 -2.1363
 -2.0996 -2.0497 -1.9870 -1.9188 -1.8534 -1.7176 -1.6223 -1.5613 -1.5220 -1.4996
 -2.4104 -2.3081 -2.2253 -2.1673 -2.1381 -2.1239 -2.1087 -2.0912 -2.0740 -2.0566
 -2.0330 -2.0002 -1.9534 -1.8948 -1.8355 -1.7114 -1.6248 -1.5703 -1.5381 -1.5193
 -1.5089
 -2.4013 -2.3012 -2.2128 -2.1392 -2.0836 -2.0472 -2.0305 -2.0259 -2.0171 -1.9990
 -1.9765 -1.9521 -1.9206 -1.8751 -1.8227 -1.7082 -1.6280 -1.5787 -1.5506 -1.5345
 -1.5256 -1.5217
 -2.3758 -2.2873 -2.2054 -2.1322 -2.0701 -2.0210 -1.9857 -1.9627 -1.9503 -1.9424
 -1.9283 -1.9069 -1.8839 -1.8528 -1.8102 -1.7056 -1.6303 -1.5847 -1.5609 -1.5481
 -1.5415 -1.5389 -1.5392 -1.5420
 -2.3254 -2.2536 -2.1849 -2.1204 -2.0614 -2.0096 -1.9668 -1.9335 -1.9085 -1.8894
 -1.8740 -1.8579 -1.8391 -1.8189 -1.7896 -1.7009 -1.6300 -1.5869 -1.5669 -1.5586
 -1.5553 -1.5551 -1.5570 -1.5608 -1.5660 -1.5728 -1.5819 -1.5959 -1.6164 -1.6421
 -2.2500 -2.1961 -2.1436 -2.0926 -2.0431 -1.9960 -1.9528 -1.9150 -1.8839 -1.8584
 -1.8362 -1.8157 -1.7954 -1.7778 -1.7571 -1.6894 -1.6261 -1.5849 -1.5672 -1.5636
 -1.5651 -1.5687 -1.5735 -1.5793 -1.5859 -1.5931 -1.6020 -1.6126 -1.6285 -1.6523
 -1.6818
 -2.1558 -2.1179 -2.0810 -2.0448 -2.0082 -1.9708 -1.9332 -1.8967 -1.8633 -1.8346
 -1.8096 -1.7866 -1.7646 -1.7435 -1.7248 -1.6693 -1.6171 -1.5789 -1.5622 -1.5618
 -1.5687 -1.5775 -1.5866 -1.5957 -1.6048 -1.6139 -1.6235 -1.6341 -1.6470 -1.6647
 -1.6918
 -2.0496 -2.0254 -2.0015 -1.9783 -1.9545 -1.9288 -1.9006 -1.8704 -1.8399 -1.8109
 -1.7848 -1.7615 -1.7394 -1.7180 -1.6986 -1.6477 -1.6029 -1.5696 -1.5534 -1.5544
 -1.5653 -1.5798 -1.5944 -1.6083 -1.6213 -1.6335 -1.6453 -1.6571 -1.6697 -1.6846
 -1.7047
 -1.9395 -1.9261 -1.9125 -1.8992 -1.8862 -1.8714 -1.8539 -1.8328 -1.8090 -1.7838
 -1.7591 -1.7362 -1.7152 -1.6954 -1.6766 -1.6296 -1.5884 -1.5589 -1.5436 -1.5438
 -1.5560 -1.5744 -1.5945 -1.6141 -1.6323 -1.6490 -1.6645 -1.6790 -1.6932 -1.7079
 -1.7235
 -1.8274 -1.8233 -1.8183 -1.8128 -1.8073 -1.8014 -1.7933 -1.7818 -1.7668 -1.7485
 -1.7284 -1.7080 -1.6887 -1.6709 -1.6541 -1.6134 -1.5750 -1.5477 -1.5336 -1.5329
 -1.5443 -1.5639 -1.5876 -1.6125 -1.6364 -1.6586 -1.6790 -1.6976 -1.7150 -1.7317
 -1.7489
 -1.7132 -1.7170 -1.7224 -1.7226 -1.7231 -1.7233 -1.7223 -1.7191 -1.7127 -1.7028
 -1.6897 -1.6746 -1.6586 -1.6432 -1.6311 -1.5991 -1.5627 -1.5360 -1.5234
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =  G   
 -2.6727 -2.6164 -2.5708 -2.5313 -2.4951 -2.4572 -2.4127 -2.3586 -2.2972 -2.2327
 -2.1641 -2.0906 -2.0139 -1.9393 -1.8659 -1.7221 -1.6168 -1.5476 -1.5051
 -2.5696 -2.4986 -2.4425 -2.3965 -2.3567 -2.3205 -2.2847 -2.2442 -2.2001 -2.1537
 -2.1031 -2.0458 -1.9809 -1.9136 -1.8498 -1.7165 -1.6202 -1.5567 -1.5184 -1.4963
 -2.5157 -2.4162 -2.3442 -2.3005 -2.2567 -2.2192 -2.1859 -2.1533 -2.1199 -2.0858
