 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F150W
  2.3399  1.3285  0.0703  0.1069  1.6838  3.7219  3.0074  1.8830  1.3404  1.4575
  1.6162  1.7287  1.8526  1.9313  1.9459  1.8220
  2.3253  1.9169  1.3437  1.3135  1.9193  2.8108  2.5305  2.0885  1.8401  1.8308
  1.8525  1.8731  1.9016  1.9148  1.8984  1.7834  1.6558  1.5243  1.3803
  2.1979  2.1256  1.9700  1.9314  2.0121  2.2250  2.1833  2.1163  2.0515  2.0003
  1.9642  1.9401  1.9184  1.8944  1.8626  1.7552  1.6380  1.5103  1.3765  1.2451
  1.1194
  1.9577  1.9546  1.9492  1.9606  1.9622  1.9646  1.9658  1.9665  1.9746  1.9661
  1.9512  1.9297  1.9030  1.8701  1.8385  1.7374  1.6202  1.4947  1.3661  1.2397
  1.1143  0.9895  0.8659
  1.9138  1.9117  1.9078  1.9100  1.9104  1.9117  1.9121  1.9102  1.9049  1.8962
  1.8838  1.8672  1.8464  1.8205  1.7891  1.6987  1.5947  1.4790  1.3560  1.2317
  1.1084  0.9866  0.8663  0.7474  0.6298
  1.8475  1.8499  1.8503  1.8503  1.8515  1.8534  1.8550  1.8539  1.8487  1.8390
  1.8254  1.8093  1.7903  1.7685  1.7423  1.6612  1.5671  1.4605  1.3442  1.2235
  1.1027  0.9834  0.8658  0.7498  0.6353  0.5220
  1.7587  1.7692  1.7767  1.7815  1.7854  1.7897  1.7945  1.7976  1.7966  1.7903
  1.7785  1.7619  1.7426  1.7219  1.6981  1.6249  1.5374  1.4392  1.3307  1.2151
  1.0972  0.9799  0.8644  0.7507  0.6387  0.5281  0.4189  0.3104  0.2030  0.0997
  1.6474  1.6696  1.6870  1.7001  1.7103  1.7191  1.7279  1.7360  1.7415  1.7415
  1.7351  1.7226  1.7045  1.6829  1.6600  1.5918  1.5091  1.4163  1.3149  1.2055
  1.0914  0.9763  0.8626  0.7507  0.6407  0.5324  0.4258  0.3203  0.2153  0.1112
  0.0107
  1.5138  1.5495  1.5792  1.6035  1.6234  1.6396  1.6542  1.6679  1.6800  1.6879
  1.6896  1.6837  1.6708  1.6519  1.6288  1.5631  1.4841  1.3945  1.2976  1.1941
  1.0848  0.9725  0.8605  0.7501  0.6418  0.5354  0.4306  0.3273  0.2252  0.1238
  0.0228
  1.3738  1.4162  1.4545  1.4891  1.5207  1.5475  1.5708  1.5917  1.6107  1.6270
  1.6378  1.6407  1.6354  1.6222  1.6025  1.5371  1.4619  1.3747  1.2799  1.1800
  1.0753  0.9665  0.8564  0.7472  0.6400  0.5349  0.4317  0.3302  0.2302  0.1311
  0.0328
  1.2352  1.2778  1.3209  1.3644  1.4058  1.4439  1.4774  1.5072  1.5341  1.5581
  1.5768  1.5889  1.5933  1.5895  1.5772  1.5197  1.4423  1.3585  1.2656  1.1678
  1.0664  0.9616  0.8544  0.7468  0.6406  0.5366  0.4347  0.3349  0.2369  0.1401
  0.0426
  1.0809  1.1343  1.1850  1.2332  1.2815  1.3282  1.3719  1.4115  1.4476  1.4808
  1.5095  1.5316  1.5455  1.5498  1.5440  1.4968  1.4245  1.3436  1.2535  1.1572
  1.0575  0.9554  0.8513  0.7460  0.6411  0.5378  0.4368  0.3381  0.2415  0.1466
  0.0531
  0.9109  0.9857  1.0468  1.0955  1.1478  1.2004  1.2568  1.3052  1.3498  1.3898
  1.4254  1.4568  1.4843  1.5031  1.5029  1.4686  1.4085  1.3300  1.2436
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F150W
  1.7895  1.8097  1.8563  1.9440  2.0675  2.2603  2.1549  2.0665  2.0257  2.0228
  2.0122  1.9966  1.9898  1.9741  1.9420  1.8172
  1.8293  1.8397  1.8668  1.9210  2.0007  2.1225  2.0979  2.0699  2.0520  2.0420
  2.0245  2.0014  1.9782  1.9492  1.9116  1.7921  1.6607  1.5270  1.3928
  1.8580  1.8615  1.8740  1.9024  1.9476  2.0152  2.0373  2.0469  2.0456  2.0350
  2.0163  1.9906  1.9591  1.9225  1.8817  1.7666  1.6422  1.5123  1.3811  1.2502
  1.1203
  1.8756  1.8751  1.8779  1.8882  1.9082  1.9384  1.9731  1.9974  2.0067  2.0017
  1.9876  1.9644  1.9324  1.8940  1.8523  1.7407  1.6223  1.4974  1.3697  1.2421
  1.1158  0.9907  0.8673
  1.8821  1.8805  1.8785  1.8784  1.8826  1.8921  1.9053  1.9213  1.9352  1.9422
  1.9385  1.9227  1.8982  1.8637  1.8234  1.7144  1.6010  1.4823  1.3587  1.2342
  1.1108  0.9888  0.8683  0.7492  0.6313
  1.8775  1.8777  1.8758  1.8730  1.8708  1.8703  1.8721  1.8744  1.8759  1.8769
  1.8745  1.8656  1.8495  1.8251  1.7917  1.6882  1.5784  1.4657  1.3477  1.2265
  1.1055  0.9860  0.8682  0.7520  0.6371  0.5235
  1.8583  1.8622  1.8628  1.8612  1.8580  1.8540  1.8500  1.8461  1.8407  1.8328
  1.8225  1.8101  1.7947  1.7760  1.7500  1.6606  1.5553  1.4475  1.3354  1.2187
  1.1003  0.9828  0.8670  0.7530  0.6407  0.5299  0.4205  0.3118  0.2043  0.1010
  1.8205  1.8302  1.8356  1.8373  1.8363  1.8329  1.8280  1.8216  1.8138  1.8032
  1.7892  1.7719  1.7521  1.7311  1.7073  1.6294  1.5321  1.4283  1.3214  1.2099
  1.0950  0.9796  0.8655  0.7533  0.6430  0.5344  0.4272  0.3214  0.2165  0.1125
  0.0120
  1.7916  1.7887  1.7910  1.7980  1.8013  1.8013  1.7985  1.7934  1.7858  1.7756
  1.7620  1.7442  1.7227  1.6984  1.6728  1.5984  1.5088  1.4094  1.3104  1.1996
  1.0905  0.9761  0.8637  0.7530  0.6443  0.5376  0.4325  0.3286  0.2259  0.1244
  0.0240
  1.6828  1.7209  1.7395  1.7407  1.7501  1.7554  1.7570  1.7554  1.7507  1.7431
  1.7321  1.7169  1.6971  1.6733  1.6467  1.5710  1.4858  1.3906  1.2902  1.1867
  1.0800  0.9704  0.8598  0.7502  0.6426  0.5373  0.4338  0.3320  0.2317  0.1325
  0.0340
  1.5869  1.6341  1.6595  1.6653  1.6819  1.6937  1.7013  1.7052  1.7054  1.7022
  1.6955  1.6847  1.6694  1.6491  1.6246  1.5494  1.4659  1.3748  1.2768  1.1755
  1.0719  0.9658  0.8579  0.7499  0.6433  0.5390  0.4369  0.3368  0.2385  0.1415
  0.0439
  1.4865  1.5284  1.5627  1.5899  1.6142  1.6336  1.6486  1.6406  1.6472  1.6500
  1.6491  1.6440  1.6346  1.6200  1.6001  1.5317  1.4478  1.3600  1.2650  1.1654
  1.0635  0.9600  0.8551  0.7492  0.6439  0.5403  0.4390  0.3400  0.2432  0.1481
  0.0544
  1.3814  1.4038  1.4490  1.5146  1.5471  1.5750  1.5629  1.5807  1.5942  1.5848
  1.5909  1.5928  1.5902  1.5826  1.5732  1.5179  1.4315  1.3462  1.2548
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F150W
  1.7564  1.9126  2.1174  2.1974  2.1186  2.0271  2.0379  2.1056  2.1387  2.1181
  2.0831  2.0474  2.0158  1.9808  1.9393  1.8178
  1.7769  1.8581  1.9713  2.0344  2.0332  2.0235  2.0457  2.0808  2.0950  2.0819
  2.0565  2.0249  1.9909  1.9531  1.9110  1.7927  1.6627  1.5291  1.3960
  1.7989  1.8286  1.8767  1.9212  1.9608  1.9970  2.0264  2.0452  2.0513  2.0449
  2.0272  2.0000  1.9660  1.9271  1.8848  1.7690  1.6440  1.5142  1.3834  1.2526
  1.1221
