 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1000W
 -1.1453 -1.2545 -1.3600 -1.4644 -1.5610 -1.6439 -1.7017 -1.7463 -1.7890 -1.8365
 -1.8910 -1.9541 -2.0255 -2.1036 -2.1811 -2.3678 -2.5603 -2.7364 -2.9101
 -1.0831 -1.1926 -1.3021 -1.4115 -1.5190 -1.6199 -1.7113 -1.7910 -1.8573 -1.9089
 -1.9545 -2.0057 -2.0709 -2.1450 -2.2213 -2.4117 -2.5982 -2.7776 -2.9476 -3.1088
 -1.0774 -1.1841 -1.2882 -1.3902 -1.4909 -1.5913 -1.6909 -1.7856 -1.8717 -1.9457
 -2.0012 -2.0470 -2.1036 -2.1744 -2.2498 -2.4381 -2.6224 -2.8010 -2.9714 -3.1331
 -3.2865
 -1.0792 -1.1817 -1.2819 -1.3797 -1.4755 -1.5695 -1.6620 -1.7536 -1.8448 -1.9329
 -2.0142 -2.0750 -2.1299 -2.1962 -2.2696 -2.4569 -2.6396 -2.8173 -2.9877 -3.1496
 -3.3032 -3.4492
 -1.0906 -1.1866 -1.2820 -1.3761 -1.4685 -1.5592 -1.6481 -1.7349 -1.8201 -1.9054
 -1.9909 -2.0713 -2.1374 -2.2092 -2.2837 -2.4698 -2.6517 -2.8284 -2.9987 -3.1607
 -3.3145 -3.4606 -3.5999 -3.7331
 -1.1160 -1.2024 -1.2904 -1.3791 -1.4677 -1.5555 -1.6422 -1.7270 -1.8099 -1.8912
 -1.9721 -2.0541 -2.1268 -2.2023 -2.2826 -2.4772 -2.6594 -2.8356 -3.0058 -3.1681
 -3.3221 -3.4685 -3.6079 -3.7412 -3.8688 -3.9915 -4.1101 -4.2253 -4.3377 -4.4477
 -1.1571 -1.2331 -1.3108 -1.3914 -1.4741 -1.5579 -1.6417 -1.7247 -1.8064 -1.8865
 -1.9652 -2.0437 -2.1185 -2.1919 -2.2715 -2.4733 -2.6618 -2.8392 -3.0098 -3.1727
 -3.3271 -3.4738 -3.6136 -3.7470 -3.8746 -3.9971 -4.1151 -4.2293 -4.3402 -4.4484
 -4.5549
 -1.2140 -1.2798 -1.3470 -1.4172 -1.4912 -1.5685 -1.6477 -1.7278 -1.8076 -1.8865
 -1.9642 -2.0411 -2.1161 -2.1879 -2.2638 -2.4621 -2.6554 -2.8375 -3.0105 -3.1746
 -3.3299 -3.4772 -3.6173 -3.7512 -3.8791 -4.0015 -4.1191 -4.2327 -4.3427 -4.4497
 -4.5541
 -1.2835 -1.3413 -1.4003 -1.4603 -1.5238 -1.5921 -1.6643 -1.7393 -1.8158 -1.8925
 -1.9687 -2.0443 -2.1187 -2.1909 -2.2639 -2.4550 -2.6467 -2.8315 -3.0088 -3.1763
 -3.3332 -3.4815 -3.6225 -3.7569 -3.8854 -4.0083 -4.1261 -4.2397 -4.3494 -4.4556
 -4.5584
 -1.3656 -1.4176 -1.4651 -1.5177 -1.5719 -1.6298 -1.6927 -1.7600 -1.8306 -1.9032
 -1.9765 -2.0499 -2.1229 -2.1949 -2.2663 -2.4498 -2.6363 -2.8201 -2.9986 -3.1701
 -3.3306 -3.4805 -3.6224 -3.7576 -3.8868 -4.0103 -4.1286 -4.2421 -4.3539 -4.4596
 -4.5616
 -1.4602 -1.5087 -1.5414 -1.5844 -1.6348 -1.6843 -1.7374 -1.7950 -1.8573 -1.9233
 -1.9917 -2.0616 -2.1319 -2.2022 -2.2721 -2.4494 -2.6293 -2.8096 -2.9872 -3.1600
 -3.3242 -3.4774 -3.6209 -3.7571 -3.8871 -4.0113 -4.1304 -4.2445 -4.3542 -4.4598
 -4.5622
 -1.5675 -1.6146 -1.6292 -1.6593 -1.7069 -1.7523 -1.7980 -1.8464 -1.8991 -1.9562
 -2.0172 -2.0813 -2.1472 -2.2141 -2.2813 -2.4538 -2.6257 -2.8000 -2.9746
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1000W
 -1.1371 -1.2403 -1.3370 -1.4283 -1.5122 -1.5893 -1.6584 -1.7244 -1.7872 -1.8467
 -1.9051 -1.9679 -2.0380 -2.1134 -2.1890 -2.3733 -2.5592 -2.7363 -2.9103
 -1.1117 -1.2288 -1.3435 -1.4514 -1.5511 -1.6422 -1.7237 -1.7951 -1.8585 -1.9149
 -1.9659 -2.0191 -2.0829 -2.1552 -2.2302 -2.4163 -2.5981 -2.7759 -2.9457 -3.1066
 -1.0973 -1.2090 -1.3195 -1.4290 -1.5377 -1.6424 -1.7390 -1.8255 -1.9001 -1.9612
 -2.0120 -2.0580 -2.1134 -2.1825 -2.2572 -2.4440 -2.6246 -2.8003 -2.9697 -3.1311
 -3.2843
 -1.0893 -1.1975 -1.3034 -1.4072 -1.5094 -1.6099 -1.7093 -1.8064 -1.8970 -1.9773
 -2.0411 -2.0912 -2.1392 -2.2022 -2.2738 -2.4624 -2.6430 -2.8172 -2.9859 -3.1473
 -3.3008 -3.4468
 -1.0867 -1.1920 -1.2944 -1.3943 -1.4920 -1.5876 -1.6809 -1.7716 -1.8616 -1.9505
 -2.0349 -2.1036 -2.1594 -2.2189 -2.2883 -2.4744 -2.6553 -2.8288 -2.9967 -3.1581
 -3.3118 -3.4580 -3.5973 -3.7308
 -1.0905 -1.1918 -1.2909 -1.3875 -1.4819 -1.5743 -1.6645 -1.7520 -1.8367 -1.9197
 -2.0033 -2.0855 -2.1549 -2.2235 -2.2970 -2.4822 -2.6633 -2.8365 -3.0038 -3.1651
 -3.3191 -3.4656 -3.6051 -3.7385 -3.8664 -3.9895 -4.1087 -4.2244 -4.3365 -4.4461
 -1.1043 -1.1989 -1.2931 -1.3859 -1.4771 -1.5667 -1.6546 -1.7406 -1.8240 -1.9046
 -1.9835 -2.0627 -2.1371 -2.2095 -2.2884 -2.4861 -2.6679 -2.8412 -3.0081 -3.1694
 -3.3237 -3.4707 -3.6106 -3.7442 -3.8720 -3.9948 -4.1132 -4.2278 -4.3390 -4.4471
