 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F335M
 -3.0295 -3.1472 -3.1760 -3.1932 -3.2427 -3.3107 -3.3865 -3.4593 -3.5426 -3.6241
 -3.7042 -3.7838 -3.8631 -3.9414 -4.0187 -4.2079 -4.3902 -4.5590 -4.7264
 -3.1228 -3.1727 -3.2250 -3.2809 -3.3351 -3.3791 -3.4332 -3.5011 -3.5770 -3.6559
 -3.7350 -3.8137 -3.8916 -3.9689 -4.0453 -4.2319 -4.4117 -4.5844 -4.7498 -4.9079
 -3.1699 -3.2192 -3.2723 -3.3286 -3.3869 -3.4468 -3.4995 -3.5499 -3.6124 -3.6843
 -3.7597 -3.8364 -3.9131 -3.9893 -4.0648 -4.2494 -4.4275 -4.5993 -4.7642 -4.9216
 -5.0722
 -3.2186 -3.2656 -3.3169 -3.3723 -3.4313 -3.4923 -3.5536 -3.6125 -3.6663 -3.7231
 -3.7876 -3.8582 -3.9316 -4.0058 -4.0801 -4.2626 -4.4391 -4.6103 -4.7750 -4.9321
 -5.0820 -5.2256
 -3.2749 -3.3146 -3.3623 -3.4147 -3.4712 -3.5313 -3.5933 -3.6550 -3.7162 -3.7750
 -3.8311 -3.8899 -3.9539 -4.0226 -4.0939 -4.2729 -4.4476 -4.6179 -4.7825 -4.9399
 -5.0897 -5.2327 -5.3698 -5.5019
 -3.3391 -3.3718 -3.4117 -3.4595 -3.5121 -3.5686 -3.6284 -3.6896 -3.7514 -3.8131
 -3.8729 -3.9307 -3.9883 -4.0485 -4.1121 -4.2824 -4.4540 -4.6224 -4.7866 -4.9450
 -5.0953 -5.2383 -5.3750 -5.5063 -5.6331 -5.7558 -5.8749 -5.9907 -6.1034 -6.2133
 -3.4097 -3.4369 -3.4682 -3.5099 -3.5571 -3.6089 -3.6644 -3.7226 -3.7828 -3.8437
 -3.9041 -3.9635 -4.0216 -4.0795 -4.1385 -4.2949 -4.4603 -4.6250 -4.7879 -4.9471
 -5.0988 -5.2425 -5.3793 -5.5102 -5.6361 -5.7576 -5.8751 -5.9893 -6.1005 -6.2091
 -6.3153
 -3.4850 -3.5083 -3.5344 -3.5688 -3.6092 -3.6551 -3.7053 -3.7589 -3.8153 -3.8736
 -3.9326 -3.9914 -4.0493 -4.1068 -4.1643 -4.3125 -4.4688 -4.6284 -4.7878 -4.9460
 -5.0992 -5.2446 -5.3823 -5.5135 -5.6392 -5.7600 -5.8765 -5.9893 -6.0990 -6.2060
 -6.3107
 -3.5635 -3.5840 -3.6079 -3.6385 -3.6717 -3.7107 -3.7546 -3.8025 -3.8539 -3.9079
 -3.9638 -4.0207 -4.0773 -4.1335 -4.1897 -4.3325 -4.4817 -4.6352 -4.7905 -4.9458
 -5.0990 -5.2465 -5.3861 -5.5184 -5.6446 -5.7655 -5.8819 -5.9942 -6.1030 -6.2087
 -6.3113
 -3.6436 -3.6621 -3.6851 -3.7120 -3.7424 -3.7759 -3.8127 -3.8540 -3.8991 -3.9476
 -3.9986 -4.0518 -4.1059 -4.1601 -4.2144 -4.3519 -4.4940 -4.6418 -4.7921 -4.9431
 -5.0939 -5.2418 -5.3835 -5.5178 -5.6452 -5.7668 -5.8834 -5.9955 -6.1037 -6.2083
 -6.3117
 -3.7231 -3.7432 -3.7662 -3.7919 -3.8200 -3.8502 -3.8822 -3.9165 -3.9548 -3.9965
 -4.0416 -4.0894 -4.1392 -4.1904 -4.2424 -4.3739 -4.5090 -4.6499 -4.7951 -4.9422
 -5.0894 -5.2353 -5.3776 -5.5141 -5.6436 -5.7666 -5.8841 -5.9967 -6.1050 -6.2096
 -6.3107
 -3.7978 -3.8342 -3.8639 -3.8895 -3.9132 -3.9370 -3.9625 -3.9909 -4.0224 -4.0571
 -4.0951 -4.1363 -4.1803 -4.2265 -4.2744 -4.3989 -4.5276 -4.6611 -4.8005
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F335M
 -3.0511 -3.1010 -3.1297 -3.1669 -3.2218 -3.2889 -3.3658 -3.4483 -3.5323 -3.6162
 -3.6985 -3.7793 -3.8589 -3.9373 -4.0148 -4.2039 -4.3864 -4.5597 -4.7268
 -3.0800 -3.1233 -3.1722 -3.2172 -3.2586 -3.3203 -3.3943 -3.4750 -3.5586 -3.6428
 -3.7256 -3.8070 -3.8867 -3.9650 -4.0420 -4.2291 -4.4086 -4.5811 -4.7463 -4.9044
 -3.1146 -3.1622 -3.2113 -3.2626 -3.3182 -3.3654 -3.4239 -3.4976 -3.5783 -3.6615
 -3.7442 -3.8257 -3.9056 -3.9840 -4.0610 -4.2473 -4.4254 -4.5963 -4.7605 -4.9178
 -5.0684
 -3.1516 -3.1999 -3.2516 -3.3065 -3.3636 -3.4221 -3.4795 -3.5336 -3.6003 -3.6777
 -3.7584 -3.8391 -3.9187 -3.9970 -4.0739 -4.2600 -4.4374 -4.6074 -4.7710 -4.9279
 -5.0778 -5.2215
 -3.1926 -3.2389 -3.2897 -3.3443 -3.4023 -3.4633 -3.5265 -3.5884 -3.6469 -3.7067
 -3.7761 -3.8516 -3.9291 -4.0065 -4.0829 -4.2684 -4.4455 -4.6150 -4.7784 -4.9352
 -5.0850 -5.2281 -5.3654 -5.4981
 -3.2394 -3.2817 -3.3295 -3.3818 -3.4381 -3.4980 -3.5609 -3.6254 -3.6899 -3.7532
 -3.8144 -3.8768 -3.9442 -4.0163 -4.0905 -4.2742 -4.4506 -4.6196 -4.7827 -4.9400
 -5.0902 -5.2333 -5.3702 -5.5018 -5.6289 -5.7519 -5.8714 -5.9876 -6.1008 -6.2107
 -3.2949 -3.3312 -3.3737 -3.4220 -3.4749 -3.5318 -3.5923 -3.6554 -3.7201 -3.7854
 -3.8503 -3.9137 -3.9753 -4.0380 -4.1036 -4.2790 -4.4538 -4.6219 -4.7845 -4.9421
 -5.0932 -5.2371 -5.3741 -5.5053 -5.6314 -5.7532 -5.8712 -5.9859 -6.0975 -6.2063
 -6.3126
 -3.3575 -3.3896 -3.4252 -3.4676 -3.5158 -3.5685 -3.6251 -3.6849 -3.7473 -3.8110
 -3.8756 -3.9403 -4.0038 -4.0658 -4.1274 -4.2874 -4.4566 -4.6230 -4.7843 -4.9415
