 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  G   
 -1.8807 -0.5988  0.7568  0.9210 -0.4653 -3.0138 -2.2018 -0.8020  0.0341  0.0769
  0.1619  0.1652 -0.2254 -0.7046 -0.9386 -0.6950
 -1.9504 -1.3983 -0.7509 -0.6083 -1.1000 -2.2413 -1.9040 -1.2862 -0.8242 -0.6543
 -0.5150 -0.4661 -0.6060 -0.7969 -0.8767 -0.6662 -0.5184 -0.4227 -0.4160
 -1.8286 -1.6797 -1.4619 -1.3439 -1.3529 -1.6261 -1.5439 -1.3802 -1.1928 -1.0250
 -0.8989 -0.8336 -0.8259 -0.8364 -0.8173 -0.6407 -0.5142 -0.4256 -0.3833 -0.3501
 -0.2894
 -1.5153 -1.4430 -1.3762 -1.2858 -1.2239 -1.1682 -1.1215 -1.0839 -1.0718 -1.0351
 -0.9900 -0.9373 -0.8850 -0.8233 -0.7604 -0.6185 -0.5061 -0.4274 -0.3730 -0.3355
 -0.3081 -0.2863 -0.2685
 -1.2997 -1.2623 -1.2231 -1.1705 -1.1227 -1.0746 -1.0292 -0.9882 -0.9522 -0.9190
 -0.8841 -0.8442 -0.8019 -0.7558 -0.7061 -0.5902 -0.4994 -0.4337 -0.3867 -0.3526
 -0.3270 -0.3068 -0.2901 -0.2768 -0.2668
 -1.0971 -1.0865 -1.0701 -1.0462 -1.0152 -0.9795 -0.9415 -0.9037 -0.8677 -0.8340
 -0.8020 -0.7700 -0.7353 -0.7001 -0.6607 -0.5656 -0.4905 -0.4358 -0.3964 -0.3670
 -0.3444 -0.3265 -0.3116 -0.2989 -0.2883 -0.2805
 -0.9074 -0.9156 -0.9172 -0.9129 -0.9015 -0.8829 -0.8584 -0.8304 -0.8007 -0.7708
 -0.7414 -0.7128 -0.6842 -0.6557 -0.6242 -0.5447 -0.4794 -0.4337 -0.4021 -0.3787
 -0.3603 -0.3454 -0.3329 -0.3220 -0.3124 -0.3043 -0.2986 -0.2978 -0.3039 -0.3177
 -0.7307 -0.7496 -0.7644 -0.7755 -0.7814 -0.7805 -0.7724 -0.7581 -0.7391 -0.7170
 -0.6932 -0.6687 -0.6440 -0.6193 -0.5940 -0.5271 -0.4687 -0.4275 -0.4017 -0.3847
 -0.3720 -0.3615 -0.3525 -0.3445 -0.3370 -0.3301 -0.3238 -0.3208 -0.3236 -0.3342
 -0.3528
 -0.5749 -0.5978 -0.6199 -0.6413 -0.6597 -0.6735 -0.6812 -0.6820 -0.6760 -0.6646
 -0.6489 -0.6306 -0.6107 -0.5899 -0.5681 -0.5118 -0.4589 -0.4197 -0.3960 -0.3836
 -0.3769 -0.3722 -0.3682 -0.3643 -0.3602 -0.3559 -0.3521 -0.3484 -0.3479 -0.3541
 -0.3691
 -0.4375 -0.4637 -0.4906 -0.5181 -0.5442 -0.5681 -0.5879 -0.6019 -0.6092 -0.6095
 -0.6036 -0.5930 -0.5791 -0.5629 -0.5450 -0.4964 -0.4489 -0.4111 -0.3877 -0.3767
 -0.3742 -0.3755 -0.3776 -0.3791 -0.3798 -0.3795 -0.3788 -0.3780 -0.3782 -0.3818
 -0.3892
 -0.3203 -0.3486 -0.3775 -0.4069 -0.4371 -0.4665 -0.4939 -0.5179 -0.5368 -0.5489
 -0.5538 -0.5526 -0.5463 -0.5361 -0.5228 -0.4820 -0.4393 -0.4032 -0.3793 -0.3676
 -0.3661 -0.3711 -0.3789 -0.3867 -0.3934 -0.3984 -0.4022 -0.4051 -0.4076 -0.4109
 -0.4151
