 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  1.8482  1.6981  1.5794  1.5812  1.5802  1.5900  1.6167  1.6173  1.6210  1.6327
  1.6406  1.6371  1.6243  1.6060  1.5851  1.5199  1.4147  1.2634  1.1574
  1.7615  1.7177  1.6806  1.6430  1.6078  1.6011  1.6050  1.6062  1.6089  1.6129
  1.6121  1.6047  1.5915  1.5733  1.5503  1.4735  1.3755  1.2662  1.1529  1.0381
  1.7939  1.7455  1.7052  1.6709  1.6401  1.6091  1.5916  1.5922  1.5953  1.5960
  1.5928  1.5834  1.5687  1.5493  1.5255  1.4491  1.3544  1.2485  1.1380  1.0265
  0.9148
  1.8282  1.7760  1.7310  1.6923  1.6581  1.6277  1.6011  1.5806  1.5764  1.5800
  1.5780  1.5681  1.5520  1.5312  1.5063  1.4290  1.3362  1.2332  1.1253  1.0162
  0.9073  0.7985
  1.8584  1.8079  1.7596  1.7167  1.6784  1.6436  1.6125  1.5866  1.5682  1.5587
  1.5563  1.5510  1.5380  1.5175  1.4918  1.4130  1.3209  1.2200  1.1143  1.0070
  0.9001  0.7938  0.6880  0.5823
  1.8808  1.8348  1.7885  1.7432  1.7015  1.6632  1.6279  1.5962  1.5701  1.5507
  1.5360  1.5255  1.5150  1.4996  1.4777  1.4001  1.3081  1.2089  1.1051  0.9991
  0.8933  0.7886  0.6849  0.5818  0.4785  0.3752  0.2724  0.1705  0.0698 -0.0295
  1.8927  1.8527  1.8130  1.7684  1.7257  1.6850  1.6467  1.6110  1.5789  1.5522
  1.5294  1.5092  1.4916  1.4748  1.4556  1.3873  1.2973  1.1994  1.0972  0.9926
  0.8876  0.7836  0.6810  0.5797  0.4794  0.3801  0.2811  0.1821  0.0826 -0.0170
 -0.1138
  1.8914  1.8585  1.8253  1.7865  1.7461  1.7059  1.6664  1.6284  1.5925  1.5601
  1.5313  1.5049  1.4801  1.4567  1.4341  1.3696  1.2862  1.1907  1.0902  0.9872
  0.8831  0.7794  0.6773  0.5770  0.4781  0.3805  0.2840  0.1880  0.0920 -0.0043
 -0.1013
  1.8740  1.8493  1.8222  1.7915  1.7558  1.7192  1.6819  1.6441  1.6066  1.5710
  1.5379  1.5070  1.4774  1.4487  1.4211  1.3518  1.2723  1.1810  1.0826  0.9812
  0.8783  0.7751  0.6729  0.5724  0.4741  0.3775  0.2824  0.1883  0.0946  0.0013
 -0.0915
  1.8378  1.8221  1.8021  1.7781  1.7508  1.7203  1.6874  1.6533  1.6176  1.5817
  1.5465  1.5126  1.4799  1.4480  1.4167  1.3393  1.2599  1.1718  1.0763  0.9768
  0.8756  0.7736  0.6718  0.5712  0.4727  0.3765  0.2822  0.1896  0.0983  0.0079
 -0.0835
  1.7833  1.7764  1.7646  1.7486  1.7286  1.7052  1.6787  1.6495  1.6184  1.5856
  1.5517  1.5173  1.4832  1.4493  1.4156  1.3322  1.2494  1.1632  1.0702  0.9726
  0.8729  0.7723  0.6716  0.5713  0.4725  0.3759  0.2817  0.1896  0.0995  0.0107
 -0.0771
  1.7210  1.7199  1.7144  1.7049  1.6915  1.6747  1.6545  1.6313  1.6054  1.5773
  1.5474  1.5159  1.4831  1.4495  1.4153  1.3286  1.2421  1.1551  1.0644
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140M
  1.6491  1.5860  1.5660  1.5778  1.5891  1.5989  1.6050  1.6064  1.6069  1.6085
  1.6083  1.6036  1.5929  1.5770  1.5568  1.4926  1.4035  1.2855  1.1710
