 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -4.0452 -3.9866 -3.7368 -3.5157 -3.3202 -3.1473 -3.0014 -2.8832 -2.7811 -2.6916
 -2.6105 -2.5350 -2.4647 -2.3989 -2.3371 -2.2013 -2.0918 -2.0083 -1.9490 -1.9100
 -1.8865
 -3.8963 -3.8985 -3.7612 -3.5452 -3.3392 -3.1610 -3.0048 -2.8766 -2.7709 -2.6791
 -2.5988 -2.5249 -2.4562 -2.3921 -2.3319 -2.1991 -2.0917 -2.0101 -1.9529 -1.9155
 -1.8930 -1.8816
 -3.7988 -3.6500 -3.6395 -3.5506 -3.3649 -3.1805 -3.0186 -2.8802 -2.7664 -2.6714
 -2.5894 -2.5165 -2.4493 -2.3868 -2.3282 -2.1986 -2.0931 -2.0128 -1.9566 -1.9204
 -1.8987 -1.8879 -1.8850 -1.8876
 -3.8055 -3.5872 -3.4367 -3.3876 -3.3483 -3.2015 -3.0393 -2.8945 -2.7706 -2.6683
 -2.5825 -2.5092 -2.4429 -2.3817 -2.3246 -2.1984 -2.0951 -2.0157 -1.9601 -1.9245
 -1.9035 -1.8933 -1.8911 -1.8944 -1.9012 -1.9125 -1.9291 -1.9509 -1.9768 -2.0053
 -3.8479 -3.5996 -3.4017 -3.2541 -3.1692 -3.1336 -3.0493 -2.9136 -2.7847 -2.6731
 -2.5804 -2.5032 -2.4367 -2.3764 -2.3204 -2.1975 -2.0965 -2.0182 -1.9629 -1.9275
 -1.9072 -1.8977 -1.8964 -1.9008 -1.9088 -1.9197 -1.9344 -1.9540 -1.9788 -2.0076
 -2.0390
 -3.9182 -3.6425 -3.4196 -3.2396 -3.0983 -2.9972 -2.9335 -2.8820 -2.7961 -2.6864
 -2.5858 -2.5015 -2.4316 -2.3710 -2.3158 -2.1955 -2.0969 -2.0199 -1.9649 -1.9294
 -1.9094 -1.9006 -1.9003 -1.9063 -1.9159 -1.9282 -1.9432 -1.9617 -1.9841 -2.0111
 -2.0428
 -4.0075 -3.7085 -3.4611 -3.2603 -3.0961 -2.9633 -2.8591 -2.7788 -2.7172 -2.6598
 -2.5882 -2.5045 -2.4286 -2.3652 -2.3098 -2.1912 -2.0948 -2.0192 -1.9647 -1.9293
 -1.9095 -1.9016 -1.9025 -1.9101 -1.9218 -1.9362 -1.9529 -1.9719 -1.9933 -2.0184
 -2.0481
 -4.1324 -3.8006 -3.5264 -3.3041 -3.1225 -2.9724 -2.8486 -2.7467 -2.6628 -2.5925
 -2.5330 -2.4784 -2.4212 -2.3607 -2.3053 -2.1877 -2.0927 -2.0182 -1.9639 -1.9282
 -1.9082 -1.9006 -1.9024 -1.9115 -1.9254 -1.9424 -1.9614 -1.9822 -2.0047 -2.0295
 -2.0567
 -4.2865 -3.9204 -3.6158 -3.3668 -3.1661 -3.0012 -2.8638 -2.7487 -2.6518 -2.5692
 -2.4979 -2.4361 -2.3821 -2.3334 -2.2871 -2.1819 -2.0895 -2.0158 -1.9616 -1.9254
 -1.9048 -1.8971 -1.8996 -1.9099 -1.9259 -1.9456 -1.9677 -1.9911 -2.0157 -2.0416
 -2.0686
 -4.4698 -4.0678 -3.7178 -3.4497 -3.2262 -3.0442 -2.8941 -2.7679 -2.6611 -2.5697
 -2.4906 -2.4216 -2.3608 -2.3075 -2.2552 -2.1738 -2.0852 -2.0120 -1.9578
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  w   
 -4.1191 -3.8713 -3.6587 -3.4779 -3.2920 -3.1394 -3.0140 -2.9052 -2.8082 -2.7194
 -2.6363 -2.5583 -2.4854 -2.4174 -2.3540 -2.2138 -2.0952 -2.0031 -1.9337
 -4.1932 -3.9133 -3.6740 -3.4714 -3.2908 -3.1280 -2.9953 -2.8849 -2.7844 -2.6967
 -2.6149 -2.5385 -2.4673 -2.4007 -2.3385 -2.2011 -2.0888 -2.0006 -1.9355 -1.8910
 -4.1984 -3.9627 -3.7112 -3.4889 -3.3027 -3.1303 -2.9867 -2.8708 -2.7685 -2.6803
 -2.6000 -2.5253 -2.4558 -2.3909 -2.3300 -2.1954 -2.0855 -2.0000 -1.9379 -1.8959
 -1.8703
 -3.9411 -3.9551 -3.7494 -3.5218 -3.3183 -3.1441 -2.9899 -2.8643 -2.7600 -2.6683
 -2.5888 -2.5156 -2.4477 -2.3843 -2.3250 -2.1933 -2.0853 -2.0013 -1.9409 -1.9005
 -1.8759 -1.8630
 -3.8157 -3.7467 -3.7219 -3.5500 -3.3472 -3.1631 -3.0045 -2.8674 -2.7555 -2.6611
 -2.5798 -2.5075 -2.4409 -2.3791 -2.3212 -2.1928 -2.0867 -2.0038 -1.9443 -1.9047
 -1.8809 -1.8684 -1.8646 -1.8672
 -3.8071 -3.5991 -3.5006 -3.4921 -3.3655 -3.1890 -3.0241 -2.8806 -2.7591 -2.6584
 -2.5731 -2.5004 -2.4346 -2.3740 -2.3176 -2.1926 -2.0886 -2.0066 -1.9475 -1.9085
 -1.8852 -1.8733 -1.8699 -1.8728 -1.8802 -1.8916 -1.9086 -1.9320 -1.9586 -1.9882
 -3.8548 -3.6003 -3.4089 -3.2903 -3.2578 -3.1917 -3.0467 -2.9006 -2.7724 -2.6621
 -2.5712 -2.4944 -2.4285 -2.3687 -2.3134 -2.1915 -2.0901 -2.0093 -1.9504 -1.9115
 -1.8886 -1.8773 -1.8745 -1.8781 -1.8860 -1.8974 -1.9127 -1.9329 -1.9591 -1.9886
 -2.0212
 -3.9457 -3.6486 -3.4199 -3.2431 -3.1174 -3.0483 -3.0063 -2.9148 -2.7909 -2.6755
 -2.5757 -2.4927 -2.4234 -2.3633 -2.3085 -2.1894 -2.0905 -2.0113 -1.9527 -1.9137
 -1.8909 -1.8801 -1.8781 -1.8826 -1.8916 -1.9037 -1.9191 -1.9379 -1.9615 -1.9905
 -2.0231
 -4.0590 -3.7310 -3.4669 -3.2604 -3.0974 -2.9728 -2.8844 -2.8245 -2.7680 -2.6850
 -2.5862 -2.4959 -2.4206 -2.3575 -2.3025 -2.1850 -2.0884 -2.0109 -1.9531 -1.9141
 -1.8914 -1.8811 -1.8800 -1.8857 -1.8962 -1.9099 -1.9265 -1.9459 -1.9685 -1.9951
 -2.0269
 -4.2343 -3.8533 -3.5479 -3.3107 -3.1230 -2.9725 -2.8527 -2.7589 -2.6855 -2.6252
 -2.5668 -2.4999 -2.4249 -2.3566 -2.2990 -2.1814 -2.0864 -2.0103 -1.9530 -1.9138
 -1.8907 -1.8805 -1.8800 -1.8868 -1.8988 -1.9145 -1.9331 -1.9539 -1.9772 -2.0026
 -2.0332
 -4.4617 -4.0155 -3.6607 -3.3883 -3.1739 -3.0027 -2.8636 -2.7501 -2.6574 -2.5803
 -2.5146 -2.4572 -2.4032 -2.3488 -2.2936 -2.1774 -2.0834 -2.0083 -1.9515 -1.9121
 -1.8884 -1.8779 -1.8777 -1.8854 -1.8989 -1.9167 -1.9377 -1.9608 -1.9859 -2.0129
 -2.0421
 -4.7411 -4.2176 -3.7943 -3.4949 -3.2486 -3.0539 -2.8970 -2.7683 -2.6615 -2.5720
 -2.4959 -2.4300 -2.3720 -2.3202 -2.2863 -2.1730 -2.0794 -2.0049 -1.9486
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  w   
 -4.0679 -3.8327 -3.6297 -3.4558 -3.2699 -3.1255 -3.0040 -2.8950 -2.7965 -2.7070
 -2.6247 -2.5476 -2.4755 -2.4083 -2.3456 -2.2069 -2.0894 -1.9971 -1.9255
 -4.1400 -3.8719 -3.6434 -3.4507 -3.2714 -3.1137 -2.9840 -2.8728 -2.7735 -2.6853
 -2.6048 -2.5291 -2.4585 -2.3926 -2.3311 -2.1950 -2.0828 -1.9935 -1.9260 -1.8787
 -4.1961 -3.9303 -3.6806 -3.4652 -3.2849 -3.1153 -2.9755 -2.8607 -2.7580 -2.6707
 -2.5908 -2.5167 -2.4478 -2.3834 -2.3232 -2.1897 -2.0794 -1.9922 -1.9274 -1.8824
 -1.8543
 -4.1207 -3.9664 -3.7278 -3.4987 -3.3006 -3.1307 -2.9778 -2.8540 -2.7512 -2.6592
 -2.5802 -2.5074 -2.4399 -2.3771 -2.3183 -2.1877 -2.0792 -1.9932 -1.9297 -1.8861
 -1.8589 -1.8444
 -3.8637 -3.8639 -3.7469 -3.5365 -3.3291 -3.1490 -2.9915 -2.8570 -2.7463 -2.6526
 -2.5714 -2.4996 -2.4334 -2.3719 -2.3146 -2.1872 -2.0806 -1.9956 -1.9327 -1.8898
 -1.8632 -1.8490 -1.8440 -1.8464
 -3.8075 -3.6306 -3.6109 -3.5390 -3.3592 -3.1743 -3.0117 -2.8698 -2.7494 -2.6500
 -2.5649 -2.4925 -2.4272 -2.3669 -2.3109 -2.1869 -2.0825 -1.9985 -1.9359 -1.8932
 -1.8671 -1.8532 -1.8485 -1.8507 -1.8582 -1.8702 -1.8879 -1.9120 -1.9389 -1.9696
 -3.8491 -3.5998 -3.4279 -3.3688 -3.3385 -3.1972 -3.0352 -2.8888 -2.7616 -2.6530
 -2.5631 -2.4867 -2.4211 -2.3616 -2.3067 -2.1857 -2.0841 -2.0014 -1.9390 -1.8963
 -1.8703 -1.8568 -1.8525 -1.8550 -1.8626 -1.8741 -1.8897 -1.9108 -1.9379 -1.9680
 -2.0017
 -3.9508 -3.6432 -3.4180 -3.2531 -3.1604 -3.1295 -3.0464 -2.9106 -2.7800 -2.6654
 -2.5668 -2.4850 -2.4160 -2.3562 -2.3018 -2.1835 -2.0845 -2.0035 -1.9416 -1.8988
 -1.8727 -1.8595 -1.8556 -1.8587 -1.8669 -1.8788 -1.8939 -1.9132 -1.9379 -1.9681
 -2.0016
 -4.0748 -3.7329 -3.4628 -3.2574 -3.1014 -2.9939 -2.9338 -2.8840 -2.7929 -2.6804
 -2.5766 -2.4874 -2.4129 -2.3503 -2.2955 -2.1788 -2.0824 -2.0033 -1.9424 -1.8995
 -1.8733 -1.8604 -1.8573 -1.8612 -1.8704 -1.8834 -1.8996 -1.9190 -1.9422 -1.9701
 -2.0034
 -4.2929 -3.8764 -3.5510 -3.3077 -3.1195 -2.9729 -2.8622 -2.7829 -2.7247 -2.6656
 -2.5882 -2.4997 -2.4184 -2.3496 -2.2920 -2.1749 -2.0802 -2.0029 -1.9428 -1.8999
 -1.8732 -1.8601 -1.8573 -1.8620 -1.8723 -1.8867 -1.9044 -1.9248 -1.9484 -1.9754
 -2.0063
 -4.5774 -4.0737 -3.6827 -3.3932 -3.1721 -2.9993 -2.8621 -2.7535 -2.6684 -2.6001
 -2.5413 -2.4835 -2.4208 -2.3533 -2.2912 -2.1712 -2.0771 -2.0011 -1.9418 -1.8990
 -1.8717 -1.8581 -1.8554 -1.8607 -1.8721 -1.8880 -1.9076 -1.9299 -1.9547 -1.9823
 -2.0128
 -4.9281 -4.3248 -3.8536 -3.5187 -3.2554 -3.0537 -2.8944 -2.7661 -2.6619 -2.5766
 -2.5054 -2.4439 -2.3887 -2.3362 -2.2931 -2.1677 -2.0731 -1.9979 -1.9394
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  w   
 -4.0117 -3.8057 -3.6142 -3.4359 -3.2562 -3.0990 -2.9668 -2.8546 -2.7580 -2.6735
 -2.5979 -2.5285 -2.4631 -2.3997 -2.3376 -2.2000 -2.0830 -1.9878 -1.9164
 -4.1065 -3.8388 -3.6172 -3.4372 -3.2577 -3.1029 -2.9752 -2.8644 -2.7647 -2.6770
 -2.5961 -2.5207 -2.4506 -2.3853 -2.3243 -2.1892 -2.0769 -1.9857 -1.9167 -1.8673
 -4.1840 -3.8970 -3.6532 -3.4484 -3.2719 -3.1036 -2.9667 -2.8522 -2.7499 -2.6628
 -2.5831 -2.5092 -2.4405 -2.3766 -2.3169 -2.1842 -2.0738 -1.9851 -1.9178 -1.8700
 -1.8392
 -4.1760 -3.9550 -3.7035 -3.4777 -3.2895 -3.1192 -2.9678 -2.8457 -2.7435 -2.6517
 -2.5728 -2.5003 -2.4330 -2.3706 -2.3122 -2.1824 -2.0737 -1.9860 -1.9197 -1.8729
 -1.8428 -1.8263
 -3.9725 -3.9341 -3.7454 -3.5193 -3.3131 -3.1408 -2.9817 -2.8479 -2.7386 -2.6445
 -2.5643 -2.4927 -2.4267 -2.3655 -2.3086 -2.1819 -2.0752 -1.9884 -1.9224 -1.8760
 -1.8464 -1.8300 -1.8237 -1.8254
 -3.8161 -3.7098 -3.7008 -3.5475 -3.3473 -3.1612 -3.0035 -2.8600 -2.7413 -2.6430
 -2.5579 -2.4859 -2.4206 -2.3606 -2.3049 -2.1815 -2.0771 -1.9914 -1.9257 -1.8792
 -1.8497 -1.8335 -1.8272 -1.8286 -1.8357 -1.8485 -1.8672 -1.8912 -1.9183 -1.9499
 -3.8401 -3.6040 -3.4765 -3.4705 -3.3626 -3.1901 -3.0241 -2.8804 -2.7528 -2.6454
 -2.5567 -2.4802 -2.4147 -2.3554 -2.3006 -2.1802 -2.0786 -1.9944 -1.9290 -1.8824
 -1.8527 -1.8367 -1.8305 -1.8319 -1.8390 -1.8507 -1.8669 -1.8886 -1.9158 -1.9463
 -1.9809
 -3.9336 -3.6340 -3.4186 -3.2793 -3.2416 -3.1874 -3.0476 -2.9015 -2.7713 -2.6571
 -2.5595 -2.4786 -2.4095 -2.3499 -2.2958 -2.1778 -2.0789 -1.9967 -1.9319 -1.8851
 -1.8552 -1.8391 -1.8332 -1.8349 -1.8422 -1.8538 -1.8694 -1.8890 -1.9139 -1.9446
 -1.9785
 -4.0663 -3.7215 -3.4537 -3.2553 -3.1141 -3.0398 -3.0027 -2.9132 -2.7892 -2.6715
 -2.5677 -2.4803 -2.4064 -2.3438 -2.2893 -2.1730 -2.0767 -1.9966 -1.9329 -1.8863
 -1.8562 -1.8401 -1.8346 -1.8369 -1.8448 -1.8570 -1.8729 -1.8922 -1.9156 -1.9442
 -1.9784
 -4.3120 -3.8759 -3.5416 -3.2990 -3.1155 -2.9776 -2.8838 -2.8270 -2.7725 -2.6869
 -2.5858 -2.4922 -2.4113 -2.3431 -2.2856 -2.1689 -2.0743 -1.9961 -1.9337 -1.8873
 -1.8567 -1.8402 -1.8348 -1.8375 -1.8461 -1.8592 -1.8761 -1.8960 -1.9192 -1.9466
 -1.9786
 -4.6376 -4.0972 -3.6842 -3.3859 -3.1645 -2.9944 -2.8624 -2.7627 -2.6900 -2.6326
 -2.5732 -2.5019 -2.4225 -2.3486 -2.2856 -2.1650 -2.0709 -1.9942 -1.9330 -1.8869
 -1.8559 -1.8388 -1.8332 -1.8362 -1.8456 -1.8598 -1.8780 -1.8992 -1.9235 -1.9511
 -1.9823
 -5.0430 -4.3854 -3.8815 -3.5196 -3.2508 -3.0474 -2.8893 -2.7639 -2.6648 -2.5863
 -2.5221 -2.4653 -2.4091 -2.3502 -2.2893 -2.1613 -2.0665 -1.9909 -1.9308
