 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1130W
 -1.3922 -1.5055 -1.6120 -1.7187 -1.8214 -1.9112 -1.9752 -2.0270 -2.0758 -2.1289
 -2.1875 -2.2537 -2.3216 -2.3953 -2.4698 -2.6558 -2.8375 -3.0229 -3.1960
 -1.3362 -1.4505 -1.5641 -1.6769 -1.7876 -1.8918 -1.9871 -2.0715 -2.1432 -2.2006
 -2.2505 -2.3026 -2.3651 -2.4366 -2.5113 -2.6998 -2.8857 -3.0649 -3.2349 -3.3961
 -1.3318 -1.4438 -1.5527 -1.6589 -1.7636 -1.8675 -1.9703 -2.0684 -2.1585 -2.2372
 -2.2973 -2.3451 -2.3992 -2.4670 -2.5406 -2.7273 -2.9109 -3.0893 -3.2597 -3.4216
 -3.5750
 -1.3327 -1.4414 -1.5471 -1.6497 -1.7498 -1.8477 -1.9439 -2.0392 -2.1339 -2.2253
 -2.3100 -2.3728 -2.4261 -2.4894 -2.5609 -2.7466 -2.9286 -3.1060 -3.2765 -3.4386
 -3.5923 -3.7385
 -1.3410 -1.4443 -1.5462 -1.6458 -1.7429 -1.8377 -1.9304 -2.0208 -2.1097 -2.1982
 -2.2866 -2.3689 -2.4333 -2.5024 -2.5752 -2.7596 -2.9410 -3.1174 -3.2876 -3.4499
 -3.6038 -3.7501 -3.8896 -4.0229
 -1.3609 -1.4557 -1.5515 -1.6468 -1.7408 -1.8332 -1.9236 -2.0119 -2.0981 -2.1826
 -2.2664 -2.3506 -2.4220 -2.4948 -2.5740 -2.7674 -2.9491 -3.1248 -3.2949 -3.4573
 -3.6115 -3.7580 -3.8976 -4.0311 -4.1589 -4.2818 -4.4006 -4.5160 -4.6287 -4.7390
 -1.3950 -1.4798 -1.5664 -1.6549 -1.7442 -1.8334 -1.9215 -2.0079 -2.0927 -2.1756
 -2.2570 -2.3377 -2.4125 -2.4833 -2.5620 -2.7638 -2.9522 -3.1288 -3.2990 -3.4619
 -3.6165 -3.7634 -3.9033 -4.0369 -4.1647 -4.2874 -4.4057 -4.5201 -4.6313 -4.7398
 -4.8466
 -1.4438 -1.5184 -1.5949 -1.6741 -1.7561 -1.8399 -1.9243 -2.0084 -2.0914 -2.1730
 -2.2532 -2.3322 -2.4080 -2.4782 -2.5531 -2.7521 -2.9463 -3.1281 -3.3002 -3.4638
 -3.6192 -3.7667 -3.9070 -4.0410 -4.1691 -4.2918 -4.4097 -4.5235 -4.6338 -4.7411
 -4.8459
 -1.5060 -1.5718 -1.6395 -1.7088 -1.7812 -1.8573 -1.9359 -2.0159 -2.0961 -2.1757
 -2.2544 -2.3320 -2.4076 -2.4795 -2.5519 -2.7440 -2.9373 -3.1229 -3.2996 -3.4660
 -3.6226 -3.7710 -3.9121 -4.0467 -4.1754 -4.2984 -4.4165 -4.5304 -4.6405 -4.7470
 -4.8501
 -1.5816 -1.6400 -1.6958 -1.7568 -1.8199 -1.8865 -1.9569 -2.0305 -2.1059 -2.1821
 -2.2582 -2.3338 -2.4084 -2.4813 -2.5526 -2.7375 -2.9260 -3.1113 -3.2903 -3.4610
 -3.6204 -3.7701 -3.9121 -4.0474 -4.1768 -4.3004 -4.4189 -4.5327 -4.6449 -4.7509
 -4.8531
 -1.6706 -1.7230 -1.7638 -1.8151 -1.8732 -1.9311 -1.9924 -2.0573 -2.1258 -2.1966
 -2.2686 -2.3412 -2.4136 -2.4854 -2.5562 -2.7356 -2.9178 -3.1001 -3.2791 -3.4520
 -3.6152 -3.7674 -3.9107 -4.0469 -4.1770 -4.3015 -4.4207 -4.5351 -4.6449 -4.7509
 -4.8535
 -1.7730 -1.8208 -1.8435 -1.8830 -1.9370 -1.9895 -2.0430 -2.0991 -2.1589 -2.2221
 -2.2880 -2.3558 -2.4245 -2.4936 -2.5627 -2.7383 -2.9127 -3.0893 -3.2660
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1130W
 -1.3838 -1.4912 -1.5909 -1.6853 -1.7734 -1.8545 -1.9270 -1.9965 -2.0633 -2.1273
 -2.1898 -2.2556 -2.3254 -2.4000 -2.4755 -2.6619 -2.8424 -3.0221 -3.1958
 -1.3627 -1.4833 -1.6011 -1.7121 -1.8150 -1.9094 -1.9946 -2.0700 -2.1376 -2.1987
