 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F110W
 -0.3775  0.0321  0.6876  0.8938  0.4432 -0.0756  0.5474  1.1222  1.3194  1.2226
  1.1969  1.1512  0.9117  0.6027  0.3769  0.2814
  0.1770  0.3169  0.5906  0.6710  0.4944  0.2377  0.4625  0.6928  0.8026  0.8039
  0.8084  0.7779  0.6551  0.4970  0.3758  0.2896  0.2247  0.1580  0.0524
  0.4958  0.4929  0.5409  0.5499  0.5167  0.4259  0.4361  0.4674  0.5028  0.5294
  0.5364  0.5157  0.4668  0.4060  0.3552  0.2785  0.1976  0.1284  0.0454 -0.0356
 -0.1010
  0.5789  0.5601  0.5385  0.5305  0.5100  0.4890  0.4682  0.4461  0.4203  0.3990
  0.3809  0.3646  0.3467  0.3296  0.3151  0.2481  0.1803  0.1068  0.0312 -0.0461
 -0.1232 -0.1992 -0.2739
  0.6231  0.5965  0.5694  0.5483  0.5243  0.5005  0.4764  0.4517  0.4260  0.3998
  0.3755  0.3537  0.3330  0.3134  0.2942  0.2334  0.1621  0.0872  0.0112 -0.0649
 -0.1403 -0.2149 -0.2883 -0.3611 -0.4342
  0.6456  0.6168  0.5882  0.5609  0.5350  0.5097  0.4840  0.4578  0.4311  0.4038
  0.3764  0.3499  0.3254  0.3018  0.2799  0.2211  0.1493  0.0732 -0.0038 -0.0800
 -0.1550 -0.2290 -0.3017 -0.3733 -0.4441 -0.5149
  0.6465  0.6210  0.5949  0.5683  0.5422  0.5166  0.4910  0.4644  0.4367  0.4084
  0.3799  0.3514  0.3236  0.2969  0.2722  0.2112  0.1419  0.0648 -0.0138 -0.0914
 -0.1673 -0.2415 -0.3141 -0.3853 -0.4552 -0.5243 -0.5932 -0.6643 -0.7386 -0.8133
  0.6258  0.6091  0.5895  0.5673  0.5436  0.5194  0.4951  0.4697  0.4427  0.4141
  0.3848  0.3553  0.3260  0.2974  0.2700  0.2057  0.1378  0.0619 -0.0180 -0.0980
 -0.1759 -0.2516 -0.3251 -0.3968 -0.4667 -0.5352 -0.6024 -0.6702 -0.7407 -0.8146
 -0.8894
  0.5797  0.5766  0.5679  0.5541  0.5367  0.5165  0.4948  0.4718  0.4470  0.4198
  0.3909  0.3608  0.3305  0.3007  0.2719  0.2039  0.1362  0.0624 -0.0173 -0.0990
 -0.1797 -0.2580 -0.3336 -0.4067 -0.4776 -0.5465 -0.6140 -0.6803 -0.7472 -0.8168
 -0.8904
  0.5160  0.5250  0.5275  0.5242  0.5164  0.5038  0.4877  0.4687  0.4471  0.4230
  0.3960  0.3667  0.3361  0.3054  0.2755  0.2044  0.1361  0.0639 -0.0144 -0.0964
 -0.1793 -0.2607 -0.3394 -0.4151 -0.4880 -0.5583 -0.6267 -0.6936 -0.7597 -0.8267
 -0.8948
  0.4385  0.4568  0.4703  0.4795  0.4827  0.4806  0.4729  0.4603  0.4436  0.4235
  0.3991  0.3715  0.3421  0.3120  0.2821  0.2091  0.1378  0.0666 -0.0096 -0.0902
 -0.1733 -0.2568 -0.3386 -0.4176 -0.4933 -0.5660 -0.6362 -0.7043 -0.7707 -0.8364
 -0.9024
  0.3358  0.3720  0.3997  0.4196  0.4344  0.4434  0.4462  0.4427  0.4334  0.4181
  0.3979  0.3739  0.3473  0.3188  0.2893  0.2138  0.1401  0.0694 -0.0051 -0.0840
 -0.1659 -0.2496 -0.3332 -0.4151 -0.4942 -0.5700 -0.6429 -0.7131 -0.7810 -0.8474
 -0.9128
  0.2078  0.2707  0.3157  0.3445  0.3715  0.3922  0.4062  0.4130  0.4130  0.4064
  0.3936  0.3751  0.3514  0.3258  0.2969  0.2187  0.1430  0.0723 -0.0009
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F110W
  0.5986  0.5997  0.5920  0.5665  0.5162  0.4331  0.4552  0.4590  0.4517  0.4490
  0.4687  0.4875  0.4639  0.4136  0.3749  0.3334
  0.5686  0.5626  0.5519  0.5306  0.4934  0.4346  0.4269  0.4161  0.4037  0.3947
  0.3951  0.3959  0.3813  0.3560  0.3346  0.2968  0.2349  0.1617  0.0834
  0.5526  0.5396  0.5252  0.5059  0.4778  0.4371  0.4114  0.3903  0.3729  0.3583
  0.3455  0.3340  0.3231  0.3123  0.3012  0.2654  0.2051  0.1330  0.0564 -0.0219
 -0.1004
  0.5506  0.5307  0.5119  0.4924  0.4695  0.4406  0.4087  0.3816  0.3594  0.3398
  0.3199  0.3017  0.2893  0.2823  0.2747  0.2392  0.1805  0.1092  0.0337 -0.0430
 -0.1196 -0.1957 -0.2711
  0.5626  0.5359  0.5120  0.4901  0.4684  0.4451  0.4188  0.3899  0.3631  0.3393
  0.3183  0.2991  0.2800  0.2661  0.2551  0.2182  0.1611  0.0903  0.0152 -0.0606
 -0.1360 -0.2107 -0.2845 -0.3578 -0.4314
  0.5886  0.5552  0.5255  0.4990  0.4745  0.4506  0.4260  0.4001  0.3730  0.3463
  0.3223  0.3015  0.2804  0.2607  0.2443  0.2030  0.1469  0.0765  0.0008 -0.0751
 -0.1502 -0.2242 -0.2972 -0.3692 -0.4405 -0.5117
  0.6211  0.5836  0.5489  0.5177  0.4894  0.4628  0.4369  0.4109  0.3844  0.3578
  0.3322  0.3085  0.2865  0.2635  0.2434  0.1943  0.1379  0.0681 -0.0087 -0.0860
 -0.1619 -0.2362 -0.3092 -0.3807 -0.4512 -0.5208 -0.5903 -0.6618 -0.7364 -0.8111
  0.6506  0.6137  0.5773  0.5427  0.5109  0.4813  0.4531  0.4255  0.3981  0.3707
  0.3438  0.3182  0.2942  0.2701  0.2473  0.1928  0.1338  0.0647 -0.0127 -0.0921
 -0.1702 -0.2460 -0.3198 -0.3919 -0.4623 -0.5314 -0.5998 -0.6679 -0.7383 -0.8125
 -0.8873
  0.6529  0.6318  0.6036  0.5691  0.5357  0.5038  0.4735  0.4442  0.4151  0.3864
  0.3581  0.3304  0.3039  0.2785  0.2535  0.1951  0.1337  0.0653 -0.0110 -0.0930
 -0.1717 -0.2522 -0.3281 -0.4016 -0.4730 -0.5424 -0.6105 -0.6790 -0.7483 -0.8181
 -0.8884
  0.6831  0.6487  0.6178  0.5899  0.5583  0.5264  0.4951  0.4644  0.4341  0.4040
  0.3743  0.3448  0.3161  0.2884  0.2612  0.1987  0.1357  0.0671 -0.0090 -0.0905
 -0.1734 -0.2550 -0.3339 -0.4099 -0.4833 -0.5541 -0.6230 -0.6904 -0.7569 -0.8237
 -0.8927
  0.6624  0.6481  0.6272  0.6005  0.5739  0.5453  0.5152  0.4847  0.4540  0.4232
  0.3924  0.3615  0.3311  0.3012  0.2720  0.2042  0.1393  0.0708 -0.0041 -0.0843
 -0.1676 -0.2513 -0.3333 -0.4125 -0.4886 -0.5618 -0.6324 -0.7009 -0.7678 -0.8338
 -0.9002
  0.6363  0.6297  0.6184  0.6027  0.5822  0.5575  0.5301  0.5009  0.4715  0.4412
  0.4102  0.3787  0.3471  0.3156  0.2846  0.2110  0.1435  0.0746  0.0008 -0.0780
 -0.1603 -0.2443 -0.3281 -0.4103 -0.4897 -0.5659 -0.6391 -0.7097 -0.7780 -0.8447
 -0.9105
  0.6046  0.5938  0.5914  0.5964  0.5833  0.5631  0.5385  0.5142  0.4872  0.4550
  0.4255  0.3946  0.3628  0.3305  0.2990  0.2191  0.1483  0.0785  0.0057
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F110W
  0.7166  0.6544  0.5544  0.4966  0.4957  0.4833  0.4154  0.3396  0.3005  0.3028
  0.3186  0.3399  0.3541  0.3562  0.3548  0.3302
  0.6474  0.6112  0.5528  0.5096  0.4864  0.4577  0.4085  0.3583  0.3244  0.3097
  0.3050  0.3079  0.3128  0.3144  0.3128  0.2887  0.2346  0.1637  0.0898
  0.5975  0.5769  0.5457  0.5136  0.4793  0.4427  0.4055  0.3706  0.3400  0.3151
  0.2970  0.2864  0.2826  0.2816  0.2787  0.2539  0.2033  0.1350  0.0606 -0.0169
 -0.0970
  0.5669  0.5515  0.5331  0.5086  0.4744  0.4383  0.4064  0.3765  0.3473  0.3190
  0.2946  0.2754  0.2635  0.2578  0.2525  0.2258  0.1773  0.1112  0.0370 -0.0393
 -0.1157 -0.1920 -0.2680
  0.5556  0.5350  0.5150  0.4946  0.4717  0.4445  0.4112  0.3760  0.3463  0.3214
  0.2978  0.2749  0.2555  0.2430  0.2342  0.2044  0.1566  0.0923  0.0190 -0.0564
 -0.1317 -0.2065 -0.2806 -0.3538 -0.4274
