 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  B   
 -8.1608 -7.8333 -7.5262 -7.2524 -7.0109 -6.7911 -6.5949 -6.4260 -6.2703 -6.0714
 -5.8442 -5.6182 -5.4065 -5.2140 -5.0408 -4.6793 -4.3915 -4.1504 -3.9434 -3.7708
 -3.6307 -3.5138 -3.4123 -3.3206
 -8.0151 -7.7088 -7.4203 -7.1499 -6.9066 -6.6856 -6.4764 -6.2763 -6.0926 -5.9304
 -5.7632 -5.5717 -5.3714 -5.1800 -5.0047 -4.6408 -4.3594 -4.1308 -3.9378 -3.7764
 -3.6449 -3.5359 -3.4417 -3.3572 -3.2792 -3.2073 -3.1417 -3.0824 -3.0310 -2.9943
 -7.8729 -7.5945 -7.3294 -7.0709 -6.8295 -6.6101 -6.4064 -6.2096 -6.0168 -5.8330
 -5.6618 -5.5013 -5.3367 -5.1644 -4.9938 -4.6246 -4.3432 -4.1209 -3.9371 -3.7839
 -3.6595 -3.5577 -3.4706 -3.3928 -3.3214 -3.2533 -3.1899 -3.1334 -3.0856 -3.0475
 -3.0185
 -7.7386 -7.4846 -7.2442 -7.0032 -6.7693 -6.5504 -6.3500 -6.1613 -5.9772 -5.7949
 -5.6169 -5.4473 -5.2897 -5.1389 -4.9876 -4.6271 -4.3392 -4.1181 -3.9395 -3.7918
 -3.6725 -3.5766 -3.4965 -3.4259 -3.3611 -3.2991 -3.2407 -3.1874 -3.1405 -3.1009
 -3.0690
 -7.6172 -7.3800 -7.1577 -6.9360 -6.7153 -6.5011 -6.3008 -6.1153 -5.9399 -5.7676
 -5.5961 -5.4267 -5.2643 -5.1126 -4.9699 -4.6346 -4.3443 -4.1193 -3.9423 -3.7979
 -3.6815 -3.5899 -3.5160 -3.4528 -3.3954 -3.3418 -3.2913 -3.2446 -3.2017 -3.1623
 -3.1260
 -7.5138 -7.2831 -7.0721 -6.8703 -6.6663 -6.4635 -6.2660 -6.0799 -5.9072 -5.7431
 -5.5822 -5.4216 -5.2623 -5.1090 -4.9647 -4.6415 -4.3597 -4.1291 -3.9499 -3.8064
 -3.6909 -3.6006 -3.5306 -3.4737 -3.4240 -3.3782 -3.3350 -3.2938 -3.2548 -3.2186
 -3.1853
 -7.4278 -7.1943 -6.9883 -6.7987 -6.6101 -6.4232 -6.2365 -6.0538 -5.8802 -5.7178
 -5.5637 -5.4132 -5.2633 -5.1146 -4.9706 -4.6474 -4.3726 -4.1426 -3.9594 -3.8149
 -3.6993 -3.6088 -3.5401 -3.4873 -3.4442 -3.4062 -3.3711 -3.3374 -3.3052 -3.2745
 -3.2460
 -7.3532 -7.1137 -6.9065 -6.7191 -6.5433 -6.3713 -6.1993 -6.0282 -5.8597 -5.6974
 -5.5444 -5.3991 -5.2580 -5.1183 -4.9800 -4.6576 -4.3837 -4.1556 -3.9699
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  B   
 -9.4900 -9.1986 -8.7639 -8.3112 -7.8732 -7.4932 -7.1954 -6.9301 -6.6798 -6.4463
 -6.2252 -6.0180 -5.8270 -5.6515 -5.4888 -5.1189 -4.7722 -4.4374 -4.1325
 -8.8283 -8.6620 -8.4893 -8.1409 -7.7439 -7.3582 -7.0272 -6.7492 -6.4936 -6.2565
 -6.0319 -5.8223 -5.6298 -5.4548 -5.2949 -4.9421 -4.6264 -4.3327 -4.0644 -3.8344
 -8.5437 -8.2005 -8.0016 -7.8886 -7.6318 -7.2835 -6.9390 -6.6385 -6.3766 -6.1366
 -5.9099 -5.6974 -5.5019 -5.3246 -5.1642 -4.8188 -4.5226 -4.2571 -4.0177 -3.8093
 -3.6365
 -8.3970 -8.0170 -7.7091 -7.4839 -7.3466 -7.1843 -6.8988 -6.5912 -6.3141 -6.0692
 -5.8412 -5.6263 -5.4272 -5.2462 -5.0829 -4.7378 -4.4524 -4.2056 -3.9875 -3.7966
 -3.6362 -3.5027
 -8.2967 -7.9221 -7.5913 -7.3092 -7.0778 -6.8940 -6.7520 -6.5574 -6.2959 -6.0409
 -5.8112 -5.5948 -5.3921 -5.2065 -5.0388 -4.6886 -4.4077 -4.1723 -3.9694 -3.7926
 -3.6428 -3.5178 -3.4113 -3.3183
 -8.2195 -7.8608 -7.5270 -7.2302 -6.9711 -6.7450 -6.5473 -6.3764 -6.2223 -6.0279
 -5.8056 -5.5904 -5.3859 -5.1958 -5.0229 -4.6631 -4.3813 -4.1522 -3.9595 -3.7939
 -3.6533 -3.5360 -3.4365 -3.3494 -3.2713 -3.2001 -3.1342 -3.0723 -3.0176 -2.9840
 -8.1561 -7.8165 -7.4906 -7.1896 -6.9215 -6.6861 -6.4726 -6.2725 -6.0883 -5.9252
 -5.7670 -5.5882 -5.3951 -5.2054 -5.0281 -4.6559 -4.3687 -4.1415 -3.9552 -3.7979
 -3.6651 -3.5547 -3.4620 -3.3814 -3.3087 -3.2421 -3.1810 -3.1250 -3.0738 -3.0303
 -3.0065
 -8.0972 -7.7801 -7.4675 -7.1695 -6.8956 -6.6514 -6.4341 -6.2335 -6.0420 -5.8593
 -5.6902 -5.5344 -5.3791 -5.2143 -5.0451 -4.6639 -4.3674 -4.1381 -3.9545 -3.8029
 -3.6763 -3.5718 -3.4854 -3.4115 -3.3453 -3.2846 -3.2274 -3.1747 -3.1278 -3.0880
 -3.0558
 -8.0445 -7.7422 -7.4466 -7.1575 -6.8832 -6.6325 -6.4085 -6.2068 -6.0189 -5.8374
 -5.6618 -5.4949 -5.3376 -5.1892 -5.0430 -4.6809 -4.3737 -4.1387 -3.9552 -3.8065
 -3.6842 -3.5844 -3.5036 -3.4363 -3.3772 -3.3233 -3.2734 -3.2276 -3.1858 -3.1475
 -3.1125
 -8.0020 -7.7103 -7.4279 -7.1534 -6.8857 -6.6325 -6.4011 -6.1933 -6.0052 -5.8288
 -5.6581 -5.4914 -5.3297 -5.1757 -5.0315 -4.6988 -4.3949 -4.1493 -3.9618 -3.8133
 -3.6928 -3.5955 -3.5183 -3.4565 -3.4043 -3.3577 -3.3149 -3.2747 -3.2371 -3.2024
 -3.1716
 -7.9717 -7.6686 -7.4001 -7.1425 -6.8894 -6.6419 -6.4077 -6.1924 -5.9983 -5.8214
 -5.6556 -5.4952 -5.3374 -5.1829 -5.0348 -4.7062 -4.4178 -4.1682 -3.9726 -3.8213
 -3.7007 -3.6042 -3.5286 -3.4703 -3.4239 -3.3846 -3.3494 -3.3164 -3.2854 -3.2563
 -3.2295
 -7.9572 -7.6358 -7.3648 -7.1190 -6.8802 -6.6468 -6.4202 -6.2032 -6.0023 -5.8194
 -5.6525 -5.4962 -5.3453 -5.1967 -5.0505 -4.7162 -4.4341 -4.1900 -3.9883
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  B   
 -9.5018 -9.0894 -8.5964 -8.1343 -7.7092 -7.3445 -7.0532 -6.7980 -6.5611 -6.3372
 -6.1269 -5.9298 -5.7474 -5.5801 -5.4258 -5.0792 -4.7592 -4.4496 -4.1560
 -8.9018 -8.7736 -8.4519 -8.0298 -7.6169 -7.2332 -6.9159 -6.6470 -6.4032 -6.1758
 -5.9619 -5.7618 -5.5772 -5.4089 -5.2554 -4.9200 -4.6227 -4.3450 -4.0870 -3.8574
 -8.5410 -8.2585 -8.1488 -7.9303 -7.5675 -7.1956 -6.8506 -6.5612 -6.3095 -6.0784
 -5.8619 -5.6588 -5.4709 -5.2995 -5.1440 -4.8113 -4.5270 -4.2709 -4.0381 -3.8299
 -3.6524
 -8.4138 -8.0302 -7.7528 -7.6009 -7.4662 -7.1771 -6.8437 -6.5315 -6.2647 -6.0279
 -5.8094 -5.6036 -5.4120 -5.2364 -5.0771 -4.7409 -4.4629 -4.2205 -4.0055 -3.8144
 -3.6496 -3.5111
 -8.3482 -7.9502 -7.6103 -7.3433 -7.1473 -7.0130 -6.8252 -6.5439 -6.2618 -6.0127
 -5.7907 -5.5828 -5.3877 -5.2074 -5.0432 -4.6990 -4.4219 -4.1877 -3.9851 -3.8074
 -3.6535 -3.5235 -3.4132 -3.3175
 -8.3100 -7.9169 -7.5614 -7.2554 -7.0024 -6.7905 -6.6172 -6.4685 -6.2708 -6.0267
 -5.7963 -5.5865 -5.3885 -5.2038 -5.0341 -4.6784 -4.3979 -4.1675 -3.9732 -3.8058
 -3.6614 -3.5391 -3.4358 -3.3461 -3.2665 -3.1941 -3.1270 -3.0663 -3.0146 -2.9777
 -8.2882 -7.9064 -7.5491 -7.2277 -6.9497 -6.7119 -6.5023 -6.3128 -6.1473 -5.9914
 -5.8061 -5.6043 -5.4069 -5.2192 -5.0444 -4.6747 -4.3869 -4.1567 -3.9672 -3.8074
 -3.6711 -3.5558 -3.4590 -3.3757 -3.3018 -3.2348 -3.1742 -3.1183 -3.0665 -3.0228
 -2.9987
 -8.2716 -7.9081 -7.5561 -7.2292 -6.9364 -6.6822 -6.4605 -6.2594 -6.0714 -5.8969
 -5.7389 -5.5857 -5.4194 -5.2429 -5.0686 -4.6853 -4.3870 -4.1533 -3.9658 -3.8107
 -3.6805 -3.5714 -3.4806 -3.4037 -3.3363 -3.2751 -3.2181 -3.1659 -3.1195 -3.0798
 -3.0471
 -8.2585 -7.9088 -7.5690 -7.2437 -6.9436 -6.6759 -6.4419 -6.2348 -6.0445 -5.8634
 -5.6916 -5.5318 -5.3820 -5.2345 -5.0818 -4.7055 -4.3947 -4.1543 -3.9659 -3.8133
 -3.6874 -3.5833 -3.4978 -3.4272 -3.3664 -3.3120 -3.2622 -3.2162 -3.1741 -3.1367
 -3.1037
 -8.2497 -7.9106 -7.5872 -7.2713 -6.9703 -6.6937 -6.4471 -6.2298 -6.0359 -5.8562
 -5.6843 -5.5193 -5.3621 -5.2130 -5.0716 -4.7311 -4.4170 -4.1660 -3.9729 -3.8198
 -3.6956 -3.5942 -3.5126 -3.4469 -3.3925 -3.3450 -3.3022 -3.2624 -3.2255 -3.1919
 -3.1619
 -8.2478 -7.9048 -7.5958 -7.2959 -7.0040 -6.7260 -6.4702 -6.2411 -6.0380 -5.8553
 -5.6857 -5.5233 -5.3660 -5.2137 -5.0681 -4.7410 -4.4447 -4.1863 -3.9847 -3.8282
 -3.7035 -3.6031 -3.5233 -3.4611 -3.4119 -3.3711 -3.3355 -3.3028 -3.2725 -3.2442
 -3.2180
 -8.2612 -7.8970 -7.5904 -7.3069 -7.0308 -6.7616 -6.5052 -6.2679 -6.0540 -5.8627
 -5.6899 -5.5296 -5.3763 -5.2269 -5.0810 -4.7481 -4.4641 -4.2125 -4.0025
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  B   
 -9.4513 -8.9359 -8.4232 -7.9728 -7.5800 -7.2317 -6.9448 -6.6901 -6.4604 -6.2465
 -6.0459 -5.8579 -5.6834 -5.5229 -5.3753 -5.0472 -4.7489 -4.4610 -4.1801
 -9.0385 -8.7915 -8.3611 -7.9102 -7.5026 -7.1371 -6.8303 -6.5663 -6.3273 -6.1099
 -5.9056 -5.7146 -5.5375 -5.3753 -5.2272 -4.9058 -4.6235 -4.3595 -4.1109 -3.8839
 -8.5587 -8.3979 -8.2442 -7.8865 -7.4849 -7.1112 -6.7794 -6.4991 -6.2529 -6.0304
 -5.8234 -5.6293 -5.4490 -5.2834 -5.1325 -4.8103 -4.5364 -4.2882 -4.0605 -3.8538
 -3.6726
 -8.4180 -8.0533 -7.8546 -7.7511 -7.4803 -7.1256 -6.7842 -6.4803 -6.2213 -5.9925
 -5.7828 -5.5859 -5.4019 -5.2321 -5.0771 -4.7488 -4.4777 -4.2393 -4.0261 -3.8352
 -3.6670 -3.5234
 -8.3808 -7.9647 -7.6333 -7.4066 -7.2777 -7.1097 -6.8144 -6.5055 -6.2262 -5.9860
 -5.7719 -5.5724 -5.3851 -5.2109 -5.0508 -4.7127 -4.4400 -4.2071 -4.0037 -3.8249
 -3.6679 -3.5328 -3.4180 -3.3191
 -8.3798 -7.9535 -7.5808 -7.2767 -7.0424 -6.8672 -6.7286 -6.5285 -6.2637 -6.0074
 -5.7829 -5.5805 -5.3902 -5.2119 -5.0466 -4.6959 -4.4179 -4.1870 -3.9901 -3.8204
 -3.6728 -3.5456 -3.4375 -3.3445 -3.2625 -3.1890 -3.1219 -3.0598 -3.0053 -2.9710
 -8.4011 -7.9747 -7.5872 -7.2508 -6.9696 -6.7401 -6.5455 -6.3807 -6.2282 -6.0364
 -5.8127 -5.6043 -5.4117 -5.2299 -5.0598 -4.6950 -4.4083 -4.1761 -3.9830 -3.8196
 -3.6798 -3.5598 -3.4580 -3.3712 -3.2952 -3.2272 -3.1656 -3.1095 -3.0583 -3.0146
 -2.9900
 -8.4299 -8.0143 -7.6227 -7.2685 -6.9610 -6.7019 -6.4828 -6.2878 -6.1106 -5.9510
 -5.7972 -5.6245 -5.4414 -5.2602 -5.0871 -4.7082 -4.4097 -4.1730 -3.9809 -3.8215
 -3.6874 -3.5736 -3.4778 -3.3969 -3.3271 -3.2649 -3.2091 -3.1585 -3.1121 -3.0704
 -3.0373
 -8.4616 -8.0544 -7.6695 -7.3086 -6.9844 -6.7027 -6.4628 -6.2554 -6.0673 -5.8913
 -5.7276 -5.5763 -5.4295 -5.2756 -5.1149 -4.7308 -4.4190 -4.1747 -3.9809 -3.8234
 -3.6931 -3.5843 -3.4937 -3.4187 -3.3552 -3.2995 -3.2496 -3.2041 -3.1626 -3.1254
 -3.0933
 -8.4932 -8.1005 -7.7263 -7.3676 -7.0346 -6.7363 -6.4766 -6.2529 -6.0569 -5.8776
 -5.7082 -5.5477 -5.3974 -5.2551 -5.1158 -4.7637 -4.4427 -4.1876 -3.9885 -3.8299
 -3.7009 -3.5949 -3.5082 -3.4378 -3.3801 -3.3309 -3.2876 -3.2482 -3.2120 -3.1794
 -3.1503
 -8.5245 -8.1336 -7.7752 -7.4290 -7.0975 -6.7904 -6.5150 -6.2738 -6.0639 -5.8782
 -5.7079 -5.5466 -5.3924 -5.2453 -5.1048 -4.7800 -4.4745 -4.2092 -4.0016 -3.8390
 -3.7091 -3.6039 -3.5193 -3.4522 -3.3992 -3.3561 -3.3196 -3.2870 -3.2572 -3.2299
 -3.2042
 -8.5663 -8.1579 -7.8071 -7.4778 -7.1591 -6.8545 -6.5713 -6.3158 -6.0903 -5.8923
 -5.7159 -5.5541 -5.4009 -5.2536 -5.1110 -4.7844 -4.4982 -4.2386 -4.0212
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  B   
 -9.3274 -8.7674 -8.2595 -7.8336 -7.4666 -7.1399 -6.8631 -6.6064 -6.3771 -6.1747
 -5.9825 -5.8023 -5.6350 -5.4807 -5.3384 -5.0246 -4.7434 -4.4728 -4.2074
 -8.9642 -8.7356 -8.2517 -7.7968 -7.4002 -7.0549 -6.7624 -6.5016 -6.2670 -6.0586
 -5.8630 -5.6801 -5.5102 -5.3537 -5.2103 -4.8999 -4.6297 -4.3770 -4.1368 -3.9131
 -8.6475 -8.5485 -8.2387 -7.8154 -7.4033 -7.0330 -6.7190 -6.4470 -6.2069 -5.9928
 -5.7944 -5.6087 -5.4357 -5.2760 -5.1296 -4.8162 -4.5509 -4.3096 -4.0859 -3.8807
 -3.6973
 -8.4182 -8.1191 -8.0221 -7.8049 -7.4387 -7.0660 -6.7273 -6.4358 -6.1848 -5.9631
 -5.7618 -5.5733 -5.3970 -5.2333 -5.0828 -4.7620 -4.4972 -4.2629 -4.0505 -3.8591
 -3.6886 -3.5402
 -8.3918 -7.9722 -7.6783 -7.5353 -7.4035 -7.1077 -6.7748 -6.4641 -6.1949 -5.9618
 -5.7553 -5.5640 -5.3844 -5.2167 -5.0614 -4.7301 -4.4620 -4.2313 -4.0269 -3.8459
 -3.6862 -3.5466 -3.4266 -3.3238
 -8.4235 -7.9683 -7.5906 -7.3071 -7.1185 -6.9948 -6.8023 -6.5188 -6.2366 -5.9863
 -5.7689 -5.5741 -5.3914 -5.2199 -5.0599 -4.7160 -4.4412 -4.2111 -4.0120 -3.8388
 -3.6879 -3.5563 -3.4429 -3.3456 -3.2614 -3.1865 -3.1175 -3.0530 -2.9986 -2.9640
 -8.4870 -8.0159 -7.6037 -7.2604 -6.9908 -6.7837 -6.6229 -6.4787 -6.2795 -6.0351
 -5.8029 -5.5993 -5.4136 -5.2388 -5.0746 -4.7170 -4.4325 -4.1999 -4.0036 -3.8360
 -3.6921 -3.5676 -3.4606 -3.3690 -3.2899 -3.2201 -3.1583 -3.1018 -3.0491 -3.0057
 -2.9807
 -8.5680 -8.0927 -7.6622 -7.2868 -6.9737 -6.7181 -6.5100 -6.3310 -6.1737 -6.0211
 -5.8401 -5.6376 -5.4477 -5.2703 -5.1024 -4.7318 -4.4349 -4.1969 -4.0008 -3.8366
 -3.6976 -3.5792 -3.4780 -3.3921 -3.3188 -3.2547 -3.1980 -3.1462 -3.0997 -3.0596
 -3.0265
 -8.6474 -8.1791 -7.7426 -7.3479 -7.0043 -6.7152 -6.4767 -6.2750 -6.0950 -5.9296
 -5.7771 -5.6286 -5.4692 -5.3030 -5.1370 -4.7560 -4.4457 -4.1993 -4.0008 -3.8377
 -3.7020 -3.5882 -3.4923 -3.4120 -3.3445 -3.2866 -3.2358 -3.1901 -3.1491 -3.1129
 -3.0813
 -8.7263 -8.2696 -7.8390 -7.4375 -7.0746 -6.7587 -6.4911 -6.2665 -6.0736 -5.8988
 -5.7354 -5.5825 -5.4393 -5.3004 -5.1583 -4.7941 -4.4709 -4.2134 -4.0091 -3.8445
 -3.7096 -3.5983 -3.5062 -3.4303 -3.3681 -3.3161 -3.2716 -3.2320 -3.1965 -3.1639
 -3.1366
 -8.7990 -8.3491 -7.9313 -7.5354 -7.1657 -6.8321 -6.5403 -6.2909 -6.0788 -5.8944
 -5.7268 -5.5694 -5.4205 -5.2802 -5.1460 -4.8214 -4.5060 -4.2364 -4.0235 -3.8545
 -3.7183 -3.6075 -3.5175 -3.4449 -3.3869 -3.3404 -3.3020 -3.2689 -3.2395 -3.2131
 -3.1882
 -8.8750 -8.4129 -8.0070 -7.6253 -7.2622 -6.9231 -6.6158 -6.3451 -6.1112 -5.9098
 -5.7332 -5.5730 -5.4227 -5.2796 -5.1426 -4.8259 -4.5356 -4.2682 -4.0448
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  B   
 -9.1681 -8.6029 -8.1172 -7.7179 -7.3644 -7.0533 -6.7912 -6.5463 -6.3188 -6.1224
 -5.9376 -5.7640 -5.6028 -5.4535 -5.3158 -5.0125 -4.7366 -4.4782 -4.2354
 -9.0302 -8.6407 -8.1397 -7.6954 -7.3166 -6.9845 -6.7081 -6.4553 -6.2245 -6.0232
 -5.8349 -5.6589 -5.4953 -5.3440 -5.2046 -4.9026 -4.6419 -4.3987 -4.1658 -3.9451
 -8.8132 -8.6032 -8.1861 -7.7369 -7.3289 -6.9720 -6.6702 -6.4094 -6.1747 -5.9672
 -5.7763 -5.5979 -5.4315 -5.2772 -5.1350 -4.8288 -4.5706 -4.3356 -4.1155 -3.9112
 -3.7263
 -8.5479 -8.2689 -8.1349 -7.7850 -7.3839 -7.0100 -6.6806 -6.4009 -6.1579 -5.9424
 -5.7486 -5.5675 -5.3981 -5.2404 -5.0943 -4.7805 -4.5213 -4.2912 -4.0800 -3.8875
 -3.7147 -3.5621
 -8.3880 -7.9905 -7.7839 -7.6932 -7.4249 -7.0723 -6.7320 -6.4288 -6.1689 -5.9432
 -5.7438 -5.5597 -5.3873 -5.2259 -5.0757 -4.7516 -4.4880 -4.2603 -4.0557 -3.8720
 -3.7091 -3.5653 -3.4401 -3.3329
 -8.4387 -7.9693 -7.6050 -7.3709 -7.2559 -7.0895 -6.7951 -6.4888 -6.2091 -5.9679
 -5.7573 -5.5696 -5.3941 -5.2292 -5.0748 -4.7389 -4.4678 -4.2398 -4.0396 -3.8627
 -3.7077 -3.5718 -3.4532 -3.3507 -3.2617 -3.1841 -3.1131 -3.0464 -2.9920 -2.9569
 -8.5368 -8.0322 -7.6067 -7.2706 -7.0284 -6.8665 -6.7387 -6.5373 -6.2735 -6.0168
 -5.7913 -5.5941 -5.4154 -5.2472 -5.0890 -4.7406 -4.4594 -4.2281 -4.0301 -3.8580
 -3.7092 -3.5800 -3.4678 -3.3708 -3.2873 -3.2146 -3.1494 -3.0910 -3.0391 -2.9961
 -2.9709
 -8.6659 -8.1394 -7.6789 -7.2908 -6.9795 -6.7409 -6.5559 -6.4053 -6.2587 -6.0681
 -5.8452 -5.6346 -5.4488 -5.2778 -5.1161 -4.7559 -4.4623 -4.2247 -4.0263 -3.8571
 -3.7125 -3.5889 -3.4825 -3.3911 -3.3130 -3.2459 -3.1874 -3.1360 -3.0894 -3.0473
 -3.0146
 -8.8119 -8.2670 -7.7870 -7.3658 -7.0100 -6.7214 -6.4919 -6.3028 -6.1377 -5.9880
 -5.8390 -5.6710 -5.4885 -5.3151 -5.1510 -4.7809 -4.4742 -4.2274 -4.0257 -3.8574
 -3.7157 -3.5960 -3.4947 -3.4087 -3.3362 -3.2747 -3.2220 -3.1758 -3.1349 -3.0989
 -3.0677
 -8.9408 -8.4064 -7.9214 -7.4813 -7.0944 -6.7666 -6.4975 -6.2780 -6.0927 -5.9265
 -5.7728 -5.6288 -5.4879 -5.3414 -5.1904 -4.8204 -4.5009 -4.2427 -4.0346 -3.8641
 -3.7229 -3.6053 -3.5075 -3.4259 -3.3583 -3.3022 -3.2552 -3.2147 -3.1792 -3.1481
 -3.1213
 -9.0549 -8.5374 -8.0584 -7.6146 -7.2104 -6.8544 -6.5510 -6.2985 -6.0890 -5.9095
 -5.7477 -5.5967 -5.4547 -5.3209 -5.1904 -4.8595 -4.5379 -4.2672 -4.0503 -3.8751
 -3.7322 -3.6148 -3.5188 -3.4403 -3.3767 -3.3254 -3.2840 -3.2494 -3.2197 -3.1940
 -3.1704
 -9.1541 -8.6599 -8.1784 -7.7462 -7.3401 -6.9699 -6.6413 -6.3590 -6.1211 -5.9203
 -5.7470 -5.5910 -5.4453 -5.3079 -5.1510 -4.8982 -4.5852 -4.3009 -4.0728
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  B   
 -9.0178 -8.4583 -7.9986 -7.6290 -7.2874 -6.9926 -6.7345 -6.4988 -6.2772 -6.0876
 -5.9084 -5.7406 -5.5845 -5.4400 -5.3062 -5.0109 -4.7440 -4.4961 -4.2652
 -9.0675 -8.5330 -8.0350 -7.6084 -7.2502 -6.9336 -6.6626 -6.4201 -6.1944 -6.0005
 -5.8186 -5.6487 -5.4906 -5.3442 -5.2087 -4.9137 -4.6602 -4.4248 -4.1983 -3.9808
 -8.7592 -8.5878 -8.1009 -7.6610 -7.2665 -6.9241 -6.6329 -6.3810 -6.1511 -5.9512
 -5.7669 -5.5949 -5.4346 -5.2855 -5.1474 -4.8480 -4.5955 -4.3661 -4.1497 -3.9463
 -3.7600
