 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  I   
 -1.5633 -1.5590 -1.7451 -1.7593 -1.6888 -1.5707 -1.4233 -1.3281 -1.2427 -1.1518
 -1.0641 -0.9819 -0.9053 -0.8367 -0.7787 -0.6577 -0.6201 -0.6474 -0.6493
 -1.5670 -1.5033 -1.4535 -1.4316 -1.4388 -1.4219 -1.3586 -1.2770 -1.1962 -1.1171
 -1.0402 -0.9676 -0.9011 -0.8421 -0.7915 -0.7009 -0.6574 -0.6498 -0.6624 -0.6860
 -1.4476 -1.3906 -1.3345 -1.2857 -1.2496 -1.2385 -1.2390 -1.2133 -1.1589 -1.0915
 -1.0242 -0.9590 -0.8988 -0.8452 -0.7991 -0.7165 -0.6761 -0.6699 -0.6834 -0.7066
 -0.7357
 -1.3376 -1.2962 -1.2483 -1.1998 -1.1554 -1.1173 -1.0910 -1.0829 -1.0750 -1.0478
 -1.0021 -0.9487 -0.8956 -0.8472 -0.8052 -0.7294 -0.6912 -0.6858 -0.7003 -0.7237
 -0.7520 -0.7845
 -1.2263 -1.2027 -1.1693 -1.1297 -1.0888 -1.0501 -1.0150 -0.9851 -0.9668 -0.9550
 -0.9412 -0.9164 -0.8821 -0.8434 -0.8065 -0.7374 -0.7015 -0.6972 -0.7128 -0.7374
 -0.7661 -0.7980 -0.8330 -0.8713
 -1.1129 -1.1038 -1.0863 -1.0601 -1.0284 -0.9949 -0.9624 -0.9317 -0.9038 -0.8804
 -0.8637 -0.8511 -0.8365 -0.8174 -0.7952 -0.7392 -0.7061 -0.7025 -0.7194 -0.7470
 -0.7775 -0.8100 -0.8448 -0.8820 -0.9220 -0.9650 -1.0113 -1.0610 -1.1142 -1.1709
 -0.9996 -1.0012 -0.9964 -0.9836 -0.9641 -0.9400 -0.9137 -0.8873 -0.8618 -0.8375
 -0.8155 -0.7975 -0.7840 -0.7727 -0.7612 -0.7304 -0.7042 -0.7000 -0.7192 -0.7507
 -0.7849 -0.8196 -0.8554 -0.8927 -0.9316 -0.9715 -1.0138 -1.0601 -1.1116 -1.1682
 -1.2266
 -0.8886 -0.8977 -0.9018 -0.8995 -0.8914 -0.8785 -0.8616 -0.8421 -0.8219 -0.8016
 -0.7819 -0.7637 -0.7479 -0.7355 -0.7258 -0.7076 -0.6946 -0.6932 -0.7127 -0.7472
 -0.7863 -0.8252 -0.8635 -0.9021 -0.9414 -0.9816 -1.0225 -1.0657 -1.1126 -1.1645
 -1.2222
 -0.7823 -0.7964 -0.8061 -0.8110 -0.8117 -0.8081 -0.8012 -0.7909 -0.7781 -0.7636
 -0.7486 -0.7340 -0.7205 -0.7085 -0.6986 -0.6830 -0.6778 -0.6823 -0.7016 -0.7377
 -0.7811 -0.8252 -0.8679 -0.9095 -0.9506 -0.9915 -1.0331 -1.0757 -1.1208 -1.1686
 -1.2187
 -0.6828 -0.7000 -0.7132 -0.7228 -0.7292 -0.7326 -0.7333 -0.7315 -0.7275 -0.7207
 -0.7121 -0.7026 -0.6931 -0.6842 -0.6763 -0.6626 -0.6598 -0.6680 -0.6883 -0.7235
 -0.7687 -0.8172 -0.8650 -0.9111 -0.9554 -0.9986 -1.0413 -1.0840 -1.1272 -1.1718
 -1.2191
 -0.5923 -0.6099 -0.6247 -0.6370 -0.6470 -0.6551 -0.6612 -0.6657 -0.6688 -0.6701
 -0.6690 -0.6661 -0.6620 -0.6575 -0.6533 -0.6451 -0.6437 -0.6536 -0.6752 -0.7089
 -0.7535 -0.8036 -0.8553 -0.9061 -0.9550 -1.0019 -1.0472 -1.0914 -1.1351 -1.1790
 -1.2240
 -0.5120 -0.5219 -0.5343 -0.5479 -0.5619 -0.5752 -0.5871 -0.5972 -0.6056 -0.6126
 -0.6183 -0.6227 -0.6252 -0.6263 -0.6265 -0.6269 -0.6294 -0.6400 -0.6624
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  I   
 -1.8409 -1.8514 -1.8265 -1.7250 -1.5993 -1.4777 -1.3749 -1.2884 -1.2084 -1.1318
 -1.0585 -0.9887 -0.9229 -0.8617 -0.8063 -0.6929 -0.6337 -0.6249 -0.6326
 -1.6703 -1.6086 -1.5929 -1.6015 -1.5457 -1.4466 -1.3465 -1.2609 -1.1849 -1.1134
 -1.0453 -0.9805 -0.9195 -0.8632 -0.8125 -0.7152 -0.6605 -0.6439 -0.6533 -0.6760
 -1.5650 -1.4920 -1.4290 -1.3894 -1.3900 -1.3807 -1.3184 -1.2386 -1.1657 -1.0992
 -1.0361 -0.9760 -0.9193 -0.8671 -0.8201 -0.7307 -0.6800 -0.6637 -0.6728 -0.6952
 -0.7244
 -1.4737 -1.4109 -1.3450 -1.2826 -1.2353 -1.2134 -1.2139 -1.1952 -1.1430 -1.0837
 -1.0261 -0.9708 -0.9183 -0.8697 -0.8260 -0.7430 -0.6956 -0.6795 -0.6882 -0.7106
 -0.7393 -0.7722
 -1.3819 -1.3351 -1.2794 -1.2214 -1.1676 -1.1206 -1.0860 -1.0689 -1.0649 -1.0457
 -1.0074 -0.9609 -0.9138 -0.8690 -0.8283 -0.7509 -0.7066 -0.6909 -0.6994 -0.7225
 -0.7518 -0.7845 -0.8203 -0.8601
 -1.2885 -1.2546 -1.2136 -1.1653 -1.1154 -1.0685 -1.0259 -0.9889 -0.9623 -0.9499
 -0.9417 -0.9250 -0.8969 -0.8617 -0.8257 -0.7540 -0.7125 -0.6975 -0.7060 -0.7305
 -0.7615 -0.7951 -0.8309 -0.8692 -0.9096 -0.9529 -0.9999 -1.0512 -1.1068 -1.1644
 -1.1881 -1.1674 -1.1402 -1.1056 -1.0651 -1.0233 -0.9834 -0.9463 -0.9125 -0.8842
 -0.8639 -0.8520 -0.8420 -0.8279 -0.8086 -0.7516 -0.7135 -0.6992 -0.7077 -0.7337
 -0.7675 -0.8034 -0.8403 -0.8787 -0.9188 -0.9606 -1.0049 -1.0525 -1.1042 -1.1603
 -1.2204
 -1.0880 -1.0750 -1.0596 -1.0367 -1.0088 -0.9760 -0.9420 -0.9089 -0.8777 -0.8484
 -0.8222 -0.8005 -0.7849 -0.7743 -0.7651 -0.7381 -0.7091 -0.6964 -0.7046 -0.7313
 -0.7684 -0.8079 -0.8473 -0.8871 -0.9275 -0.9682 -1.0103 -1.0552 -1.1039 -1.1574
 -1.2160
 -0.9920 -0.9828 -0.9739 -0.9604 -0.9423 -0.9207 -0.8956 -0.8688 -0.8424 -0.8169
 -0.7926 -0.7702 -0.7505 -0.7350 -0.7241 -0.7081 -0.6962 -0.6891 -0.6976 -0.7243
