 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -2.4134
 -5.0284 -5.0115 -4.8372 -4.5756 -4.3247 -4.1043 -3.9088 -3.7457 -3.6088 -3.4897
 -3.3844 -3.2869 -3.1963 -3.1118 -3.0333 -2.8633 -2.7281 -2.6219 -2.5383 -2.4714
 -2.4172 -2.3735
 -4.9265 -4.7393 -4.7091 -4.5890 -4.3605 -4.1331 -3.9306 -3.7553 -3.6089 -3.4849
 -3.3778 -3.2808 -3.1909 -3.1073 -3.0294 -2.8601 -2.7254 -2.6201 -2.5380 -2.4732
 -2.4213 -2.3799 -2.3471 -2.3207
 -4.9486 -4.6767 -4.4875 -4.4147 -4.3511 -4.1653 -3.9625 -3.7795 -3.6209 -3.4880
 -3.3756 -3.2781 -3.1886 -3.1056 -3.0283 -2.8598 -2.7250 -2.6199 -2.5387 -2.4752
 -2.4252 -2.3860 -2.3553 -2.3311 -2.3116 -2.2970 -2.2880 -2.2849 -2.2880 -2.2973
 -5.0189 -4.7061 -4.4568 -4.2704 -4.1581 -4.1001 -3.9842 -3.8110 -3.6463 -3.5021
 -3.3806 -3.2785 -3.1886 -3.1059 -3.0291 -2.8612 -2.7261 -2.6208 -2.5397 -2.4771
 -2.4287 -2.3913 -2.3628 -2.3410 -2.3239 -2.3107 -2.3019 -2.2982 -2.3002 -2.3083
 -2.3225
 -5.1218 -4.7788 -4.4944 -4.2642 -4.0845 -3.9542 -3.8658 -3.7887 -3.6709 -3.5277
 -3.3963 -3.2849 -3.1912 -3.1080 -3.0314 -2.8640 -2.7285 -2.6223 -2.5408 -2.4786
 -2.4311 -2.3954 -2.3690 -2.3499 -2.3355 -2.3249 -2.3175 -2.3141 -2.3156 -2.3226
 -2.3355
 -5.2481 -4.8795 -4.5677 -4.3072 -4.0940 -3.9233 -3.7892 -3.6829 -3.5962 -3.5125
 -3.4117 -3.2988 -3.1971 -3.1109 -3.0337 -2.8663 -2.7304 -2.6232 -2.5409 -2.4784
 -2.4316 -2.3972 -2.3729 -2.3564 -2.3453 -2.3379 -2.3338 -2.3326 -2.3345 -2.3405
 -2.3516
 -5.3773 -4.9993 -4.6705 -4.3863 -4.1467 -3.9485 -3.7868 -3.6548 -3.5445 -3.4492
 -3.3652 -3.2855 -3.2025 -3.1173 -3.0396 -2.8717 -2.7349 -2.6262 -2.5423 -2.4787
 -2.4317 -2.3980 -2.3752 -2.3609 -2.3528 -2.3490 -2.3484 -2.3502 -2.3544 -2.3615
 -2.3713
 -5.5347 -5.1370 -4.7898 -4.4883 -4.2284 -4.0071 -3.8222 -3.6691 -3.5415 -3.4325
 -3.3365 -3.2510 -3.1741 -3.1026 -3.0344 -2.8770 -2.7403 -2.6300 -2.5441 -2.4788
 -2.4307 -2.3970 -2.3749 -2.3624 -2.3570 -2.3567 -2.3600 -2.3655 -2.3730 -2.3823
 -2.3929
 -5.7204 -5.2927 -4.9119 -4.6026 -4.3290 -4.0907 -3.8860 -3.7127 -3.5674 -3.4445
 -3.3386 -3.2452 -3.1616 -3.0864 -3.0181 -2.8822 -2.7466 -2.6346 -2.5463
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.2627 -4.9689 -4.7147 -4.4963 -4.2711 -4.0826 -3.9238 -3.7837 -3.6580 -3.5435
 -3.4375 -3.3384 -3.2460 -3.1602 -3.0805 -2.9058 -2.7584 -2.6403 -2.5437
 -5.3461 -5.0149 -4.7296 -4.4858 -4.2657 -4.0652 -3.8980 -3.7551 -3.6250 -3.5121
 -3.4066 -3.3084 -3.2170 -3.1320 -3.0530 -2.8810 -2.7413 -2.6281 -2.5367 -2.4620
 -5.3576 -5.0736 -4.7739 -4.5070 -4.2798 -4.0678 -3.8880 -3.7391 -3.6062 -3.4924
 -3.3879 -3.2906 -3.2001 -3.1160 -3.0376 -2.8672 -2.7297 -2.6198 -2.5321 -2.4611
 -2.4031
 -5.0747 -5.0718 -4.8226 -4.5492 -4.3020 -4.0870 -3.8945 -3.7348 -3.5996 -3.4809
 -3.3766 -3.2802 -3.1905 -3.1071 -3.0294 -2.8599 -2.7236 -2.6154 -2.5299 -2.4615
 -2.4060 -2.3610
 -4.9419 -4.8462 -4.7996 -4.5879 -4.3415 -4.1152 -3.9169 -3.7437 -3.5996 -3.4764
 -3.3703 -3.2743 -3.1853 -3.1026 -3.0254 -2.8568 -2.7208 -2.6135 -2.5293 -2.4627
 -2.4093 -2.3663 -2.3321 -2.3051
 -4.9438 -4.6871 -4.5587 -4.5313 -4.3701 -4.1526 -3.9474 -3.7662 -3.6107 -3.4799
 -3.3682 -3.2715 -3.1829 -3.1007 -3.0242 -2.8564 -2.7204 -2.6132 -2.5298 -2.4644
 -2.4126 -2.3715 -2.3391 -2.3139 -2.2941 -2.2791 -2.2701 -2.2677 -2.2714 -2.2815
 -5.0180 -4.7005 -4.4621 -4.3111 -4.2580 -4.1649 -3.9824 -3.7984 -3.6348 -3.4924
 -3.3732 -3.2717 -3.1826 -3.1007 -3.0247 -2.8577 -2.7216 -2.6141 -2.5308 -2.4661
 -2.4156 -2.3761 -2.3456 -2.3224 -2.3044 -2.2909 -2.2821 -2.2786 -2.2814 -2.2902
 -2.3054
 -5.1438 -4.7762 -4.4882 -4.2651 -4.1058 -4.0126 -3.9482 -3.8255 -3.6666 -3.5178
 -3.3876 -3.2779 -3.1850 -3.1026 -3.0265 -2.8602 -2.7239 -2.6158 -2.5321 -2.4675
 -2.4179 -2.3799 -2.3511 -2.3299 -2.3143 -2.3028 -2.2956 -2.2925 -2.2944 -2.3023
 -2.3162
 -5.2987 -4.8947 -4.5644 -4.3006 -4.0920 -3.9333 -3.8187 -3.7356 -3.6539 -3.5408
 -3.4108 -3.2916 -3.1909 -3.1053 -3.0286 -2.8623 -2.7259 -2.6169 -2.5324 -2.4677
 -2.4185 -2.3816 -2.3546 -2.3355 -2.3224 -2.3137 -2.3089 -2.3076 -2.3103 -2.3174
 -2.3302
 -5.4917 -5.0508 -4.6839 -4.3838 -4.1400 -3.9445 -3.7902 -3.6691 -3.5713 -3.4873
 -3.4038 -3.3096 -3.2075 -3.1148 -3.0353 -2.8677 -2.7305 -2.6204 -2.5345 -2.4687
 -2.4192 -2.3827 -2.3569 -2.3396 -2.3289 -2.3231 -2.3213 -2.3226 -2.3272 -2.3345
 -2.3469
 -5.7505 -5.2445 -4.8313 -4.5018 -4.2271 -4.0010 -3.8172 -3.6686 -3.5477 -3.4458
 -3.3567 -3.2760 -3.1986 -3.1201 -3.0419 -2.8745 -2.7365 -2.6248 -2.5372 -2.4697
 -2.4192 -2.3825 -2.3572 -2.3413 -2.3327 -2.3297 -2.3312 -2.3358 -2.3433 -2.3534
 -2.3662
 -6.0751 -5.4758 -4.9882 -4.6424 -4.3435 -4.0915 -3.8811 -3.7075 -3.5648 -3.4461
 -3.3449 -3.2557 -3.1754 -3.1020 -3.0484 -2.8827 -2.7439 -2.6301 -2.5405
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.2006 -4.9237 -4.6820 -4.4722 -4.2477 -4.0690 -3.9152 -3.7754 -3.6484 -3.5334
 -3.4286 -3.3306 -3.2393 -3.1544 -3.0755 -2.9017 -2.7542 -2.6357 -2.5375
 -5.2839 -4.9671 -4.6951 -4.4636 -4.2459 -4.0517 -3.8886 -3.7451 -3.6170 -3.5035
 -3.4001 -3.3029 -3.2125 -3.1284 -3.0501 -2.8789 -2.7384 -2.6238 -2.5305 -2.4545
 -5.3538 -5.0359 -4.7390 -4.4811 -4.2616 -4.0536 -3.8789 -3.7317 -3.5988 -3.4862
 -3.3825 -3.2862 -3.1966 -3.1133 -3.0357 -2.8660 -2.7275 -2.6156 -2.5258 -2.4531
 -2.3938
 -5.2748 -5.0825 -4.7976 -4.5235 -4.2835 -4.0743 -3.8843 -3.7273 -3.5938 -3.4751
 -3.3717 -3.2760 -3.1872 -3.1046 -3.0276 -2.8590 -2.7215 -2.6112 -2.5234 -2.4530
 -2.3959 -2.3495
 -4.9935 -4.9753 -4.8263 -4.5730 -4.3223 -4.1011 -3.9052 -3.7355 -3.5933 -3.4710
 -3.3654 -3.2701 -3.1819 -3.0999 -3.0235 -2.8557 -2.7187 -2.6091 -2.5226 -2.4538
 -2.3985 -2.3538 -2.3181 -2.2901
 -4.9392 -4.7207 -4.6815 -4.5832 -4.3641 -4.1379 -3.9358 -3.7570 -3.6033 -3.4744
 -3.3632 -3.2671 -3.1792 -3.0977 -3.0218 -2.8550 -2.7181 -2.6087 -2.5228 -2.4551
 -2.4013 -2.3582 -2.3240 -2.2974 -2.2769 -2.2618 -2.2527 -2.2502 -2.2541 -2.2647
 -5.0036 -4.6949 -4.4820 -4.3995 -4.3486 -4.1723 -3.9717 -3.7876 -3.6256 -3.4856
 -3.3679 -3.2671 -3.1786 -3.0973 -3.0219 -2.8558 -2.7191 -2.6094 -2.5236 -2.4566
 -2.4038 -2.3622 -2.3296 -2.3046 -2.2856 -2.2715 -2.2623 -2.2588 -2.2618 -2.2712
 -2.2871
 -5.1410 -4.7615 -4.4809 -4.2749 -4.1550 -4.1049 -3.9939 -3.8229 -3.6569 -3.5093
 -3.3810 -3.2728 -3.1806 -3.0987 -3.0233 -2.8579 -2.7212 -2.6111 -2.5249 -2.4580
 -2.4060 -2.3656 -2.3345 -2.3111 -2.2939 -2.2815 -2.2733 -2.2699 -2.2722 -2.2807
 -2.2954
 -5.3092 -4.8872 -4.5508 -4.2916 -4.0945 -3.9577 -3.8759 -3.8039 -3.6832 -3.5380
 -3.4027 -3.2853 -3.1858 -3.1009 -3.0247 -2.8594 -2.7228 -2.6122 -2.5254 -2.4582
 -2.4066 -2.3671 -2.3375 -2.3159 -2.3007 -2.2905 -2.2845 -2.2826 -2.2852 -2.2931
 -2.3069
 -5.5589 -5.0697 -4.6769 -4.3710 -4.1299 -3.9422 -3.8009 -3.6976 -3.6176 -3.5345
 -3.4292 -3.3116 -3.2030 -3.1103 -3.0311 -2.8644 -2.7272 -2.6157 -2.5277 -2.4596
 -2.4076 -2.3684 -2.3398 -2.3196 -2.3064 -2.2984 -2.2949 -2.2952 -2.2994 -2.3079
 -2.3208
 -5.8931 -5.3090 -4.8475 -4.4965 -4.2153 -3.9905 -3.8119 -3.6715 -3.5611 -3.4701
 -3.3890 -3.3078 -3.2200 -3.1270 -3.0418 -2.8713 -2.7331 -2.6204 -2.5309 -2.4612
 -2.4082 -2.3688 -2.3405 -2.3215 -2.3098 -2.3041 -2.3033 -2.3064 -2.3130 -2.3232
 -2.3370
 -6.3119 -5.6051 -5.0458 -4.6594 -4.3404 -4.0812 -3.8706 -3.7004 -3.5633 -3.4514
 -3.3569 -3.2736 -3.1967 -3.1224 -3.0568 -2.8801 -2.7405 -2.6263 -2.5350
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -5.1384 -4.8961 -4.6684 -4.4541 -4.2366 -4.0440 -3.8796 -3.7379 -3.6146 -3.5055
 -3.4074 -3.3173 -3.2328 -3.1518 -3.0734 -2.9003 -2.7529 -2.6291 -2.5313
 -5.2451 -4.9307 -4.6679 -4.4517 -4.2347 -4.0442 -3.8836 -3.7411 -3.6131 -3.5009
 -3.3973 -3.3009 -3.2112 -3.1279 -3.0503 -2.8796 -2.7383 -2.6206 -2.5260 -2.4487
 -5.3372 -4.9979 -4.7085 -4.4642 -4.2503 -4.0447 -3.8739 -3.7275 -3.5955 -3.4836
 -3.3805 -3.2849 -3.1960 -3.1135 -3.0366 -2.8675 -2.7281 -2.6142 -2.5221 -2.4473
 -2.3863
 -5.3357 -5.0686 -4.7697 -4.5008 -4.2731 -4.0647 -3.8775 -3.7230 -3.5904 -3.4725
 -3.3697 -3.2747 -3.1866 -3.1047 -3.0285 -2.8606 -2.7223 -2.6099 -2.5196 -2.4468
 -2.3878 -2.3397
 -5.1134 -5.0519 -4.8238 -4.5542 -4.3057 -4.0943 -3.8978 -3.7299 -3.5897 -3.4674
 -3.3632 -3.2686 -3.1809 -3.0996 -3.0238 -2.8570 -2.7193 -2.6077 -2.5185 -2.4472
 -2.3897 -2.3432 -2.3057 -2.2763
 -4.9451 -4.8078 -4.7809 -4.5931 -4.3520 -4.1252 -3.9293 -3.7497 -3.5989 -3.4714
 -3.3606 -3.2653 -3.1778 -3.0968 -3.0215 -2.8557 -2.7183 -2.6070 -2.5184 -2.4481
 -2.3919 -2.3468 -2.3106 -2.2824 -2.2607 -2.2452 -2.2360 -2.2331 -2.2368 -2.2477
 -4.9863 -4.6960 -4.5359 -4.5132 -4.3764 -4.1664 -3.9617 -3.7812 -3.6194 -3.4815
 -3.3654 -3.2649 -3.1768 -3.0960 -3.0210 -2.8559 -2.7188 -2.6073 -2.5190 -2.4493
 -2.3941 -2.3502 -2.3154 -2.2884 -2.2680 -2.2531 -2.2436 -2.2397 -2.2423 -2.2518
 -2.2680
 -5.1136 -4.7438 -4.4778 -4.3040 -4.2471 -4.1710 -3.9977 -3.8154 -3.6502 -3.5036
 -3.3770 -3.2702 -3.1782 -3.0969 -3.0219 -2.8574 -2.7205 -2.6088 -2.5201 -2.4505
 -2.3959 -2.3531 -2.3196 -2.2940 -2.2750 -2.2614 -2.2527 -2.2488 -2.2504 -2.2588
 -2.2738
 -5.2894 -4.8648 -4.5331 -4.2851 -4.1083 -4.0108 -3.9553 -3.8389 -3.6819 -3.5310
 -3.3963 -3.2814 -3.1829 -3.0983 -3.0227 -2.8583 -2.7216 -2.6096 -2.5205 -2.4507
 -2.3965 -2.3545 -2.3222 -2.2981 -2.2807 -2.2688 -2.2616 -2.2589 -2.2609 -2.2685
 -2.2826
 -5.5811 -5.0618 -4.6563 -4.3533 -4.1208 -3.9463 -3.8264 -3.7498 -3.6741 -3.5611
 -3.4297 -3.3065 -3.1990 -3.1072 -3.0284 -2.8625 -2.7255 -2.6129 -2.5228 -2.4522
 -2.3976 -2.3559 -2.3244 -2.3015 -2.2856 -2.2755 -2.2703 -2.2692 -2.2724 -2.2805
 -2.2938
 -5.9751 -5.3348 -4.8406 -4.4780 -4.1983 -3.9795 -3.8100 -3.6823 -3.5876 -3.5098
 -3.4282 -3.3315 -3.2251 -3.1253 -3.0394 -2.8690 -2.7309 -2.6174 -2.5260 -2.4542
 -2.3987 -2.3566 -2.3255 -2.3034 -2.2888 -2.2804 -2.2773 -2.2785 -2.2836 -2.2931
 -2.3070
 -6.4715 -5.6838 -5.0860 -4.6531 -4.3248 -4.0650 -3.8586 -3.6948 -3.5659 -3.4636
 -3.3784 -3.3011 -3.2234 -3.1417 -3.0557 -2.8778 -2.7378 -2.6231 -2.5301
