 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F1280W
 -1.6137 -1.7258 -1.8344 -1.9388 -2.0432 -2.1378 -2.2060 -2.2608 -2.3123 -2.3679
 -2.4283 -2.4966 -2.5653 -2.6379 -2.7102 -2.8923 -3.0714 -3.2603 -3.4322
 -1.5615 -1.6760 -1.7900 -1.9034 -2.0146 -2.1196 -2.2161 -2.3023 -2.3767 -2.4372
 -2.4902 -2.5441 -2.6067 -2.6770 -2.7506 -2.9371 -3.1219 -3.3009 -3.4709 -3.6321
 -1.5568 -1.6698 -1.7794 -1.8863 -1.9916 -2.0963 -2.2001 -2.2994 -2.3911 -2.4721
 -2.5350 -2.5853 -2.6400 -2.7071 -2.7799 -2.9651 -3.1478 -3.3260 -3.4965 -3.6584
 -3.8120
 -1.5568 -1.6671 -1.7740 -1.8774 -1.9781 -2.0768 -2.1740 -2.2706 -2.3667 -2.4597
 -2.5462 -2.6109 -2.6654 -2.7287 -2.7997 -2.9844 -3.1660 -3.3431 -3.5136 -3.6758
 -3.8296 -3.9760
 -1.5623 -1.6685 -1.7724 -1.8733 -1.9713 -2.0668 -2.1602 -2.2517 -2.3421 -2.4324
 -2.5225 -2.6062 -2.6712 -2.7404 -2.8133 -2.9974 -3.1785 -3.3547 -3.5249 -3.6873
 -3.8413 -3.9878 -4.1274 -4.2608
 -1.5771 -1.6766 -1.7757 -1.8733 -1.9688 -2.0621 -2.1532 -2.2423 -2.3297 -2.4158
 -2.5014 -2.5872 -2.6592 -2.7318 -2.8113 -3.0051 -3.1867 -3.3622 -3.5322 -3.6947
 -3.8490 -3.9957 -4.1355 -4.2691 -4.3970 -4.5201 -4.6391 -4.7548 -4.8677 -4.9783
 -1.6046 -1.6951 -1.7866 -1.8788 -1.9707 -2.0614 -2.1505 -2.2378 -2.3235 -2.4077
 -2.4906 -2.5729 -2.6486 -2.7194 -2.7985 -3.0018 -3.1902 -3.3664 -3.5364 -3.6993
 -3.8540 -4.0010 -4.1411 -4.2749 -4.4028 -4.5256 -4.6441 -4.7588 -4.8703 -4.9791
 -5.0862
 -1.6453 -1.7265 -1.8091 -1.8935 -1.9793 -2.0659 -2.1520 -2.2373 -2.3213 -2.4039
 -2.4853 -2.5658 -2.6426 -2.7130 -2.7885 -2.9899 -3.1850 -3.3664 -3.5377 -3.7013
 -3.8567 -4.0043 -4.1447 -4.2789 -4.4072 -4.5300 -4.6481 -4.7621 -4.8727 -4.9803
 -5.0854
 -1.6998 -1.7722 -1.8463 -1.9218 -1.9995 -2.0797 -2.1611 -2.2430 -2.3245 -2.4053
 -2.4851 -2.5639 -2.6406 -2.7130 -2.7861 -2.9811 -3.1762 -3.3621 -3.5380 -3.7036
 -3.8601 -4.0086 -4.1499 -4.2846 -4.4134 -4.5366 -4.6548 -4.7689 -4.8792 -4.9860
 -5.0895
 -1.7680 -1.8322 -1.8950 -1.9623 -2.0314 -2.1033 -2.1780 -2.2546 -2.3321 -2.4098
 -2.4871 -2.5639 -2.6397 -2.7134 -2.7856 -2.9736 -3.1644 -3.3508 -3.5298 -3.6994
 -3.8581 -4.0077 -4.1498 -4.2853 -4.4147 -4.5385 -4.6572 -4.7711 -4.8835 -4.9898
 -5.0924
 -1.8499 -1.9065 -1.9552 -2.0134 -2.0772 -2.1409 -2.2075 -2.2768 -2.3485 -2.4216
 -2.4953 -2.5693 -2.6429 -2.7159 -2.7878 -2.9704 -3.1553 -3.3394 -3.5190 -3.6916
 -3.8537 -4.0053 -4.1485 -4.2848 -4.4150 -4.5396 -4.6590 -4.7735 -4.8835 -4.9897
 -5.0926
 -1.9455 -1.9951 -2.0269 -2.0750 -2.1341 -2.1921 -2.2511 -2.3123 -2.3765 -2.4432
 -2.5117 -2.5814 -2.6517 -2.7223 -2.7927 -2.9715 -3.1489 -3.3279 -3.5056
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F1280W
 -1.6061 -1.7132 -1.8139 -1.9078 -1.9966 -2.0798 -2.1543 -2.2258 -2.2954 -2.3627
 -2.4281 -2.4960 -2.5661 -2.6396 -2.7138 -2.8982 -3.0773 -3.2578 -3.4308
 -1.5867 -1.7072 -1.8251 -1.9362 -2.0396 -2.1349 -2.2215 -2.2989 -2.3692 -2.4336
 -2.4926 -2.5507 -2.6146 -2.6851 -2.7585 -2.9431 -3.1227 -3.2995 -3.4692 -3.6301
 -1.5755 -1.6915 -1.8059 -1.9189 -2.0309 -2.1389 -2.2395 -2.3308 -2.4116 -2.4801
 -2.5390 -2.5914 -2.6477 -2.7144 -2.7870 -2.9719 -3.1512 -3.3258 -3.4950 -3.6565
 -3.8099
 -1.5690 -1.6823 -1.7928 -1.9009 -2.0072 -2.1117 -2.2151 -2.3161 -2.4111 -2.4968
 -2.5671 -2.6237 -2.6744 -2.7353 -2.8046 -2.9906 -3.1704 -3.3437 -3.5121 -3.6737
